,FTL (2512)
ACH-000004,-0.13378678117
ACH-000007,0.280061296586
ACH-000009,0.0309142118312
ACH-000011,0.154023623405
ACH-000012,0.11754236490900001
ACH-000013,0.0185773671438
ACH-000014,0.11401889170099999
ACH-000015,-0.00284683189159
ACH-000017,0.166426502239
ACH-000018,0.185959792186
ACH-000019,0.21990573492499998
ACH-000021,0.121138207749
ACH-000022,0.17986609408799997
ACH-000025,0.292231070574
ACH-000028,0.129773292989
ACH-000030,-0.00258599484958
ACH-000035,0.09005542333170001
ACH-000036,0.20915268005999998
ACH-000037,0.282052876169
ACH-000039,0.167570894112
ACH-000040,0.0629860477992
ACH-000041,0.279511992574
ACH-000042,0.29771797418400003
ACH-000045,0.181568393528
ACH-000047,0.059473096455499995
ACH-000052,0.146635536238
ACH-000053,0.0338104151928
ACH-000054,0.0862497601164
ACH-000055,0.0316415877461
ACH-000060,-0.044146147882400004
ACH-000067,0.131625008621
ACH-000070,0.13761086621899998
ACH-000075,0.169361288554
ACH-000078,0.19058882923700002
ACH-000082,0.118651322673
ACH-000085,0.036491327197199996
ACH-000086,-0.021675652816
ACH-000087,0.40281713842600003
ACH-000092,0.0142201662928
ACH-000095,0.202688792098
ACH-000097,-0.0325701624889
ACH-000098,0.21595784959800002
ACH-000099,0.20663409574000002
ACH-000108,0.081175830885
ACH-000113,0.266678646039
ACH-000115,0.299357941752
ACH-000116,0.309557190473
ACH-000118,0.193763620192
ACH-000120,0.354070458714
ACH-000123,0.20009317112999997
ACH-000127,0.134348033635
ACH-000128,0.103895848045
ACH-000132,0.328589200869
ACH-000133,0.231266730618
ACH-000137,0.0500770474174
ACH-000138,0.232474238332
ACH-000142,0.255968359387
ACH-000143,0.277412068907
ACH-000146,0.146211794063
ACH-000148,0.262507067832
ACH-000150,0.10419276007600001
ACH-000152,0.332732559329
ACH-000153,-0.16973281510699997
ACH-000159,0.013907897620999999
ACH-000160,0.190126262746
ACH-000163,0.015297723487
ACH-000167,0.272432110744
ACH-000168,-0.030238751524400004
ACH-000169,0.120234729694
ACH-000178,0.224937549578
ACH-000182,0.0541486723172
ACH-000183,0.07811766037000001
ACH-000188,0.108209381712
ACH-000189,-0.17920781065000002
ACH-000190,0.124568633297
ACH-000198,0.341001888762
ACH-000204,0.09273520925660002
ACH-000206,0.17587811504599998
ACH-000207,0.0794622094997
ACH-000211,0.156219688476
ACH-000215,0.16230689770600001
ACH-000221,0.232423212214
ACH-000222,-0.198536022448
ACH-000223,0.225125939327
ACH-000226,0.032298862966400006
ACH-000227,0.409163141643
ACH-000228,0.20663011691799998
ACH-000231,0.0069584012245999995
ACH-000232,0.20582557073600002
ACH-000233,-0.00184917782657
ACH-000234,0.188268130215
ACH-000235,0.136641698566
ACH-000237,0.25882724434099996
ACH-000238,0.12344895037
ACH-000243,0.24174114334199998
ACH-000244,0.0460646632881
ACH-000246,0.07060604374139999
ACH-000248,0.281299441004
ACH-000250,0.158508324713
ACH-000251,0.15387650965500002
ACH-000253,0.20882555986200002
ACH-000255,0.04493340405019999
ACH-000256,0.0311933368106
ACH-000257,0.0906211471762
ACH-000258,0.569419530157
ACH-000259,0.101169177144
ACH-000260,0.113316744007
ACH-000261,0.0692209895333
ACH-000262,0.126591317387
ACH-000263,0.04742884168880001
ACH-000264,0.0366168238251
ACH-000265,0.195231418161
ACH-000266,0.162207909398
ACH-000272,0.171494101146
ACH-000273,0.06488701979730001
ACH-000274,-0.00471952510088
ACH-000277,0.218366004106
ACH-000278,0.10552029200600001
ACH-000279,0.17263872795600002
ACH-000280,0.0341595609418
ACH-000281,0.279849067082
ACH-000288,0.195750185711
ACH-000291,0.12324442109099999
ACH-000293,0.245052420328
ACH-000294,0.04868212678640001
ACH-000295,0.317553402581
ACH-000296,-0.098895080693
ACH-000302,-0.08745817592980001
ACH-000304,0.14304738929400002
ACH-000307,0.22264405389400002
ACH-000308,0.15886918317
ACH-000310,0.17872720377999998
ACH-000311,0.13056177602900002
ACH-000312,0.259872539721
ACH-000315,-0.128842527945
ACH-000316,0.229315004311
ACH-000317,0.35098624746600005
ACH-000318,0.162076247958
ACH-000319,-0.017338394316099997
ACH-000320,0.104230303887
ACH-000322,-0.0080621402087
ACH-000323,0.05247606199799999
ACH-000324,0.278822739719
ACH-000329,0.106822756643
ACH-000330,0.223285723123
ACH-000331,0.034802337305699996
ACH-000332,0.0967137587995
ACH-000334,-0.323248578957
ACH-000335,-0.0015081782281300001
ACH-000336,0.408637915464
ACH-000337,0.19174520882100002
ACH-000339,0.22670115002500002
ACH-000341,0.430021234243
