,ERMARD (55780)
ACH-000004,-0.198527791039
ACH-000007,-0.120285208224
ACH-000009,-0.05448824846469999
ACH-000011,-0.0717058172722
ACH-000012,0.129692517263
ACH-000013,-0.000522112705296
ACH-000014,0.35178331788199996
ACH-000015,-0.069049901116
ACH-000017,0.0263798052238
ACH-000018,0.0665689063774
ACH-000019,-0.0627190776434
ACH-000021,-0.0913900166451
ACH-000022,0.120166297592
ACH-000025,-0.0954699810527
ACH-000028,-0.012051863981299999
ACH-000030,-0.027248412382099997
ACH-000035,0.121310068149
ACH-000036,-0.0667494631573
ACH-000037,0.05733496582619999
ACH-000039,0.136001426433
ACH-000040,-0.23932671386100002
ACH-000041,-0.151947023189
ACH-000042,0.0079678476254
ACH-000045,0.125424100575
ACH-000047,-0.000350593682205
ACH-000052,-0.210238034007
ACH-000053,0.0524584097659
ACH-000054,-0.172755588649
ACH-000055,0.0661065700793
ACH-000060,0.00211382819677
ACH-000067,0.00658512141492
ACH-000070,-0.0439754930696
ACH-000075,0.058323587906800006
ACH-000078,-0.28262443784499997
ACH-000082,-0.206032704857
ACH-000085,-0.0824393337093
ACH-000086,-0.0404472455046
ACH-000087,0.15287577547700001
ACH-000092,0.0329193324661
ACH-000095,0.019333709026
ACH-000097,-0.129679048255
ACH-000098,-0.029010932218
ACH-000099,-0.107386824305
ACH-000108,0.0860800756512
ACH-000113,0.056046666795800004
ACH-000115,0.14420436684000001
ACH-000116,0.150037117667
ACH-000118,-0.055518810088400004
ACH-000120,0.112642857313
ACH-000123,-0.0370776287456
ACH-000127,-0.00982234045407
ACH-000128,-0.22595495160300003
ACH-000132,0.087610265516
ACH-000133,-0.07525769496239999
ACH-000137,0.263110306783
ACH-000138,-0.107681742245
ACH-000142,-0.072224469873
ACH-000143,-0.137336080399
ACH-000146,0.00777360797961
ACH-000148,0.0191821691738
ACH-000150,-0.08870405677750001
ACH-000152,-0.0447299252445
ACH-000153,-0.011260760586700001
ACH-000159,-0.0184205435896
ACH-000160,0.0471484359583
ACH-000163,-0.0418022488207
ACH-000167,0.19702231572599999
ACH-000168,0.143729961815
ACH-000169,0.10394450817399999
ACH-000178,0.125652144003
ACH-000182,0.00867325533016
ACH-000183,-0.140864354887
ACH-000188,-0.08526956814379999
ACH-000189,-0.0033446277971999998
ACH-000190,0.07120941484860001
ACH-000198,-0.0595896829971
ACH-000204,0.0779565115404
ACH-000206,-0.13384967899800002
ACH-000207,0.10730346746099999
ACH-000211,-0.18704469784000002
ACH-000215,0.0157612712571
ACH-000221,-0.0357871011707
ACH-000222,-0.152056429544
ACH-000223,-0.127151802506
ACH-000226,0.00616152434322
ACH-000227,-0.217943749934
ACH-000228,0.0401053721797
ACH-000231,0.0194401148172
ACH-000232,-0.04842770956280001
ACH-000233,0.08062937043010002
ACH-000234,-0.016438689662
ACH-000235,-0.09429152394760001
ACH-000237,-0.0299277034105
ACH-000238,-0.10801351363600001
ACH-000243,0.0445466821894
ACH-000244,0.340682561994
ACH-000246,-0.024426033767499997
ACH-000248,-0.0262266814708
ACH-000250,-0.21770917230300002
ACH-000251,0.08171475686810001
ACH-000253,-0.028776787407299997
