,PSPC1 (55269)
ACH-000243,-0.564132166234
ACH-000244,-0.453804968032
ACH-000246,-0.298437323508
ACH-000248,-0.395822689238
ACH-000250,-0.238912320586
ACH-000251,-0.340505067122
ACH-000253,-0.47023744607100004
ACH-000255,-0.442588606716
ACH-000256,-0.283145605201
ACH-000257,-0.381304311276
ACH-000258,-0.7302444746950001
ACH-000259,-0.411975112505
ACH-000260,-0.297056987569
ACH-000261,-0.382681427444
ACH-000262,-0.0597691311386
ACH-000263,-0.29631468780299997
ACH-000264,-0.44234376798
ACH-000265,-0.6112686073470001
ACH-000266,-0.405364825172
ACH-000272,-0.490194021654
ACH-000273,-0.294997917381
ACH-000274,-0.33766937848300005
ACH-000277,-0.125027525571
ACH-000278,-0.5275541173830001
ACH-000279,-0.268599059571
ACH-000280,-0.370724656043
ACH-000281,-0.000334596905373
ACH-000288,-0.469223088262
ACH-000291,-0.21772935165100002
ACH-000293,0.0396040672412
ACH-000294,-0.48236749630500003
ACH-000295,-0.261496457076
ACH-000296,-0.590394040796
ACH-000302,-0.404263877779
ACH-000304,-0.50678304072
ACH-000307,-0.48851953471
ACH-000308,-0.328039638022
ACH-000310,-0.284946358209
ACH-000311,-0.510311603367
ACH-000312,-0.21996723383400002
ACH-000315,-0.159679103256
ACH-000316,-0.292856479994
ACH-000317,-0.048853559584400005
ACH-000318,-0.518587556042
ACH-000319,-0.12120231614600001
ACH-000320,-0.272213754371
ACH-000322,-0.197903509232
ACH-000323,-0.377757247572
ACH-000324,-0.274212542801
ACH-000329,-0.259268184868
ACH-000330,-0.366707572804
ACH-000331,-0.424009420512
ACH-000332,-0.362510607807
ACH-000334,-0.683245272405
ACH-000335,-0.81699905355
ACH-000336,-0.255038289312
ACH-000337,-0.305015637873
ACH-000339,-0.58697551358
ACH-000341,-0.48745258681500003
ACH-000348,-0.40697214434699996
ACH-000350,-0.279474115195
ACH-000352,-0.558609477968
ACH-000356,-0.208111977248
ACH-000361,-0.0879123378965
ACH-000362,-0.573544468817
ACH-000363,-0.35087262238300004
ACH-000364,-0.41937653902800004
ACH-000365,-0.333494229576
ACH-000366,-0.360528723579
ACH-000368,-0.356474087892
ACH-000374,-0.335202808987
ACH-000375,-0.533251596052
ACH-000376,-0.394589521605
ACH-000381,-0.478879097942
ACH-000383,-0.493676879331
ACH-000387,-0.20527480103100001
ACH-000389,-0.449460942906
ACH-000390,-0.42658159272
ACH-000393,-0.476488823928
ACH-000395,-0.424086753735
ACH-000397,-0.349396719148
ACH-000401,-0.27203424538800003
ACH-000402,-0.919373437065
ACH-000403,-0.287174554899
ACH-000404,-0.6106935531750001
ACH-000406,-0.36703933404600003
ACH-000407,-0.28518665433699997
ACH-000408,-0.561341419291
ACH-000410,-0.396728088754
ACH-000411,-0.502917552952
ACH-000414,-0.46601890155599995
ACH-000415,-0.524496017633
ACH-000416,-0.313614795209
ACH-000420,-0.181463396085
ACH-000421,-0.21743681669
ACH-000424,-0.588168541479
ACH-000425,-0.583746199735
ACH-000426,-0.153925386858
ACH-000427,-0.537725877248
ACH-000433,-0.479526509349
ACH-000436,-0.491139394621
ACH-000444,-0.34816927699100003
ACH-000445,-0.723496722022
ACH-000448,-0.456742782537
ACH-000450,-0.291939827551
ACH-000452,-0.35801637863499997
ACH-000454,-0.350432382111
ACH-000458,-0.44259481114699994
ACH-000459,-0.54054730872
ACH-000460,-0.213724785275
ACH-000461,-0.424797681498
ACH-000463,-0.426204717623
ACH-000464,-0.13247585557299998
ACH-000466,-0.38638794811800004
ACH-000467,-0.498831017956
ACH-000468,-0.312420690785
ACH-000469,-0.23143768430599998
ACH-000470,0.069119338328
ACH-000471,-0.56745644233
ACH-000472,-0.336905128982
ACH-000473,-0.38211279717600005
ACH-000475,-0.343717214265
ACH-000476,-0.37642766368600006
ACH-000477,-0.683035113119
ACH-000480,-0.417641234712
ACH-000481,-0.46416584264
ACH-000483,-0.234191820541
ACH-000484,-0.6238697464249999
ACH-000485,-0.43757619203500003
ACH-000486,-0.355313325085
ACH-000487,-0.29138591759
ACH-000488,-0.310833599618
ACH-000490,-0.31945492886599997
ACH-000491,-0.0886869577563
ACH-000495,-0.307411399923
ACH-000496,-0.593773023311
ACH-000499,-0.49657807753399996
ACH-000500,0.145124280104
ACH-000502,-0.459565200419
ACH-000503,-0.343771550161
ACH-000505,-0.38694558441200005
ACH-000507,-0.43932300225599996
ACH-000510,-0.5817501882230001
ACH-000511,-0.537441061384
ACH-000512,-0.119419120503
ACH-000516,-0.38665738309799996
ACH-000517,-0.340397338723
ACH-000518,-0.378413008935
ACH-000520,-0.56262836595
ACH-000521,-0.483374920893
ACH-000522,-0.483674903795
ACH-000524,-0.280234415386
ACH-000527,-0.486917686541
ACH-000528,-0.270375162309
ACH-000537,-0.34265628255400005
ACH-000541,-0.33668885245700003
ACH-000542,-0.396114498367
ACH-000544,-0.128280994246
ACH-000545,-0.319838356723
ACH-000547,-0.6765333274600001
ACH-000548,-0.22474249187399997
ACH-000549,-0.154120786297
ACH-000550,-0.35805978066699995
ACH-000552,-0.370301232843
ACH-000556,-0.48694307539399995
ACH-000557,-0.4376332403
ACH-000570,-0.270922425465
ACH-000571,-0.306129672082
ACH-000573,-0.305380150525
ACH-000576,-0.146807081679
ACH-000580,-0.5783858069250001
ACH-000584,-0.453616546455
ACH-000585,-0.782692994973
ACH-000588,-0.480944456058
ACH-000589,-0.5825144933290001
ACH-000591,-0.013345668727200001
ACH-000593,-0.499245270929
ACH-000600,-0.365408406991
ACH-000601,-0.14983709735099998
ACH-000604,-0.241962120113
ACH-000605,-0.453441678046
ACH-000606,-0.456487095818
ACH-000608,-0.234941904938
ACH-000614,-0.771640985064
ACH-000616,-0.481215040439
ACH-000618,-0.302404253136
ACH-000619,-0.0431160582882
ACH-000620,-0.47926933785899994
ACH-000621,-0.582992876258
ACH-000622,-0.214908781471
ACH-000623,-0.35112036105800004
ACH-000624,-0.388489553069
ACH-000627,-0.46686345748
ACH-000630,0.0009109944001180001
ACH-000632,-0.43715094398500004
ACH-000633,-0.201078533601
ACH-000637,-0.562191768474
ACH-000638,-0.40092393629199996
ACH-000646,-0.446381269159
ACH-000647,-0.49637782982199996
ACH-000648,-0.09487094370419999
ACH-000649,-0.262026748425
ACH-000651,-0.470985922132
ACH-000652,-0.7060321692199999
ACH-000653,-0.223976751745
ACH-000657,-0.188445380728
ACH-000658,-0.246317762711
ACH-000661,-0.730036468784
ACH-000662,-0.593724679482
ACH-000663,-0.560356056969
ACH-000665,-0.400617143556
ACH-000671,-0.49154466126900004
ACH-000673,-0.216101136105
ACH-000676,-0.24813823812
ACH-000677,-0.489115285633
ACH-000681,-0.369018696958
ACH-000682,-0.254860963155
ACH-000683,-0.225192065006
ACH-000684,-0.479730086645
ACH-000688,0.0720969080228
ACH-000693,-0.40726085009199997
ACH-000694,-0.237654796986
ACH-000695,-0.159590900438
ACH-000696,-0.25351318123100003
ACH-000697,-0.404664637976
ACH-000699,-0.535197297654
ACH-000701,-0.139248871991
ACH-000706,-0.385284786346
ACH-000711,-0.255481522736
ACH-000713,-0.325528573576
ACH-000714,0.122132387519
ACH-000718,-0.307052502973
ACH-000720,-0.205818105854
ACH-000721,-0.301058934367
ACH-000724,-0.683068437135
ACH-000725,-0.276716548977
ACH-000732,-0.428405399038
ACH-000734,-0.32192949501699997
ACH-000735,-0.41643010203100006
ACH-000736,-0.42352638637699996
ACH-000738,-0.254230900208
ACH-000746,-0.540632436769
ACH-000747,-0.229413969879
ACH-000748,-0.327899211727
ACH-000753,-0.373079016001
ACH-000756,-0.261355374963
ACH-000757,-0.565764632647
ACH-000758,-0.516131184901
ACH-000760,-0.42410286364699995
ACH-000763,0.0452674457615
ACH-000764,-0.1251040799
ACH-000765,-0.269051694066
ACH-000766,-0.33749308340899997
ACH-000767,-0.545914285138
ACH-000768,-0.376217231002
ACH-000769,-0.5746884980120001
ACH-000770,-0.31669509793699996
ACH-000771,-0.46421855385899996
ACH-000773,-0.43312585575
ACH-000776,-0.43898207805
ACH-000777,-0.34299080346199995
ACH-000778,-0.361202336994
ACH-000781,-0.282765811707
ACH-000782,-0.09533315377810002
ACH-000783,-0.0108362970727
ACH-000784,-0.561218984035
ACH-000785,-0.29907015011599997
ACH-000787,-0.405767270659
ACH-000788,-0.17714207104899998
ACH-000791,-0.456069207288
ACH-000792,-0.190350142276
ACH-000794,-0.273704494698
ACH-000796,-0.31694347017200003
ACH-000799,-0.421811273799
ACH-000800,-0.667928735301
ACH-000802,-0.529541573798
ACH-000804,-0.42718703440300004
ACH-000805,-0.304682445678
ACH-000809,-0.5418900175720001
ACH-000810,-0.7168234221969999
ACH-000811,-0.409180490155
ACH-000817,-0.061962405816199995
ACH-000819,-0.43050897509999997
ACH-000820,-0.266798953514
ACH-000821,-0.863211088356
ACH-000822,-0.13056315733100002
ACH-000823,-0.16049832089299998
ACH-000824,-0.287419066907
ACH-000827,-0.44219970788900004
ACH-000829,-0.273133353558
ACH-000831,-0.320009312286
ACH-000832,-0.476490645965
ACH-000833,-0.43926518627899996
ACH-000834,-0.246564323999
ACH-000835,-0.349580381939
ACH-000836,-0.018205238327599998
ACH-000837,-0.316754301237
ACH-000838,-0.330081067361
ACH-000839,-0.46552870080200004
ACH-000840,-0.14405614009099998
ACH-000841,-0.36907093417099995
ACH-000843,-0.164996169103
ACH-000846,-0.347311303917
ACH-000847,-0.226549770451
ACH-000848,-0.38690907220799997
ACH-000849,-0.36862737544299995
ACH-000851,-0.584014339745
ACH-000855,-0.387052669305
ACH-000856,-0.321011898709
ACH-000858,-0.237421932099
ACH-000859,-0.194975473983
ACH-000861,-0.40485004740099995
ACH-000862,-0.22870573105
ACH-000865,-0.48777262985
ACH-000866,-0.46766086821
ACH-000867,-0.363089854229
ACH-000869,-0.462445329014
ACH-000872,-0.704579127993
ACH-000873,-0.40903713587499996
ACH-000876,-0.312511673715
ACH-000878,-0.217777735066
ACH-000880,-0.435330715969
ACH-000881,-0.5488734884790001
ACH-000882,-0.38139587569399996
ACH-000884,-0.14537048454
ACH-000885,-0.199247024244
ACH-000887,-0.451721370274
ACH-000888,-0.34846802261
ACH-000889,-0.453805266877
ACH-000890,-0.252900749764
ACH-000896,-0.329181917283
ACH-000898,-0.594224527418
ACH-000900,-0.328291606667
ACH-000901,-0.5090330343789999
ACH-000905,-0.43633399683300006
ACH-000906,-0.356869671711
ACH-000907,-0.297456510711
ACH-000910,-0.156473848763
ACH-000911,-0.31731966332600003
ACH-000912,-0.298463442508
ACH-000913,-0.138106748672
ACH-000915,-0.36395360155999995
ACH-000916,-0.324899469294
ACH-000917,-0.781423538319
ACH-000921,-0.389957104564
ACH-000924,-0.41014062253399997
ACH-000926,-0.254294660844
ACH-000928,-0.273658613183
ACH-000929,-0.051472621282
ACH-000932,-0.47164213698299995
ACH-000935,-0.761453632895
ACH-000936,-0.44372788311899997
ACH-000937,-0.308041009387
ACH-000938,-0.348026782275
ACH-000939,-0.20463220178
ACH-000941,-0.30762400266
ACH-000943,-0.538933221953
ACH-000946,-0.48784128427900003
ACH-000947,-0.31900421191100004
ACH-000948,-0.46040751126100005
ACH-000950,-0.686973684207
ACH-000953,-0.429985981745
ACH-000957,-0.39047698346799997
ACH-000958,-0.571133251602
ACH-000960,-0.463513505849
ACH-000963,-1.0636545726200002
ACH-000968,-0.894511284956
ACH-000969,-0.581439113225
ACH-000973,-0.414394239451
ACH-000974,-0.31523830671
ACH-000975,-0.57123968194
ACH-000976,-0.5284676436110001
ACH-000978,0.712692328574
ACH-000980,-0.354666932178
ACH-000984,-0.523167986718
ACH-000986,-0.66328213588
ACH-000988,-0.5962201428689999
ACH-000993,-0.524334384343
ACH-000994,-0.617342083484
ACH-000996,-0.640272998709
ACH-001001,-0.288316161105
ACH-001020,-0.268868754506
ACH-001028,-0.426169870756
ACH-001031,-0.342771904145
ACH-001038,-0.45518748312
ACH-001048,-0.371596329184
ACH-001050,-0.204063926418
ACH-001053,-0.42675328935900003
ACH-001054,-0.399888807166
ACH-001061,-0.611312583085
ACH-001067,-0.611417807485
ACH-001075,-0.520612809158
ACH-001096,-0.398026551631
ACH-001128,-0.39742026910800005
ACH-001134,-0.39847475669699994
ACH-001151,-0.38780811559600004
ACH-001163,-0.242684184404
ACH-001164,-0.14524059296800002
ACH-001173,-0.240138105948
ACH-001183,-0.418400662769
ACH-001184,-0.35120311388000003
ACH-001190,-0.550858761018
ACH-001192,-0.7325363708020001
ACH-001193,-0.428358425978
ACH-001196,-0.0656494478951
ACH-001197,0.0264960470516
ACH-001205,-0.395302069336
ACH-001211,-0.661968144176
ACH-001212,-0.750722381943
ACH-001228,-0.384257039054
ACH-001232,-0.106398924506
ACH-001239,-0.539593455295
ACH-001274,-0.60966807743
ACH-001275,-0.383399015559
ACH-001277,-0.37470823477700005
ACH-001278,-0.617292500516
ACH-001280,-0.212868812895
ACH-001283,-0.42619337528000006
ACH-001289,-0.514548703055
ACH-001295,-0.39203130548
ACH-001300,-0.543996523576
ACH-001301,-0.465547832662
ACH-001302,-0.0504934348917
ACH-001303,-0.34632706848300004
ACH-001306,-0.33936911145099996
ACH-001318,-0.27444388095899996
ACH-001322,-0.45543265189800003
ACH-001328,-0.311764747186
ACH-001332,-0.651490431659
ACH-001333,-0.24211887997200002
ACH-001336,-0.501145515509
ACH-001340,-0.27491451629700003
ACH-001346,-0.259737234255
ACH-001353,-0.293628967663
ACH-001354,-0.344406127104
ACH-001367,-0.40914070424099996
ACH-001368,-0.482327836406
ACH-001374,-0.297907040699
ACH-001375,-0.243702728545
ACH-001377,-0.43779877529100003
ACH-001380,-0.34205069682800004
ACH-001391,-0.38184476975599996
ACH-001407,-0.237664494221
ACH-001408,-0.27783677998100004
ACH-001413,-0.333549978121
ACH-001430,-0.596948299111
ACH-001431,-0.16198194688200002
ACH-001450,-0.5535809681180001
ACH-001496,-0.506928122014
ACH-001500,-0.37622807799900004
ACH-001521,-0.443431351097
ACH-001523,-0.397180622918
ACH-001532,-0.509725083915
ACH-001536,-0.35981705148000004
ACH-001550,-0.363537628784
ACH-001552,-0.147529359562
ACH-001554,-0.370956840836
ACH-001645,-0.49581708381399997
ACH-001654,-0.45822061611299997
ACH-001715,-0.79870414846
ACH-001735,-0.32726542366300004
ACH-001736,-0.272555868119
ACH-001737,0.0331216513402
ACH-001740,-0.47471521688999996
ACH-001745,-0.536754125788
ACH-001750,-0.09548946295980001
ACH-001765,-0.387094996651
ACH-001956,-0.457093999321
ACH-001957,-0.412323460182
