,MXRA8 (54587)
ACH-000004,0.261007497545
ACH-000007,-0.039540218500599994
ACH-000009,0.188108868626
ACH-000011,-0.0387434771867
ACH-000012,0.177992101652
ACH-000013,0.209794752705
ACH-000014,0.161599330454
ACH-000015,0.24451903467500002
ACH-000017,0.19136977283300002
ACH-000018,-0.240864853257
ACH-000019,0.212213127395
ACH-000021,0.260955043929
ACH-000022,0.0387156276127
ACH-000025,0.0933389697958
ACH-000028,0.290678986098
ACH-000030,0.254513206605
ACH-000035,0.23883592204999998
ACH-000036,-0.05988522447650001
ACH-000037,0.150533356397
ACH-000039,0.298441345713
ACH-000040,-0.0225771613
ACH-000041,0.143418029822
ACH-000042,0.238966433091
ACH-000045,0.0974707251953
ACH-000047,0.0894840355356
ACH-000052,-0.06502284447619999
ACH-000053,0.0827168664564
ACH-000054,-0.159959785438
ACH-000055,0.12427397274499999
ACH-000060,0.0304938170015
ACH-000067,0.10098295309699999
ACH-000070,0.0264052142394
ACH-000075,-0.094765028515
ACH-000078,0.0637470440045
ACH-000082,0.150430989018
ACH-000085,-0.172263329516
ACH-000086,0.0638042368351
ACH-000087,0.24062245414900002
ACH-000092,-0.0657932876086
ACH-000095,0.0492830142917
ACH-000097,0.07931723294489999
ACH-000098,0.105939201702
ACH-000099,0.04390477323530001
ACH-000108,0.11064449311300001
ACH-000113,0.139347198478
ACH-000115,0.20699163590999997
ACH-000116,0.382030275129
ACH-000118,0.25490209829
ACH-000120,-0.016902805376799997
ACH-000123,0.1461362658
ACH-000127,0.18518217135
ACH-000128,0.185849239729
ACH-000132,0.19597721754
ACH-000133,-0.044535493045
ACH-000137,0.18940031151999998
ACH-000138,0.216777588555
ACH-000142,-0.115352324571
ACH-000143,0.326752233263
ACH-000146,-0.0171018129731
ACH-000148,0.09252160525450001
ACH-000150,-0.0697450696961
ACH-000152,-0.06337204824630001
ACH-000153,0.323694639028
ACH-000159,0.16666537273600002
ACH-000160,-0.0679904612507
ACH-000163,0.0162980192982
ACH-000167,0.142554026773
ACH-000168,0.07845329767689999
ACH-000169,0.04566087956
ACH-000178,0.11014814936100001
ACH-000182,0.136069038364
ACH-000183,0.148888262272
ACH-000188,-0.180729229298
ACH-000189,0.014738188401799999
ACH-000190,0.023675067985200002
ACH-000198,0.0835333931025
ACH-000204,0.199710948482
ACH-000206,0.36325467809399997
ACH-000207,0.291724002864
ACH-000211,0.040513571562699996
ACH-000215,0.0625498181199
ACH-000221,0.121774799318
ACH-000222,-0.00502217215805
ACH-000223,0.1621806356
ACH-000226,0.148884298927
ACH-000227,0.357771014951
ACH-000228,0.199335915586
ACH-000231,0.0444274772118
ACH-000232,0.164248815863
ACH-000233,0.29110525394000003
ACH-000234,0.0325004294177
ACH-000235,0.133660477945
ACH-000237,0.145005005612
ACH-000238,0.15147707728
ACH-000243,0.263384612977
ACH-000244,0.392191649207
ACH-000246,0.0598483870751
ACH-000248,0.0953054748695
ACH-000250,-0.020466096349200002
ACH-000251,-0.016176947996000002
ACH-000253,-0.0782293024538
ACH-000255,0.0682332918128
ACH-000256,0.0748982850716
ACH-000257,-0.20824312128800002
ACH-000258,0.09032103199920001
ACH-000259,0.22728955050299998
ACH-000260,0.202789428924
ACH-000261,0.048825824807000005
ACH-000262,0.0364703610037
ACH-000263,-0.10277348341800001
ACH-000264,0.027483942686799996
ACH-000265,0.164673340695
ACH-000266,0.126923572149
ACH-000272,0.147559866176
ACH-000273,0.120786109032
ACH-000274,0.015461674479399999
ACH-000277,0.0597745958416
ACH-000278,0.180359931584
ACH-000279,0.0921053508372
ACH-000280,0.15415573759
ACH-000281,0.33956744267399996
ACH-000288,-0.152850871196
ACH-000291,0.137312892219
ACH-000293,-0.0694139410538
ACH-000294,0.18549617487700001
ACH-000295,-0.129334098871
ACH-000296,0.21244688835900002
ACH-000302,0.0403939188902
ACH-000304,-0.023918953695799997
ACH-000307,0.11895207211799999
ACH-000308,0.115893608487
ACH-000310,0.09281015477
ACH-000311,-0.011065408119700002
ACH-000312,0.139925410532
ACH-000315,0.0469066454958
ACH-000316,0.0356483142281
ACH-000317,0.0784917053506
ACH-000318,0.231671063926
ACH-000319,0.021896773502799997
