,LNP1 (348801)
ACH-000004,-0.148576445128
ACH-000007,-0.05544325750990001
ACH-000009,-0.286303578523
ACH-000011,-0.146225290456
ACH-000012,-0.191760761758
ACH-000013,0.0538311202561
ACH-000014,-0.176708544674
ACH-000015,-0.11037812964400001
ACH-000017,-0.11080761098099999
ACH-000018,-0.0454537588994
ACH-000019,-0.234715991687
ACH-000021,-0.170584374413
ACH-000022,-0.0591811017475
ACH-000025,-0.10557437474300001
ACH-000028,-0.20751993052099998
ACH-000030,-0.100544147137
ACH-000035,-0.258297054048
ACH-000036,-0.233923836281
ACH-000037,-0.18468467522799997
ACH-000039,-0.16572703610099998
ACH-000040,-0.188767344933
ACH-000041,-0.0819977037202
ACH-000042,-0.040542084395
ACH-000045,0.038085830792900004
ACH-000047,-0.12722145585
ACH-000052,-0.15714010611999998
ACH-000053,-0.199487792791
ACH-000054,-0.307397563823
ACH-000055,0.0140009114436
ACH-000060,-0.375864731324
ACH-000067,-0.257139318884
ACH-000070,-0.00365259350256
ACH-000075,0.0343189680747
ACH-000078,-0.313593576976
ACH-000082,-0.0684808276428
ACH-000085,0.102361840485
ACH-000086,-0.147170844795
ACH-000087,0.137735971554
ACH-000092,-0.175674042514
ACH-000095,-0.12906600977399998
ACH-000097,-0.134978987475
ACH-000098,-0.0387627362747
ACH-000099,-0.07423182960489999
ACH-000108,-0.185759387599
ACH-000113,-0.182697381626
ACH-000115,-0.00433898611297
ACH-000116,-0.0992145888892
ACH-000118,-0.241987896221
ACH-000120,-0.14697978757400001
ACH-000123,-0.310234656337
ACH-000127,-0.18770060490600002
ACH-000128,-0.16578775420999997
ACH-000132,-0.39847611117799997
ACH-000133,-0.165173236958
ACH-000137,-0.043555224232
ACH-000138,-0.056413498340099996
ACH-000142,-0.313800383847
ACH-000143,-0.050951634543399994
ACH-000146,-0.141219878843
ACH-000148,-0.0962652514772
ACH-000150,-0.179097738453
ACH-000152,-0.309734488713
ACH-000153,-0.263615559985
ACH-000159,-0.14610116906
ACH-000160,0.019338927838299998
ACH-000163,-0.169900010288
ACH-000167,-0.17299077142000002
ACH-000168,0.0549006673389
ACH-000169,-0.186077242196
ACH-000178,0.0635263361656
ACH-000182,-0.129808309984
ACH-000183,-0.105937530738
ACH-000188,-0.23323628188
ACH-000189,-0.21793683522399998
ACH-000190,-0.0026060806797800003
ACH-000198,-0.12060709842299999
ACH-000204,-0.195880184826
ACH-000206,0.058259279426300006
ACH-000207,-0.0841827646463
ACH-000211,-0.263152715749
ACH-000215,-0.07895674777560001
ACH-000221,-0.0404749938001
ACH-000222,-0.348478213041
ACH-000223,-0.021482388404599997
ACH-000226,-0.319750170627
ACH-000227,-0.239402256016
ACH-000228,-0.265858714677
ACH-000231,-0.177571029282
ACH-000232,-0.149316989311
ACH-000233,-0.18787177376699998
ACH-000234,-0.0344382457035
ACH-000235,-0.16615953138599998
ACH-000237,-0.124052473106
ACH-000238,-0.16549698907
ACH-000243,-0.077677119868
ACH-000244,-0.12455764057600001
ACH-000246,-0.221963722636
ACH-000248,-0.223627271173
ACH-000250,-0.0725290983071
ACH-000251,-0.045522594757900006
ACH-000253,-0.09524869427410002
ACH-000255,-0.0265744881696
ACH-000256,-0.0100035198337
ACH-000257,-0.234281997929
ACH-000258,-0.040285670103099996
ACH-000259,-0.180794660468
ACH-000260,-0.143478627108
ACH-000261,-0.142048517246
ACH-000262,0.00458890759419
ACH-000263,-0.093868572566
ACH-000264,0.0175033764814
ACH-000265,-0.14166019592499998
ACH-000266,-0.0892776750095
ACH-000272,-0.198779406909
ACH-000273,-0.056166393668099994
ACH-000274,-0.07473810953410001
ACH-000277,-0.042990733440800004
ACH-000278,-0.217762636536
ACH-000279,-0.138117348235
ACH-000280,-0.127658637242
ACH-000281,0.0078407501398
ACH-000288,-0.06819031968559999
ACH-000291,0.0208120526686
ACH-000293,0.00958773057816
ACH-000294,-0.161515904274
ACH-000295,-0.172604314232
ACH-000296,-0.213282308633
ACH-000302,-0.0835980345358
ACH-000304,-0.131224451332
ACH-000307,-0.04656999734
ACH-000308,-0.122329707846
ACH-000310,-0.143478235063
ACH-000311,-0.272154439083
ACH-000312,-0.070301976183
ACH-000315,-0.22252361835099999
ACH-000316,-0.13558338872
ACH-000317,-0.128645658146
ACH-000318,-0.298812052264
ACH-000319,-0.189936221948
ACH-000320,-0.513840751969
ACH-000322,-0.15575048901
ACH-000323,-0.18342054429000001
ACH-000324,-0.139828920617
ACH-000329,-0.165868222423
ACH-000330,-0.09493160216949999
ACH-000331,-0.227531303361
ACH-000332,-0.024151531462099998
ACH-000334,-0.27712011675000003
ACH-000335,-0.196637295835
ACH-000336,-0.119211407002
ACH-000337,-0.17676024357500003
ACH-000339,-0.24386609355900002
ACH-000341,-0.312400995897
ACH-000348,-0.025274549185599997
ACH-000350,-0.130578796223
ACH-000352,-0.127640387579
ACH-000356,-0.057701763081
ACH-000361,-0.351045446817
ACH-000362,-0.0859054645188
ACH-000363,0.020640389583599997
ACH-000364,-0.28223877979600004
ACH-000365,-0.0475987752174
ACH-000366,-0.131303891102
ACH-000368,-0.35469775114200003
ACH-000374,0.00810964296294
ACH-000375,-0.19727431386500002
ACH-000376,-0.159403417325
ACH-000381,-0.182545945761
ACH-000383,-0.0443187295544
ACH-000387,-0.151579154697
ACH-000389,-0.0162338460365
ACH-000390,-0.20579971942800002
ACH-000393,-0.21051548190900002
ACH-000395,-0.0157461914698
ACH-000397,-0.271132326568
ACH-000401,0.09577848078510001
ACH-000402,0.0493727758493
ACH-000403,-0.19866583145
ACH-000404,-0.23853764911800002
ACH-000406,-0.13641720611400002
ACH-000407,-0.292273498277
ACH-000408,-0.09929083526460002
ACH-000410,-0.160509541433
ACH-000411,-0.07342357207639999
ACH-000414,-0.150364994472
ACH-000415,-0.07723367015860001
ACH-000416,-0.09625999344630001
ACH-000420,-0.125430066895
ACH-000421,-0.168153315174
ACH-000424,0.033627163785599996
ACH-000425,-0.10662960771600001
ACH-000426,0.11395216656099999
ACH-000427,-0.155154950824
ACH-000433,-0.222945732944
ACH-000436,0.00848984382927
ACH-000444,-0.038839855038099995
ACH-000445,-0.161631116406
ACH-000448,-0.21315713155000002
ACH-000450,-0.10838033187799999
ACH-000452,-0.184283265406
ACH-000454,-0.132557347528
ACH-000458,-0.013730549011799998
ACH-000459,0.0145323656438
ACH-000460,-0.12146917655200001
ACH-000461,-0.006226941717180001
ACH-000463,-0.08038188220989999
ACH-000464,-0.115916057294
ACH-000466,-0.0180027727859
