,UBXN2A (165324)
ACH-000004,0.11862888239600002
ACH-000007,0.218931828261
ACH-000009,0.154046870718
ACH-000011,0.116891646901
ACH-000012,0.225053358148
ACH-000013,0.27499628489100003
ACH-000014,0.31724034742199997
ACH-000015,0.18727757031199999
ACH-000017,0.250482725418
ACH-000018,0.297002499426
ACH-000019,0.523716237893
ACH-000021,0.131041329349
ACH-000022,0.250709578693
ACH-000025,0.108109061337
ACH-000028,0.352752539363
ACH-000030,0.238486373156
ACH-000035,0.301162354943
ACH-000036,0.25138269553599996
ACH-000037,0.582125693917
ACH-000039,0.11696155132000001
ACH-000040,0.15381732095
ACH-000041,0.346056818886
ACH-000042,0.149126934508
ACH-000045,0.212459676402
ACH-000047,0.185576038213
ACH-000052,0.348271645314
ACH-000053,0.142719155699
ACH-000054,0.313225921246
ACH-000055,0.0240770119537
ACH-000060,0.331838112716
ACH-000067,0.416621768575
ACH-000070,0.275227008227
ACH-000075,0.21582643010699998
ACH-000078,0.249663185255
ACH-000082,0.210625336647
ACH-000085,0.530331389583
ACH-000086,0.154505150032
ACH-000087,0.240123665812
ACH-000092,0.21950935849
ACH-000095,0.135096900735
ACH-000097,0.298514162953
ACH-000098,0.12829124142999998
ACH-000099,0.26628970751200004
ACH-000108,-0.0480681602992
ACH-000113,0.27842427025
ACH-000115,0.18250059453499998
ACH-000116,0.154351730262
ACH-000118,0.148305412046
ACH-000120,0.184718605927
ACH-000123,0.169861627815
ACH-000127,0.273817135244
ACH-000128,0.31360568485999996
ACH-000132,0.354960954438
ACH-000133,0.029716684849200002
ACH-000137,0.287736237875
ACH-000138,0.10273196763699999
ACH-000142,0.500806492057
ACH-000143,0.439984735572
ACH-000146,0.245721387361
ACH-000148,0.307635170275
ACH-000150,0.309523726807
ACH-000152,0.18998063291700001
ACH-000153,0.416685393913
ACH-000159,0.20926724345800002
ACH-000160,0.13520796601399998
ACH-000163,0.425344533226
ACH-000167,-0.0325484420685
ACH-000168,0.427652138987
ACH-000169,0.305216464976
ACH-000178,0.181504775668
ACH-000182,0.320199004138
ACH-000183,0.294227874935
ACH-000188,0.0670444113792
ACH-000189,0.5445780280120001
ACH-000190,0.00487894261877
ACH-000198,0.23425513726
ACH-000204,0.08737925661839999
ACH-000206,0.415155337737
ACH-000207,0.27100630845400003
ACH-000211,0.238820321814
ACH-000215,0.33882388442100003
ACH-000221,0.29369477147399997
ACH-000222,-0.0445473857201
ACH-000223,0.180937881336
ACH-000226,0.30799478211
ACH-000227,0.101419514833
ACH-000228,0.15646027183
ACH-000231,0.352390261276
ACH-000232,0.34173304766900003
ACH-000233,0.323162175372
ACH-000234,0.286916958501
ACH-000235,0.127028332859
ACH-000237,0.185817912952
ACH-000238,0.263000066296
ACH-000243,-0.0725963674995
ACH-000244,0.0102694312774
ACH-000246,0.320793003037
ACH-000248,0.1994818795
ACH-000250,0.159367604671
ACH-000251,0.279542112914
ACH-000253,0.272365753872
ACH-000255,0.227846823024
ACH-000256,0.029682806662699998
ACH-000257,0.274740547417
ACH-000258,0.18995010343899998
ACH-000259,0.058599535969
ACH-000260,0.170965035753
ACH-000261,0.23244557727600001
ACH-000262,0.533439849485
ACH-000263,0.0045884399451599995
ACH-000264,0.329487760433
ACH-000265,0.0645637031684
ACH-000266,0.123244518742
ACH-000272,0.311636096261
ACH-000273,0.336233322934
ACH-000274,0.00207122936747
ACH-000277,0.21348703989999998
ACH-000278,0.248372089259
ACH-000279,0.294392393425
ACH-000280,0.251230506939
ACH-000281,-0.101425175617
ACH-000288,0.191574292361
ACH-000291,0.349903833942
ACH-000293,0.140672604678
ACH-000294,0.33690463981799995
ACH-000295,0.250168004785
ACH-000296,-0.059232216374
ACH-000302,0.308353744167
ACH-000304,0.37650791013499996
ACH-000307,0.21319105508400002
ACH-000308,0.189942761893
ACH-000310,0.19818229501200002
ACH-000311,0.0825456105107
ACH-000312,0.0015356314841199997
ACH-000315,0.351323518918
ACH-000316,-0.04305187013469999
ACH-000317,0.163359603883
ACH-000318,0.15640795887800002
ACH-000319,0.376122494461
ACH-000320,-0.265828659978
ACH-000322,0.0257323824056
ACH-000323,0.380616672549
ACH-000324,0.217530554323
ACH-000329,0.278049200818
ACH-000330,0.15673575817399998
ACH-000331,0.315476513447
ACH-000332,0.125904652719
ACH-000334,0.511287744224
ACH-000335,0.31791086457400003
ACH-000336,0.37116092945
ACH-000337,0.146286162103
ACH-000339,0.22046689015700002
ACH-000341,0.449824060226
ACH-000348,0.33174534618900003
ACH-000350,0.179379306395
ACH-000352,0.265664745042
ACH-000356,0.33119332522
ACH-000361,0.148731317228
ACH-000362,0.236643327451
ACH-000363,0.0512571428708
ACH-000364,0.411126645093
ACH-000365,0.22613951914299998
ACH-000366,0.253534286718
ACH-000368,0.38790833946500003
ACH-000374,0.247895252007
ACH-000375,0.16983302499000003
ACH-000376,0.137250550463
ACH-000381,0.213848181952
ACH-000383,0.319129318049
ACH-000387,0.265630382118
ACH-000389,0.358214129806
ACH-000390,0.151321462462
ACH-000393,0.054068802046300005
ACH-000395,0.33802118081999993
ACH-000397,0.354717590057
ACH-000401,-0.0702896193634
ACH-000402,0.269889686573
ACH-000403,0.139643738705
ACH-000404,0.361012240311
ACH-000406,0.168678011339
ACH-000407,0.152928141257
ACH-000408,0.0181364664182
ACH-000410,0.395455758728
ACH-000411,0.093583395261
ACH-000414,0.06279843717780001
ACH-000415,0.19459257321899998
ACH-000416,0.31798162653
ACH-000420,0.182414644432
ACH-000421,0.331144024065
ACH-000424,0.061178955841800005
ACH-000425,0.268388377653
ACH-000426,0.200620316239
ACH-000427,0.261625583409
ACH-000433,0.25478666918299997
ACH-000436,0.10502765340399998
ACH-000444,0.295404579927
ACH-000445,0.18780646806200002
ACH-000448,0.332237814655
ACH-000450,0.39421035609899996
ACH-000452,0.164089464349
ACH-000454,-0.0478470818473
ACH-000458,0.103785292406
ACH-000459,0.600594810844
ACH-000460,0.159604562895
ACH-000461,0.353938432478
ACH-000463,0.371254556829
ACH-000464,0.385472716661
ACH-000466,-0.0838791837087
ACH-000467,0.2035127313
ACH-000468,0.172681005838
ACH-000469,0.44048508618
ACH-000470,0.186995964267
ACH-000471,0.269243283253
ACH-000472,0.290744521325
