,SRF (6722)
ACH-000969,-0.43957731366499997
ACH-000973,-0.21979311988800002
ACH-000974,-0.861133858675
ACH-000975,-0.634604706945
ACH-000976,-0.544737965068
ACH-000978,-0.7170110347750001
ACH-000980,-0.512890564341
ACH-000984,-0.778477527865
ACH-000986,-0.581315133289
ACH-000988,-0.524147265772
ACH-000993,-0.630147629528
ACH-000994,-0.360772972716
ACH-000996,-0.583267538584
ACH-001001,-0.9375246077670001
ACH-001020,-0.858887976742
ACH-001028,-0.528961840864
ACH-001031,-0.815011243276
ACH-001038,-0.869428555649
ACH-001048,-0.6986428244149999
ACH-001050,-0.9464656551980001
ACH-001053,-1.21432136268
ACH-001054,-0.65337396749
ACH-001061,-0.844103863347
ACH-001067,-0.388755949538
ACH-001075,-0.18524400442800001
ACH-001096,-0.604436592911
ACH-001128,-0.9819906316689999
ACH-001134,-0.703494632851
ACH-001151,-0.601410072922
ACH-001163,-0.703668406778
ACH-001164,-0.661849548274
ACH-001173,-0.915697820344
ACH-001183,-0.450620378794
ACH-001184,-0.807506236867
ACH-001190,-0.891644987052
ACH-001192,-0.808358323644
ACH-001193,-0.559100367566
ACH-001196,-0.942736542394
ACH-001197,-0.639420407204
ACH-001205,-0.544419036772
ACH-001211,-0.8612304362600001
ACH-001212,-0.7688553710770001
ACH-001228,-0.401998514431
ACH-001232,-0.899956378581
ACH-001239,-0.9617339522930001
ACH-001274,-0.761045005747
ACH-001275,-0.735195185548
ACH-001277,-0.5851485812489999
ACH-001278,-0.774793362062
ACH-001280,-0.42958491492399997
ACH-001283,-1.00585987001
ACH-001289,-0.807428737678
ACH-001295,-0.630107201509
ACH-001300,-0.599090893616
ACH-001301,-0.7774999589139999
ACH-001302,-0.48003208100199996
ACH-001303,-0.5432796295369999
ACH-001306,-0.9499408358149999
ACH-001318,-0.934529140254
ACH-001322,-0.815946052472
ACH-001328,-0.519372062913
ACH-001332,-0.469829496311
ACH-001333,-0.529459271074
ACH-001336,-0.888350860502
ACH-001340,-0.852024743635
ACH-001346,-0.718904114173
ACH-001353,-0.00328044977128
ACH-001354,-0.8913807687299999
ACH-001367,-0.555790336302
ACH-001368,-0.41314076151900003
ACH-001374,-0.973788315759
ACH-001375,-0.539115172477
ACH-001377,-0.558836181921
ACH-001380,-0.818638533424
ACH-001391,-0.778120271127
ACH-001407,-0.7650533710549999
ACH-001408,-0.7148376626970001
ACH-001413,-0.813976853391
ACH-001430,-0.569903617723
ACH-001431,-0.480597688545
ACH-001450,-0.6196140255129999
ACH-001496,-0.628395903688
ACH-001500,-0.846688045775
ACH-001521,-0.43885756694300004
ACH-001523,-0.5252845802139999
ACH-001532,-0.641657949351
ACH-001536,-0.9298217442990001
ACH-001550,-0.273025983215
ACH-001552,-1.04094798185
ACH-001554,-0.580168430665
ACH-001645,-0.541725489723
ACH-001654,-0.40692824780500003
ACH-001715,-0.680386386998
ACH-001735,-0.487992674039
ACH-001736,-0.687310296473
ACH-001737,-0.53183469025
ACH-001740,-0.6499185364010001
ACH-001745,-0.353065727496
ACH-001750,-1.16514367537
ACH-001765,-0.710625605178
ACH-001956,-1.0332258023799998
ACH-001957,-0.717080938775
