,SRF (6722)
ACH-000004,-0.61321702278
ACH-000007,-0.8294970200890001
ACH-000009,-0.512426493756
ACH-000011,-0.9520719905349999
ACH-000012,-0.549274006964
ACH-000013,-0.763291592808
ACH-000014,-0.6534230014760001
ACH-000015,-0.724982896413
ACH-000017,-0.427003183044
ACH-000018,-0.5299841893630001
ACH-000019,-0.548511717971
ACH-000021,-0.712259124239
ACH-000022,-0.768906871039
ACH-000025,-0.8825336400499999
ACH-000028,-0.565714945847
ACH-000030,-0.531356579741
ACH-000035,-0.606958583911
ACH-000036,-0.899975874312
ACH-000037,-0.9007413096349999
ACH-000039,-0.776025574678
ACH-000040,-0.277095736468
ACH-000041,-0.7286072055689999
ACH-000042,-0.376154750586
ACH-000045,-0.6973123502609999
ACH-000047,-0.6350837677350001
ACH-000052,-1.01611427905
ACH-000053,-0.465503307377
ACH-000054,-1.04412698162
ACH-000055,-0.48035487134300003
ACH-000060,-0.531457041712
ACH-000067,-0.845553647252
ACH-000070,-0.655667834161
ACH-000075,-0.8351235041930001
ACH-000078,-0.42714067507
ACH-000082,-0.36173271939
ACH-000085,-0.562057614758
ACH-000086,-0.644414922337
ACH-000087,-0.787025914909
ACH-000092,-1.03685456035
ACH-000095,-0.6321822160639999
ACH-000097,-0.597539274604
ACH-000098,-0.9834705829170001
ACH-000099,-0.49849987440899995
ACH-000108,-0.69016884924
ACH-000113,-0.49867552391500003
ACH-000115,-0.40441347616800005
ACH-000116,-0.47703593621600004
ACH-000118,-0.861473324531
ACH-000120,-0.38464808925
ACH-000123,-0.8784698411049999
ACH-000127,-1.11289334481
ACH-000128,-0.7493665653880001
ACH-000132,-0.997008280669
ACH-000133,-0.8193273948109999
ACH-000137,-0.720949815001
ACH-000138,-0.522234185554
ACH-000142,-0.887719110816
ACH-000143,-0.7525167776039999
ACH-000146,-0.330660329597
ACH-000148,-0.476056362628
ACH-000150,-0.8336910798899999
ACH-000152,-1.12636274159
ACH-000153,-0.374188457828
ACH-000159,-0.861075444581
ACH-000160,-0.32019741867400003
ACH-000163,-0.59520905536
ACH-000167,-0.524097856174
ACH-000168,-0.616582799288
ACH-000169,-0.929523322673
ACH-000178,-0.926045225566
ACH-000182,-0.607523027479
ACH-000183,-0.5597274242970001
ACH-000188,-0.44355465195200006
ACH-000189,-1.25149227066
ACH-000190,-0.7681609945129999
ACH-000198,-0.329930634748
ACH-000204,-0.8936113956749999
ACH-000206,-0.7548156768500001
ACH-000207,-0.450264008451
ACH-000211,-0.280744261378
ACH-000215,-0.642476359232
ACH-000221,-0.776734289183
ACH-000222,-0.6831503275499999
ACH-000223,-0.229922245464
ACH-000226,-0.518244915906
ACH-000227,-0.521644182477
ACH-000228,-0.469526231456
ACH-000231,-0.9463099250650001
ACH-000232,-0.653612253114
ACH-000233,-0.5612891857460001
ACH-000234,-0.653970289326
ACH-000235,-0.602992678329
ACH-000237,-1.0185692690500001
ACH-000238,-0.35613954430399997
ACH-000243,-0.809414290071
ACH-000244,-1.08228624395
ACH-000246,-0.5846913893869999
ACH-000248,-0.335984672635
ACH-000250,-0.73251009987
ACH-000251,-1.10267825609
ACH-000253,-0.8299089634190001
ACH-000255,-0.8963726331499999
ACH-000256,-0.744428648506
ACH-000257,-0.451997345884
ACH-000258,-0.597631284018
ACH-000259,-0.606079760714
ACH-000260,-0.6292344085880001
ACH-000261,-0.391767024335
ACH-000262,-0.7805818180140001
ACH-000263,-0.0865020886914
ACH-000264,-0.8474502724099999
ACH-000265,-0.517553193569
ACH-000266,-0.552395096577
ACH-000272,-0.770529404101
ACH-000273,-0.712668784008
ACH-000274,-0.649587891814
ACH-000277,-0.646454995801
ACH-000278,-0.598645109398
ACH-000279,-0.600523996448
ACH-000280,-0.6176418409309999
ACH-000281,-0.654030167358
ACH-000288,-0.7237457745479999
ACH-000291,-0.822013626285
ACH-000293,-0.6374465299409999
ACH-000294,-0.656394993352
ACH-000295,-0.73561312112
ACH-000296,-0.516260265019
ACH-000302,-0.423087785106
ACH-000304,-0.559043803419
ACH-000307,-0.538287105996
ACH-000308,-0.737953743364
ACH-000310,-0.40794302525
ACH-000311,-0.43076811811800003
ACH-000312,-0.2276508466
ACH-000315,-0.699154884211
ACH-000316,-0.848164157613
ACH-000317,-0.7558733732899999
ACH-000318,-0.136229298559
ACH-000319,-0.9674387381470001
ACH-000320,-0.8135636795190001
ACH-000322,-0.480686587575
ACH-000323,-0.699366431804
ACH-000324,-0.8908233266779999
ACH-000329,-0.695907997958
ACH-000330,-0.318190633138
ACH-000331,-0.734244306658
ACH-000332,-0.388896121172
ACH-000334,-0.549762666295
ACH-000335,-0.588951530797
ACH-000336,-0.582135904415
ACH-000337,-0.547573947625
ACH-000339,-0.7559952767110001
ACH-000341,-0.684377213832
ACH-000348,-0.654635049949
ACH-000350,-0.237339135224
ACH-000352,-0.554287184597
ACH-000356,-0.937277845074
ACH-000361,-0.867901062483
ACH-000362,-0.484990334599
ACH-000363,-0.328256981332
ACH-000364,-0.6676328436069999
ACH-000365,-0.49155157869499994
ACH-000366,-0.44426188897
ACH-000368,-0.828056448914
ACH-000374,-0.161345410074
ACH-000375,-0.785813484163
ACH-000376,-0.7465928183789999
ACH-000381,-0.672002921142
ACH-000383,-0.10267901143500001
ACH-000387,-0.6224175940919999
ACH-000389,-0.365686553856
ACH-000390,-0.126397055682
ACH-000393,-1.1152102386700002
ACH-000395,-0.573543702051
ACH-000397,-0.798002433425
ACH-000401,-0.829304611298
ACH-000402,-1.05311321362
ACH-000403,-0.17923584990699998
ACH-000404,-1.02495413709
ACH-000406,-0.38556459312299995
ACH-000407,-0.847245095476
ACH-000408,-0.645574190664
ACH-000410,-0.662351616143
ACH-000411,-0.579967460397
ACH-000414,-0.5716819320250001
ACH-000415,-0.6781502609810001
ACH-000416,-1.0285395174299998
ACH-000420,-0.5824427816659999
ACH-000421,-0.23030282645199998
ACH-000424,-0.6100428440300001
ACH-000425,-0.839796039475
ACH-000426,-0.360916286026
ACH-000427,-0.380218006672
ACH-000433,-0.8840050948710001
ACH-000436,-0.691897675684
ACH-000444,-0.6125599724490001
ACH-000445,-0.883120904913
ACH-000448,-0.568636339979
ACH-000450,-0.8012080974369999
ACH-000452,-0.230030984859
ACH-000454,-0.857869688345
ACH-000458,-0.8340119380069999
ACH-000459,-0.576698857548
ACH-000460,-0.680894848591
ACH-000461,-0.373464610199
ACH-000463,-0.5895819196100001
ACH-000464,-1.02855528848
ACH-000466,-0.42294388493199997
ACH-000467,-0.653346898857
ACH-000468,-0.9466913182610001
ACH-000469,-0.5278948166130001
ACH-000470,-0.31852309441
ACH-000471,-0.606570272685
ACH-000472,-0.194084808352
ACH-000473,-0.412119209671
ACH-000475,-0.872101315721
ACH-000476,-0.9943789836220001
ACH-000477,-0.466486174092
ACH-000480,-0.507386849965
ACH-000481,-0.614733265369
ACH-000483,-0.557613399396
ACH-000484,-0.583070434357
ACH-000485,-0.554600003845
ACH-000486,-0.633854308534
ACH-000487,-0.593456856963
ACH-000488,-0.47943893039700003
ACH-000490,-0.98987035427
ACH-000491,-0.8030023254269999
ACH-000495,-0.60731328408
ACH-000496,-0.5688288181719999
ACH-000499,-1.1017730358700002
ACH-000500,-0.71821288397
ACH-000502,-0.562915009246
ACH-000503,0.00304759696757
ACH-000505,-0.822535962351
ACH-000507,-0.684022555369
ACH-000510,-0.670457155748
ACH-000511,-0.9779018441509999
ACH-000512,-0.7153530164920001
ACH-000516,-0.8417413893619999
ACH-000517,-0.666378280558
ACH-000518,-0.5432404144430001
ACH-000520,-0.802730739443
ACH-000521,-0.499301976677
ACH-000522,-1.0986497996
ACH-000524,-0.747632628501
ACH-000527,-0.61267488205
ACH-000528,-0.595923432909
ACH-000537,-0.752889533513
ACH-000541,-0.869046854164
ACH-000542,-0.9458996159309999
ACH-000544,-0.607974814237
ACH-000545,-0.285431984693
ACH-000547,-0.348546370078
ACH-000548,-0.647608056487
ACH-000549,-0.649419751051
ACH-000550,-1.2678075324
ACH-000552,-0.45315915287299996
ACH-000556,-0.574040288865
ACH-000557,-0.572856265236
ACH-000570,-0.446527120765
ACH-000571,-0.489279370835
ACH-000573,-0.347637329238
ACH-000576,-0.952106771541
ACH-000580,-0.618309440942
ACH-000584,-0.627336300792
ACH-000585,-0.240108819563
ACH-000588,-0.882385955021
ACH-000589,-0.6304483634120001
ACH-000591,-0.708131361963
ACH-000593,-0.6738275890530001
ACH-000600,-0.595951593574
ACH-000601,-0.624588014584
ACH-000604,-0.579293732763
ACH-000605,-0.605957092736
ACH-000606,-0.629570546432
ACH-000608,-0.499151443473
ACH-000614,-0.956401726424
ACH-000616,-0.847143035088
ACH-000618,-0.664142136222
ACH-000619,-0.572707115672
ACH-000620,-0.872456393054
ACH-000621,-0.605507310337
ACH-000622,-0.7379815084379999
ACH-000623,-0.625895405428
ACH-000624,-0.469140517029
ACH-000627,-0.61868657446
ACH-000630,-0.692711874612
ACH-000632,-0.982971456718
ACH-000633,-0.589644213588
ACH-000637,-0.62026167817
ACH-000638,-0.510127265828
ACH-000646,-0.675678713206
ACH-000647,-0.589601348183
ACH-000648,-1.12825057965
ACH-000649,-0.64250153944
ACH-000651,-0.61744599679
ACH-000652,-0.481330134705
ACH-000653,-0.479066582508
ACH-000657,-0.565200714686
ACH-000658,-0.844498455545
ACH-000661,-0.721201272731
ACH-000662,-0.37659338458
ACH-000663,-0.590379242514
ACH-000665,-0.757250823223
ACH-000671,-0.616732014872
ACH-000673,-0.711869130993
ACH-000676,-0.893270231919
ACH-000677,-0.502503552487
ACH-000681,-0.816317118047
ACH-000682,-0.466786073006
ACH-000683,-0.47023954630500003
ACH-000684,-0.901902721679
ACH-000688,-1.4007921289200003
ACH-000693,-0.12055352882300001
ACH-000694,-0.385513537825
ACH-000695,-0.6287097636119999
ACH-000696,-0.808507045229
ACH-000697,-0.408030354591
ACH-000699,-0.679960560227
ACH-000701,-0.28265018983
ACH-000706,-0.764178465957
ACH-000711,-0.5409080040209999
ACH-000713,-0.666468198887
ACH-000714,-0.4167792741
ACH-000718,-0.232773455126
ACH-000720,-0.648536839791
ACH-000721,-0.44665991395599997
ACH-000724,-0.805504413162
ACH-000725,-0.480189729503
ACH-000732,-1.0588236716500001
ACH-000734,-0.45109652377899995
ACH-000735,-0.47376693321999996
ACH-000736,-0.515840995393
ACH-000738,-0.944062985155
ACH-000746,-0.09566229501080001
ACH-000747,-0.6265360464549999
ACH-000748,-0.820274328918
ACH-000753,-0.698095750682
ACH-000756,-0.966257752799
ACH-000757,-0.6420166915709999
ACH-000758,-0.421853613142
ACH-000760,-0.524407198109
ACH-000763,-0.6117394617040001
ACH-000764,-0.816234669337
ACH-000765,-0.812965812199
ACH-000766,-0.8943605467810001
ACH-000767,-0.427316878466
ACH-000768,-0.782572730469
ACH-000769,-0.619864436515
ACH-000770,-0.7814713722740001
ACH-000771,-0.737712549956
ACH-000773,-0.647518016495
ACH-000776,-0.532183377345
ACH-000777,-0.637591059559
ACH-000778,-1.02794562093
ACH-000781,-0.571946953979
ACH-000782,-0.720444860594
ACH-000783,-0.890549487308
ACH-000784,-0.479364865004
ACH-000785,-0.786809670966
ACH-000787,-0.6696663249889999
ACH-000788,-0.8928215109119999
ACH-000791,-0.38741841316200004
ACH-000792,-0.946008745303
ACH-000794,-0.549899668944
ACH-000796,-0.306837584625
ACH-000799,-0.9282899350239999
ACH-000800,-0.6815341625910001
ACH-000802,-0.6937067904209999
ACH-000804,-0.433944604418
ACH-000805,-0.507776870741
ACH-000809,-0.458388201471
ACH-000810,-0.758160461816
ACH-000811,-0.653852956338
ACH-000817,-0.8532642379440001
ACH-000819,-0.6716980891650001
ACH-000820,-0.507082463979
ACH-000821,-0.6210307613880001
ACH-000822,-0.658941091512
ACH-000823,-0.34444967041100005
ACH-000824,-0.8548417492270001
ACH-000827,-0.8030623528569999
ACH-000829,-0.6862193192939999
ACH-000831,-0.7405323061210001
ACH-000832,-0.8141399006110001
ACH-000833,-0.34986837282899996
ACH-000834,-1.01035668525
ACH-000835,-0.6284687631620001
ACH-000836,-0.47437990481299996
ACH-000837,-0.359786891965
ACH-000838,-0.84485076888
ACH-000839,-0.55986083437
ACH-000840,-0.9953439951649999
ACH-000841,-0.8209999299140001
ACH-000843,-0.391678416104
ACH-000846,-0.41507863144
ACH-000847,-0.480903807399
ACH-000848,-0.6923507737450001
ACH-000849,-0.6556408004950001
ACH-000851,-0.8835657630249999
ACH-000855,-0.799501356947
ACH-000856,-0.781280189567
ACH-000858,-0.76095836374
ACH-000859,-0.8080996445819999
ACH-000861,-0.6471744066439999
ACH-000862,-0.5745947639679999
ACH-000865,-0.37054315959899997
ACH-000866,-0.7679806169419999
ACH-000867,-0.623326501922
ACH-000869,-0.5553711765179999
ACH-000872,-0.650894977865
ACH-000873,-0.9786737885269999
ACH-000876,-0.361838681034
ACH-000878,-0.8223419781360001
ACH-000880,-0.456603453353
ACH-000881,-0.567717235595
ACH-000882,-0.922911688016
ACH-000884,-0.723141113054
ACH-000885,-0.9891610091159999
ACH-000887,0.0426905168364
ACH-000888,-0.8148363971070001
ACH-000889,-0.720100014595
ACH-000890,-0.802187002308
ACH-000896,0.0133207776465
ACH-000898,-0.305235508924
ACH-000900,-0.938451116771
ACH-000901,-0.7803920992769999
ACH-000905,-0.9415188906559999
ACH-000906,-0.902236957618
ACH-000907,-1.1534596128
ACH-000910,-0.18261954673500003
ACH-000911,-0.519372787646
ACH-000912,-0.9787489167460001
ACH-000913,-0.7238160954330001
ACH-000915,-0.7022564649799999
ACH-000916,-0.816752144953
ACH-000917,-0.359867281144
ACH-000921,-0.632162603025
ACH-000924,-0.34296477441600004
ACH-000926,-0.8245322727330001
ACH-000928,-0.747164089841
ACH-000929,-0.5711900065869999
ACH-000932,-0.627098057151
ACH-000935,-0.550771523144
ACH-000936,-0.47721052924900004
ACH-000937,-0.45085478010499996
ACH-000938,-0.59388576345
ACH-000939,-0.434453235964
ACH-000941,-0.399609220006
ACH-000943,-0.547080243498
ACH-000946,-0.819222894869
ACH-000947,-0.354282584156
ACH-000948,-0.46425369040200004
ACH-000950,-0.685948389857
ACH-000953,-1.0565618753200001
ACH-000957,-0.312930048353
ACH-000958,-0.475916478759
ACH-000960,-0.45797561135700005
ACH-000963,-0.695710968199
ACH-000968,-0.7211752467560001
