,IGF2 (3481)
ACH-000004,-0.206790801617
ACH-000007,0.0527887010584
ACH-000009,-0.23663473464899998
ACH-000011,0.00326946442806
ACH-000012,-0.24025419112100002
ACH-000013,-0.105758973818
ACH-000014,-0.07143658952939999
ACH-000015,-0.153551049977
ACH-000017,0.00395323676271
ACH-000018,-0.289991265936
ACH-000019,-0.593648031495
ACH-000021,-0.12253030323200001
ACH-000022,-0.0726194154344
ACH-000025,-0.369829155478
ACH-000028,-0.255283076617
ACH-000030,-0.212140949951
ACH-000035,-0.17359670929
ACH-000036,-0.252593950771
ACH-000037,-0.306329554707
ACH-000039,-0.218509714024
ACH-000040,-0.357181654067
ACH-000041,0.111919271939
ACH-000042,-0.279556266452
ACH-000045,-0.286798534604
ACH-000047,-0.183902386436
ACH-000052,0.24884680995900002
ACH-000053,-0.12091236715
ACH-000054,-0.148687335334
ACH-000055,-0.216934152768
ACH-000060,0.0719825757093
ACH-000067,-0.261774555103
ACH-000070,-0.0864979034399
ACH-000075,-0.37353489091700004
ACH-000078,-0.19538119173500001
ACH-000082,-0.19662372278999998
ACH-000085,-0.14634881714700002
ACH-000086,-0.10795046453
ACH-000087,-0.19546039302700002
ACH-000092,-0.166613231185
ACH-000095,-0.27197042878600003
ACH-000097,-0.235283918064
ACH-000098,-0.0751493040581
ACH-000099,-0.25983564704
ACH-000108,-0.316569560248
ACH-000113,0.161554948405
ACH-000115,-0.185808646753
ACH-000116,-0.08902765610860001
ACH-000118,-0.0960379001448
ACH-000120,-0.408713299116
ACH-000123,-0.127040497108
ACH-000127,-0.160692977885
ACH-000128,-0.0469582331206
ACH-000132,-0.197097984721
ACH-000133,-0.112164865871
ACH-000137,-0.0698854428394
ACH-000138,-0.218723526404
ACH-000142,-0.10385536777799999
ACH-000143,-0.0478406100787
ACH-000146,-0.149290906212
ACH-000148,-0.0603972366176
ACH-000150,-0.24157056872299998
ACH-000152,-0.139015123826
ACH-000153,0.0277023955431
ACH-000159,-0.127967574273
ACH-000160,-0.144588199201
ACH-000163,0.00280642942809
ACH-000167,-0.6510938611980001
ACH-000168,0.006535656390109999
ACH-000169,-0.359238173461
ACH-000178,-0.04210292352080001
ACH-000182,-0.18407572473
ACH-000183,-0.450539213362
ACH-000188,-0.23835801067499998
ACH-000189,-0.0926451072367
ACH-000190,0.226364637554
ACH-000198,-0.27901667395199997
ACH-000204,-0.276254486426
ACH-000206,-0.14067534751
ACH-000207,-0.0161200107248
ACH-000211,-0.0921295218867
ACH-000215,-0.057750964560099996
ACH-000221,0.0526177762251
ACH-000222,0.0576155174622
ACH-000223,-0.14739460235500002
ACH-000226,-0.0310907764078
ACH-000227,-0.236123137506
ACH-000228,-0.22939754331700002
ACH-000231,-0.184934672406
ACH-000232,-0.164080768151
ACH-000233,-0.331112049539
ACH-000234,-0.280398723098
ACH-000235,-0.173200831074
ACH-000237,-0.0744038569476
ACH-000238,-0.0615168346907
ACH-000243,-0.0906018498926
ACH-000244,0.0166899113382
ACH-000246,-0.231580805911
ACH-000248,-0.23933297640299997
ACH-000250,-0.20991132618500002
ACH-000251,-0.11655175925799999
ACH-000253,-0.15962325800000002
ACH-000255,0.0674793952005
ACH-000256,-0.29758867852800003
ACH-000257,-0.191842235107
ACH-000258,-0.20119993131799999
ACH-000259,-0.36909669825499997
ACH-000260,-0.196801042157
ACH-000261,-0.263082527027
ACH-000262,-0.09231844449989998
ACH-000263,-0.647396426642
ACH-000264,-0.176533795047
ACH-000265,-0.127991620666
ACH-000266,-0.215105391067
ACH-000272,-0.160755724836
ACH-000273,-0.265731753574
ACH-000274,-0.16278883947
ACH-000277,-0.077513201556
ACH-000278,-0.031735722694999996
ACH-000279,-0.0738815171514
ACH-000280,-0.16524027883
ACH-000281,-0.289096613766
ACH-000288,-0.152605275135
ACH-000291,-0.255839211933
ACH-000293,-0.34651836055
ACH-000294,-0.14936816257000002
ACH-000295,-0.0108632403651
ACH-000296,-0.256960362211
ACH-000302,-0.0404675471713
ACH-000304,-0.124715958883
ACH-000307,-0.243991352321
ACH-000308,-0.0872254435011
ACH-000310,0.022819663377400004
ACH-000311,-0.09724930204900001
ACH-000312,-0.23323600585
ACH-000315,-0.443737013691
ACH-000316,-0.247848027865
ACH-000317,-0.147042534599
ACH-000318,-0.06968185891419999
ACH-000319,-0.24622246574999998
ACH-000320,-0.252692809751
ACH-000322,-0.154277525482
ACH-000323,-0.122972005355
ACH-000324,-0.159233691906
ACH-000329,-0.113300595407
ACH-000330,0.0041384993299299995
ACH-000331,-0.124467018059
ACH-000332,-0.150750007271
ACH-000334,-0.232865825924
ACH-000335,-0.134944858859
ACH-000336,-0.012271637951200001
ACH-000337,0.14158246666899998
ACH-000339,-0.10223366295499998
ACH-000341,-0.0739412007772
ACH-000348,-0.215789303069
ACH-000350,-0.243556851936
ACH-000352,-0.12886908220999999
ACH-000356,-0.027196258308799997
ACH-000361,-0.208538845139
ACH-000362,-0.155041474939
ACH-000363,-0.321738685591
ACH-000364,-0.0575052345199
ACH-000365,-0.149344302876
ACH-000366,-0.116130334588
ACH-000368,-0.059207830771900005
ACH-000374,-0.101352891542
ACH-000375,-0.157621166295
ACH-000376,-0.145616677237
ACH-000381,-0.00482011977507
ACH-000383,-0.141550602624
ACH-000387,-0.233247262478
ACH-000389,-0.217684347462
ACH-000390,-0.18985320061900002
ACH-000393,-0.409187357667
ACH-000395,-0.41646422991099996
ACH-000397,-0.152645432811
ACH-000401,-0.41412287241400003
ACH-000402,-0.100578974798
ACH-000403,-0.00936822732315
ACH-000404,-0.111545956247
ACH-000406,-0.0965730782481
ACH-000407,-0.234872422854
ACH-000408,0.09331592095560001
ACH-000410,-0.019379033773299997
ACH-000411,-0.26204776890500003
ACH-000414,-0.211167133052
ACH-000415,-0.12046015589199999
ACH-000416,-0.176925854683
ACH-000420,-0.247991686036
ACH-000421,-0.168839616701
ACH-000424,-0.11599259478599999
ACH-000425,-0.210090299051
ACH-000426,-0.21240200310199997
ACH-000427,-0.025162058749199998
ACH-000433,-0.0634441318675
ACH-000436,-0.287535488937
ACH-000444,-0.0643015784489
ACH-000445,-0.336702977474
ACH-000448,-0.157685380741
ACH-000450,-0.195684643462
ACH-000452,-0.0141066116105
ACH-000454,-0.276231078864
ACH-000458,-0.37793449726899997
ACH-000459,0.23711731811200001
ACH-000460,-0.09953064097539999
ACH-000461,-0.188267348134
ACH-000463,0.108226179112
ACH-000464,-0.125649059331
ACH-000466,-0.116593868058
ACH-000467,-0.0306830150868
ACH-000468,-0.0218849162188
ACH-000469,-0.15675196756100002
ACH-000470,-0.40255980867200003
ACH-000471,-0.142543960935
ACH-000472,-0.13796549907
ACH-000473,-0.471224791918
ACH-000475,-0.176903274096
ACH-000476,-0.47585630327100004
ACH-000477,-0.109477746665
ACH-000480,-0.15784986224199998
ACH-000481,-0.200550923383
ACH-000483,-0.23665503101399998
ACH-000484,0.13446642227299999
ACH-000485,-0.225910793926
ACH-000486,-0.206444218682
ACH-000487,-0.272542794872
ACH-000488,-0.178011617126
ACH-000490,-0.084084096624
ACH-000491,-0.344912419887
ACH-000495,-0.210938366669
ACH-000496,-0.234122063014
ACH-000499,0.137538175999
ACH-000500,-0.727674723231
ACH-000502,-0.06195014475959999
ACH-000503,0.244968093732
ACH-000505,-0.195853772961
ACH-000507,-0.187536630224
ACH-000510,-0.201594204105
ACH-000511,-0.133773592332
ACH-000512,-0.0242354432452
ACH-000516,-0.10777611527
ACH-000517,-0.143304139267
ACH-000518,-0.103968186743
ACH-000520,-0.22022051671300003
ACH-000521,-0.132295892124
ACH-000522,-0.29801668976
ACH-000524,-0.17180462580699998
ACH-000527,-0.10037292695399999
ACH-000528,-0.23110762775899998
ACH-000537,-0.29752968792
ACH-000541,0.173329147604
ACH-000542,-0.29159900630999996
ACH-000544,-0.20102074359400002
ACH-000545,-0.0431885032697
ACH-000547,-0.385143908081
ACH-000548,-0.117253636669
ACH-000549,-0.204247321628
ACH-000550,-0.0983405927554
ACH-000552,-0.167719289047
ACH-000556,0.021426138176
ACH-000557,-0.328173859848
ACH-000570,-0.255072472839
ACH-000571,-0.0369643209028
ACH-000573,-0.17463012690000002
ACH-000576,-0.133311404593
ACH-000580,-0.344490633483
ACH-000584,-0.42950664282799994
ACH-000585,-0.10355104533399999
ACH-000588,-0.136959983131
ACH-000589,-0.0128575774284
ACH-000591,-0.113382951406
ACH-000593,-0.320992892607
ACH-000600,-0.09755534435180001
ACH-000601,-0.129154831034
ACH-000604,-0.40931807770499995
ACH-000605,-0.0842810587067
ACH-000606,0.00223873852265
ACH-000608,-0.226850737207
ACH-000614,-0.149268720559
ACH-000616,-0.128723238637
ACH-000618,-0.07863489997819999
ACH-000619,-0.017555722454099996
ACH-000620,-0.074655386883
ACH-000621,-0.194516012199
ACH-000622,-0.0559706551274
ACH-000623,-0.283228015835
ACH-000624,-0.19546520918
ACH-000627,-0.225053353559
ACH-000630,-0.0671085034072
ACH-000632,-0.217108764377
ACH-000633,-0.37299769875
ACH-000637,-0.11748055641100001
ACH-000638,0.0468741999868
ACH-000646,-0.44788824202699995
ACH-000647,-0.306634105981
ACH-000648,-0.197346358149
ACH-000649,-0.20775508151299998
ACH-000651,-0.22816062769
ACH-000652,-0.496485767346
ACH-000653,0.05506885236740001
ACH-000657,-0.15654981532
ACH-000658,-0.158155506075
ACH-000661,-0.200092657602
ACH-000662,-0.45045634600400003
ACH-000663,-0.0441534030457
ACH-000665,-0.15211702404000002
ACH-000671,-0.272590389631
ACH-000673,-0.07017057680380001
ACH-000676,-0.168762056618
ACH-000677,0.021580383598199998
ACH-000681,-0.45730630808300005
ACH-000682,-0.009450218441409999
ACH-000683,-0.26002886971
ACH-000684,-0.404459090849
ACH-000688,-0.100016974993
ACH-000693,-0.107001071886
ACH-000694,-0.118605839312
ACH-000695,-0.0352076928751
ACH-000696,-0.149688482751
ACH-000697,-0.031342727875399996
ACH-000699,-0.013133333982299999
ACH-000701,-0.305260529167
ACH-000706,-0.143671151346
ACH-000711,-0.11861501802
ACH-000713,-0.306951947023
ACH-000714,-0.152221879714
ACH-000718,-0.036712915318699996
ACH-000720,-0.162119417325
ACH-000721,-0.06998156922439999
ACH-000724,-0.27025679102600003
ACH-000725,0.138746735709
ACH-000732,-0.0296685281582
ACH-000734,-0.20672882927
ACH-000735,-0.09291665666480001
ACH-000736,-0.040350624487999996
ACH-000738,-0.05633272735230001
ACH-000746,-0.43059902307
ACH-000747,-0.222995522042
ACH-000748,-0.24741593047600002
ACH-000753,-0.17058871391199998
ACH-000756,-0.23378708299000003
ACH-000757,-0.08863862994680001
ACH-000758,-0.024867515270700004
ACH-000760,-0.20088612575599998
ACH-000763,-0.367568026119
ACH-000764,-0.10179116872300001
ACH-000765,-0.185553544391
ACH-000766,-0.10611651621099999
ACH-000767,-0.409007658181
ACH-000768,-0.0281188322686
ACH-000769,-0.280336195848
ACH-000770,-0.09433034223210002
ACH-000771,-0.0181825914252
ACH-000773,-0.047072900278000006
