,RFC3 (5983)
ACH-000004,-1.68162305252
ACH-000007,-1.6100697065600003
ACH-000009,-1.1371377591299998
ACH-000011,-1.8431731699200002
ACH-000012,-1.59009290567
ACH-000013,-1.74357732119
ACH-000014,-1.44434986074
ACH-000015,-1.8078070723599997
ACH-000017,-1.67454820894
ACH-000018,-1.8703697304900002
ACH-000019,-1.5451333227000001
ACH-000021,-1.7469137780000001
ACH-000022,-1.41706630075
ACH-000025,-1.6294045927399998
ACH-000028,-1.69458606192
ACH-000030,-1.8987253095299998
ACH-000035,-1.65839678072
ACH-000036,-1.73128876199
ACH-000037,-1.8097427558099997
ACH-000039,-1.7610959361400003
ACH-000040,-1.60228648322
ACH-000041,-1.8863834732799998
ACH-000042,-1.70496063225
ACH-000045,-1.81494759467
ACH-000047,-1.66930585165
ACH-000052,-1.5237384640600002
ACH-000053,-1.4291018693000002
ACH-000054,-1.48357088489
ACH-000055,-1.7563105452400003
ACH-000060,-1.8780694906200002
ACH-000067,-1.7833270834700001
ACH-000070,-1.70790972283
ACH-000075,-1.61690227729
ACH-000078,-1.7444549770500002
ACH-000082,-1.4652336682799998
ACH-000085,-1.5040140363699999
ACH-000086,-1.6278183042200003
ACH-000087,-1.8327169224000002
ACH-000092,-1.50776224524
ACH-000095,-1.51967643113
ACH-000097,-1.5343505388299998
ACH-000098,-1.5177070088999998
ACH-000099,-1.7005370606999999
ACH-000108,-1.63174661521
ACH-000113,-1.64398162985
ACH-000115,-1.45178053273
ACH-000116,-1.56424080251
ACH-000118,-1.51355099104
ACH-000120,-1.5600975484900002
ACH-000123,-1.5656269471000002
ACH-000127,-1.7459770983900003
ACH-000128,-1.7866844656799998
ACH-000132,-1.5368638304
ACH-000133,-1.85434178147
ACH-000137,-2.03161190058
ACH-000138,-1.80438978965
ACH-000142,-1.64432614857
ACH-000143,-1.9109033307700003
ACH-000146,-2.07377997428
ACH-000148,-2.0238922389500003
ACH-000150,-1.77314501013
ACH-000152,-1.7345642045900003
ACH-000153,-1.77947792226
ACH-000159,-1.6438807429700002
ACH-000160,-1.46690063963
ACH-000163,-1.95650379057
ACH-000167,-1.8923806517700001
ACH-000168,-1.7904390383700002
ACH-000169,-1.7339758807499999
ACH-000178,-1.63460839715
ACH-000182,-1.7926236540400002
ACH-000183,-1.68663206993
ACH-000188,-1.5689022466
ACH-000189,-1.1325678369299998
ACH-000190,-1.7639958506599998
ACH-000198,-1.6440235241999999
ACH-000204,-1.4642415524899999
ACH-000206,-1.73275750556
ACH-000207,-1.4303526673500002
ACH-000211,-1.73505547067
ACH-000215,-2.1014921485799998
ACH-000221,-1.6780438725100002
ACH-000222,-1.7881283911099997
ACH-000223,-1.81899966135
ACH-000226,-1.56586702998
ACH-000227,-2.08148519794
ACH-000228,-1.96104128439
ACH-000231,-1.69741650136
ACH-000232,-1.6439653493900002
