,ZGRF1 (55345)
ACH-001275,-0.684591387232
ACH-001277,-0.441679973739
ACH-001278,-0.342120859327
ACH-001280,-0.404828874982
ACH-001283,-0.417120662954
ACH-001289,-0.452013715148
ACH-001295,-0.39468046891099995
ACH-001300,-0.30707016738000004
ACH-001301,-0.324793980068
ACH-001302,-0.124944775638
ACH-001303,-0.148764570649
ACH-001306,-0.370442241522
ACH-001318,-0.40132605709299995
ACH-001322,-0.345536254366
ACH-001328,-0.299419639906
ACH-001332,-0.586224150073
ACH-001333,-0.38711959362899995
ACH-001336,-0.37200406013099996
ACH-001340,-0.376929322485
ACH-001346,-0.386356850102
ACH-001353,-0.321861806769
ACH-001354,-0.07317964149799999
ACH-001367,-0.224153834239
ACH-001368,-0.415783801268
ACH-001374,-0.498935808897
ACH-001375,-0.36381490283
ACH-001377,-0.32947016376
ACH-001380,-0.29425682975699996
ACH-001391,-0.42690270758599996
ACH-001407,-0.648310752096
ACH-001408,-0.408448871416
ACH-001413,-0.5254196823789999
ACH-001430,-0.437184693957
ACH-001431,-0.359177974819
ACH-001450,-0.363124946101
ACH-001496,-0.42360227786300003
ACH-001500,-0.401549120346
ACH-001521,-0.277192589063
ACH-001523,-0.306089567681
ACH-001532,-0.462714840242
ACH-001536,-0.483285305451
ACH-001550,-0.457493001676
ACH-001552,-0.535148661109
ACH-001554,-0.38249119844000007
ACH-001645,-0.370223071991
ACH-001654,-0.257719353435
ACH-001715,-0.430077512666
ACH-001735,-0.213177307322
ACH-001736,-0.24351983196899998
ACH-001737,-0.0313574272068
ACH-001740,-0.45418868519199995
ACH-001745,-0.347130783811
ACH-001750,-0.40082508826700003
ACH-001765,-0.29872413101399997
ACH-001956,-0.38000639093500005
ACH-001957,-0.208227425386
