,ZGRF1 (55345)
ACH-000004,-0.344826093684
ACH-000007,-0.342559967101
ACH-000009,-0.340421920212
ACH-000011,-0.33238966324700003
ACH-000012,-0.259497739102
ACH-000013,-0.27611544254000003
ACH-000014,-0.418453160779
ACH-000015,-0.448796046864
ACH-000017,-0.38399359776
ACH-000018,-0.25390856307
ACH-000019,-0.293027248127
ACH-000021,-0.39282441958000003
ACH-000022,-0.371833664643
ACH-000025,-0.35699917375699997
ACH-000028,-0.43103179513800005
ACH-000030,-0.375962851918
ACH-000035,-0.38964001140500004
ACH-000036,-0.474333023152
ACH-000037,-0.5288774303989999
ACH-000039,-0.467741980056
ACH-000040,-0.364602173639
ACH-000041,-0.442116081992
ACH-000042,-0.51596268311
ACH-000045,-0.414856280651
ACH-000047,-0.5240810906000001
ACH-000052,-0.702117981788
ACH-000053,-0.329202170101
ACH-000054,-0.370581556755
ACH-000055,-0.5742420649800001
ACH-000060,-0.41836213283
ACH-000067,-0.506569300511
ACH-000070,-0.390349141404
ACH-000075,-0.748908291091
ACH-000078,-0.327931215018
ACH-000082,-0.422412957255
ACH-000085,-0.234623073579
ACH-000086,-0.297006330229
ACH-000087,-0.541323620169
ACH-000092,-0.4461867511
ACH-000095,-0.318023207975
ACH-000097,-0.468739241237
ACH-000098,-0.473091338246
ACH-000099,-0.33555315942100006
ACH-000108,-0.490331207702
ACH-000113,-0.36426076203100005
ACH-000115,-0.251784710732
ACH-000116,-0.48679155021399995
ACH-000118,-0.410255898675
ACH-000120,-0.32999444201699996
ACH-000123,-0.510437060348
ACH-000127,-0.312388582649
ACH-000128,-0.412126269178
ACH-000132,-0.58803429855
ACH-000133,-0.412749721942
ACH-000137,-0.38001582678199997
ACH-000138,-0.29878508476599996
ACH-000142,-0.335814328728
ACH-000143,-0.274170627608
ACH-000146,-0.289776641087
ACH-000148,-0.27978698777399996
ACH-000150,-0.475478226065
ACH-000152,-0.3593670043
ACH-000153,-0.637712628307
ACH-000159,-0.45977398181999996
ACH-000160,-0.49589083935
ACH-000163,-0.328281977469
ACH-000167,-0.561653320222
ACH-000168,-0.360462580481
ACH-000169,-0.394139276199
ACH-000178,-0.326645081055
ACH-000182,-0.28725579756700004
ACH-000183,-0.378133218646
ACH-000188,-0.32719185244000004
ACH-000189,-0.180095738985
ACH-000190,-0.524364424949
ACH-000198,-0.330268389996
ACH-000204,-0.552450869212
ACH-000206,-0.316257382701
ACH-000207,-0.342946952461
ACH-000211,-0.6063210671379999
ACH-000215,-0.417057012165
ACH-000221,-0.566580191332
ACH-000222,-0.41604482492899997
ACH-000223,-0.5397098400320001
ACH-000226,-0.23868140425200002
ACH-000227,-0.6113644117670001
ACH-000228,-0.49800455023699997
ACH-000231,-0.330557628279
ACH-000232,-0.631611883527
ACH-000233,-0.19640194544599998
ACH-000234,-0.413298389224
ACH-000235,-0.318413256072
ACH-000237,-0.289006853154
ACH-000238,-0.23880512636100001
ACH-000243,-0.43648722939199996
ACH-000244,-0.47880521065399995
ACH-000246,-0.36128370164000007
ACH-000248,-0.38153124180500003
ACH-000250,-0.312922361974
ACH-000251,-0.394922648024
ACH-000253,-0.207860159338
ACH-000255,-0.649597027816
ACH-000256,-0.14931866804000002
ACH-000257,-0.43683932828100003
ACH-000258,-0.392850870215
ACH-000259,-0.262003526523
ACH-000260,-0.284533011471
ACH-000261,-0.374310241431
ACH-000262,-0.384757678355
ACH-000263,-0.10549785717
ACH-000264,-0.334627064749
ACH-000265,-0.49778044140699995
ACH-000266,-0.39605478245700004
ACH-000272,-0.56283934687
ACH-000273,-0.458027097453
ACH-000274,-0.299738046433
ACH-000277,-0.311397963702
ACH-000278,-0.453462912438
ACH-000279,-0.46535404871799996
ACH-000280,-0.19703805485999998
ACH-000281,-0.41229897582900005
ACH-000288,-0.328662482273
ACH-000291,-0.19960734590100002
ACH-000293,-0.44472459367899997
ACH-000294,-0.40557250706799997
ACH-000295,-0.313130916927
ACH-000296,-0.367907562964
ACH-000302,-0.38706656036700005
ACH-000304,-0.26961411765
ACH-000307,-0.4275088216
ACH-000308,-0.302632247571
ACH-000310,-0.36827027039099997
ACH-000311,-0.325012808452
ACH-000312,-0.377757000849
ACH-000315,-0.23935725772
ACH-000316,-0.23263130871999999
ACH-000317,-0.670879803954
ACH-000318,-0.291022665452
ACH-000319,-0.493343656997
ACH-000320,-0.629483839914
ACH-000322,-0.299911636704
ACH-000323,-0.46881115463899997
ACH-000324,-0.371315310145
ACH-000329,-0.4400501527699999
ACH-000330,-0.422526140391
ACH-000331,-0.210292195034
ACH-000332,-0.35002934899000004
ACH-000334,-0.36673782384900006
ACH-000335,-0.396416177393
ACH-000336,-0.336657838724
ACH-000337,-0.063198422301
ACH-000339,-0.426104518451
ACH-000341,-0.386117438451
ACH-000348,-0.338768944109
ACH-000350,-0.321603511146
ACH-000352,-0.534416474213
ACH-000356,-0.33855752787500004
ACH-000361,-0.623649413405
ACH-000362,-0.39344467072800005
ACH-000363,-0.239543144803
ACH-000364,-0.323380395541
ACH-000365,-0.303195878424
ACH-000366,-0.400307783931
ACH-000368,-0.296430214564
ACH-000374,-0.615658470354
ACH-000375,-0.329722036755
ACH-000376,-0.337071676035
ACH-000381,-0.353153256461
ACH-000383,-0.37911101737400005
ACH-000387,-0.507396545419
ACH-000389,-0.314430066251
ACH-000390,-0.275402503369
ACH-000393,-0.30694482897500003
ACH-000395,-0.35290273787199994
ACH-000397,-0.247323498123
ACH-000401,-0.11770613591700001
ACH-000402,-0.110858707269
ACH-000403,-0.36377294954499995
ACH-000404,-0.14636404874199999
ACH-000406,-0.38723603668000006
ACH-000407,-0.535462429973
ACH-000408,-0.24451514710299999
ACH-000410,-0.3727746221
ACH-000411,-0.38883788944
ACH-000414,-0.476090910265
ACH-000415,-0.385866477407
ACH-000416,-0.508768744514
ACH-000420,-0.390300734451
ACH-000421,-0.39658492152099994
ACH-000424,-0.362549599107
ACH-000425,-0.551928710959
ACH-000426,-0.0144977580046
ACH-000427,-0.401379972389
ACH-000433,-0.48421004389300004
ACH-000436,-0.42889207353200004
ACH-000444,-0.37256403281499995
ACH-000445,-0.402280773873
ACH-000448,-0.446300482904
ACH-000450,-0.430666931913
ACH-000452,-0.40890712796800005
ACH-000454,-0.44601984330600003
ACH-000458,-0.119772175403
ACH-000459,-0.130771326026
ACH-000460,-0.311751995529
ACH-000461,-0.28013301847
ACH-000463,-0.355365635339
ACH-000464,-0.483701234784
ACH-000466,-0.295900449949
ACH-000467,-0.260448102961
ACH-000468,-0.381995631308
ACH-000469,-0.324618788368
ACH-000470,-0.48056895926200005
ACH-000471,-0.506590251571
ACH-000472,-0.36997213594000006
ACH-000473,-0.321545357382
ACH-000475,-0.38811518333800005
ACH-000476,-0.19007375940699997
ACH-000477,-0.34732737733
ACH-000480,-0.480532616935
ACH-000481,-0.426384822904
ACH-000483,-0.25253703995
ACH-000484,-0.266323256508
ACH-000485,-0.240677799414
ACH-000486,-0.403968225518
ACH-000487,-0.47805479681999996
ACH-000488,-0.26989263465
ACH-000490,-0.33609327577500003
ACH-000491,-0.371978982289
ACH-000495,-0.361541530895
ACH-000496,-0.35260671398000004
ACH-000499,-0.259581547388
ACH-000500,-0.475631771955
ACH-000502,-0.315765862899
ACH-000503,-0.283841914969
ACH-000505,-0.36166415442500005
ACH-000507,-0.37557921060099997
ACH-000510,-0.38813620496
ACH-000511,-0.41298702789999997
ACH-000512,-0.36197292789
ACH-000516,-0.355027368416
ACH-000517,-0.356994557133
ACH-000518,-0.269308922344
ACH-000520,-0.48317677477399995
ACH-000521,-0.275284653498
ACH-000522,-0.473627666994
ACH-000524,-0.337435561813
ACH-000527,-0.370233681161
ACH-000528,-0.39773891656599997
ACH-000537,-0.506199551783
ACH-000541,-0.523179970422
ACH-000542,-0.501502563192
ACH-000544,-0.423636249129
ACH-000545,-0.369224129406
ACH-000547,-0.44038028094899995
ACH-000548,-0.230081943952
ACH-000549,-0.213656509788
ACH-000550,-0.42985919670100003
ACH-000552,-0.168997998518
ACH-000556,-0.391319190532
ACH-000557,-0.19946111649300002
ACH-000570,-0.354862390224
ACH-000571,-0.19955273081099997
ACH-000573,-0.31230418113
ACH-000576,-0.330755590316
ACH-000580,-0.44548209673
ACH-000584,-0.425856938171
ACH-000585,-0.358695131484
ACH-000588,-0.281013799815
ACH-000589,-0.29239516372200003
ACH-000591,-0.169698082453
ACH-000593,-0.232939593513
ACH-000600,-0.348215936761
ACH-000601,-0.382406979112
ACH-000604,-0.117188156405
ACH-000605,-0.37222790782399995
ACH-000606,-0.25589639061999997
ACH-000608,-0.374935566265
ACH-000614,-0.2730311359
ACH-000616,-0.431386584359
ACH-000618,-0.24375283583700003
ACH-000619,-0.384011014009
ACH-000620,-0.36177824248
ACH-000621,-0.412885771315
ACH-000622,-0.418888098705
ACH-000623,-0.36488009461800003
ACH-000624,-0.36220197128799997
ACH-000627,-0.341949222185
ACH-000630,-0.402566021329
ACH-000632,-0.315059709451
ACH-000633,-0.417586824004
ACH-000637,-0.22025092552900002
ACH-000638,-0.5257700291040001
ACH-000646,-0.12460003370999999
ACH-000647,-0.428777655819
ACH-000648,-0.325477354507
ACH-000649,-0.38721700093
ACH-000651,-0.406266497619
ACH-000652,-0.18632471642999998
ACH-000653,-0.424999282929
ACH-000657,-0.452260108196
ACH-000658,-0.33376847285300004
ACH-000661,-0.442182667942
ACH-000662,-0.281223959267
ACH-000663,-0.304131439431
ACH-000665,-0.256097653933
ACH-000671,-0.301257445721
ACH-000673,-0.42428840714
ACH-000676,-0.391838452457
ACH-000677,-0.365052871479
ACH-000681,-0.378738982982
ACH-000682,-0.408308632773
ACH-000683,-0.341596635511
ACH-000684,-0.395639033749
ACH-000688,-0.544673566597
ACH-000693,-0.369244657876
ACH-000694,-0.459972411555
ACH-000695,-0.276381019149
ACH-000696,-0.542874632034
ACH-000697,-0.395833994242
ACH-000699,-0.289799309538
ACH-000701,-0.515553870492
ACH-000706,-0.305451153563
ACH-000711,-0.40994728541599995
ACH-000713,-0.693034347393
ACH-000714,-0.285025719302
ACH-000718,-0.261077607067
ACH-000720,-0.497264685343
ACH-000721,-0.275069916335
ACH-000724,-0.28618912757599996
ACH-000725,-0.336979057879
ACH-000732,-0.29296892238899996
ACH-000734,-0.423240042073
ACH-000735,-0.252615993556
ACH-000736,-0.42429641329000006
ACH-000738,-0.38820129764899997
ACH-000746,-0.47123505746600003
ACH-000747,-0.29176242985999995
ACH-000748,-0.300840379647
ACH-000753,-0.407981472252
ACH-000756,-0.5123173252350001
ACH-000757,-0.39987359956600005
ACH-000758,-0.251016253347
ACH-000760,-0.25166297152
ACH-000763,-0.48688972958099996
ACH-000764,-0.526060724332
ACH-000765,-0.236812764747
ACH-000766,-0.252619336854
ACH-000767,-0.409659555045
ACH-000768,-0.25121687723499997
ACH-000769,-0.4961996517600001
ACH-000770,-0.39342068742200004
ACH-000771,-0.28701014172899997
ACH-000773,-0.295196268543
ACH-000776,-0.22197210121599997
ACH-000777,-0.26786068008
ACH-000778,-0.29969168119600004
ACH-000781,-0.530209241989
ACH-000782,-0.28787659014
ACH-000783,-0.45050423360200004
ACH-000784,-0.21457247071199997
ACH-000785,-0.42173999175
ACH-000787,-0.399619490959
ACH-000788,-0.37247711221999996
ACH-000791,-0.439957902096
ACH-000792,-0.33452706939
ACH-000794,-0.452392473156
ACH-000796,-0.46069890547799996
ACH-000799,-0.534617669208
ACH-000800,-0.275733321032
ACH-000802,-0.36577257694
ACH-000804,-0.369134867086
ACH-000805,-0.5846928466719999
ACH-000809,-0.332967020048
ACH-000810,-0.71549042332
ACH-000811,-0.32406161841200004
ACH-000817,-0.31416721955800003
ACH-000819,-0.418136589526
ACH-000820,-0.12574290911900002
ACH-000821,-0.194613621754
ACH-000822,-0.277763371846
ACH-000823,-0.342871564122
ACH-000824,-0.406263606267
ACH-000827,-0.338890112345
ACH-000829,-0.393938395219
ACH-000831,-0.26630630651500004
ACH-000832,-0.334803221256
ACH-000833,-0.350203320665
ACH-000834,-0.379105184695
ACH-000835,-0.401913325561
ACH-000836,-0.310566738505
ACH-000837,-0.41656515234700003
ACH-000838,-0.508945006361
ACH-000839,-0.6006983025770001
ACH-000840,-0.0783106538835
ACH-000841,-0.4706833904
ACH-000843,-0.316860659876
ACH-000846,-0.47626451056999997
ACH-000847,-0.651908501604
ACH-000848,-0.321575487784
ACH-000849,-0.318482448207
ACH-000851,-0.389280508688
ACH-000855,-0.55144545437
ACH-000856,-0.354797448511
ACH-000858,-0.283381417402
ACH-000859,-0.355036060875
ACH-000861,-0.522172066154
ACH-000862,-0.491367058522
ACH-000865,-0.279014310882
ACH-000866,-0.267172720852
ACH-000867,-0.31459687668499997
ACH-000869,-0.45929368488899996
ACH-000872,-0.48584231447400006
ACH-000873,-0.567790542354
ACH-000876,-0.275952550842
ACH-000878,-0.598759549415
ACH-000880,-0.185952524249
ACH-000881,-0.314592428874
ACH-000882,-0.273627560676
ACH-000884,-0.315760611959
ACH-000885,-0.396432682541
ACH-000887,-0.36832731029700005
ACH-000888,-0.408976055074
ACH-000889,-0.29840950651
ACH-000890,-0.5027715027449999
ACH-000896,-0.364916438655
ACH-000898,-0.279306617268
ACH-000900,-0.531496814333
ACH-000901,-0.491886645938
ACH-000905,-0.28192231266
ACH-000906,-0.48025794531099997
ACH-000907,-0.302064077018
ACH-000910,-0.417614469513
ACH-000911,-0.350682667003
ACH-000912,-0.359103170092
ACH-000913,-0.443908788151
ACH-000915,-0.47614455872
ACH-000916,0.009505711957930001
ACH-000917,-0.35510932077
ACH-000921,-0.341963767324
ACH-000924,-0.35963687354
ACH-000926,-0.400693765164
ACH-000928,-0.429051243487
ACH-000929,-0.528586281823
ACH-000932,-0.38378457295999996
ACH-000935,-0.34968760732500004
ACH-000936,-0.212872577951
ACH-000937,-0.280097395559
ACH-000938,-0.250224161598
ACH-000939,-0.321854583933
ACH-000941,-0.459702673587
ACH-000943,-0.405010236665
ACH-000946,-0.291264186546
ACH-000947,-0.320567635243
ACH-000948,-0.434596063382
ACH-000950,-0.51103398842
ACH-000953,-0.253562015928
ACH-000957,-0.60949590067
ACH-000958,-0.433887857852
ACH-000960,-0.336733468681
ACH-000963,-0.439879719883
ACH-000968,-0.37874900428999997
ACH-000969,-0.520284427385
ACH-000973,-0.294476853286
ACH-000974,-0.396199584484
ACH-000975,-0.386212597728
ACH-000976,-0.370008341989
ACH-000978,-0.330753103525
ACH-000980,-0.46543836377400005
ACH-000984,-0.48240577761500003
ACH-000986,-0.449987594117
ACH-000988,-0.321286815178
ACH-000993,-0.653112352106
ACH-000994,-0.28397572257
ACH-000996,-0.709139492215
ACH-001001,-0.32805223005600004
ACH-001020,-0.425974771395
ACH-001028,-0.371417884322
ACH-001031,-0.40431110254299996
ACH-001038,-0.39422802707800003
ACH-001048,-0.46821070660400005
ACH-001050,-0.43247803572
ACH-001053,-0.526572500274
ACH-001054,-0.46534183580300004
ACH-001061,-0.35624964405599996
ACH-001067,-0.465875967887
ACH-001075,-0.315979057878
ACH-001096,-0.368320897596
ACH-001128,-0.41449721269699996
ACH-001134,-0.195216817758
ACH-001151,-0.39197784170500005
ACH-001163,-0.244685826951
ACH-001164,-0.610460431965
ACH-001173,-0.437379720094
ACH-001183,-0.310274545129
ACH-001184,-0.498518277049
ACH-001190,-0.32746681032200003
ACH-001192,-0.526218766775
ACH-001193,-0.31105612835
ACH-001196,-0.380667527247
ACH-001197,-0.251153888708
ACH-001205,-0.544292667562
ACH-001211,-0.551531138749
ACH-001212,-0.48649042819300004
ACH-001228,-0.287986958912
ACH-001232,-0.433013762734
ACH-001239,-0.43786068232
ACH-001274,-0.459885565424
