,KAZN (23254)
ACH-000004,0.0305442446264
ACH-000007,0.158466855391
ACH-000009,-0.019991635591
ACH-000011,0.182083848992
ACH-000012,0.181836269654
ACH-000013,0.13542134720899998
ACH-000014,-0.0885157001374
ACH-000015,0.179394563039
ACH-000017,-0.272903855122
ACH-000018,-0.133654860732
ACH-000019,-0.0639957380028
ACH-000021,0.12030994700999999
ACH-000022,0.143835553705
ACH-000025,0.0886870729211
ACH-000028,0.195309047997
ACH-000030,0.0678860602005
ACH-000035,0.0321525173721
ACH-000036,0.194788110149
ACH-000037,-0.0368366651567
ACH-000039,0.474638222165
ACH-000040,-0.0461447075265
ACH-000041,-0.09409222270430001
ACH-000042,0.125215356158
ACH-000045,0.18364936666200002
ACH-000047,-0.297764937437
ACH-000052,-0.009110121154809999
ACH-000053,0.0307533096258
ACH-000054,0.00503852266549
ACH-000055,-0.16806529364599998
ACH-000060,-0.19393760278
ACH-000067,0.007442080553850001
ACH-000070,0.06873242242819999
ACH-000075,-0.0330219576456
ACH-000078,0.439642030012
ACH-000082,0.0864693913407
ACH-000085,-0.42717058923100004
ACH-000086,0.0166459938994
ACH-000087,0.21056793993700001
ACH-000092,0.0802990675157
ACH-000095,0.0163951989363
ACH-000097,0.11242251326899999
ACH-000098,0.128977665454
ACH-000099,-0.0576574603577
ACH-000108,-0.203253638567
ACH-000113,0.26162188796999997
ACH-000115,-0.206255513343
ACH-000116,-0.035023252257500005
ACH-000118,0.22645769761300003
ACH-000120,0.062560847807
ACH-000123,0.20556346222600003
ACH-000127,0.081113000502
ACH-000128,-0.114484170119
ACH-000132,0.172676813543
ACH-000133,0.126359623591
ACH-000137,0.18312737698800002
ACH-000138,-0.0988739628596
ACH-000142,0.0987221509119
ACH-000143,-0.0664146801076
ACH-000146,0.0005298011468469999
ACH-000148,0.209502925803
ACH-000150,-0.311002675125
ACH-000152,0.050164286266700005
ACH-000153,0.211745821397
ACH-000159,-0.065647200592
ACH-000160,0.0512904683493
ACH-000163,0.04253018584649999
ACH-000167,-0.500476244737
ACH-000168,0.0145209773842
ACH-000169,0.0910062554979
ACH-000178,0.0666900992132
ACH-000182,0.119047746063
ACH-000183,0.0462197959615
ACH-000188,-0.0329596100368
ACH-000189,0.206481016471
ACH-000190,0.122170389713
ACH-000198,0.301197194592
ACH-000204,-0.307361019585
ACH-000206,0.030143484106999997
ACH-000207,0.137413099121
ACH-000211,0.289701788591
ACH-000215,-0.151215015074
ACH-000221,0.0868708494465
ACH-000222,-0.276025950254
ACH-000223,-0.229574809163
ACH-000226,0.23765809863
ACH-000227,-0.0368417551049
ACH-000228,0.09764794818269999
ACH-000231,0.0725472798604
ACH-000232,0.0516452102034
ACH-000233,-0.0883474018492
ACH-000234,-0.241112303505
ACH-000235,0.08117230284419999
ACH-000237,-0.094410661503
ACH-000238,0.0502577852794
ACH-000243,0.17639702701499999
ACH-000244,-0.066625351645
ACH-000246,0.00994678516983
ACH-000248,0.09976303422689999
ACH-000250,-0.0450739594539
ACH-000251,0.039646627984300006
ACH-000253,-0.07199093989580001
ACH-000255,0.0508993764025
ACH-000256,0.126970335492
ACH-000257,-0.223874591437
ACH-000258,-0.0422505290283
ACH-000259,0.07788780130310001
ACH-000260,0.0645162920768
ACH-000261,0.00385252221287
ACH-000262,0.15819639572799998
ACH-000263,0.0364389072139
ACH-000264,-0.12617099001499998
ACH-000265,0.172603505584
ACH-000266,0.0327896187978
ACH-000272,0.11326691156600001
ACH-000273,0.24086688050299998
ACH-000274,-0.193227413539
ACH-000277,-0.153535653474
ACH-000278,-0.09756420973789999
ACH-000279,-0.00545075135254
ACH-000280,0.06850157216450001
ACH-000281,-0.191943319081
ACH-000288,-0.0203258725758
ACH-000291,0.0414184622824
