,PCM1 (5108)
ACH-000547,-0.34385626817599996
ACH-000548,-0.213883387145
ACH-000549,-0.0783308097033
ACH-000550,-0.44059271836099995
ACH-000552,-0.13808209006
ACH-000556,-0.281600431878
ACH-000557,-0.0740281597227
ACH-000570,0.054332500839800006
ACH-000571,-0.056332736340300005
ACH-000573,-0.0163790508767
ACH-000576,-0.33937274537
ACH-000580,-0.148345815602
ACH-000584,-0.7582654555670001
ACH-000585,-0.555376677517
ACH-000588,-0.399966852557
ACH-000589,-0.5805903793289999
ACH-000591,-0.248714606763
ACH-000593,-0.55259679611
ACH-000600,-0.206075879072
ACH-000601,-0.436626862746
ACH-000604,-0.18404984551
ACH-000605,-0.220587622373
ACH-000606,-0.523879117635
ACH-000608,-0.159615473855
ACH-000614,-0.25025058629
ACH-000616,-0.414879192957
ACH-000618,-0.393193299146
ACH-000619,-0.33771720683399997
ACH-000620,-0.234927403655
ACH-000621,-0.650818474706
ACH-000622,0.125705812615
ACH-000623,-0.0837690461304
ACH-000624,-0.276824348336
ACH-000627,-0.642543599806
ACH-000630,-0.171864400712
ACH-000632,-0.27891283419199997
ACH-000633,0.13331642554
ACH-000637,-0.6642846162389999
ACH-000638,0.0760765978798
ACH-000646,-0.386615122275
ACH-000647,-0.21961476631700003
ACH-000648,-0.49703680205399997
ACH-000649,-0.327305360903
ACH-000651,-0.134051796508
ACH-000652,-0.470188347051
ACH-000653,-0.295642674479
ACH-000657,-0.409134848325
ACH-000658,0.0210570670599
ACH-000661,-0.29334769190000004
ACH-000662,-0.642081638578
ACH-000663,-0.23478118300700002
ACH-000665,-0.20596206084600002
ACH-000671,-0.162192731364
ACH-000673,-0.164480522012
ACH-000676,-0.252542989527
ACH-000677,-0.402672630423
ACH-000681,-0.146026597465
ACH-000682,-0.427268083457
ACH-000683,-1.2135881497499998
ACH-000684,-0.0768270029528
ACH-000688,-0.305809606165
ACH-000693,-0.605473277047
ACH-000694,-0.588472090487
ACH-000695,-0.48994304656599996
ACH-000696,-0.10422083122999999
ACH-000697,-0.32535055045899997
ACH-000699,-0.355054572928
ACH-000701,-0.505890706504
ACH-000706,-0.186774633717
ACH-000711,-0.217855097928
ACH-000713,-0.599398573072
ACH-000714,-0.11689552692199999
ACH-000718,-0.28516206692699997
ACH-000720,-0.35670495829800003
ACH-000721,-0.0601720773774
ACH-000724,-0.264084214988
ACH-000725,-0.138680689384
ACH-000732,-0.855335640433
ACH-000734,-0.5108649587830001
ACH-000735,-0.528119874574
ACH-000736,-0.224418871237
ACH-000738,-0.24078280102299998
ACH-000746,-0.48661430906099995
ACH-000747,0.13283111228800001
ACH-000748,-0.009303525057790002
ACH-000753,-0.302071684907
ACH-000756,-0.0218260884502
ACH-000757,-0.08424301619449999
ACH-000758,0.0121972270826
ACH-000760,-0.221443512936
ACH-000763,-0.100438509619
ACH-000764,-0.156087208859
ACH-000765,-0.176643508191
ACH-000766,-0.270035565081
ACH-000767,-0.158781713058
ACH-000768,-0.40185999925899996
ACH-000769,-0.39859841884
ACH-000770,-0.514918803173
ACH-000771,-0.605781659919
ACH-000773,-0.190827501395
ACH-000776,-0.372500993474
ACH-000777,-0.373620256765
ACH-000778,-0.09449428913730001
ACH-000781,-0.266723396722
ACH-000782,-0.15969675804300001
ACH-000783,-0.54280036886
ACH-000784,-0.59328827853
ACH-000785,-0.242204727819
ACH-000787,-0.6733029575949999
ACH-000788,-0.121805648282
ACH-000791,-0.0055829119491899995
ACH-000792,-0.41142613193800004
ACH-000794,-0.419768478683
ACH-000796,-0.696149406736
ACH-000799,0.0607456601327
ACH-000800,-0.628672735492
ACH-000802,-0.490824245439
ACH-000804,-0.449114590102
ACH-000805,-0.452220604265
ACH-000809,-0.18040226985100002
ACH-000810,-0.567498509494
ACH-000811,-0.190340632673
ACH-000817,-0.506453015688
ACH-000819,0.053031391107900006
ACH-000820,0.46592552447999996
ACH-000821,-0.103381003721
ACH-000822,-0.11837038023600001
ACH-000823,-0.673103051955
ACH-000824,-0.024838527993400004
ACH-000827,-0.304339371339
ACH-000829,-0.0127084513783
ACH-000831,-0.09289402125289999
ACH-000832,-0.639463972211
ACH-000833,-0.37780202187
ACH-000834,-0.399511022306
ACH-000835,-0.189039454835
ACH-000836,-0.563325825101
ACH-000837,-0.12071951844699999
ACH-000838,-0.0265633096747
ACH-000839,-0.45019837440300003
ACH-000840,0.00475944556742
ACH-000841,-0.40107109481200004
ACH-000843,-0.39679898101800004
ACH-000846,-0.42435896538900003
ACH-000847,-0.07974576735399999
ACH-000848,-0.144531965427
ACH-000849,-0.411608464089
ACH-000851,-0.0778122479771
ACH-000855,-0.358107376281
ACH-000856,-0.266597314458
ACH-000858,-0.306716618292
ACH-000859,-0.30014742951699996
ACH-000861,-0.130651463843
ACH-000862,-0.19897110929900003
ACH-000865,-0.39494102965899996
ACH-000866,-0.449360895577
ACH-000867,-0.188519823613
ACH-000869,-0.0673994391696
ACH-000872,-0.541939261078
ACH-000873,-0.10336742179
ACH-000876,-0.0637022317939
ACH-000878,0.21382861400800002
ACH-000880,-0.44685329157399994
ACH-000881,-0.21194226782
ACH-000882,-0.222262710124
ACH-000884,-0.299942015348
ACH-000885,-0.603106691497
ACH-000887,-0.128474746954
ACH-000888,-0.101536361623
ACH-000889,-0.196159018976
ACH-000890,-0.256382054507
ACH-000896,-0.0774933447678
ACH-000898,-0.44243967549400004
ACH-000900,-0.0441050332558
ACH-000901,-0.110122386406
ACH-000905,-0.608706194257
ACH-000906,-0.545895107001
ACH-000907,-0.17922470794
ACH-000910,-0.443025579578
ACH-000911,-0.27953314422
ACH-000912,-0.43672250221500003
ACH-000913,-0.297676662417
ACH-000915,-0.254117770358
ACH-000916,-0.175332258565
ACH-000917,-0.36628896256399995
ACH-000921,-0.321524456861
ACH-000924,-0.35217740971199996
ACH-000926,-0.323798357938
ACH-000928,-0.577566041882
ACH-000929,-0.39055562560400003
ACH-000932,-0.127522537115
ACH-000935,-0.37954852965400004
ACH-000936,-0.288739735456
ACH-000937,-0.21305647006099998
ACH-000938,-0.10039339756200001
ACH-000939,0.0885568662655
ACH-000941,-0.08157162400710001
ACH-000943,-0.031820982139999995
ACH-000946,-0.11224349218
ACH-000947,0.15178025030300002
ACH-000948,-0.111545119568
ACH-000950,0.140619696957
ACH-000953,0.25459640723
ACH-000957,0.0774588455967
ACH-000958,-0.295855706679
ACH-000960,-0.215760818892
ACH-000963,0.0970035625559
ACH-000968,-0.531567613536
ACH-000969,0.06795710865280001
ACH-000973,-0.149219707334
ACH-000974,-0.37428318507299996
ACH-000975,-0.114083461961
ACH-000976,-0.163367825704
ACH-000978,-0.46870658234800006
ACH-000980,-0.267592498384
ACH-000984,-0.179498008786
ACH-000986,-0.6960575496349999
ACH-000988,0.144742021449
ACH-000993,-0.103233417239
ACH-000994,-0.16999519679900002
ACH-000996,-0.109335637365
ACH-001001,-0.0301926442562
ACH-001020,-0.20300679407400002
ACH-001028,-0.204893271023
ACH-001031,-0.44656157849
ACH-001038,-0.183007857972
ACH-001048,-0.37523544082599997
ACH-001050,-0.19942938632399998
ACH-001053,-0.509740095151
ACH-001054,-0.651855107204
ACH-001061,-0.49150852175099996
ACH-001067,-0.227176361008
ACH-001075,-0.160111033017
ACH-001096,-0.20345247133400002
ACH-001128,-0.291143986768
ACH-001134,-0.135550220165
ACH-001151,-0.029766872695299998
ACH-001163,-0.213027583144
ACH-001164,-0.366329215907
ACH-001173,-0.00968412105089
ACH-001183,-0.44254285648900005
ACH-001184,-0.23560168552299998
ACH-001190,-0.27152706453200004
ACH-001192,-0.43287731667900003
ACH-001193,-0.454243644416
ACH-001196,-0.365251330537
ACH-001197,-0.240976210898
ACH-001205,-0.39508667562
ACH-001211,-0.842044326558
ACH-001212,-0.47302684662199995
ACH-001228,-0.14552746257500002
ACH-001232,-0.238609210515
ACH-001239,-0.571471866125
ACH-001274,-0.352463292895
ACH-001275,-0.281214629809
ACH-001277,-0.278056057009
ACH-001278,-0.26201287328
ACH-001280,-0.8192209410340001
ACH-001283,-0.273840830207
ACH-001289,-0.27753154689
ACH-001295,-0.200512407646
ACH-001300,-0.407635132882
ACH-001301,-0.798936001565
ACH-001302,-0.0937043160649
ACH-001303,-1.1537655463
ACH-001306,-0.307788604382
ACH-001318,-0.182933046582
ACH-001322,-0.27934734016999996
ACH-001328,-0.234723470062
ACH-001332,-0.23757008075599997
ACH-001333,-0.0785316822592
ACH-001336,-0.495319431808
ACH-001340,-0.29022453238699997
ACH-001346,-0.595670635128
ACH-001353,-0.336732023659
ACH-001354,-0.586967472542
ACH-001367,-0.400699683531
ACH-001368,-0.299262041102
ACH-001374,-0.0417300995944
ACH-001375,0.139679498843
ACH-001377,-0.138206216933
ACH-001380,-0.40520434999399996
ACH-001391,-0.28907284612100004
ACH-001407,-0.650194622992
ACH-001408,-0.468915457998
ACH-001413,-0.28463743945500003
ACH-001430,-0.342758192588
ACH-001431,-0.537314468762
ACH-001450,-0.412336865628
ACH-001496,-0.573600102963
ACH-001500,-0.0807793927844
ACH-001521,-0.43185797221600003
ACH-001523,-0.371968397796
ACH-001532,-0.19606032824499997
ACH-001536,-0.344533739279
ACH-001550,-0.49584825030199997
ACH-001552,-0.468189358725
ACH-001554,-0.10426185881000001
ACH-001645,-0.134283828529
ACH-001654,-0.18096877745700002
ACH-001715,-0.267472029405
ACH-001735,-0.116447481842
ACH-001736,-0.489954411304
ACH-001737,-0.179801609344
ACH-001740,-0.149462825696
ACH-001745,-0.23242146059500002
ACH-001750,-0.34959355901
ACH-001765,0.0742070855157
ACH-001956,-0.22865984371
ACH-001957,-0.283571562413
