,TARDBP (23435)
ACH-000004,-0.925495474173
ACH-000007,-1.22193002951
ACH-000009,-1.16570207224
ACH-000011,-0.8722377170379999
ACH-000012,-1.2065853120799999
ACH-000013,-0.7660164249529999
ACH-000014,-0.8524625536310001
ACH-000015,-1.18999513735
ACH-000017,-1.07877754477
ACH-000018,-1.4088013661899998
ACH-000019,-0.987208906943
ACH-000021,-0.615712933275
ACH-000022,-1.0383745585200002
ACH-000025,-1.0599543771200002
ACH-000028,-1.16364975247
ACH-000030,-1.34383752334
ACH-000035,-1.0930091587200002
ACH-000036,-1.44647137076
ACH-000037,-1.8194539358900002
ACH-000039,-1.27076805646
ACH-000040,-1.40153510771
ACH-000041,-1.02975333159
ACH-000042,-1.12211479992
ACH-000045,-1.3133753975700002
ACH-000047,-1.0956106318
ACH-000052,-1.4134586647999998
ACH-000053,-0.9832182635369999
ACH-000054,-0.704932246682
ACH-000055,-1.29426985331
ACH-000060,-1.0835533795299999
ACH-000067,-1.19105785169
ACH-000070,-1.2807331076100001
ACH-000075,-0.921735983118
ACH-000078,-1.15540307419
ACH-000082,-1.02995653301
ACH-000085,-1.01488975811
ACH-000086,-1.2095496937799999
ACH-000087,-1.1869380036700001
ACH-000092,-0.940022756838
ACH-000095,-1.21410306622
ACH-000097,-0.922913924204
ACH-000098,-1.24305014565
ACH-000099,-1.18724364493
ACH-000108,-1.29629720616
ACH-000113,-1.1090733689299999
ACH-000115,-1.45910050712
ACH-000116,-0.818751761479
ACH-000118,-1.1046715338500002
ACH-000120,-1.18908039179
ACH-000123,-1.0571553819700001
ACH-000127,-1.15348767144
ACH-000128,-1.1605101819799999
ACH-000132,-1.05726045465
ACH-000133,-1.28602986125
ACH-000137,-0.948194997211
ACH-000138,-1.0985083527700001
ACH-000142,-1.4455964159999999
ACH-000143,-1.11806329249
ACH-000146,-1.1748401184100001
ACH-000148,-1.04468515545
ACH-000150,-1.2247940544700002
ACH-000152,-1.34292202384
ACH-000153,-1.09847344692
ACH-000159,-0.8178381849070001
ACH-000160,-0.9174704825769999
ACH-000163,-1.3864839386399999
ACH-000167,-1.2136819038700002
ACH-000168,-1.2718057061299999
ACH-000169,-1.22220018528
ACH-000178,-1.33133686716
ACH-000182,-1.2835855351
ACH-000183,-1.1871194438200001
ACH-000188,-1.20944751206
ACH-000189,-1.2737229744299998
ACH-000190,-0.977540237433
ACH-000198,-1.3171772614700001
ACH-000204,-1.02205986071
ACH-000206,-0.670961267081
ACH-000207,-0.9118739670739999
ACH-000211,-1.2926905869299998
ACH-000215,-1.39891929806
ACH-000221,-1.2900941415
ACH-000222,-1.14020556724
ACH-000223,-0.965660695941
ACH-000226,-1.1802550362200002
ACH-000227,-1.04089995301
ACH-000228,-1.2874348839399998
ACH-000231,-1.1268331473100002
ACH-000232,-1.24792444855
ACH-000233,-1.18298428091
ACH-000234,-1.16103889838
ACH-000235,-1.2614872400900001
ACH-000237,-1.1266863787999999
ACH-000238,-1.18613686586
ACH-000243,-1.13003957657
ACH-000244,-1.19630138733
ACH-000246,-1.1465997854
ACH-000248,-1.21877823188
ACH-000250,-0.8053257775309999
ACH-000251,-1.21438466644
ACH-000253,-1.11039843749
ACH-000255,-1.16052780422
ACH-000256,-1.27665696043
ACH-000257,-1.28848419504
ACH-000258,-1.4255758249500001
ACH-000259,-1.10111806287
ACH-000260,-1.1866094506799998
ACH-000261,-1.08559495139
ACH-000262,-1.1654018804100001
ACH-000263,-1.22927313683
ACH-000264,-0.9523066215639999
ACH-000265,-1.1601692741399998
ACH-000266,-1.17594438089
ACH-000272,-1.29697938286
ACH-000273,-1.3329140893200002
ACH-000274,-1.32888499331
ACH-000277,-1.01041448596
ACH-000278,-1.08757703267
ACH-000279,-1.44098686275
ACH-000280,-0.847722375794
ACH-000281,-1.26175983213
ACH-000288,-1.45857942351
ACH-000291,-1.0546606729299999
ACH-000293,-0.9506724961759999
ACH-000294,-0.9075079822050001
ACH-000295,-1.15937006692
ACH-000296,-1.0352463131799998
ACH-000302,-1.0380401404200001
ACH-000304,-0.8607307117980001
ACH-000307,-1.2357413026200001
ACH-000308,-1.07594093077
ACH-000310,-1.13830616536
ACH-000311,-1.14171638509
