,PRKRIR (5612)
ACH-000699,-0.522953624673
ACH-000701,-0.806629668769
ACH-000706,-0.682653398207
ACH-000711,-0.620899236846
ACH-000713,-0.7977097078479999
ACH-000714,-0.372962129477
ACH-000718,-0.368967369644
ACH-000720,-0.7285633596369999
ACH-000721,-0.226740749028
ACH-000724,-0.662073381277
ACH-000725,-0.661379946005
ACH-000732,-0.6442057923110001
ACH-000734,-0.5992044778760001
ACH-000735,-0.776954591495
ACH-000736,-0.574932013682
ACH-000738,-0.6395674090969999
ACH-000746,-0.295468740924
ACH-000747,-0.656368335208
ACH-000748,-0.9389479672799999
ACH-000753,-0.739568132482
ACH-000756,-0.790643506897
ACH-000757,-0.6651414359350001
ACH-000758,-0.542457166414
ACH-000760,-0.9537632249019999
ACH-000763,-0.598305553902
ACH-000764,-0.838873802424
ACH-000765,-0.873876503993
ACH-000766,-0.5341205305569999
ACH-000767,-0.746076652935
ACH-000768,-0.702663479983
ACH-000769,-0.515829505506
ACH-000770,-0.504239875185
ACH-000771,-0.836495713742
ACH-000773,-0.852932294181
ACH-000776,-0.391876160632
ACH-000777,-0.871903466424
ACH-000778,-0.769196357922
ACH-000781,-0.603558872452
ACH-000782,-0.716649508687
ACH-000783,-0.6302853123659999
ACH-000784,-0.537198099299
ACH-000785,-0.751884486489
ACH-000787,-0.705779978263
ACH-000788,-0.8834404850390001
ACH-000791,-0.644444611761
ACH-000792,-0.7566542396170001
ACH-000794,-0.8175779919670001
ACH-000796,-0.750081891982
ACH-000799,-0.600542412574
ACH-000800,-0.923996983784
ACH-000802,-0.774390229376
ACH-000804,-0.483226390213
ACH-000805,-0.67126408036
ACH-000809,-0.5831827041040001
ACH-000810,-0.560202044428
ACH-000811,-0.484267410506
ACH-000817,-0.80062618488
ACH-000819,-0.839943454712
ACH-000820,-0.16955832571600002
ACH-000821,-0.540617317909
ACH-000822,-0.609544361185
ACH-000823,-0.366668680889
ACH-000824,-0.39597366912799997
ACH-000827,-0.5937056953050001
ACH-000829,-0.680983814871
ACH-000831,-0.664357875659
ACH-000832,-0.7023778242350001
ACH-000833,-0.44506204221
ACH-000834,-0.5870315801479999
ACH-000835,-0.443364137881
ACH-000836,-0.618832781686
ACH-000837,-0.700297867829
ACH-000838,-0.8853627741760001
ACH-000839,-0.8103458414910001
ACH-000840,-0.496236340906
ACH-000841,-0.567146513443
ACH-000843,-0.580930550226
ACH-000846,-0.586353130622
ACH-000847,-0.434700380933
ACH-000848,-0.864242783035
ACH-000849,-0.7686474380060001
ACH-000851,-0.911709488233
ACH-000855,-0.5505368709089999
ACH-000856,-0.7347632299169999
ACH-000858,-0.851259759444
ACH-000859,-0.858562897597
ACH-000861,-0.482212418238
ACH-000862,-0.339272965479
ACH-000865,-0.433675828992
ACH-000866,-0.62181413987
ACH-000867,-0.527189900999
ACH-000869,-0.79631874703
ACH-000872,-0.533606616885
ACH-000873,-0.535888298209
ACH-000876,-0.503327641789
ACH-000878,-0.690784351097
ACH-000880,-0.49755636414300003
ACH-000881,-0.409144600035
ACH-000882,-0.7479945888670001
ACH-000884,-0.670995203907
ACH-000885,-0.649912450914
ACH-000887,-0.6729430771320001
ACH-000888,-0.615970068807
ACH-000889,-0.715030172822
ACH-000890,-0.752835865326
ACH-000896,-0.584557085893
ACH-000898,-0.136820545889
ACH-000900,-0.777617499612
ACH-000901,-0.807467211148
ACH-000905,-0.47144600648100005
ACH-000906,-0.260014158029
ACH-000907,-0.703856931759
ACH-000910,-0.461846599124
ACH-000911,-0.673604275325
ACH-000912,-0.789676393907
ACH-000913,-0.586545061977
ACH-000915,-0.876915520059
ACH-000916,-0.910221631221
ACH-000917,-0.531682600075
ACH-000921,-0.473609141957
ACH-000924,-0.835788192809
ACH-000926,-0.545052397484
ACH-000928,-0.7497572001999999
ACH-000929,-0.469554283508
ACH-000932,-0.6791136732459999
ACH-000935,-0.747057862993
ACH-000936,-0.306660037522
ACH-000937,-0.804877082503
ACH-000938,-0.475920043896
ACH-000939,-0.5408454288579999
ACH-000941,-0.298058835189
ACH-000943,-0.601949186325
ACH-000946,-0.32412316371800004
ACH-000947,-0.495252392646
ACH-000948,-0.748140813564
ACH-000950,-0.641992540258
ACH-000953,-0.38103589858000003
ACH-000957,-0.95568217888
ACH-000958,-0.418005598885
ACH-000960,-0.505189883226
ACH-000963,-0.700922381699
ACH-000968,-0.960775951843
ACH-000969,-0.483313751317
ACH-000973,-0.262833899065
ACH-000974,-0.34781365139799997
ACH-000975,-0.574477833716
ACH-000976,-0.632623864295
ACH-000978,-0.744511415249
ACH-000980,-0.07467063348389999
ACH-000984,-0.45058077064400004
ACH-000986,-0.556040951013
ACH-000988,-0.50903452811
ACH-000993,-0.627898173171
ACH-000994,-0.506157731239
ACH-000996,-0.439839498934
ACH-001001,-0.503568803996
ACH-001020,-0.7313913862010001
ACH-001028,-0.349814773016
ACH-001031,-0.7258857419429999
ACH-001038,-0.8210310956069999
ACH-001048,-0.622901484022
ACH-001050,-0.456013360841
ACH-001053,-0.8156844523450001
ACH-001054,-0.761136598142
ACH-001061,-0.794798864517
ACH-001067,-0.40242242166000003
ACH-001075,-0.664421475077
ACH-001096,-0.6718286704709999
ACH-001128,-0.975696554625
ACH-001134,-0.47910795924599997
ACH-001151,-0.647731499432
ACH-001163,-0.626075791658
ACH-001164,-0.7329315467499999
ACH-001173,-0.567990507276
ACH-001183,-0.567085379305
ACH-001184,-0.46499900046099996
ACH-001190,-0.44335581669
ACH-001192,-0.6291239328880001
ACH-001193,-0.8104858283399999
ACH-001196,-0.578680598802
ACH-001197,-0.8282920077770001
ACH-001205,-0.7027031992939999
ACH-001211,-0.893507115195
ACH-001212,-0.852262985275
ACH-001228,-0.817086798027
ACH-001232,-0.750188319252
ACH-001239,-0.229493370705
ACH-001274,-0.501757453676
ACH-001275,-0.578203213476
ACH-001277,-0.155651348197
ACH-001278,-1.1010618428
ACH-001280,-0.463367608787
ACH-001283,-0.571302485641
ACH-001289,-0.551346505291
ACH-001295,-0.579619174792
ACH-001300,-0.6636526244950001
ACH-001301,-0.6708970444829999
ACH-001302,-0.792686457623
ACH-001303,-0.763188968948
ACH-001306,-0.628668678367
ACH-001318,-0.63393400791
ACH-001322,-0.627848082012
ACH-001328,-0.9619070611299999
ACH-001332,-0.33138126878400004
ACH-001333,-0.8048914302060001
ACH-001336,-0.5527052767499999
ACH-001340,-0.593980428204
ACH-001346,-0.565016911819
ACH-001353,-0.416595981639
ACH-001354,-0.622390846708
ACH-001367,-1.53755688164
ACH-001368,-0.610208446458
ACH-001374,-0.452523233226
ACH-001375,-0.6710276074889999
ACH-001377,-0.786025446693
ACH-001380,-0.514229970985
ACH-001391,-0.319164167542
ACH-001407,-0.36001043808600003
ACH-001408,-0.6875209968000001
ACH-001413,-0.562742605999
ACH-001430,-0.6702875655889999
ACH-001431,-0.737718109217
ACH-001450,-0.8943435735799999
ACH-001496,-0.6804486847669999
ACH-001500,-0.558181709735
ACH-001521,-1.0342104778399999
ACH-001523,-0.736781883392
ACH-001532,-0.770018276201
ACH-001536,-0.68543893747
ACH-001550,-0.884063965047
ACH-001552,-0.591038358982
ACH-001554,-0.6335920865860001
ACH-001645,-0.529737777711
ACH-001654,-0.558540683073
ACH-001715,-0.88846095472
ACH-001735,-0.395685897675
ACH-001736,-0.818098074245
ACH-001737,0.20620523574400001
ACH-001740,-0.515559664073
ACH-001745,-0.42356519144199994
ACH-001750,-0.7747510512770001
ACH-001765,-0.599179322106
ACH-001956,-0.611104849295
ACH-001957,-0.545700194679
