,HIST1H3A (8350)
ACH-000004,-0.429924484788
ACH-000007,-0.307459419088
ACH-000009,-0.395138284672
ACH-000011,-0.59194464686
ACH-000012,-0.428946771012
ACH-000013,-0.34874388611400003
ACH-000014,-0.594302390469
ACH-000015,-0.18446586658
ACH-000017,-0.31567417589499996
ACH-000018,-0.275322433858
ACH-000019,-0.46000537007200004
ACH-000021,-0.274308949661
ACH-000022,-0.366157385269
ACH-000025,-0.6679890692530001
ACH-000028,-0.495412264422
ACH-000030,-0.346001702864
ACH-000035,-0.782599711124
ACH-000036,-0.464983566227
ACH-000037,-0.297675594121
ACH-000039,-0.0515857809105
ACH-000040,-0.38430171844300004
ACH-000041,-0.258028409798
ACH-000042,-0.34666558474299997
ACH-000045,-0.20049803246300002
ACH-000047,-0.60925835032
ACH-000052,-0.361969271566
ACH-000053,-0.3496575384
ACH-000054,-0.47289788074699995
ACH-000055,-0.515155856978
ACH-000060,-0.400621379354
ACH-000067,-0.457905505509
ACH-000070,-0.5038797315510001
ACH-000075,-0.586433893677
ACH-000078,-0.335544667842
ACH-000082,-0.539133532566
ACH-000085,-0.413032660854
ACH-000086,-0.548092477722
ACH-000087,-0.190372578753
ACH-000092,-0.504783395821
ACH-000095,-0.44251562712700004
ACH-000097,-0.4823338763
ACH-000098,-0.440321063212
ACH-000099,-0.384915341854
ACH-000108,-0.330797922186
ACH-000113,-0.214320565754
ACH-000115,-0.578350559109
ACH-000116,-0.265243951859
ACH-000118,-0.409874703957
ACH-000120,-0.23642712985800002
ACH-000123,-0.375143236968
ACH-000127,-0.295699172608
ACH-000128,-0.0143860603203
ACH-000132,-0.385560098663
ACH-000133,-0.163390635655
ACH-000137,-0.199862164459
ACH-000138,-0.367622782914
ACH-000142,-0.29653721553
ACH-000143,-0.0056900287829599995
ACH-000146,-0.277855371401
ACH-000148,-0.137153287599
ACH-000150,-0.474696330514
ACH-000152,-0.377073296075
ACH-000153,-0.624131134606
ACH-000159,-0.19248045672000003
ACH-000160,-0.045226998331900005
ACH-000163,-0.242496492162
ACH-000167,-0.0381902471383
ACH-000168,-0.39051574760700003
ACH-000169,-0.420819630858
ACH-000178,-0.278670163585
ACH-000182,-0.415885122861
ACH-000183,-0.33495789125500003
ACH-000188,-0.526981845503
ACH-000189,-0.36585910890699996
ACH-000190,0.0484184275577
ACH-000198,-0.257866570137
ACH-000204,-0.152404929521
ACH-000206,-0.742730503778
ACH-000207,-0.368092411361
ACH-000211,-0.307604865316
ACH-000215,-0.40232360591099997
ACH-000221,-0.147753159691
ACH-000222,-0.135294212591
ACH-000223,-0.507085663186
ACH-000226,-0.5362784412830001
ACH-000227,-0.480606264084
ACH-000228,-0.20689004117899998
ACH-000231,-0.502429216506
ACH-000232,-0.231170406399
ACH-000233,-0.425832086183
ACH-000234,-0.7889564734000001
ACH-000235,-0.299337403695
ACH-000237,-0.373427771664
ACH-000238,-0.511271237792
ACH-000243,-0.235773472726
ACH-000244,0.0148177120388
ACH-000246,-0.41043626592200005
ACH-000248,-0.345000773777
ACH-000250,-0.5725973832460001
ACH-000251,-0.641424282711
ACH-000253,-0.445465891686
ACH-000255,-0.267771425301
ACH-000256,-0.543664260252
ACH-000257,-0.185829945398
ACH-000258,-0.17231314033700001
ACH-000259,-0.39189360618
ACH-000260,-0.49640145883599995
ACH-000261,-0.46884056506800004
ACH-000262,-0.322400266476
ACH-000263,-0.478698393889
ACH-000264,-0.285544089333
ACH-000265,-0.494075531635
ACH-000266,-0.283769116794
ACH-000272,-0.34525195110299994
ACH-000273,-0.572005435365
ACH-000274,-0.476558244722
ACH-000277,-0.342841937413
ACH-000278,-0.313477946594
ACH-000279,-0.40551970735
ACH-000280,-0.302025431039
ACH-000281,-0.358827141711
ACH-000288,-0.20865672801600002
ACH-000291,-0.29032729900800003
ACH-000293,-0.296954685724
ACH-000294,-0.148793208194
ACH-000295,-0.44393211636200003
ACH-000296,-0.484064676205
ACH-000302,-0.23613455606800002
ACH-000304,-0.047340421194000004
ACH-000307,-0.40455803990199996
ACH-000308,-0.431862325609
ACH-000310,-0.611432724635
ACH-000311,-0.33594224185599997
ACH-000312,-0.19282742380600001
ACH-000315,-0.0596113755025
ACH-000316,-0.43629570011200003
ACH-000317,-0.506175481134
ACH-000318,-0.224691290441
ACH-000319,-0.31700595761399997
ACH-000320,-0.560752802136
ACH-000322,-0.604638157855
ACH-000323,-0.5436830075060001
ACH-000324,-0.447664730891
ACH-000329,-0.277513094607
ACH-000330,-0.404398086069
ACH-000331,-0.479414567804
ACH-000332,-0.41853167986999995
ACH-000334,-0.5156311997380001
ACH-000335,-0.7151941298729999
ACH-000336,-0.236109117686
ACH-000337,-0.341372856801
ACH-000339,-0.249204048447
ACH-000341,-0.339848257971
ACH-000348,-0.249246675645
ACH-000350,-0.020394879747799997
ACH-000352,-0.351165460875
ACH-000356,-0.205149690317
ACH-000361,-0.59371065344
ACH-000362,-0.36692147570699996
ACH-000363,-0.16746984010500002
ACH-000364,-0.294599064542
ACH-000365,-0.205011836421
ACH-000366,-0.208986347583
ACH-000368,-0.046516578837800006
ACH-000374,-0.443940375466
ACH-000375,-0.0031150695051999997
ACH-000376,-0.42799503432400005
ACH-000381,-0.285331214993
ACH-000383,-0.25480031844
ACH-000387,-0.367194248873
ACH-000389,-0.45160015781
ACH-000390,-0.24269884750999998
ACH-000393,-0.44965262059699995
ACH-000395,-0.0009766072424530002
ACH-000397,-0.313091203741
ACH-000401,-0.311912789736
ACH-000402,-0.593218437476
ACH-000403,-0.509369037351
ACH-000404,-0.524512968809
ACH-000406,-0.250086972247
ACH-000407,-0.716613766274
ACH-000408,-0.328660800085
ACH-000410,-0.256578078589
ACH-000411,-0.373100236756
ACH-000414,-0.555061132245
ACH-000415,-0.276411801367
ACH-000416,-0.34305494261
ACH-000420,-0.21739363928599997
ACH-000421,-0.322630621933
ACH-000424,-0.266831669365
ACH-000425,-0.232094323572
ACH-000426,-0.5297656904070001
ACH-000427,-0.664565962557
ACH-000433,-0.296485862662
ACH-000436,-0.225240523954
ACH-000444,-0.204670594886
ACH-000445,-0.39375742024300003
ACH-000448,-0.306306939492
ACH-000450,-0.679548243909
ACH-000452,-0.46337532148000005
ACH-000454,-0.36421307882299997
ACH-000458,-0.582339229671
ACH-000459,-0.39804703176600004
ACH-000460,-0.347776421417
ACH-000461,-0.459170881915
ACH-000463,-0.429053585355
ACH-000464,-0.22188449381900002
ACH-000466,-0.29147554829
ACH-000467,-0.307050352624
ACH-000468,-0.346545838081
ACH-000469,-0.514543165279
ACH-000470,-0.383461045779
ACH-000471,-0.344080395819
ACH-000472,-0.305421186227
ACH-000473,-0.39839792508500005
ACH-000475,-0.484549809088
ACH-000476,-0.373151990965
ACH-000477,-0.383750596725
ACH-000480,-0.368281316403
ACH-000481,-0.39790053209299997
ACH-000483,-0.24662640831
ACH-000484,-0.23706145411600002
ACH-000485,-0.231348331609
ACH-000486,-0.421732789312
ACH-000487,-0.499504817344
ACH-000488,-0.41418872084700004
ACH-000490,-0.37546973829499997
ACH-000491,-0.38090690189099996
ACH-000495,-0.459655829539
ACH-000496,-0.170952105555
ACH-000499,-0.54117159196
ACH-000500,-0.8577984028899999
ACH-000502,-0.43950241518399996
ACH-000503,-0.101055323749
ACH-000505,-0.415911300153
ACH-000507,-0.234786008451
ACH-000510,-0.307291350221
ACH-000511,-0.461914656958
ACH-000512,-0.5955725939500001
ACH-000516,-0.6044482020499999
ACH-000517,-0.49805455375600005
ACH-000518,-0.425456796561
ACH-000520,-0.379829602589
ACH-000521,-0.28672535948000005
ACH-000522,-0.42991883136299996
ACH-000524,-0.878138328488
ACH-000527,-0.382662879622
ACH-000528,-0.23204383362300002
ACH-000537,-0.256049214363
ACH-000541,-0.718474305202
ACH-000542,-0.396702670353
ACH-000544,-0.302946377191
ACH-000545,-0.476562681606
ACH-000547,-0.209012389907
ACH-000548,-0.548729074283
ACH-000549,-0.333123199822
ACH-000550,-0.419583812035
ACH-000552,-0.287746208868
ACH-000556,-0.397817802931
ACH-000557,-0.0695682780641
ACH-000570,-0.37200714257
ACH-000571,-0.43819232030500005
ACH-000573,-0.341806161335
ACH-000576,-0.44122978643999994
ACH-000580,-0.19639369286400002
ACH-000584,-0.347089975051
ACH-000585,-0.5151017251910001
ACH-000588,-0.387923788472
ACH-000589,-0.33777827904200003
ACH-000591,-0.6309821754339999
ACH-000593,-0.34858554153800003
ACH-000600,-0.527087637332
ACH-000601,-0.439685826292
ACH-000604,-0.528125177005
ACH-000605,-0.506950597171
ACH-000606,-0.495311032442
ACH-000608,-0.436053983172
ACH-000614,-0.5500337248030001
ACH-000616,-0.38015696354
ACH-000618,-0.365118450357
ACH-000619,-0.432015933626
ACH-000620,-0.24352960543000002
ACH-000621,-0.304471280776
ACH-000622,-0.370652190642
ACH-000623,-0.274904843865
ACH-000624,-0.36740214769900004
ACH-000627,-0.37768818093
ACH-000630,-0.401490306492
ACH-000632,-0.33931022245
ACH-000633,-0.26290256923599997
ACH-000637,-0.533291994108
ACH-000638,-0.448714363359
ACH-000646,-0.303008757
ACH-000647,-0.34188074702699994
ACH-000648,-0.07107055152030001
ACH-000649,-0.446282536692
ACH-000651,-0.138137917334
ACH-000652,-0.24417729511
ACH-000653,-0.315128956521
ACH-000657,-0.524042630652
ACH-000658,-0.350474034585
ACH-000661,-0.331549326672
