,COTL1 (23406)
ACH-000004,-0.18460170787900002
ACH-000007,0.0970927903761
ACH-000009,0.231401393869
ACH-000011,-0.128553166059
ACH-000012,0.11070618546199999
ACH-000013,-0.0031663220767699997
ACH-000014,0.22707052536
ACH-000015,0.0852337784244
ACH-000017,0.138045024759
ACH-000018,0.055643559870499994
ACH-000019,-0.248124981834
ACH-000021,0.07633879830310002
ACH-000022,0.0566940003859
ACH-000025,-0.065537727363
ACH-000028,0.017559210929299997
ACH-000030,0.0887117823909
ACH-000035,0.10232214480900001
ACH-000036,0.0287420732125
ACH-000037,0.132955723529
ACH-000039,0.06757620310859999
ACH-000040,0.0101980487582
ACH-000041,0.0970391050385
ACH-000042,0.0692380492583
ACH-000045,0.059142839787300006
ACH-000047,0.0275810702206
ACH-000052,0.214193111228
ACH-000053,0.15473003737299998
ACH-000054,-0.0257966714728
ACH-000055,0.103998154886
ACH-000060,0.19771548340700001
ACH-000067,0.22086371400899998
ACH-000070,-0.00442575837869
ACH-000075,-0.022540076667999998
ACH-000078,0.35480153032899997
ACH-000082,0.0181053579382
ACH-000085,0.15088126892200002
ACH-000086,0.0347384396811
ACH-000087,0.209034337139
ACH-000092,-0.118434034969
ACH-000095,0.082284220876
ACH-000097,-0.029590084424400004
ACH-000098,0.054097004725199994
ACH-000099,0.0983730625321
ACH-000108,0.24193857180199999
ACH-000113,0.0359071415326
ACH-000115,0.0364962150702
ACH-000116,-0.0430365727745
ACH-000118,0.105518750978
ACH-000120,0.0422950287719
ACH-000123,0.0125425848568
ACH-000127,0.11374677766300001
ACH-000128,-0.156299217528
ACH-000132,-0.0543271887376
ACH-000133,-0.123342080758
ACH-000137,-0.0848741505537
ACH-000138,0.0870212272528
ACH-000142,-0.048802857900300006
ACH-000143,0.055562537781199996
ACH-000146,0.0551888854629
ACH-000148,0.22063990049899998
ACH-000150,-0.0625792240667
ACH-000152,-0.06891434691289999
ACH-000153,0.463164812822
ACH-000159,0.0785091628158
ACH-000160,0.257225074509
ACH-000163,0.142426318061
ACH-000167,0.0836441605992
ACH-000168,0.00262529578611
ACH-000169,-0.11623599421599999
ACH-000178,-0.15264702618200002
ACH-000182,-0.22822726423099998
ACH-000183,0.08529248624199999
ACH-000188,0.0521435969104
ACH-000189,0.0484480776434
ACH-000190,0.228405038655
ACH-000198,-0.0493681164208
ACH-000204,0.262971301394
ACH-000206,0.102155703818
ACH-000207,-0.128085159882
ACH-000211,-0.051726099336
ACH-000215,0.0266748549822
ACH-000221,-0.0961987011729
ACH-000222,0.10224047922700001
ACH-000223,0.302700768827
ACH-000226,0.110455203686
ACH-000227,0.0739482838062
ACH-000228,0.048698042716499995
ACH-000231,0.00422509474871
ACH-000232,0.028484528610400003
ACH-000233,-0.15609817376
ACH-000234,0.13427274171599998
ACH-000235,0.00418699821098
