,LECT2 (3950)
ACH-000004,-0.021126351546900003
ACH-000007,-0.0564081509425
ACH-000009,0.0219056452354
ACH-000011,0.138221898924
ACH-000012,0.08801817453610002
ACH-000013,0.0517061801984
ACH-000014,-0.114240845023
ACH-000015,-0.0471557110482
ACH-000017,0.18012196247
ACH-000018,0.00803065812175
ACH-000019,0.0042892745765500005
ACH-000021,0.08881662078710001
ACH-000022,-0.0210926935699
ACH-000025,0.19096110216200002
ACH-000028,-0.008841782973239998
ACH-000030,0.054322596884699995
ACH-000035,0.0297214146642
ACH-000036,0.0847259207607
ACH-000037,0.08398333750360001
ACH-000039,-0.161220915385
ACH-000040,0.13305789572899998
ACH-000041,0.0755637445904
ACH-000042,-0.07812311232869999
ACH-000045,0.0055497973134199996
ACH-000047,-0.0320113365549
ACH-000052,0.118886457149
ACH-000053,-0.0142718065001
ACH-000054,0.18343666804900002
ACH-000055,-0.026702480179400002
ACH-000060,-0.108164698127
ACH-000067,0.05748524414969999
ACH-000070,0.10375759894099999
ACH-000075,0.29899570337
ACH-000078,0.165425562123
ACH-000082,0.0899480465845
ACH-000085,0.09195037711819999
ACH-000086,0.0195743501398
ACH-000087,0.154348189516
ACH-000092,0.11146038704000001
ACH-000095,-0.0300988549481
ACH-000097,-0.00103956721664
ACH-000098,0.04277726683730001
ACH-000099,0.102861811818
ACH-000108,0.0219316237726
ACH-000113,0.138529453006
ACH-000115,-0.0156604135887
ACH-000116,0.0684552842938
ACH-000118,0.0879096013298
ACH-000120,0.268448997456
ACH-000123,0.0651041028689
ACH-000127,0.035443909908599996
ACH-000128,-0.018054472980400003
ACH-000132,0.16841737658300002
ACH-000133,-0.0313821947613
ACH-000137,0.0259497683747
ACH-000138,0.047449777254800006
ACH-000142,0.0750693228203
ACH-000143,0.10682940452999999
ACH-000146,0.062192471392
ACH-000148,0.0331270807975
ACH-000150,-0.00887571097302
ACH-000152,0.130287106185
ACH-000153,0.293165447676
ACH-000159,0.030090080668700003
ACH-000160,0.069498897148
ACH-000163,0.0207129392501
ACH-000167,0.127037717799
ACH-000168,0.0337302280399
ACH-000169,0.15095021138
ACH-000178,0.00941083846262
ACH-000182,0.08657605487
ACH-000183,-0.161416019103
ACH-000188,0.128969526141
ACH-000189,0.297729773885
ACH-000190,0.08791438683080001
ACH-000198,0.0686637394687
ACH-000204,-0.0864078221559
ACH-000206,0.028302941932
ACH-000207,0.258472403898
ACH-000211,0.0724086957642
ACH-000215,0.08036625865680001
