,CITED4 (163732)
ACH-000004,-0.0686535491564
ACH-000007,0.00620496359378
ACH-000009,0.0766602799263
ACH-000011,-0.00353234387645
ACH-000012,-0.197536120551
ACH-000013,-0.121999382278
ACH-000014,-0.057185986115399996
ACH-000015,0.10528641807900001
ACH-000017,-0.07509127572039999
ACH-000018,-0.0112174547143
ACH-000019,-0.328058831413
ACH-000021,0.0830768374237
ACH-000022,0.011162115212000001
ACH-000025,0.0274576698813
ACH-000028,0.102443912928
ACH-000030,-0.0723271524344
ACH-000035,-0.053517290000300005
ACH-000036,0.0821652789343
ACH-000037,-0.0538587106209
ACH-000039,0.12215764735899999
ACH-000040,-0.173296799818
ACH-000041,0.10761003437899999
ACH-000042,0.0692083610443
ACH-000045,-0.121533871651
ACH-000047,0.0521080253586
ACH-000052,0.023519909796700003
ACH-000053,-0.021228679460800003
ACH-000054,0.00386715544143
ACH-000055,-0.19644709958099998
ACH-000060,-0.176495439083
ACH-000067,-0.13140061000800002
ACH-000070,-0.255219541774
ACH-000075,-0.052266778974800004
ACH-000078,-0.287095465695
ACH-000082,0.11747043212899999
ACH-000085,-0.18912398328299998
ACH-000086,-0.236518178562
ACH-000087,-0.0450370799586
ACH-000092,-0.11875482627699999
ACH-000095,-0.17209912020799997
ACH-000097,-0.0467450281716
ACH-000098,-0.127137102393
ACH-000099,-0.0378486919199
ACH-000108,-0.103425493239
ACH-000113,-0.09433383304300001
ACH-000115,-0.203028842867
ACH-000116,-0.11738862314000001
ACH-000118,0.017275227103299998
ACH-000120,-0.180016167748
ACH-000123,-0.11649697732799999
ACH-000127,0.009861476477549999
ACH-000128,-0.17674696595400002
ACH-000132,-0.147996700464
ACH-000133,-0.0276041508692
ACH-000137,-0.22423929058800002
ACH-000138,-0.0049920575443
ACH-000142,0.08420269751970001
ACH-000143,-0.09921308547869999
ACH-000146,0.042446448485900005
ACH-000148,0.0577538215213
ACH-000150,-0.044501061401800004
ACH-000152,-0.0372450700861
ACH-000153,-0.0244326492927
ACH-000159,-0.06536568404069999
ACH-000160,0.457663021971
ACH-000163,-0.012933654575
ACH-000167,0.276092454838
ACH-000168,0.00921823615716
ACH-000169,0.077730413772
ACH-000178,-0.078350054897
ACH-000182,0.10666821655200001
ACH-000183,-0.00105944069671
ACH-000188,-0.226932910029
ACH-000189,-0.252755800337
ACH-000190,0.209947217967
ACH-000198,-0.022074795470699998
ACH-000204,-0.284871123125
ACH-000206,-0.13737995757000002
ACH-000207,-0.224547328287
ACH-000211,0.153614536359
ACH-000215,0.07222585133939999
ACH-000221,-0.0965608546727
ACH-000222,-0.0649383898412
ACH-000223,0.0565179159609
ACH-000226,-0.370882367531
ACH-000227,0.163290070194
ACH-000228,0.136461184407
ACH-000231,0.0150872638785
ACH-000232,0.11753062556600001
ACH-000233,-0.024136011718200002
ACH-000234,-0.0685902533242
ACH-000235,-0.114053623557
ACH-000237,-0.0787415430275
ACH-000238,0.00976764443598
ACH-000243,0.0731398075442
ACH-000244,0.0513558658768
ACH-000246,-0.0761676394261
ACH-000248,0.150280734056
ACH-000250,0.00655718158882
ACH-000251,0.0389236594085
ACH-000253,-0.152065884022
ACH-000255,-0.0226229413843
ACH-000256,0.035223794767199994
ACH-000257,-0.308502471793
ACH-000258,0.148088046788
ACH-000259,-0.0421490592595
ACH-000260,-0.0632403058709
ACH-000261,-0.0526622000149
ACH-000262,-0.17021701746800003
ACH-000263,-0.373098525822
ACH-000264,-0.023590114520099997
ACH-000265,-0.111916480459
ACH-000266,0.0126166277575
ACH-000272,0.0438309508056
ACH-000273,0.184830943807
ACH-000274,-0.13751245705999998
ACH-000277,-0.236242598627
ACH-000278,0.08265989148160001
ACH-000279,0.00244468714935
ACH-000280,0.0694064744422
ACH-000281,0.155935018301
ACH-000288,-0.18084796874499998
ACH-000291,0.0415136658204
ACH-000293,-0.013801439036999999
ACH-000294,0.205212854315
ACH-000295,0.28844051366
ACH-000296,-0.10934569516699999
ACH-000302,-0.07970147066639999
ACH-000304,-0.23869792602899997
ACH-000307,-0.100847030847
ACH-000308,-0.08860928412180001
ACH-000310,0.0244840905972
ACH-000311,0.144695721851
ACH-000312,-0.21154631682100003
ACH-000315,0.05434445318969999
ACH-000316,-0.023342626906
ACH-000317,0.09376104482439998
ACH-000318,-0.228379752895
ACH-000319,-0.35618507004100003
ACH-000320,0.115112812342
ACH-000322,-0.0432793232796
ACH-000323,-0.16142712948
ACH-000324,0.152185011943
ACH-000329,-0.016970851986100002
ACH-000330,-0.251705183307
ACH-000331,-0.101756283867
ACH-000332,-0.08564751039039999
ACH-000334,0.0704022408578
ACH-000335,0.0847018778548
ACH-000336,-0.218061117379
ACH-000337,-0.134171380182
ACH-000339,-0.0311412372536
