,ENOSF1 (55556)
ACH-000004,0.0629004938739
ACH-000007,-0.00670073398575
ACH-000009,0.046758430197
ACH-000011,-0.081483291138
ACH-000012,0.16334387379100002
ACH-000013,0.161280976671
ACH-000014,0.19294395810400003
ACH-000015,0.138432971287
ACH-000017,0.0337426819601
ACH-000018,0.0634045802254
ACH-000019,0.38518866666
ACH-000021,0.199250202773
ACH-000022,-0.0776615053753
ACH-000025,-0.00694425967955
ACH-000028,0.0400620789003
ACH-000030,0.0705942424236
ACH-000035,0.10007667825099999
ACH-000036,0.0757330009368
ACH-000037,0.103163249379
ACH-000039,0.030427216858200004
ACH-000040,0.19355215593800001
ACH-000041,0.08619029796210001
ACH-000042,0.144591487359
ACH-000045,0.243311236655
ACH-000047,0.306033455068
ACH-000052,0.34787658118500003
ACH-000053,0.021262669936
ACH-000054,0.10827435707800001
ACH-000055,0.0958382773602
ACH-000060,0.0621613184539
ACH-000067,-0.0130751362384
ACH-000070,-0.11141972332000001
ACH-000075,0.157172856293
ACH-000078,0.055825163979900005
ACH-000082,0.133231570889
ACH-000085,-0.126931540857
ACH-000086,0.198871902458
ACH-000087,0.10378129764499999
ACH-000092,0.128162621591
ACH-000095,0.095154271349
ACH-000097,0.137223472499
ACH-000098,-0.011577831029100002
ACH-000099,0.00229566269269
ACH-000108,0.213220511511
ACH-000113,0.09967137602630001
ACH-000115,0.043597034655400005
ACH-000116,0.0431688978688
ACH-000118,0.182088040183
ACH-000120,0.214845418515
ACH-000123,-0.02293125116
ACH-000127,0.05220781480719999
ACH-000128,-0.029216165391599998
ACH-000132,0.19051608968199998
ACH-000133,0.08336725118680001
ACH-000137,0.0543510719498
ACH-000138,0.07981681136839999
ACH-000142,0.0672658288436
ACH-000143,-0.044786717748600005
ACH-000146,-0.0213893959271
ACH-000148,0.198160357298
ACH-000150,0.0780767136311
ACH-000152,0.134976154105
ACH-000153,-0.267998076568
ACH-000159,0.111586266118
ACH-000160,0.154404958658
ACH-000163,0.15979412194
ACH-000167,-0.087958660632
ACH-000168,-0.10782887326
ACH-000169,0.289791055214
ACH-000178,0.0460181116309
ACH-000182,-0.0523525641438
ACH-000183,-0.0768035452309
ACH-000188,0.14269496452299998
ACH-000189,0.19882152763500002
ACH-000190,0.131575760902
ACH-000198,-0.0807173616777
ACH-000204,0.360144600476
ACH-000206,0.209338663374
ACH-000207,0.0518854633601
ACH-000211,0.0556206274161
ACH-000215,0.0712198931233
ACH-000221,-0.025117933745499997
ACH-000222,0.031903474989
ACH-000223,0.0941500618032
ACH-000226,0.159697690339
ACH-000227,0.249041902387
ACH-000228,0.100619062221
ACH-000231,0.140742626338
ACH-000232,-0.00160855542877
ACH-000233,0.180221360966
ACH-000234,0.036277702872599994
ACH-000235,0.0769053736667
ACH-000237,0.0492348061596
ACH-000238,-0.162372742688
ACH-000243,0.19237100528999998
ACH-000244,-0.12501000802200002
ACH-000246,0.0225553706999
ACH-000248,0.226473080075
ACH-000250,-0.0179661903239
ACH-000251,0.141528258432
