,BLZF1 (8548)
ACH-000004,-0.227489724853
ACH-000007,-0.5794957873569999
ACH-000009,-0.465267183953
ACH-000011,0.025414881314900002
ACH-000012,-0.175627427267
ACH-000013,0.0108098644794
ACH-000014,-0.034470070644099994
ACH-000015,-0.146644941848
ACH-000017,-0.15704775920999997
ACH-000018,0.0479167965039
ACH-000019,0.062010420637
ACH-000021,-0.177995696095
ACH-000022,0.054555923470900006
ACH-000025,-0.0808597524461
ACH-000028,-0.08233123548160001
ACH-000030,-0.167604324543
ACH-000035,-0.061416613095199996
ACH-000036,-0.352870559979
ACH-000037,0.11212870911299999
ACH-000039,0.189207800513
ACH-000040,-0.058411772224
ACH-000041,-0.17323259578699998
ACH-000042,-0.0671515856543
ACH-000045,-0.13340054316400002
ACH-000047,-0.125652561369
ACH-000052,-0.0940903990159
ACH-000053,-0.10000589703400001
ACH-000054,-0.067937652201
ACH-000055,-0.0519475759557
ACH-000060,-0.105737494407
ACH-000067,-0.16435767764599998
ACH-000070,-0.208569818468
ACH-000075,-0.0447322876781
ACH-000078,-0.18662429699000002
ACH-000082,0.0521633341248
ACH-000085,0.155344960624
ACH-000086,-0.308938770564
ACH-000087,0.20570861267499999
ACH-000092,-0.162445634528
ACH-000095,-0.042738275308
ACH-000097,-0.0813920266083
ACH-000098,-0.105704188129
ACH-000099,-0.10052338045399999
ACH-000108,-0.0874587705459
ACH-000113,-0.0390739860777
ACH-000115,-0.060422224079200004
ACH-000116,-0.00585383232158
ACH-000118,-0.132833546293
ACH-000120,-0.22291791555999999
ACH-000123,-0.316100291398
ACH-000127,-0.0800674798498
ACH-000128,0.014729036440399999
ACH-000132,-0.146438117768
ACH-000133,-0.09519462256439999
ACH-000137,0.00308533069742
ACH-000138,-0.0721056599459
ACH-000142,-0.218710990205
ACH-000143,-0.27931696356999997
ACH-000146,-0.0322270679709
ACH-000148,-0.140697333823
ACH-000150,-0.0404044083709
ACH-000152,0.0545528814513
ACH-000153,-0.156406722852
ACH-000159,-0.234430162896
ACH-000160,-0.0248278752874
ACH-000163,-0.347504850995
ACH-000167,0.361883533305
ACH-000168,-0.138851622355
ACH-000169,-0.101040726569
ACH-000178,0.0420334494997
ACH-000182,0.04697278477
ACH-000183,0.0627525819435
ACH-000188,-0.148120828622
ACH-000189,0.0516336854158
ACH-000190,-0.382815881902
ACH-000198,0.0499886171361
ACH-000204,-0.630062939594
ACH-000206,-0.0900389743829
ACH-000207,-0.16020712647399998
ACH-000211,-0.253885299844
ACH-000215,-0.08197786133519999
ACH-000221,-0.20450440209600002
ACH-000222,-0.339616267106
ACH-000223,-0.254434373466
ACH-000226,-0.0339043654227
ACH-000227,-0.06257982352330001
ACH-000228,-0.047528852613500004
ACH-000231,-0.163092051709
ACH-000232,-0.0342053731827
ACH-000233,-0.14273542181399998
ACH-000234,-0.215860831354
ACH-000235,-0.189550605792
ACH-000237,-0.0551312654693
ACH-000238,-0.209677974534
ACH-000243,-0.28964181237500003
ACH-000244,-0.32685541176
ACH-000246,-0.27351095904
ACH-000248,-0.463276865848
ACH-000250,-0.0902671995472
ACH-000251,-0.133580343162
ACH-000253,-0.20086105002500002
ACH-000255,0.09388984100839999
ACH-000256,-0.0904920657368
ACH-000257,-0.200228414435
ACH-000258,-0.10574149114499999
ACH-000259,-0.144884673206
ACH-000260,-0.016500591369
ACH-000261,-0.0498837645699
ACH-000262,-0.118609660544
ACH-000263,-0.013742038597899998
ACH-000264,-0.28220224370200003
ACH-000265,-0.125937348349
ACH-000266,-0.07085262717289999
ACH-000272,-0.271478102871
ACH-000273,-0.0548519694273
ACH-000274,0.151300372364
ACH-000277,0.025691647273699998
ACH-000278,-0.0777932596782
ACH-000279,-0.131040562706
ACH-000280,0.0945444712425
ACH-000281,-0.035342971767800005
ACH-000288,0.022633435041799998
ACH-000291,-0.0034131655692
ACH-000293,0.156513208891
ACH-000294,-0.11252286600400001
ACH-000295,-0.0654831686412
ACH-000296,-0.246450105431
ACH-000302,-0.038266966051199995
ACH-000304,-0.114508199298
ACH-000307,0.019799298365
ACH-000308,0.00882201831459
ACH-000310,-0.181328626416
ACH-000311,-0.151074718247
ACH-000312,-0.08505202300169999
ACH-000315,-0.304282662545
ACH-000316,-0.025147511003299997
ACH-000317,-0.027614597245299997
ACH-000318,-0.055665442139599994
ACH-000319,-0.236297515166
ACH-000320,-0.324208289424
ACH-000322,-0.20282922776299997
ACH-000323,-0.43771134980899995
ACH-000324,-0.141104599832
ACH-000329,-0.0903953676987
ACH-000330,-0.215183002078
ACH-000331,-0.050736852825499994
ACH-000332,-0.246479861634
ACH-000334,0.119610603891
ACH-000335,-0.0689736243275
ACH-000336,-0.37991474605400005
ACH-000337,-0.0011047485029300002
ACH-000339,-0.0829791421432
ACH-000341,0.012889405044100001
ACH-000348,0.050322069351599996
ACH-000350,-0.189054612588
ACH-000352,-0.138779269336
ACH-000356,-0.0664704290832
ACH-000361,-0.15866965436799998
ACH-000362,0.014926532810200002
ACH-000363,-0.09778166513869999
ACH-000364,-0.233743971323
ACH-000365,-0.0527278015967
ACH-000366,0.020570710450299998
ACH-000368,-0.17247926672400002
ACH-000374,0.128709513205
ACH-000375,-0.279236153039
ACH-000376,-0.122268577322
ACH-000381,-0.172240412892
ACH-000383,-0.154931880863
ACH-000387,-0.04998169606840001
ACH-000389,-0.09259117747659999
ACH-000390,-0.160414035878
ACH-000393,0.040231534592599996
ACH-000395,0.103934315402
ACH-000397,-0.162809102167
ACH-000401,-0.302457254618
ACH-000402,-0.0946570420771
ACH-000403,-0.136641488902
ACH-000404,-0.112773920755
ACH-000406,-0.11105072402300001
ACH-000407,-0.0304152513969
ACH-000408,0.027189855389900004
ACH-000410,-0.128018105278
ACH-000411,-0.287080268653
ACH-000414,-0.17490034780000002
ACH-000415,-0.19438731185
ACH-000416,-0.11965746524399999
ACH-000420,-0.200195351522
ACH-000421,-0.13388045911
ACH-000424,0.0618254425062
ACH-000425,-0.164007073112
ACH-000426,-0.00610674977262
ACH-000427,-0.23952721630600002
ACH-000433,-0.114620333712
ACH-000436,-0.06994942572650001
ACH-000444,0.0403705249124
ACH-000445,0.0998335395019
ACH-000448,-0.101946092254
ACH-000450,-0.28511334003000005
ACH-000452,-0.102835361369
ACH-000454,-0.152098549252
ACH-000458,-0.135346360248
ACH-000459,0.113256813744
ACH-000460,-0.0343317044539
ACH-000461,-0.000557249898153
ACH-000463,-0.26408810646499997
ACH-000464,-0.0391806251119
ACH-000466,-0.0560140463591
ACH-000467,-0.203948742169
ACH-000468,0.105229277386
ACH-000469,-0.0689218877447
ACH-000470,-0.183327472729
ACH-000471,-0.115174193392
ACH-000472,-0.024959576093099997
ACH-000473,0.156698351323
ACH-000475,-0.006097864232399999
ACH-000476,-0.26670506757199997
ACH-000477,-0.172283034832
ACH-000480,-0.133929955723
ACH-000481,-0.00906158012551
ACH-000483,-0.110475147085
ACH-000484,-0.25722668088100004
ACH-000485,-0.09620817252910001
ACH-000486,-0.34747947602300006
ACH-000487,-0.12381093240800001
ACH-000488,-0.0688550873687
ACH-000490,-0.26203377067899997
ACH-000491,-0.22126992786200003
ACH-000495,-0.198641024307
ACH-000496,0.0185214034013
ACH-000499,0.166151832087
ACH-000500,-0.018927172018
ACH-000502,-0.117703441085
ACH-000503,0.15394654052600001
ACH-000505,-0.200402081496
ACH-000507,-0.17819121076699998
ACH-000510,-0.042738649381800005
ACH-000511,-0.155853792894
ACH-000512,0.046806908532
ACH-000516,-0.0112958236323
ACH-000517,-0.08799146595219999
ACH-000518,-0.0769754750628
ACH-000520,-0.313678937234
ACH-000521,-0.161376996412
ACH-000522,-0.245772674265
ACH-000524,-0.116545057875
ACH-000527,-0.180984987898
ACH-000528,-0.165451390192
