,SPAM1 (6677)
ACH-000004,0.13006710440199998
ACH-000007,0.156747196552
ACH-000009,0.11020627973
ACH-000011,0.213497053447
ACH-000012,0.0811949644117
ACH-000013,0.207787592792
ACH-000014,-0.161349679078
ACH-000015,0.0723005090514
ACH-000017,0.0835162468455
ACH-000018,0.0738293960906
ACH-000019,0.3135610794
ACH-000021,-0.12773974687
ACH-000022,0.0938617572109
ACH-000025,0.0709870927972
ACH-000028,0.0982393020447
ACH-000030,0.0434779128687
ACH-000035,-0.06955655229619999
ACH-000036,-0.111100477323
ACH-000037,-0.015229055275700001
ACH-000039,-0.0460887537911
ACH-000040,-0.10099558172800001
ACH-000041,0.0705191131291
ACH-000042,0.0424209015739
ACH-000045,0.230262823243
ACH-000047,0.0398180504049
ACH-000052,0.21348984351
ACH-000053,0.016769350127700002
ACH-000054,0.00300866218343
ACH-000055,0.0256679044155
ACH-000060,0.0098094790481
ACH-000067,0.061105255435
ACH-000070,-0.203570944841
ACH-000075,0.187424775762
ACH-000078,-0.0328394418859
ACH-000082,0.0318866539489
ACH-000085,-0.0764977569943
ACH-000086,0.185404041399
ACH-000087,0.10232586836799999
ACH-000092,0.0670161739113
ACH-000095,-0.00091040363039
ACH-000097,0.135619161
ACH-000098,0.0502704471655
ACH-000099,0.060641136470999994
ACH-000108,0.0374861239235
ACH-000113,0.0979346694313
ACH-000115,0.10915770952199999
ACH-000116,0.103459601667
ACH-000118,0.0660200459301
ACH-000120,-0.0327877872182
ACH-000123,0.036499200331300004
ACH-000127,0.044828650532200004
ACH-000128,0.129493584603
ACH-000132,-0.027722355658200002
ACH-000133,0.14201153357899998
ACH-000137,0.16360065940500002
ACH-000138,0.133816545968
ACH-000142,0.0607929154321
ACH-000143,-0.040644298637399996
ACH-000146,-0.010889716430500001
ACH-000148,0.153914176762
ACH-000150,-0.0333700174608
ACH-000152,0.017523135903400003
ACH-000153,0.155409490824
ACH-000159,0.11563932977600001
ACH-000160,0.275943879623
ACH-000163,-0.035011908568
ACH-000167,0.19312306475000002
ACH-000168,0.161666893074
ACH-000169,0.0348547953634
ACH-000178,-0.0111099211548
ACH-000182,0.0283861603516
ACH-000183,0.0663661049899
ACH-000188,0.045512402590699996
ACH-000189,0.0537801944841
ACH-000190,0.12635317199999999
ACH-000198,-0.12014291577299999
ACH-000204,-0.046861508360099995
ACH-000206,0.07517269630119999
ACH-000207,-0.184734907507
ACH-000211,0.09124346312339998
ACH-000215,0.127909587017
ACH-000221,0.0697457331083
ACH-000222,0.292474187246
ACH-000223,0.158292850659
ACH-000226,-0.053537044885900005
ACH-000227,0.130149306587
ACH-000228,0.223060943339
ACH-000231,0.06313142783259999
ACH-000232,0.0379472814425
ACH-000233,0.135968400089
ACH-000234,-0.00493245867022
ACH-000235,0.115085472992
ACH-000237,-0.0498849959727
ACH-000238,0.00192346439329
ACH-000243,0.0464463242348
ACH-000244,-0.142309778748
ACH-000246,0.0306336487201
ACH-000248,0.076981561554
ACH-000250,0.095908493977
ACH-000251,0.13027744302000002
ACH-000253,0.0513470942722
ACH-000255,0.142430244359
ACH-000256,0.11699017934
ACH-000257,0.0277567013099
ACH-000258,0.00960218899655
ACH-000259,0.0752755737473
ACH-000260,0.0529269368626
ACH-000261,0.08177159104389999
ACH-000262,0.273247301023
ACH-000263,0.23237843213799997
ACH-000264,0.106356311791
ACH-000265,0.200478450565
ACH-000266,0.0862582690645
ACH-000272,-0.024390708519700002
ACH-000273,-0.16390753320499998
ACH-000274,0.195245622439
ACH-000277,0.0749842404665
ACH-000278,0.139849232397
ACH-000279,0.09939703661810001
