,SMCP (4184)
ACH-000004,0.39184922763700003
ACH-000007,0.130953950484
ACH-000009,0.335688484821
ACH-000011,0.39312912060099997
ACH-000012,0.36064780373599997
ACH-000013,0.41662077150700005
ACH-000014,0.128805831414
ACH-000015,0.48815785851000004
ACH-000017,0.39784346654799996
ACH-000018,0.379607656237
ACH-000019,0.31479413174800003
ACH-000021,0.555839245685
ACH-000022,0.5648569548800001
ACH-000025,0.38882648678000004
ACH-000028,0.432713737275
ACH-000030,0.414046361362
ACH-000035,0.31085876411400004
ACH-000036,0.46331693249399997
ACH-000037,0.467025236969
ACH-000039,0.663198408115
ACH-000040,0.332953808067
ACH-000041,0.579621848457
ACH-000042,0.5167447050840001
ACH-000045,0.46077044325000005
ACH-000047,0.45251801961000004
ACH-000052,0.363410235192
ACH-000053,0.53877486268
ACH-000054,0.41637091681999994
ACH-000055,0.337624208072
ACH-000060,0.48932180259400004
ACH-000067,0.42893772345299996
ACH-000070,0.435310876263
ACH-000075,0.150266427413
ACH-000078,0.5703620222110001
ACH-000082,0.427610598949
ACH-000085,0.374163349818
ACH-000086,0.543149691541
ACH-000087,0.323990704252
ACH-000092,0.459057066734
ACH-000095,0.47596995267399994
ACH-000097,0.461111177773
ACH-000098,0.442215487169
ACH-000099,0.462321696104
ACH-000108,0.541227633131
ACH-000113,0.417205628291
ACH-000115,0.580040497398
ACH-000116,0.45046774689499997
ACH-000118,0.555738750122
ACH-000120,0.505611053588
ACH-000123,0.495936329785
ACH-000127,0.42222445291199995
ACH-000128,0.184907777705
ACH-000132,0.570997929785
ACH-000133,0.49357596268200005
ACH-000137,0.462878044596
ACH-000138,0.557152136647
ACH-000142,0.27832160219700003
ACH-000143,0.42581158309699996
ACH-000146,0.577855260822
ACH-000148,0.560380185695
ACH-000150,0.335200511184
ACH-000152,0.49701262518399997
ACH-000153,0.605030564413
ACH-000159,0.514757530882
ACH-000160,0.241314025566
ACH-000163,0.305774230873
ACH-000167,-0.117445417255
ACH-000168,0.522756003614
ACH-000169,0.4938993506
ACH-000178,0.524945564012
ACH-000182,0.364699580052
ACH-000183,0.61705859155
ACH-000188,0.269699203879
ACH-000189,0.308331276561
ACH-000190,0.473853158421
ACH-000198,0.457094369077
ACH-000204,0.344734873292
ACH-000206,0.591700741239
ACH-000207,0.637591775559
ACH-000211,0.41949285734499997
ACH-000215,0.41290257060999996
ACH-000221,0.460990196615
ACH-000222,0.502276908176
ACH-000223,0.443091234547
ACH-000226,0.584682901356
ACH-000227,0.279838613382
ACH-000228,0.210911912026
ACH-000231,0.356628238442
ACH-000232,0.546182183118
ACH-000233,0.491100277729
ACH-000234,0.318437946719
ACH-000235,0.520512125143
ACH-000237,0.461576690245
ACH-000238,0.600131250546
ACH-000243,0.5925439874289999
ACH-000244,0.342436608967
ACH-000246,0.358468469215
ACH-000248,0.33914463467699996
ACH-000250,0.373046956973
ACH-000251,0.455740028623
ACH-000253,0.318408254359
ACH-000255,0.435211337006
ACH-000256,0.21459713769000002
ACH-000257,0.23855748118200001
ACH-000258,0.624379784975
ACH-000259,0.621595295194
ACH-000260,0.536797988348
