,CASQ2 (845)
ACH-000004,-0.065248136244
ACH-000007,-0.0742156582823
ACH-000009,-0.182616117148
ACH-000011,-0.21579904224399998
ACH-000012,-0.40609913925499996
ACH-000013,-0.314054526338
ACH-000014,-0.364160807216
ACH-000015,-0.400722390691
ACH-000017,-0.278034909005
ACH-000018,-0.3164463745
ACH-000019,-0.28367172518100003
ACH-000021,-0.218420195857
ACH-000022,-0.309789223717
ACH-000025,-0.47887798467799997
ACH-000028,-0.669821562701
ACH-000030,-0.2522889869
ACH-000035,-0.639054771431
ACH-000036,-0.135482044537
ACH-000037,0.122637129558
ACH-000039,0.0892099520029
ACH-000040,-0.0973039317956
ACH-000041,-0.284286550299
ACH-000042,-0.19048253552000002
ACH-000045,-0.22573176518399998
ACH-000047,-0.163262235009
ACH-000052,-0.43723965865099995
ACH-000053,-0.291549936675
ACH-000054,-0.0579814049316
ACH-000055,-0.11080186729699999
ACH-000060,-0.401384720811
ACH-000067,-0.304685931171
ACH-000070,-0.341792025727
ACH-000075,-0.248062679675
ACH-000078,-0.181396616754
ACH-000082,-0.300060248959
ACH-000085,-0.361581285421
ACH-000086,-0.287179608396
ACH-000087,-0.11467175268799999
ACH-000092,-0.378726714854
ACH-000095,-0.128324063355
ACH-000097,-0.196683416582
ACH-000098,-0.207044494058
ACH-000099,-0.177760963273
ACH-000108,-0.204464137114
ACH-000113,-0.242928297114
ACH-000115,0.06370264631080001
ACH-000116,-0.11992982690300001
ACH-000118,-0.34580970886999995
ACH-000120,-0.08055207671760001
ACH-000123,-0.193303539064
ACH-000127,-0.249091870077
ACH-000128,-0.12285645892100001
ACH-000132,-0.256234305347
ACH-000133,-0.172419703002
ACH-000137,-0.499301847994
ACH-000138,-0.146524597957
ACH-000142,-0.24905518361600001
ACH-000143,-0.28210377396999997
ACH-000146,-0.317079530775
ACH-000148,-0.0960747930531
ACH-000150,-0.210976249502
ACH-000152,-0.29598589545000004
ACH-000153,-0.382697015769
ACH-000159,-0.35305285509999995
ACH-000160,-0.0162733374245
ACH-000163,-0.0554280663296
ACH-000167,0.07210162858710001
ACH-000168,-0.112300552702
ACH-000169,-0.208143086342
ACH-000178,-0.112843196854
ACH-000182,-0.10836796892000002
ACH-000183,-0.204365433542
ACH-000188,-0.31994452059399997
ACH-000189,-0.0984690511472
ACH-000190,-0.125481436636
ACH-000198,-0.190366235377
ACH-000204,-0.293342441423
ACH-000206,-0.209681023309
ACH-000207,-0.5794596735249999
ACH-000211,-0.147630524156
ACH-000215,-0.24223979090999997
ACH-000221,-0.370871765405
ACH-000222,-0.344065280685
ACH-000223,-0.0271309567196
ACH-000226,-0.21787814486499998
ACH-000227,-0.481210272296
