,HMMR (3161)
ACH-000004,0.111478874285
ACH-000007,0.06963449216739999
ACH-000009,-0.304075667448
ACH-000011,-0.12637589207699998
ACH-000012,0.062639178288
ACH-000013,0.0220406486251
ACH-000014,-0.0226485171215
ACH-000015,0.061101031055600004
ACH-000017,0.22095534035999997
ACH-000018,-0.0393420912558
ACH-000019,-0.130271024055
ACH-000021,0.0313052871808
ACH-000022,-0.0847433422527
ACH-000025,0.19530791279800003
ACH-000028,-0.292401418008
ACH-000030,0.235019310621
ACH-000035,0.191848048592
ACH-000036,-0.0452066737022
ACH-000037,0.0896505842035
ACH-000039,0.037589306155199995
ACH-000040,0.0641982833538
ACH-000041,0.13329530319
ACH-000042,-0.235567708598
ACH-000045,0.13489625482999998
ACH-000047,-0.27511084741999997
ACH-000052,0.299885084503
ACH-000053,-0.037862609136300004
ACH-000054,0.0435078226855
ACH-000055,0.16816726795899997
ACH-000060,0.139261549816
ACH-000067,-0.00619278636815
ACH-000070,-0.0736924217716
ACH-000075,0.016145797879299997
ACH-000078,-0.0152930810091
ACH-000082,0.151148591316
ACH-000085,0.06307465793309999
ACH-000086,0.0358641022466
ACH-000087,-0.138484096455
ACH-000092,0.0537803310801
ACH-000095,-0.0282734663687
ACH-000097,-0.14994306520300002
ACH-000098,0.234079588312
ACH-000099,0.137716549888
ACH-000108,0.116745266336
ACH-000113,0.16900985203899999
ACH-000115,0.128857516995
ACH-000116,0.0114750559158
ACH-000118,-0.00303184297326
ACH-000120,-0.027658965641099997
ACH-000123,-0.10434601321
ACH-000127,0.136507942679
ACH-000128,-0.0984858073086
ACH-000132,0.048028598605100004
ACH-000133,0.12310512607999999
ACH-000137,0.137864975522
ACH-000138,0.0698115331616
ACH-000142,0.035880449885699994
ACH-000143,0.236641882045
ACH-000146,-0.0717931123942
ACH-000148,0.147165800311
ACH-000150,-0.0073659742844200005
ACH-000152,0.10023194094
ACH-000153,-0.0725114433365
ACH-000159,0.06572219319400001
ACH-000160,0.0527349592678
ACH-000163,0.0371404914509
ACH-000167,0.057814080899900006
ACH-000168,-0.017625246516099997
ACH-000169,-0.0326399408043
ACH-000178,-0.0312607712282
ACH-000182,-0.0137604288216
ACH-000183,0.169770620697
ACH-000188,-0.05393278571190001
ACH-000189,-0.13982952768200002
ACH-000190,-0.011726788599
ACH-000198,0.0418789389342
ACH-000204,-0.117820136506
ACH-000206,0.114741048086
ACH-000207,0.125309034496
ACH-000211,-0.0208761566069
ACH-000215,0.175756381658
ACH-000221,0.15587099080999997
ACH-000222,0.027687465372
ACH-000223,-0.11314852342599999
ACH-000226,0.10827842443499999
ACH-000227,0.0113513874148
ACH-000228,0.0770282245663
ACH-000231,-0.0274792891029
ACH-000232,0.018727378939300002
ACH-000233,0.021841624379599998
ACH-000234,0.0790778221644
ACH-000235,0.09201040037799998
ACH-000237,-0.012338766490200001
ACH-000238,-0.341918133142
ACH-000243,0.08206227181010001
ACH-000244,-0.16546681552
ACH-000246,-0.0160897185659
ACH-000248,0.0778258213602
ACH-000250,-0.519538859078
ACH-000251,-0.10031432622400001
ACH-000253,0.113722459948
ACH-000255,-0.00163604274079
ACH-000256,-0.122173592917
ACH-000257,-0.0363147237369
ACH-000258,0.333805768462
ACH-000259,0.0327746801613
ACH-000260,-0.11765337187000001
ACH-000261,0.0666479588066
ACH-000262,-0.14786414296599998
ACH-000263,-0.222262991838
ACH-000264,0.263706964094
ACH-000265,0.048445434488599996
ACH-000266,0.118467935043
ACH-000272,0.16374136679600002
ACH-000273,-0.133382459149
ACH-000274,0.136445145385
ACH-000277,-0.0821652715814
ACH-000278,0.00462281612254
ACH-000279,-0.0505213047728
ACH-000280,-0.00194621166251
ACH-000281,-0.157331446155
ACH-000288,-0.46036367482900004
ACH-000291,-0.0195800224775
ACH-000293,-0.194353327138
ACH-000294,-0.20229558432300002
