,PIGU (128869)
ACH-000004,-0.14378645669600001
ACH-000007,-0.00121471162675
ACH-000009,-0.21667314628800002
ACH-000011,-0.395953069863
ACH-000012,0.0167483433996
ACH-000013,0.0010341048426
ACH-000014,-0.267648288913
ACH-000015,-0.142078101524
ACH-000017,-0.144227761799
ACH-000018,-0.1176083318
ACH-000019,-0.017280849855
ACH-000021,-0.122363855959
ACH-000022,-0.047613843945000005
ACH-000025,-0.124398900779
ACH-000028,-0.009681752924170001
ACH-000030,-0.163728781799
ACH-000035,-0.19655156534600002
ACH-000036,-0.0918094957243
ACH-000037,-0.0472269111603
ACH-000039,-0.061473574751199994
ACH-000040,-0.0674600478406
ACH-000041,-0.10466510776599999
ACH-000042,-0.225898127432
ACH-000045,0.09947060785319999
ACH-000047,-0.259850931929
ACH-000052,-0.202083422527
ACH-000053,-0.04906546471749999
ACH-000054,-0.185950954295
ACH-000055,0.0809153318668
ACH-000060,-0.31399150585
ACH-000067,-0.105670875754
ACH-000070,-0.0790705707513
ACH-000075,-0.1562301811
ACH-000078,-0.148473678149
ACH-000082,-0.202709327443
ACH-000085,-0.202623161515
ACH-000086,-0.18302826625500002
ACH-000087,-0.276402842768
ACH-000092,-0.215686294491
ACH-000095,-0.0626458857036
ACH-000097,-0.016838778286
ACH-000098,-0.182552191829
ACH-000099,-0.287451532881
ACH-000108,-0.114989687733
ACH-000113,-0.0775021946261
ACH-000115,-0.239465443039
ACH-000116,-0.161670654694
ACH-000118,-0.357061532021
ACH-000120,-0.254214232195
ACH-000123,-0.214778803092
ACH-000127,-0.10082911934399999
ACH-000128,-0.19080148614
ACH-000132,-0.12070177099000001
ACH-000133,-0.289666328786
ACH-000137,-0.05553366435
ACH-000138,-0.227640128882
ACH-000142,-0.0638879614414
ACH-000143,-0.256830452384
ACH-000146,-0.0706935524978
ACH-000148,-0.139085510553
ACH-000150,-0.271001663943
ACH-000152,-0.053105463842900005
ACH-000153,-0.10320160891300001
ACH-000159,0.026221866936300003
ACH-000160,-0.0900577001421
ACH-000163,-0.19093791692099998
ACH-000167,-0.0910134194974
ACH-000168,-0.0175958284675
ACH-000169,-0.133632840798
ACH-000178,-0.11766713839500001
ACH-000182,-0.11578842576099999
ACH-000183,-0.418349948056
ACH-000188,-0.11061330945299999
ACH-000189,-0.134013362473
ACH-000190,-0.305539059746
ACH-000198,0.022711498848900002
ACH-000204,0.00990008046586
ACH-000206,-0.38051810445600004
ACH-000207,-0.359325287478
ACH-000211,-0.10957849440600001
ACH-000215,0.0234971583402
ACH-000221,-0.043788200155499994
ACH-000222,-0.229644022315
ACH-000223,-0.314304454995
ACH-000226,-0.08430946037139998
ACH-000227,-0.330494830257
ACH-000228,-0.17404167519900002
ACH-000231,-0.202517040337
ACH-000232,-0.29942924921
ACH-000233,-0.006839080893430001
ACH-000234,-0.057899803488900004
ACH-000235,-0.12272766727800001
ACH-000237,-0.12722929795600002
ACH-000238,-0.0868391604686
ACH-000243,-0.110284520158
ACH-000244,-0.273291257316
ACH-000246,-0.118982432703
ACH-000248,-0.219367906683
ACH-000250,-0.112775514004
ACH-000251,-0.000140349761235
ACH-000253,-0.00872726236673
ACH-000255,-0.410029180185
ACH-000256,-0.114448549794
ACH-000257,-0.136808970503
ACH-000258,-0.09117433683160002
ACH-000259,-0.17448953519299998
ACH-000260,-0.00206911529478
ACH-000261,-0.177906755286
ACH-000262,-0.126940893014
ACH-000263,-0.07030241270330001
ACH-000264,-0.174834502989
ACH-000265,-0.10557478387399999
ACH-000266,-0.11502750416600001
ACH-000272,-0.43502232199900004
ACH-000273,-0.212994978384
ACH-000274,-0.19762185643199998
ACH-000277,-0.449385178451
ACH-000278,0.0160691821288
ACH-000279,0.126042181645
ACH-000280,-0.209932751032
ACH-000281,-0.07372340442599999
ACH-000288,0.0169535908348
ACH-000291,-0.115468035341
ACH-000293,-0.0810924012444
ACH-000294,-0.09094057152969999
ACH-000295,-0.104353413362
ACH-000296,-0.08629699607930001
ACH-000302,-0.229078724819
ACH-000304,-0.228750676938
ACH-000307,-0.16617251715700002
ACH-000308,-0.19358246529399997
ACH-000310,-0.0501783120933
ACH-000311,-0.235358631882
ACH-000312,-0.101430436345
ACH-000315,0.131102299289
ACH-000316,-0.281621759059
ACH-000317,-0.039542593267099996
ACH-000318,-0.114642444801
ACH-000319,0.0787880196255
ACH-000320,-0.272752962623
ACH-000322,0.09888086616399999
ACH-000323,0.0218119338635
ACH-000324,-0.24454180595400002
ACH-000329,-0.18678331433200002
ACH-000330,-0.19726320139000003
ACH-000331,-0.400466881747
ACH-000332,-0.126185185032
ACH-000334,-0.0430755747033
ACH-000335,-0.16303708713
ACH-000336,-0.050676672406199996
ACH-000337,-0.265639149336
ACH-000339,-0.221333049556
ACH-000341,-0.155755972169
ACH-000348,-0.22475947922800002
ACH-000350,-0.137487241231
ACH-000352,-0.12314472175699999
ACH-000356,-0.14450372931
ACH-000361,-0.23124966209699999
ACH-000362,-0.0155724222811
ACH-000363,-0.113417148428
ACH-000364,-0.23904054247499998
ACH-000365,-0.111656171931
ACH-000366,-0.128398453881
ACH-000368,-0.155795444526
ACH-000374,-0.37659739699199996
ACH-000375,-0.35233791705899997
ACH-000376,-0.08785349157269999
ACH-000381,-0.453918349557
ACH-000383,-0.00851075223325
ACH-000387,-0.21501819516600001
ACH-000389,-0.166687921164
ACH-000390,0.0222763996246
ACH-000393,0.044810271657999994
ACH-000395,-0.20669449070700002
ACH-000397,-0.129055348728
ACH-000401,-0.09941417043339999
ACH-000402,-0.38194355870200003
ACH-000403,-0.28260346414099996
ACH-000404,-0.31324683865200004
ACH-000406,-0.013510604176600001
ACH-000407,-0.20722431089200002
ACH-000408,-0.12747367274399998
ACH-000410,-0.0947998262812
ACH-000411,-0.119217262445
ACH-000414,-0.23185268825999997
ACH-000415,-0.0820901846548
ACH-000416,-0.189670815625
ACH-000420,-0.31277488736299996
ACH-000421,-0.0617234166682
ACH-000424,-0.291476081604
ACH-000425,-0.204997178998
ACH-000426,-0.27450836363200004
ACH-000427,-0.121146872389
ACH-000433,-0.0830556573245
ACH-000436,-0.151573907995
ACH-000444,-0.09282045985269999
ACH-000445,-0.113042017654
ACH-000448,-0.0851249506621
ACH-000450,-0.162093108147
ACH-000452,0.05614480814259999
ACH-000454,0.0255597431179
ACH-000458,-0.24111526680700002
ACH-000459,0.0573184003547
ACH-000460,-0.171782990012
ACH-000461,-0.004574249666229999
ACH-000463,-0.23680525585599999
ACH-000464,0.0182569106464
ACH-000466,-0.36280168541
ACH-000467,-0.257617292774
ACH-000468,-0.168733107047
ACH-000469,-0.08925924696319999
ACH-000470,-0.208582572147
ACH-000471,-0.407527446706
ACH-000472,-0.10620013218699999
ACH-000473,-0.27104734151099996
ACH-000475,-0.221672125077
ACH-000476,-0.362454560907
ACH-000477,-0.0770426948122
ACH-000480,-0.149955082083
ACH-000481,-0.13654512659
ACH-000483,-0.0182717629663
ACH-000484,0.10690708590800001
ACH-000485,-0.0732489341812
ACH-000486,-0.0846920220191
ACH-000487,-0.018831441112099997
ACH-000488,-0.1510146235
ACH-000490,-0.38515431011999995
ACH-000491,-0.046773735736100004
ACH-000495,-0.132107490396
ACH-000496,-0.313484709477
ACH-000499,0.0014677585333099999
ACH-000500,-0.38300822733900003
ACH-000502,-0.0502976947282
ACH-000503,0.15932549960200001
ACH-000505,-0.102684176065
ACH-000507,-0.0705876460619
ACH-000510,-0.280391441143
ACH-000511,-0.048581560304300005
ACH-000512,-0.16202186149
ACH-000516,-0.18843296179000002
ACH-000517,-0.15720137137700002
ACH-000518,-0.16170085958900002
