,ELP2 (55250)
ACH-000004,-0.8938166269969999
ACH-000007,-1.05455942379
ACH-000009,-0.99712476344
ACH-000011,-0.868170281124
ACH-000012,-0.710662276676
ACH-000013,-0.627896402576
ACH-000014,-1.14345496369
ACH-000015,-0.58946563007
ACH-000017,-0.984660249383
ACH-000018,-1.16431936334
ACH-000019,-0.9251343491949999
ACH-000021,-0.559508836158
ACH-000022,-0.668137180422
ACH-000025,-1.11319370528
ACH-000028,-0.843720707397
ACH-000030,-0.9586157754100001
ACH-000035,-0.9378166800309999
ACH-000036,-0.9054392160670001
ACH-000037,-0.9870042997319999
ACH-000039,-0.5812845894449999
ACH-000040,-0.665010412033
ACH-000041,-0.8106655141339999
ACH-000042,-0.6298346150940001
ACH-000045,-0.8143780886800001
ACH-000047,-0.452102832984
ACH-000052,-0.816392131569
ACH-000053,-0.692003237879
ACH-000054,-0.615005132655
ACH-000055,-0.7923683467139999
ACH-000060,-0.860223429399
ACH-000067,-0.492366283079
ACH-000070,-0.8635092456319999
ACH-000075,-0.862642335469
ACH-000078,-0.965970171757
ACH-000082,-0.18750434347699999
ACH-000085,-0.794275039835
ACH-000086,-1.03780009121
ACH-000087,-0.540102041908
ACH-000092,-0.723828577704
ACH-000095,-1.03851283091
ACH-000097,-0.19240189798000001
ACH-000098,-1.27064004835
ACH-000099,-0.886661289692
ACH-000108,-0.879140277898
ACH-000113,-0.79504931278
ACH-000115,-0.683660638002
ACH-000116,-0.7635408244959999
ACH-000118,-0.38894114343
ACH-000120,-1.1533982300299999
ACH-000123,-0.947464448635
ACH-000127,-0.976647950863
ACH-000128,-0.537180295347
ACH-000132,-1.04808557187
ACH-000133,-0.550118463908
ACH-000137,-1.0044177536799999
ACH-000138,-0.943150197099
ACH-000142,-0.941263955358
ACH-000143,-0.861170697931
ACH-000146,-0.0267951860226
ACH-000148,-0.722491636838
ACH-000150,-0.879256600331
ACH-000152,-0.405743463607
ACH-000153,-1.09865947658
ACH-000159,-0.777492148505
ACH-000160,-0.178031926136
ACH-000163,-0.502464298238
ACH-000167,-0.344322369331
ACH-000168,-0.678682391832
ACH-000169,-0.695710578906
ACH-000178,-0.991066562919
ACH-000182,-0.41864258263899995
ACH-000183,-0.6888647307510001
ACH-000188,-0.684848149245
ACH-000189,-0.980732296068
ACH-000190,-0.660070647958
ACH-000198,-0.762632627885
ACH-000204,-0.647063238667
ACH-000206,-0.864515296641
ACH-000207,-0.299441749846
ACH-000211,-0.986825756359
ACH-000215,-1.12540613593
ACH-000221,-0.82069314235
ACH-000222,-0.8403284103059999
ACH-000223,-0.508108931135
ACH-000226,-0.607397311775
ACH-000227,-0.980429760906
ACH-000228,-1.05981365624
ACH-000231,-0.858002154841
ACH-000232,-1.1096322288299998
ACH-000233,-0.791512155471
ACH-000234,-0.872105986314
ACH-000235,-0.669770703184
ACH-000237,-0.7535419898829999
ACH-000238,-1.0832514432200002
ACH-000243,-0.974796735856
ACH-000244,-0.640484874219
ACH-000246,-0.771318075016
ACH-000248,-1.11942434316
ACH-000250,-0.639386391674
ACH-000251,-0.9693468843790001
ACH-000253,-0.674385493427
ACH-000255,-0.7225419499779999
ACH-000256,-0.609855857852
ACH-000257,-1.0204143838200002
ACH-000258,-0.6036787698
ACH-000259,-0.88619421074
ACH-000260,-1.0176563244399999
ACH-000261,-0.903657256083
ACH-000262,-1.0019572050299999
ACH-000263,-0.630645177332
ACH-000264,-1.0107581996700001
ACH-000265,-1.03367802816
ACH-000266,-0.466548676202
ACH-000272,-0.637356642983
ACH-000273,-0.547433226251
ACH-000274,-0.917353011959
ACH-000277,-1.04513208833
ACH-000278,-0.6951025357260001
ACH-000279,-1.12053346202
ACH-000280,-0.6900388507969999
ACH-000281,-1.10996723895
ACH-000288,-1.14082493296
