,TNFSF14 (8740)
ACH-000004,0.0530199468559
ACH-000007,0.00707023559061
ACH-000009,-0.0654668259168
ACH-000011,-0.147566913567
ACH-000012,0.046414975476699996
ACH-000013,-0.150657390434
ACH-000014,-0.18550241313700003
ACH-000015,-0.242317196431
ACH-000017,-0.169171599293
ACH-000018,-0.0389373339335
ACH-000019,-0.167652144421
ACH-000021,-0.19151837038
ACH-000022,0.0246500096386
ACH-000025,-0.18005287329199998
ACH-000028,-0.220600527216
ACH-000030,-0.126183424463
ACH-000035,-0.101508889146
ACH-000036,-0.061552476978199995
ACH-000037,-0.0392561393056
ACH-000039,0.0816693120759
ACH-000040,-0.129339574909
ACH-000041,-0.10179246683700001
ACH-000042,-0.056380327039800004
ACH-000045,-0.20878565990200001
ACH-000047,0.0331381688781
ACH-000052,-0.0775771582627
ACH-000053,-0.040296134047400005
ACH-000054,-0.173656048407
ACH-000055,0.15907341280999998
ACH-000060,0.0765005199097
ACH-000067,-0.165742454149
ACH-000070,-0.0175626186822
ACH-000075,-0.194277753147
ACH-000078,-0.104971540392
ACH-000082,-0.135789798303
ACH-000085,-0.312964138437
ACH-000086,-0.0526709400824
ACH-000087,0.0617020772046
ACH-000092,-0.037186926172
ACH-000095,-0.07975392316789999
ACH-000097,-0.141560861915
ACH-000098,-0.320496197142
ACH-000099,-0.13838836160700002
ACH-000108,-0.108277267243
ACH-000113,-0.0451609207137
ACH-000115,-0.202470933827
ACH-000116,-0.0369084050921
ACH-000118,-0.222649277567
ACH-000120,-0.24718684823399997
ACH-000123,-0.278408461353
ACH-000127,-0.24351604836500002
ACH-000128,-0.280523942915
ACH-000132,-0.143607547942
ACH-000133,-0.11141487933800001
ACH-000137,-0.14514790165799998
ACH-000138,-0.09448134449719998
ACH-000142,-0.105503278244
ACH-000143,-0.09536749294050001
ACH-000146,-0.07439706633389999
ACH-000148,-0.165153318652
ACH-000150,-0.28547293117600003
ACH-000152,-0.0240212113027
ACH-000153,-0.144329956394
ACH-000159,-0.07195742923769999
ACH-000160,0.100642266988
ACH-000163,-0.0705881968885
ACH-000167,-0.0343910463305
ACH-000168,-0.168250639498
ACH-000169,-0.10701899440300001
ACH-000178,-0.019704838746900002
ACH-000182,-0.144095759759
ACH-000183,-0.329571973342
ACH-000188,-0.127815628479
ACH-000189,-0.158635009005
ACH-000190,-0.0299946606745
ACH-000198,-0.10857219050999999
ACH-000204,0.17220772299400003
ACH-000206,-0.018981716969299997
ACH-000207,-0.40013809625299995
