,NAPA (8775)
ACH-000004,-0.918147214568
ACH-000007,-1.2090889197
ACH-000009,-0.98609256669
ACH-000011,-0.883557710023
ACH-000012,-1.13619371599
ACH-000013,-1.32864796838
ACH-000014,-0.9520863332230001
ACH-000015,-1.25495575131
ACH-000017,-1.21521418494
ACH-000018,-1.11058589165
ACH-000019,-1.73870791592
ACH-000021,-1.18574543409
ACH-000022,-1.28438917926
ACH-000025,-0.85224608474
ACH-000028,-1.11923748713
ACH-000030,-1.1856352729100001
ACH-000035,-1.0750682898100001
ACH-000036,-1.31928470516
ACH-000037,-1.22938107968
ACH-000039,-0.9307789381470001
ACH-000040,-1.1024512722600002
ACH-000041,-1.26289748076
ACH-000042,-1.0981064995799998
ACH-000045,-1.05699851918
ACH-000047,-1.00151713156
ACH-000052,-0.8708428675830001
ACH-000053,-1.1057752250700001
ACH-000054,-1.18115565015
ACH-000055,-1.22439967104
ACH-000060,-0.8834074056929999
ACH-000067,-0.931190837625
ACH-000070,-1.04184606018
ACH-000075,-0.9672418147759999
ACH-000078,-0.6752325507770001
ACH-000082,-1.3415820187799998
ACH-000085,-0.9360671636329999
ACH-000086,-0.994445598747
ACH-000087,-1.3026745897799998
ACH-000092,-1.0285857108299998
ACH-000095,-1.4076287540299999
ACH-000097,-1.26245197084
ACH-000098,-1.0738675049600002
ACH-000099,-0.917522029313
ACH-000108,-1.19258607518
ACH-000113,-1.53478906918
ACH-000115,-0.7582238642679999
ACH-000116,-1.1894412664799998
ACH-000118,-1.08087614001
ACH-000120,-1.23161112063
ACH-000123,-1.3153022056
ACH-000127,-1.2950308052500001
ACH-000128,-1.12006847331
ACH-000132,-1.29934116795
ACH-000133,-0.9716303769419999
ACH-000137,-1.07277089206
ACH-000138,-0.989632131655
ACH-000142,-1.12615042909
ACH-000143,-1.06851842796
ACH-000146,-1.59188696394
ACH-000148,-1.1609854244700002
ACH-000150,-1.18521992829
ACH-000152,-0.927616141812
ACH-000153,-1.16995155965
ACH-000159,-0.9662365869349999
ACH-000160,-1.41716331874
ACH-000163,-0.931693562926
ACH-000167,-2.1376887160900004
ACH-000168,-1.31155339383
ACH-000169,-0.950130800778
ACH-000178,-1.06349021864
ACH-000182,-1.21174555213
ACH-000183,-1.04137711901
ACH-000188,-1.1323834848999998
ACH-000189,-0.787902848778
ACH-000190,-1.52806913074
ACH-000198,-1.28926446261
ACH-000204,-1.07443718319
ACH-000206,-1.0949074568100001
ACH-000207,-2.13321717107
ACH-000211,-0.924821360661
ACH-000215,-1.08069649806
ACH-000221,-1.05550911738
ACH-000222,-0.949645917421
ACH-000223,-1.2238157300799999
ACH-000226,-1.18419426018
ACH-000227,-0.535618591518
ACH-000228,-1.24800783917
ACH-000231,-0.9468563415510001
ACH-000232,-1.1770084642799998
ACH-000233,-1.4623334831700001
ACH-000234,-1.0476638034999999
ACH-000235,-1.13029681599
ACH-000237,-1.1262035262899999
ACH-000238,-1.33446776374
ACH-000243,-1.06932881448
ACH-000244,-1.01623242407
ACH-000246,-1.19458941718
ACH-000248,-0.993841847175
ACH-000250,-0.945952046424
ACH-000251,-1.32439765068
ACH-000253,-1.27488030265
ACH-000255,-0.690881444861
ACH-000256,-1.09326530073
ACH-000257,-0.372259674383
ACH-000258,-0.401864967197
ACH-000259,-1.06513173755
ACH-000260,-1.1771033969700002
ACH-000261,-1.15424098932
ACH-000262,-0.894684508729
ACH-000263,-1.27910539989
ACH-000264,-1.10973240468
ACH-000265,-1.07928692301
ACH-000266,-1.06464534317
ACH-000272,-1.02546990457
ACH-000273,-1.08566288507
ACH-000274,-1.10949097799
ACH-000277,-1.2631927945
ACH-000278,-1.3726480141
ACH-000279,-1.18847297512
ACH-000280,-1.1348262718000002
ACH-000281,-0.929010373073
ACH-000288,-0.948137121232
ACH-000291,-1.02035945402
ACH-000293,-1.22485474256
ACH-000294,-0.899077511015
ACH-000295,-1.30232507921
ACH-000296,-1.1682572575499999
ACH-000302,-1.2486333112799999
ACH-000304,-1.28741805826
ACH-000307,-0.9232705614110001
ACH-000308,-1.30671709189
ACH-000310,-0.92165957607
ACH-000311,-0.934406862684
ACH-000312,-0.643066306632
ACH-000315,-1.3082023114899999
ACH-000316,-0.621606412833
ACH-000317,-1.05392089794
ACH-000318,-0.8069796005859999
ACH-000319,-1.09245178056
ACH-000320,-0.796063575529
ACH-000322,-1.11374651848
ACH-000323,-1.19905536685
ACH-000324,-1.10306342692
ACH-000329,-1.04917811722
ACH-000330,-0.861175382024
ACH-000331,-0.90810486685
ACH-000332,-1.1029998375
ACH-000334,-0.942819193711
ACH-000335,-1.13367409993
ACH-000336,-1.18988465493
ACH-000337,-1.1268461113200001
ACH-000339,-1.0807047100799998
ACH-000341,-0.7869212704340001
ACH-000348,-1.26323044974
ACH-000350,-1.2588224209999999
ACH-000352,-1.03250660348
ACH-000356,-0.962474988063
ACH-000361,-0.574724200396
ACH-000362,-1.34660100839
ACH-000363,-1.16561480971
ACH-000364,-1.19618209017
ACH-000365,-1.3715716091299999
ACH-000366,-1.34253226808
ACH-000368,-0.791184156584
ACH-000374,-0.709757849911
ACH-000375,-1.2919159578200001
ACH-000376,-1.03303192154
ACH-000381,-1.10375901403
ACH-000383,-1.51138752429
ACH-000387,-1.06373194473
ACH-000389,-1.2938919634700001
ACH-000390,-1.0084895214799998
ACH-000393,-1.04849775641
ACH-000395,-1.37764760623
ACH-000397,-1.24402010486
ACH-000401,-1.20561618424
ACH-000402,-0.980156343521
ACH-000403,-1.24742540081
ACH-000404,-1.1571677233600002
ACH-000406,-1.01731444192
ACH-000407,-1.11429299262
ACH-000408,-1.5642659270700001
ACH-000410,-1.06376863088
ACH-000411,-1.02670696852
ACH-000414,-0.9878153949490001
ACH-000415,-0.9966483872299999
ACH-000416,-0.956548159928
ACH-000420,-0.9412654437200001
ACH-000421,-1.24825307951
ACH-000424,-1.26053712796
ACH-000425,-1.09327127531
ACH-000426,-1.15384669076
ACH-000427,-1.3785193724399998
ACH-000433,-1.1006315878200001
ACH-000436,-1.2266721111799999
ACH-000444,-0.972052438179
ACH-000445,-1.02402382938
ACH-000448,-0.852354877211
ACH-000450,-1.4465188934
ACH-000452,-1.0155979647
ACH-000454,-1.17448835701
ACH-000458,-1.16999870118
ACH-000459,-1.85830921822
ACH-000460,-1.06291089403
ACH-000461,-1.3995637824899998
ACH-000463,-1.16564852842
ACH-000464,-1.05936445245
ACH-000466,-1.22479963631
ACH-000467,-1.17282921426
ACH-000468,-0.906786480441
ACH-000469,-0.995219089478
ACH-000470,-1.31307911957
ACH-000471,-0.963810307214
ACH-000472,-1.41014234917
ACH-000473,-0.961382580579
ACH-000475,-1.0582268079700001
ACH-000476,-1.0461541373899998
ACH-000477,-1.56464656306
ACH-000480,-1.20984632718
ACH-000481,-0.889180972589
ACH-000483,-1.18107455799
ACH-000484,-1.32208378839
ACH-000485,-1.2521896343799999
ACH-000486,-1.0149357584899998
ACH-000487,-1.24620983886
ACH-000488,-1.17361265317
ACH-000490,-0.869879788675
ACH-000491,-0.152320229774
ACH-000495,-0.943430865071
ACH-000496,-0.826137670826
ACH-000499,-1.34021723145
ACH-000500,-1.17319683365
ACH-000502,-0.8947527862029999
ACH-000503,-1.37315133456
ACH-000505,-1.1379878878799998
ACH-000507,-1.2607711154899999
ACH-000510,-1.32472686831
ACH-000511,-1.15949300366
ACH-000512,-1.4161032731
ACH-000516,-1.0788607915600001
ACH-000517,-1.1448585244
ACH-000518,-1.19739774338
ACH-000520,-1.07585602572
ACH-000521,-0.941889135434
ACH-000522,-1.03427734278
ACH-000524,-1.5202139099899998
ACH-000527,-1.03703752411
ACH-000528,-1.06780960952
ACH-000537,-0.739806265271
ACH-000541,-1.3133311619299999
ACH-000542,-0.9929365617839999
ACH-000544,-0.921744613715
ACH-000545,-0.9606421559020001
ACH-000547,-0.848740695605
ACH-000548,-1.1304431738299998
ACH-000549,-1.0873858604
ACH-000550,-0.972245431705
ACH-000552,-1.04069329918
ACH-000556,-1.15683746248
ACH-000557,-1.3795909075400001
ACH-000570,-0.951776044012
ACH-000571,-1.58661162982
ACH-000573,-1.40949946289
ACH-000576,-1.1679234168700001
ACH-000580,-0.850894550738
ACH-000584,-1.21681983031
ACH-000585,-1.131609653
ACH-000588,-1.09056488566
ACH-000589,-1.00396461001
ACH-000591,-0.804671894134
ACH-000593,-0.859436932224
ACH-000600,-1.0435474578100001
ACH-000601,-1.00261178422
ACH-000604,-1.29936459606
ACH-000605,-1.2474215470899999
ACH-000606,-1.0778075084999998
ACH-000608,-1.77629590157
ACH-000614,-0.889339664967
ACH-000616,-1.3355630353
ACH-000618,-1.0342208853100001
ACH-000619,-0.966621348291
ACH-000620,-1.04517839814
ACH-000621,-1.31425107259
ACH-000622,-0.9792645434460001
ACH-000623,-1.03851140846
ACH-000624,-1.2660462183
ACH-000627,-1.2177969557500001
ACH-000630,-1.0177380685600002
ACH-000632,-1.00126444606
ACH-000633,-1.53529514304
ACH-000637,-1.0348360767
ACH-000638,-1.1615972621100001
ACH-000646,-1.9775125207099997
ACH-000647,-0.8782465985410001
ACH-000648,-0.870480430929
ACH-000649,-1.1505225561399999
ACH-000651,-1.2552074794399999
ACH-000652,-1.16950330946
ACH-000653,-1.13228560605
ACH-000657,-1.4201286335699999
ACH-000658,-1.4211887899700002
ACH-000661,-1.4599247496799999
ACH-000662,-0.956223564421
ACH-000663,-1.35771632615
ACH-000665,-1.1334437101700001
ACH-000671,-1.24672449718
ACH-000673,-0.9225385409639999
ACH-000676,-1.0285389678
ACH-000677,-1.68810068847
ACH-000681,-1.09440937576
ACH-000682,-1.05489617113
ACH-000683,-1.068053105
ACH-000684,-1.20092942541
ACH-000688,-1.5364682424399998
ACH-000693,-0.962051926139
ACH-000694,-1.1850590645899999
ACH-000695,-0.622049112021
ACH-000696,-1.1166044771899999
ACH-000697,-1.1803358596
ACH-000699,-1.73777389855
ACH-000701,-1.42581295139
ACH-000706,-1.1663100935100001
ACH-000711,-1.27696058781
ACH-000713,-1.16148991794
ACH-000714,-1.37108816254
ACH-000718,-1.07860531992
ACH-000720,-1.1600944827700002
ACH-000721,-1.05278711877
ACH-000724,-1.45829897274
ACH-000725,-1.65554302627
ACH-000732,-1.03657304977
ACH-000734,-1.1948916896600001
ACH-000735,-1.1057118624
ACH-000736,-0.885050943354
ACH-000738,-1.14162660523
ACH-000746,-1.2135866426000002
ACH-000747,-1.0814570801299999
ACH-000748,-0.8181586306540001
ACH-000753,-1.22702406066
ACH-000756,-1.0696146314100001
ACH-000757,-1.20550748115
ACH-000758,-1.08983618267
ACH-000760,-1.020688756
ACH-000763,-1.24037870021
ACH-000764,-1.0983455925
ACH-000765,-0.938075349721
ACH-000766,-1.1214614824299998
ACH-000767,-0.38230351514600003
ACH-000768,-0.968717836588
ACH-000769,-1.4466832933200002
ACH-000770,-1.2279878210500002
ACH-000771,-0.992647955096
ACH-000773,-1.3444694540399997
ACH-000776,-1.3519954313999998
ACH-000777,-0.9398408709909999
ACH-000778,-1.4155254345100001
ACH-000781,-1.03016398864
ACH-000782,-1.0966973563200002
ACH-000783,-1.55343091426
ACH-000784,-1.2021541873100001
ACH-000785,-1.05712461809
ACH-000787,-1.2067430076899999
ACH-000788,-1.1580843451
ACH-000791,-0.8542478346819999
ACH-000792,-1.04300417627
ACH-000794,-0.9563088768770001
ACH-000796,-1.23186063787
ACH-000799,-0.97525094653
ACH-000800,-0.71448571159
ACH-000802,-1.16957714676
ACH-000804,-1.12810059613
ACH-000805,-1.09350541684
ACH-000809,-1.08921905922
ACH-000810,-1.0129135552600002
ACH-000811,-1.4553830395700003
ACH-000817,-1.12096888641
ACH-000819,-1.0815500128
ACH-000820,-0.622617093096
ACH-000821,-1.4283268976299999
ACH-000822,-1.68092879399
ACH-000823,-1.06664193988
ACH-000824,-1.1612038446100001
ACH-000827,-1.06539069684
ACH-000829,-1.4591891283399998
ACH-000831,-1.09015647296
ACH-000832,-0.705267052245
ACH-000833,-0.9904949690770001
ACH-000834,-0.981459770805
ACH-000835,-1.17077510825
ACH-000836,-1.39295699398
ACH-000837,-1.15412123348
ACH-000838,-0.7707295270450001
ACH-000839,-1.03644605673
ACH-000840,-1.00839405389
ACH-000841,-1.19738025393
ACH-000843,-1.28474547046
ACH-000846,-0.924058534438
ACH-000847,-1.5616003498299997
ACH-000848,-1.2672519953799999
ACH-000849,-1.04686837818
ACH-000851,-0.995485514866
ACH-000855,-1.10169495205
ACH-000856,-1.52206192967
ACH-000858,-1.2176000458399998
ACH-000859,-1.01881862813
ACH-000861,-1.0093356724
ACH-000862,-0.9510925586010001
ACH-000865,-1.19738018439
ACH-000866,-1.15775411896
ACH-000867,-1.25520515756
ACH-000869,-1.37648311831
ACH-000872,-1.04182715898
ACH-000873,-1.45052756226
ACH-000876,-1.5862734205700002
ACH-000878,-0.719323121169
ACH-000880,-0.851197486015
ACH-000881,-1.18486984412
ACH-000882,-0.8706262291079999
ACH-000884,-1.11373946685
ACH-000885,-1.17346904249
ACH-000887,-1.07915077979
ACH-000888,-1.03736362709
ACH-000889,-1.3463988782499998
ACH-000890,-1.16537500822
ACH-000896,-1.0456748526100001
ACH-000898,-1.18874489387
ACH-000900,-1.0607581284799998
ACH-000901,-1.1138039960500001
ACH-000905,-1.05208804158
ACH-000906,-1.2653830842899998
ACH-000907,-1.1014006038500002
ACH-000910,-1.12204084461
ACH-000911,-1.39106824555
ACH-000912,-1.15282236264
ACH-000913,-0.998437954844
ACH-000915,-0.879883127949
ACH-000916,-0.906513604533
ACH-000917,-1.24478966134
ACH-000921,-1.1900593264700001
ACH-000924,-0.9118871698309999
ACH-000926,-1.19436700248
ACH-000928,-0.949879845997
ACH-000929,-1.1291440109
ACH-000932,-1.22227506709
ACH-000935,-0.95947367984
ACH-000936,-1.27447169425
ACH-000937,-1.12850543953
ACH-000938,-1.0614777927299999
ACH-000939,-1.12895817988
ACH-000941,-1.18175999847
ACH-000943,-1.2434918595
ACH-000946,-1.20768939744
ACH-000947,-1.24527791207
ACH-000948,-1.1119377851
ACH-000950,-0.963491612267
ACH-000953,-1.03607307423
ACH-000957,-1.022231151
ACH-000958,-0.905970494598
ACH-000960,-1.31107743759
ACH-000963,-1.0694278301
ACH-000968,-0.8628231836589999
ACH-000969,-1.32979600682
ACH-000973,-0.946654410123
ACH-000974,-1.0499162173799998
ACH-000975,-1.30774508594
ACH-000976,-1.03944246192
ACH-000978,-1.02547515929
ACH-000980,-0.268395995502
ACH-000984,-1.07842516811
ACH-000986,-1.0071095324500001
ACH-000988,-1.00947780301
ACH-000993,-0.9642799023980001
ACH-000994,-1.4072627311800001
ACH-000996,-1.0179356369600001
ACH-001001,-0.9802529532879999
ACH-001020,-1.26960988025
ACH-001028,-1.22132698564
ACH-001031,-1.2205068841
ACH-001038,-1.34540633439
ACH-001048,-1.0776813603
ACH-001050,-1.1048908284799999
ACH-001053,-1.1628990825499999
ACH-001054,-1.03559996656
ACH-001061,-1.05491952879
ACH-001067,-1.30765527957
ACH-001075,-1.06534457338
ACH-001096,-1.25598371653
ACH-001128,-1.3938995425
ACH-001134,-0.8287380886560001
ACH-001151,-1.11853138529
ACH-001163,-1.14511797671
ACH-001164,-1.2433070708399998
ACH-001173,-1.2982544307700001
ACH-001183,-0.989037169516
ACH-001184,-1.3604405195299998
ACH-001190,-0.9719620430429999
ACH-001192,-1.3469183203600001
ACH-001193,-1.16199802154
ACH-001196,-0.967633443091
ACH-001197,-1.4916511134600001
ACH-001205,-1.23698487476
ACH-001211,-1.23584791301
ACH-001212,-1.1164940966399999
ACH-001228,-1.0287620710299998
ACH-001232,-0.695269179305
ACH-001239,-1.3319658292899998
ACH-001274,-0.907174872694
ACH-001275,-1.19543618946
ACH-001277,-1.02816633847
ACH-001278,-1.05970731865
ACH-001280,-1.1089484951100002
ACH-001283,-1.07881181727
ACH-001289,-0.944141373607
ACH-001295,-0.544363321917
ACH-001300,-0.869491605163
ACH-001301,-1.05537031341
ACH-001302,-1.31041907396
ACH-001303,-0.577694910396
ACH-001306,-0.902968883518
ACH-001318,-0.829809448762
ACH-001322,-1.1043377154
