,LAT2 (7462)
ACH-000004,-0.370037949401
ACH-000007,-0.14381170867
ACH-000009,-0.16935684802
ACH-000011,-0.00596905959533
ACH-000012,-0.176121090601
ACH-000013,-0.08707358064489999
ACH-000014,-0.162166004053
ACH-000015,-0.0223175504646
ACH-000017,0.0324647468717
ACH-000018,-0.0653821375268
ACH-000019,0.000943983613606
ACH-000021,-0.334015544637
ACH-000022,-0.0818887495682
ACH-000025,-0.151575080559
ACH-000028,-0.006655977223040001
ACH-000030,-0.006885737391800001
ACH-000035,-0.23022661050999998
ACH-000036,-0.020937554155900002
ACH-000037,-0.118759096225
ACH-000039,-0.109597684389
ACH-000040,-0.05243675915109999
ACH-000041,-0.10896175548800001
ACH-000042,-0.0643784334825
ACH-000045,-0.0724577103301
ACH-000047,-0.226694177882
ACH-000052,-0.162153116277
ACH-000053,-0.0618939342173
ACH-000054,-0.0769833195061
ACH-000055,-0.1374906228
ACH-000060,-0.236096588149
ACH-000067,-0.40642635505099994
ACH-000070,-0.163098361662
ACH-000075,-0.180021119964
ACH-000078,0.08798607940639999
ACH-000082,-0.09563157649569999
ACH-000085,-0.44117880957500005
ACH-000086,0.0637628124243
ACH-000087,-0.06998660736760001
ACH-000092,-0.0189782429734
ACH-000095,-0.11475496116100001
ACH-000097,-0.17015633872000002
ACH-000098,-0.22936199163100002
ACH-000099,-0.11052751412799999
ACH-000108,-0.0814748079071
ACH-000113,0.0399283269427
ACH-000115,-0.026891753009200003
ACH-000116,-0.00023722243964700003
ACH-000118,-0.0178372256101
ACH-000120,0.0476089729137
ACH-000123,-0.185260722652
ACH-000127,-0.190123566512
ACH-000128,-0.316251843805
ACH-000132,-0.08166545841310001
ACH-000133,-0.0934129137464
ACH-000137,-0.262382187493
ACH-000138,-0.0427245105825
ACH-000142,-0.194150291815
ACH-000143,-0.0907024268477
ACH-000146,-0.146565039704
ACH-000148,-0.317165100904
ACH-000150,-0.0825821011652
ACH-000152,-0.13044087193099999
ACH-000153,-0.147806814509
ACH-000159,-0.08265636850880001
ACH-000160,-0.0400518378184
ACH-000163,-0.122518866611
ACH-000167,-0.164060489744
ACH-000168,-0.169617471646
ACH-000169,-0.307136034441
ACH-000178,0.0823516576987
ACH-000182,-0.344657788394
ACH-000183,-0.112245167414
ACH-000188,-0.278537302853
ACH-000189,-0.244999692122
ACH-000190,-0.209768996413
ACH-000198,-0.13158081720999998
ACH-000204,-0.22912387755
ACH-000206,-0.160055340994
ACH-000207,0.0629783016644
ACH-000211,-0.27403265959
ACH-000215,-0.0867846965302
ACH-000221,-0.206778104374
ACH-000222,-0.216580992548
ACH-000223,0.020754140612900002
ACH-000226,-0.0702039402092
ACH-000227,-0.409091096888
ACH-000228,-0.117918022347
ACH-000231,-0.0771792465108
ACH-000232,-0.245300037544
ACH-000233,-0.17739334711
ACH-000234,-0.14007435884199998
ACH-000235,-0.132887653429
ACH-000237,-0.05084165244609999
ACH-000238,0.17140363280499998
ACH-000243,-0.0243635529421
ACH-000244,0.0638834069117
ACH-000246,-0.0239621648153
ACH-000248,0.0125130922523
ACH-000250,-0.177830275606
ACH-000251,0.270481686634
ACH-000253,0.00529106437888
ACH-000255,-0.0146543657876
ACH-000256,-0.0297201461803
ACH-000257,-0.022498844530400002
ACH-000258,-0.130204290604
ACH-000259,-0.0927805877219
ACH-000260,-0.127183244221
ACH-000261,-0.11771485160499999
ACH-000262,-0.034885974734699995
ACH-000263,0.0412716702571
ACH-000264,-0.15721828023
ACH-000265,-0.06908175134
ACH-000266,-0.08613632083460002
ACH-000272,-0.12365993761600001
ACH-000273,0.117068898994
ACH-000274,-0.07833414471
ACH-000277,-0.199992473568
ACH-000278,-0.15458173460400002
ACH-000279,-0.124950546173
ACH-000280,-0.25724737832
ACH-000281,-0.258852100877
ACH-000288,-0.20693387950800002
ACH-000291,0.0390941543823
ACH-000293,0.203686696364
ACH-000294,-0.436889798394
ACH-000295,-0.155618268633
ACH-000296,-0.175597682371
ACH-000302,-0.05558191405019999
ACH-000304,0.048888634376300005
ACH-000307,-0.12909418128699998
ACH-000308,-0.153417759717
ACH-000310,-0.0652079926618
ACH-000311,-0.184386688783
ACH-000312,-0.0819966774964
ACH-000315,-0.22667061659
ACH-000316,-0.053648817426899996
ACH-000317,0.152446153267
ACH-000318,-0.187400887043
ACH-000319,-0.06180921755530001
ACH-000320,-0.166707353255
ACH-000322,-0.262098454002
ACH-000323,-0.0386646947026
ACH-000324,-0.13394953882000002
ACH-000329,0.0367903454418
ACH-000330,-0.0931290536543
ACH-000331,-0.136790480414
ACH-000332,-0.110170399061
ACH-000334,0.277556542599
ACH-000335,0.135170771626
ACH-000336,-0.0183198694971
ACH-000337,-0.0804556318429
ACH-000339,-0.20060291642499997
ACH-000341,-0.212976180055
ACH-000348,-0.18164326940499997
ACH-000350,-0.025538101790299996
ACH-000352,-0.18247006504500002
ACH-000356,-0.18862909278099999
ACH-000361,0.0696167590721
ACH-000362,-0.356807160833
ACH-000363,0.022798079486400002
ACH-000364,0.029584680809400004
ACH-000365,-0.0393977049075
ACH-000366,-0.12082890850500001
ACH-000368,-0.149361511991
ACH-000374,-0.35621748553599997
ACH-000375,-0.09508233523769999
ACH-000376,-0.275994874216
ACH-000381,-0.146364255909
ACH-000383,-0.249784304603
ACH-000387,-0.129908790174
ACH-000389,-0.045033443216500005
ACH-000390,-0.323551069618
ACH-000393,0.0359137726937
ACH-000395,-0.20897481645
ACH-000397,-0.20596693222100002
ACH-000401,-0.133949743507
ACH-000402,-0.364743517318
ACH-000403,0.00478334819819
ACH-000404,-0.273530099553
ACH-000406,-0.0647349543585
ACH-000407,0.0064146565324399996
ACH-000408,-0.018537552488400003
ACH-000410,0.10035945674699999
ACH-000411,0.0717998284942
ACH-000414,-0.15224338546900001
ACH-000415,-0.435148214827
ACH-000416,-0.271456205206
ACH-000420,-0.234162771674
ACH-000421,-0.18683314176
ACH-000424,0.277209830143
ACH-000425,-0.157407037465
ACH-000426,-0.36209949956299997
ACH-000427,-0.07734175498710001
ACH-000433,-0.0528987955265
ACH-000436,-0.15241699088400001
ACH-000444,0.0784753357676
ACH-000445,-0.005589172188800001
ACH-000448,-0.225273179577
ACH-000450,-0.137365695488
ACH-000452,-0.37261411807899997
ACH-000454,-0.00458250179687
ACH-000458,0.00970185343112
ACH-000459,-0.136584688614
ACH-000460,0.0382879333176
ACH-000461,-0.20315977228
ACH-000463,-0.11261480232999999
ACH-000464,-0.49438452333000005
ACH-000466,-0.294645685788
ACH-000467,-0.08524482538889999
ACH-000468,-0.279117527505
ACH-000469,-0.21919354870299998
ACH-000470,-0.09844012834280001
ACH-000471,-0.0984365123633
ACH-000472,-0.140358285918
ACH-000473,-0.136525977455
ACH-000475,-0.14299620748400002
ACH-000476,-0.165197820331
ACH-000477,0.0336086738543
ACH-000480,-0.0741658628419
ACH-000481,-0.235942718865
ACH-000483,-0.12380485310900001
ACH-000484,-0.03899883395980001
ACH-000485,-0.118530663819
ACH-000486,-0.0288262498839
ACH-000487,-0.021931070975599997
ACH-000488,-0.133139261511
ACH-000490,-0.0953918058988
ACH-000491,-0.39624391384999996
ACH-000495,-0.20665620513799998
ACH-000496,-0.0337958030723
ACH-000499,0.14011073123
ACH-000500,0.0844549367667
ACH-000502,-0.0700351305959
ACH-000503,-0.17848011271699998
ACH-000505,-0.284379352517
ACH-000507,-0.14829090129
ACH-000510,-0.229394865052
ACH-000511,-0.145701943479
ACH-000512,-0.417503058688
ACH-000516,-0.034672216896300005
ACH-000517,-0.0235610649905
ACH-000518,-0.06206634178309999
ACH-000520,-0.175459717553
ACH-000521,-0.0921659494879
ACH-000522,-0.17570251366599998
ACH-000524,-0.0519625171043
ACH-000527,-0.164575512454
ACH-000528,-0.10788090988099999
ACH-000537,-0.13163334504899998
ACH-000541,-0.204211580907
ACH-000542,-0.20176600525600003
ACH-000544,-0.18655454587200002
ACH-000545,-0.07214979098730001
ACH-000547,0.09152704037010001
ACH-000548,0.063840328236
ACH-000549,-0.0667636969129
ACH-000550,-0.36936658646399995
ACH-000552,-0.0375681830823
ACH-000556,-0.0449136410776
ACH-000557,0.0319354934479
ACH-000570,-0.135809738805
ACH-000571,-0.038607065062099995
ACH-000573,0.1375094858
ACH-000576,-0.198152604886
ACH-000580,-0.20430111526900002
ACH-000584,-0.260150164579
ACH-000585,-0.200500549332
ACH-000588,-0.12245504558
ACH-000589,-0.171292597723
ACH-000591,-0.10088015917899999
ACH-000593,-0.146733293528
ACH-000600,-0.105534252281
ACH-000601,-0.0142551732301
ACH-000604,-0.118985546579
ACH-000605,-0.224367176501
ACH-000606,-0.19642679024999998
ACH-000608,-0.11543320631
ACH-000614,-0.0730646647184
ACH-000616,-0.000481904051359
ACH-000618,-0.10452892770300001
ACH-000619,-0.243397283743
ACH-000620,0.0806058406481
ACH-000621,-0.09505242930410002
ACH-000622,-0.179823228387
ACH-000623,0.00698685206654
ACH-000624,-0.137594912341
ACH-000627,-0.030222784493400004
ACH-000630,-0.16433446718800002
ACH-000632,-0.109425975098
ACH-000633,0.0548049819326
ACH-000637,0.0111471326887
ACH-000638,-0.111844748848
ACH-000646,-0.395443593225
ACH-000647,0.0890541084948
ACH-000648,-0.205402889745
ACH-000649,-0.09659291379349999
ACH-000651,-0.0359802809381
ACH-000652,-0.25203693301999996
ACH-000653,0.024294916163200002
ACH-000657,-0.0969842611018
ACH-000658,-0.257130938403
ACH-000661,-0.051550973206199995
ACH-000662,-0.11899602056500001
ACH-000663,-0.226794836492
ACH-000665,-0.12714199369
ACH-000671,-0.0241896977806
ACH-000673,-0.121343035461
ACH-000676,-0.0430145531056
ACH-000677,-0.08736643849780001
ACH-000681,-0.142772390246
ACH-000682,-0.393045483336
ACH-000683,-0.165815391784
ACH-000684,-0.13335649145300002
ACH-000688,-0.08597041042419999
ACH-000693,-0.162033543369
