,B3GAT3 (26229)
ACH-000004,0.037677243002999995
ACH-000007,0.0618934938117
ACH-000009,-0.147222532093
ACH-000011,-0.0146563114347
ACH-000012,-0.134407157194
ACH-000013,-0.0628624802281
ACH-000014,0.131194399815
ACH-000015,-0.321530160398
ACH-000017,0.037827931935900005
ACH-000018,-0.08240170175410001
ACH-000019,-0.19719459308600001
ACH-000021,-0.0417225817545
ACH-000022,-0.044873000443
ACH-000025,-0.39217482584700003
ACH-000028,-0.15920359593699998
ACH-000030,-0.030117942257400002
ACH-000035,-0.153088860446
ACH-000036,-0.290097475779
ACH-000037,-0.19476050822000002
ACH-000039,-0.273962595604
ACH-000040,-0.09205628851299999
ACH-000041,-0.253355261847
ACH-000042,-0.317877075289
ACH-000045,0.057431651264
ACH-000047,-0.144122566787
ACH-000052,-0.328301704668
ACH-000053,-0.0011243527701099998
ACH-000054,-0.13030753618
ACH-000055,-0.158203355877
ACH-000060,-0.11158843740800001
ACH-000067,-0.12812759739000001
ACH-000070,-0.47980475182599996
ACH-000075,0.0784200983621
ACH-000078,-0.124619153754
ACH-000082,-0.422143802495
ACH-000085,-0.0905031612954
ACH-000086,-0.5432346167759999
ACH-000087,-0.509503782743
ACH-000092,-0.46130707356000006
ACH-000095,-0.173765299074
ACH-000097,-0.00115638321638
ACH-000098,-0.598476779016
ACH-000099,-0.18029200586599997
ACH-000108,0.0567193521648
ACH-000113,-0.037332939468900005
ACH-000115,-0.272429155067
ACH-000116,-0.15257521761099999
ACH-000118,-0.0384785551889
ACH-000120,-0.09907685247539999
ACH-000123,0.039085945316300004
ACH-000127,0.035884198454199996
ACH-000128,-0.18549939622499997
ACH-000132,-0.123416055025
ACH-000133,-0.33113160208799997
ACH-000137,0.0252125851436
ACH-000138,-0.22678100285100003
ACH-000142,-0.575996528874
ACH-000143,-0.298294627746
ACH-000146,-0.0451394035176
ACH-000148,-0.122216934032
ACH-000150,-0.50774044389
ACH-000152,-0.464329651594
ACH-000153,-0.190718671017
ACH-000159,-0.030945899495599997
ACH-000160,0.0766794350095
ACH-000163,-0.261161185825
ACH-000167,-0.0100258825806
ACH-000168,-0.323026683356
ACH-000169,-0.144166148006
ACH-000178,-0.019731421697
ACH-000182,-0.129909445107
ACH-000183,0.029991715446099996
ACH-000188,-0.371577736422
ACH-000189,-0.223222703082
ACH-000190,-0.308717702159
ACH-000198,0.0446085126255
ACH-000204,0.055418832611100005
ACH-000206,-0.143702365396
ACH-000207,-0.294818460117
ACH-000211,-0.150054759999
ACH-000215,0.0320186175535
ACH-000221,-0.0825810540433
ACH-000222,-0.436659965983
ACH-000223,-0.15012941044199998
ACH-000226,-0.08840087613610001
ACH-000227,-0.00766549356539
ACH-000228,-0.196941730352
ACH-000231,-0.237032402845
ACH-000232,-0.145065188183
ACH-000233,0.194385036194
ACH-000234,-0.18694079766600002
ACH-000235,0.0390404228136
ACH-000237,-0.140692990105
ACH-000238,0.052003727631599994
ACH-000243,-0.157857343947
ACH-000244,-0.509309730481
ACH-000246,-0.197037509399
ACH-000248,-0.0438080112471
ACH-000250,-0.21770352200100002
ACH-000251,-0.190201739089
ACH-000253,-0.26837780953
ACH-000255,-0.242717033796
ACH-000256,-0.428304222064
ACH-000257,-0.256610612529
ACH-000258,0.21055332788699999
ACH-000259,-0.32254758458599997
ACH-000260,-0.09347426597410001
ACH-000261,-0.36380257737300004
ACH-000262,-0.392613750864
ACH-000263,-0.19517635406300002
ACH-000264,0.034611560279599995
ACH-000265,-0.052655897322
ACH-000266,0.037457873045099996
ACH-000272,-0.16339607856
ACH-000273,-0.332946197133
ACH-000274,-0.117774616006
ACH-000277,-0.24483922955499998
ACH-000278,-0.0867893559599
ACH-000279,-0.023958060986
ACH-000280,-0.073353936336
ACH-000281,-0.15712743380000002
ACH-000288,-0.291942509318
ACH-000291,-0.07560433380260001
ACH-000293,-0.0780471444813
ACH-000294,0.0282320661648
ACH-000295,-0.597827382135
ACH-000296,0.08527207927330001
ACH-000302,-0.10504778888499999
ACH-000304,-0.120892012091
ACH-000307,-0.385624628492
ACH-000308,-0.0411350805967
ACH-000310,-0.0664330498854
ACH-000311,0.113497601095
ACH-000312,0.037060129725
ACH-000315,-0.126247802128
ACH-000316,-0.275765566353
ACH-000317,-0.120010143696
ACH-000318,-0.462798163089
ACH-000319,-0.144460218384
ACH-000320,0.370698812168
ACH-000322,-0.140051345478
ACH-000323,-0.270625784166
ACH-000324,0.035774609693999995
ACH-000329,-0.0636540470014
ACH-000330,0.07419305360100001
ACH-000331,-0.5077607208179999
ACH-000332,-0.0585279013881
ACH-000334,-0.185104436295
ACH-000335,-0.508445110229
ACH-000336,-0.127429080242
ACH-000337,0.0362204524914
ACH-000339,0.014862231479100001
ACH-000341,-0.317358576209
ACH-000348,0.0506749246507
ACH-000350,-0.077655663224
ACH-000352,-0.114402105084
ACH-000356,-0.37532235247199996
ACH-000361,-0.425792304988
ACH-000362,0.026042481524999998
ACH-000363,-0.21928678969700002
ACH-000364,-0.608650491981
ACH-000365,-0.04628329195230001
ACH-000366,-0.407591858909
ACH-000368,-0.47380079247100004
ACH-000374,-0.565861083357
ACH-000375,-0.342709205716
ACH-000376,-0.41451457148000004
ACH-000381,-0.525276490486
ACH-000383,-0.054668643655500004
ACH-000387,0.0634443589671
ACH-000389,-0.496127310208
ACH-000390,-0.0431386680808
ACH-000393,-0.5043699225980001
ACH-000395,-0.294557948693
ACH-000397,-0.0679089147152
ACH-000401,-0.37474293857100005
ACH-000402,-0.11798768797
ACH-000403,-0.109327822069
ACH-000404,-0.0970612802797
ACH-000406,0.0728404265358
ACH-000407,-0.15405357805
ACH-000408,-0.160264257045
ACH-000410,-0.186354509434
ACH-000411,-0.184484784416
ACH-000414,0.17139446922
ACH-000415,-0.0706613915913
ACH-000416,-0.045449385749199996
ACH-000420,-0.288326370415
ACH-000421,0.0492563878759
ACH-000424,-0.22148343439800003
ACH-000425,-0.0234129532454
ACH-000426,-0.050682908657900004
ACH-000427,-0.26268696264
ACH-000433,-0.47777045183399997
ACH-000436,0.210528905121
ACH-000444,-0.284181121601
ACH-000445,-0.41704966677599997
ACH-000448,-0.0291193277362
ACH-000450,-0.22658921971
ACH-000452,-0.19016581022
ACH-000454,-0.34943206986
ACH-000458,-0.40314156952
ACH-000459,0.10791684228800001
ACH-000460,-0.22446466034200002
ACH-000461,-0.360044702587
ACH-000463,-0.0693696414882
ACH-000464,-0.20885231583299999
ACH-000466,-0.255089079157
ACH-000467,-0.275979289063
ACH-000468,-0.34209544865
ACH-000469,-0.548730598071
ACH-000470,-0.018705808329599997
ACH-000471,-0.623152024753
ACH-000472,-0.136505909761
ACH-000473,-0.452027137796
ACH-000475,-0.128720876954
ACH-000476,-0.339937649579
ACH-000477,0.011317563761
ACH-000480,-0.207454346497
