,NFIA (4774)
ACH-000004,-0.221867990385
ACH-000007,-0.196191622018
ACH-000009,-0.09763155096489999
ACH-000011,-0.0307728860604
ACH-000012,0.019680715146
ACH-000013,-0.18405454873100002
ACH-000014,-0.233204912036
ACH-000015,-0.14062609829199998
ACH-000017,-0.24797988208500002
ACH-000018,-0.12386838076500001
ACH-000019,0.131458369622
ACH-000021,0.104239344637
ACH-000022,-0.0500389200219
ACH-000025,-0.0494721969606
ACH-000028,-0.014812185012100002
ACH-000030,-0.0907689344133
ACH-000035,-0.112563433117
ACH-000036,-0.063786828968
ACH-000037,-0.030810436415300003
ACH-000039,0.0751998652141
ACH-000040,-0.13442947501
ACH-000041,0.117396608757
ACH-000042,-0.127353820582
ACH-000045,-0.14583688763699998
ACH-000047,0.0169567075411
ACH-000052,-0.26174653146899995
ACH-000053,-0.111013918028
ACH-000054,-0.17110957473400001
ACH-000055,-0.19407615167800002
ACH-000060,-0.47594596764200003
ACH-000067,-0.230214715981
ACH-000070,-0.11422099934499999
ACH-000075,-0.0396334804632
ACH-000078,0.005651091986229999
ACH-000082,-0.141919668428
ACH-000085,0.19671789299000003
ACH-000086,-0.109248381387
ACH-000087,-0.172355232888
ACH-000092,-0.219823850416
ACH-000095,-0.0234918253248
ACH-000097,0.103815834298
ACH-000098,0.0685695519908
ACH-000099,-0.154442674946
ACH-000108,-0.10819318724600001
ACH-000113,-0.197220513193
ACH-000115,-0.0785095502283
ACH-000116,-0.192686246182
ACH-000118,0.006883338292970001
ACH-000120,0.06967828078430001
ACH-000123,-0.018368413666000002
ACH-000127,-0.0731964632189
ACH-000128,-0.409569718548
ACH-000132,-0.0884330780942
ACH-000133,-0.0814881780343
ACH-000137,-0.09978667372069999
ACH-000138,-0.072672590128
ACH-000142,0.337840505264
ACH-000143,0.045911248624800005
ACH-000146,-0.0964013976982
ACH-000148,0.0239726594033
ACH-000150,-0.062423058168699995
ACH-000152,-0.052694168500800005
ACH-000153,0.0875905433303
ACH-000159,-0.129332062955
ACH-000160,0.0415951194162
ACH-000163,0.0216220630278
ACH-000167,-0.378173515614
ACH-000168,0.007433041367160001
ACH-000169,-0.046727601407000004
ACH-000178,-0.39243396284000004
ACH-000182,-0.134874473604
ACH-000183,-0.326537310359
ACH-000188,-0.108707134771
ACH-000189,0.00671399004523
ACH-000190,-0.202911018008
