,NAA15 (80155)
ACH-000004,-0.9018699087469999
ACH-000007,-1.21958656834
ACH-000009,-0.9107692669490001
ACH-000011,-1.1280599809899998
ACH-000012,-1.0919578274
ACH-000013,-1.13359342032
ACH-000014,-0.9616717386139999
ACH-000015,-1.07202649904
ACH-000017,-1.03504285869
ACH-000018,-1.3439821142100001
ACH-000019,-1.1773449433499998
ACH-000021,-1.0539824259200001
ACH-000022,-1.01237605068
ACH-000025,-1.3465390202
ACH-000028,-1.16054398293
ACH-000030,-1.20375312958
ACH-000035,-1.17972627637
ACH-000036,-1.47977242919
ACH-000037,-1.8701838819799999
ACH-000039,-1.1105483395
ACH-000040,-1.44724121242
ACH-000041,-1.06670864221
ACH-000042,-1.35963842534
ACH-000045,-1.21188141107
ACH-000047,-1.22029751595
ACH-000052,-1.38918262574
ACH-000053,-1.1094075412
ACH-000054,-1.10038399125
ACH-000055,-1.2046948031
ACH-000060,-1.37953270435
ACH-000067,-0.954267215335
ACH-000070,-1.24812056052
ACH-000075,-1.32790320187
ACH-000078,-1.24622869294
ACH-000082,-1.1561863488500002
ACH-000085,-1.2975187780500002
ACH-000086,-1.17795429999
ACH-000087,-1.07934392918
ACH-000092,-1.27798408787
ACH-000095,-1.2092486073100002
ACH-000097,-1.16530262648
ACH-000098,-1.22810777559
ACH-000099,-0.9726328696459999
ACH-000108,-1.42651284198
ACH-000113,-1.22690424234
ACH-000115,-1.27170892857
ACH-000116,-1.1413113218700002
ACH-000118,-0.936360993248
ACH-000120,-1.05703646046
ACH-000123,-0.9818373788689999
ACH-000127,-1.18249913451
ACH-000128,-1.27529548272
ACH-000132,-1.2017035598299999
ACH-000133,-1.34429338908
ACH-000137,-1.41067750162
ACH-000138,-1.2955670369499999
ACH-000142,-1.21592415593
ACH-000143,-1.34353191027
ACH-000146,-0.696873834339
ACH-000148,-1.4269308253100002
ACH-000150,-1.0992940519399999
ACH-000152,-1.31076238611
ACH-000153,-1.377920077
ACH-000159,-0.9983524537010001
ACH-000160,-1.3349219506399999
ACH-000163,-1.30610927175
ACH-000167,-1.72979810315
ACH-000168,-1.19156726065
ACH-000169,-1.13348293481
ACH-000178,-1.2512857740799999
ACH-000182,-1.06019523106
ACH-000183,-1.26432388272
ACH-000188,-1.1722152212299999
ACH-000189,-1.17375013343
ACH-000190,-1.4935583834900001
ACH-000198,-0.984301119777
ACH-000204,-0.8357558820379999
ACH-000206,-1.309459144
ACH-000207,-1.27941725987
ACH-000211,-1.2348126674200002
ACH-000215,-1.3251775945
ACH-000221,-1.11255088083
ACH-000222,-1.22145274373
ACH-000223,-0.9997308907100001
ACH-000226,-1.31246258663
ACH-000227,-0.993143674446
ACH-000228,-1.36612834967
ACH-000231,-1.0591671664
ACH-000232,-1.1997000001
ACH-000233,-1.12472907073
ACH-000234,-1.2201711376
ACH-000235,-1.11631365075
ACH-000237,-1.29256952837
ACH-000238,-1.2189497520299999
ACH-000243,-1.3428915137000002
ACH-000244,-1.3658152821599998
ACH-000246,-1.0836851544700001
ACH-000248,-1.23997255827
ACH-000250,-1.01150192002
ACH-000251,-1.4238697809999998
ACH-000253,-0.9827857834270001
ACH-000255,-1.00367875142
ACH-000256,-1.35593783037
ACH-000257,-1.0399875054799999
ACH-000258,-0.9706889067829999
ACH-000259,-1.02244620826
ACH-000260,-1.02236803266
ACH-000261,-1.04153522765
ACH-000262,-1.38432972895
ACH-000263,-0.8737637582850001
ACH-000264,-1.23394584104
ACH-000265,-1.03042459223
ACH-000266,-1.17373614105
ACH-000272,-1.37193971705
ACH-000273,-1.3742538507
ACH-000274,-1.2411468589299999
ACH-000277,-0.9560873436640001
ACH-000278,-1.2983315522499999
ACH-000279,-1.16320086535
ACH-000280,-1.24480578353
ACH-000281,-1.23395188033
ACH-000288,-1.48953502503
ACH-000291,-1.18781535091
ACH-000293,-1.19342573316
ACH-000294,-1.3371875504700002
ACH-000295,-1.03414773471
ACH-000296,-1.01647169569
ACH-000302,-1.5050817823299998
ACH-000304,-1.4200658409399998
ACH-000307,-1.22533477016
ACH-000308,-1.50369446556
ACH-000310,-1.15608462729
ACH-000311,-1.32845814505
ACH-000312,-1.2456103813700001
ACH-000315,-1.10738822999
ACH-000316,-1.2463748184
ACH-000317,-1.34725311604
ACH-000318,-1.1105735177299998
ACH-000319,-1.4139954779
ACH-000320,-1.70808901081
ACH-000322,-1.2343586443
ACH-000323,-1.36407322929
ACH-000324,-1.3447486527799999
ACH-000329,-0.9472358752519999
ACH-000330,-1.17167370109
ACH-000331,-1.19339998858
ACH-000332,-1.2117010971100002
ACH-000334,-1.14004955598
ACH-000335,-1.3737519547100001
ACH-000336,-1.0906365698799998
ACH-000337,-1.1198020887
ACH-000339,-1.23511156058
ACH-000341,-1.26054730399
ACH-000348,-1.3422424473899999
ACH-000350,-0.8502625789380001
ACH-000352,-1.14527155884
ACH-000356,-0.8828097145730001
ACH-000361,-1.5154062514200002
ACH-000362,-1.10322828088
ACH-000363,-1.19076962041
ACH-000364,-1.21942706681
ACH-000365,-0.9970700043709999
ACH-000366,-1.18154299199
ACH-000368,-1.63034468791
ACH-000374,-1.38733511675
ACH-000375,-1.17599207123
ACH-000376,-1.19876485423
ACH-000381,-1.27957884033
ACH-000383,-1.35372886808
ACH-000387,-1.18617332504
ACH-000389,-1.11987498685
ACH-000390,-1.18635247301
ACH-000393,-0.883637990067
ACH-000395,-1.2898572362799998
ACH-000397,-1.0168686467599999
ACH-000401,-1.1094900283700002
ACH-000402,-1.3445116422
ACH-000403,-1.28453047749
ACH-000404,-1.04969852642
ACH-000406,-1.11711307035
