,SRRM2 (23524)
ACH-000004,-0.363841325901
ACH-000007,-0.9126911036480001
ACH-000009,-0.508385889773
ACH-000011,-0.986159540309
ACH-000012,-0.910827373395
ACH-000013,-0.846409728545
ACH-000014,-0.753776259875
ACH-000015,-0.9390762161740001
ACH-000017,-0.618184193423
ACH-000018,-1.07133236525
ACH-000019,-0.6007174954
ACH-000021,-0.8612957279610001
ACH-000022,-0.5821000533290001
ACH-000025,-0.758996429207
ACH-000028,-0.8498084676800001
ACH-000030,-0.506753162414
ACH-000035,-0.643815322826
ACH-000036,-0.51267204804
ACH-000037,-0.790021707388
ACH-000039,-0.425484201422
ACH-000040,-0.863321435208
ACH-000041,-0.8922850077869999
ACH-000042,-0.650035109058
ACH-000045,-0.815864112982
ACH-000047,-0.551062354365
ACH-000052,-0.97720612751
ACH-000053,-0.39566901982600006
ACH-000054,-0.923558381745
ACH-000055,-0.594467110276
ACH-000060,-0.650752819291
ACH-000067,-0.625363099176
ACH-000070,-0.858560749152
ACH-000075,-0.305484361332
ACH-000078,-0.940738839022
ACH-000082,-0.982549507176
ACH-000085,-0.448805723099
ACH-000086,-0.4080179644
ACH-000087,-0.939130917975
ACH-000092,-0.528781697227
ACH-000095,-0.616544946951
ACH-000097,-0.868933752805
ACH-000098,-0.562842195076
ACH-000099,-0.974487790871
ACH-000108,-0.8717244018610001
ACH-000113,-0.721608089022
ACH-000115,-1.1242503796799999
ACH-000116,-0.979423637523
ACH-000118,-0.821755175564
ACH-000120,-0.8374839114300001
ACH-000123,-0.814859049755
ACH-000127,-0.832963817251
ACH-000128,-0.66580678468
ACH-000132,-0.744539121896
ACH-000133,-0.938716568714
ACH-000137,-0.458226176982
ACH-000138,-0.602012665241
ACH-000142,-0.841225593554
ACH-000143,-0.5635170775949999
ACH-000146,-0.513661082325
ACH-000148,-0.758080705819
ACH-000150,-0.833734894894
ACH-000152,-0.554947945302
ACH-000153,-0.327791009583
ACH-000159,-0.771818557022
ACH-000160,-0.35238050220600003
ACH-000163,-0.636842177647
ACH-000167,-0.839492063212
ACH-000168,-0.51946350991
ACH-000169,-0.7292659669
ACH-000178,-0.796985103324
ACH-000182,-0.671968712392
ACH-000183,-0.411239073209
ACH-000188,-0.591559893972
ACH-000189,-0.567841739019
ACH-000190,-0.983135639047
ACH-000198,-0.5676652388100001
ACH-000204,-0.482159007411
ACH-000206,-1.06058712486
ACH-000207,-0.47909410001599995
ACH-000211,-0.572065091791
ACH-000215,-0.592599509116
ACH-000221,-0.543566196065
ACH-000222,-0.6916209807870001
ACH-000223,-0.309052072032
ACH-000226,-0.7561640023139999
ACH-000227,-0.700442800185
ACH-000228,-0.459263256717
ACH-000231,-0.8395969527159999
ACH-000232,-0.242687351385
ACH-000233,-0.474056398151
ACH-000234,-0.5369244201910001
ACH-000235,-0.557396319069
ACH-000237,-0.626686690993
ACH-000238,-0.256349900183
ACH-000243,-0.895751788898
ACH-000244,-0.738062495885
ACH-000246,-0.8319815324590001
ACH-000248,-0.649316263099
ACH-000250,-0.860793897553
ACH-000251,-0.769846205674
ACH-000253,-0.413312745564
ACH-000255,-0.540546722756
ACH-000256,-0.9897199131759999
ACH-000257,-0.510196158082
ACH-000258,-0.571937048152
ACH-000259,-0.563061023558
ACH-000260,-0.811137154915
ACH-000261,-0.717492499725
ACH-000262,-0.750333945421
ACH-000263,-0.566181455305
ACH-000264,-0.5470933288759999
ACH-000265,-0.6361598985279999
ACH-000266,-0.660775661521
ACH-000272,-0.5530220501959999
ACH-000273,-0.48624981015600005
ACH-000274,-0.739171197966
ACH-000277,-0.507137427686
ACH-000278,-0.9828850611040001
ACH-000279,-0.697604015192
ACH-000280,-0.467094603488
ACH-000281,-0.693562089345
ACH-000288,-1.09248670764
ACH-000291,-0.6514742845170001
ACH-000293,-0.722169197659
ACH-000294,-0.548922616031
ACH-000295,-0.5404114103059999
ACH-000296,-0.888193231022
ACH-000302,-0.831856519465
ACH-000304,-0.62930943363
ACH-000307,-0.586919010067
ACH-000308,-0.771026202135
ACH-000310,-0.7591306604320001
ACH-000311,-0.797126105628
ACH-000312,-0.851926670624
ACH-000315,-0.645989352555
ACH-000316,-0.803774975903
ACH-000317,-0.822439810387
ACH-000318,-0.729376076727
ACH-000319,-0.513161445638
ACH-000320,-0.416648631498
ACH-000322,-0.96381677359
ACH-000323,-0.234131167247
ACH-000324,-0.702931463391
ACH-000329,-0.648472503861
ACH-000330,-0.798359099268
ACH-000331,-0.647118047047
ACH-000332,-0.686172481565
ACH-000334,-0.7355668299760001
ACH-000335,-0.566483931397
ACH-000336,-0.244192657828
ACH-000337,-0.41875206323200004
ACH-000339,-0.855892750477
ACH-000341,-0.7599396393699999
ACH-000348,-0.9073488802349999
ACH-000350,-0.524729386645
ACH-000352,-0.843743459341
ACH-000356,-0.951588511921
ACH-000361,-0.9049036501450001
ACH-000362,-0.843365373073
ACH-000363,-0.7154920439040001
ACH-000364,-0.8657028706309999
ACH-000365,-0.615488840069
ACH-000366,-0.70985809841
ACH-000368,-0.7464672668919999
ACH-000374,-0.820764531586
ACH-000375,-0.925145767007
ACH-000376,-0.563488508022
ACH-000381,-0.599966546012
ACH-000383,-0.310089609991
ACH-000387,-0.44591208736599997
ACH-000389,-0.469782419203
ACH-000390,-0.741518364659
ACH-000393,-0.459933950516
ACH-000395,-0.534508489688
ACH-000397,-0.855720376642
ACH-000401,-0.686016456229
ACH-000402,-0.8320507035220001
ACH-000403,-0.7400810240019999
ACH-000404,-0.437522849994
ACH-000406,-0.77328789958
ACH-000407,-0.672958663081
ACH-000408,-0.360067736376
ACH-000410,-0.932686134278
ACH-000411,-0.820516100677
ACH-000414,-0.929808616889
ACH-000415,-0.688854242712
ACH-000416,-0.668430760776
ACH-000420,-0.847739346829
ACH-000421,-0.40251784419200004
ACH-000424,-0.8862318741490001
ACH-000425,-0.485871286144
ACH-000426,-0.250298834227
ACH-000427,-0.447823892161
ACH-000433,-1.33228439049
ACH-000436,-0.406085302822
ACH-000444,-0.915492345341
ACH-000445,-0.884273141704
ACH-000448,-0.580395745398
ACH-000450,-0.6799531087010001
ACH-000452,-0.6339693734699999
ACH-000454,-0.335579879314
ACH-000458,-0.707634061499
ACH-000459,-0.979491983159
ACH-000460,-0.868117681356
ACH-000461,-0.577067055246
ACH-000463,-0.5925699672689999
ACH-000464,-0.9096798842799999
ACH-000466,-0.37027291878300006
ACH-000467,-0.795551659563
ACH-000468,-0.641720776093
ACH-000469,-0.8267898122030001
ACH-000470,-0.264591251214
ACH-000471,-0.7736517950239999
ACH-000472,-0.642102306018
ACH-000473,-0.5011940810809999
ACH-000475,-0.711493742551
ACH-000476,-0.687345335758
ACH-000477,-0.661930103969
ACH-000480,-1.03568013669
ACH-000481,-0.554198410328
ACH-000483,-0.8472047026139999
ACH-000484,-0.612389794842
ACH-000485,-0.7790941985359999
ACH-000486,-1.02199185541
ACH-000487,-0.514497806259
ACH-000488,-0.6243116234489999
ACH-000490,-0.616135333363
ACH-000491,-0.33097355293
ACH-000495,-0.9011624992649999
ACH-000496,-0.936307960238
ACH-000499,-0.957413407357
ACH-000500,-0.570373026102
ACH-000502,-0.865606581566
ACH-000503,-0.39358969390299997
ACH-000505,-0.671377389766
ACH-000507,-0.589685263071
ACH-000510,-0.987935082197
ACH-000511,-0.628434686375
ACH-000512,-0.194945036886
ACH-000516,-0.8107278830619999
ACH-000517,-0.841313343533
ACH-000518,-0.461424460277
ACH-000520,-0.5036372222869999
ACH-000521,-0.753685778379
ACH-000522,-0.893724723977
ACH-000524,-0.69590251455
ACH-000527,-0.74535480912
ACH-000528,-0.5652207124490001
ACH-000537,-0.588032331835
ACH-000541,-0.33601274606299997
ACH-000542,-0.7310395004000001
ACH-000544,-0.46172117360299997
ACH-000545,-0.705490822941
ACH-000547,-0.7691131966150001
ACH-000548,-0.44493700745700004
ACH-000549,-0.63409317048
ACH-000550,-0.791725096301
ACH-000552,-0.681671660713
ACH-000556,-0.576063391026
ACH-000557,-0.1873202024
ACH-000570,-0.4769103089399999
ACH-000571,-0.313827362729
ACH-000573,-0.963603509885
ACH-000576,-0.574765892122
ACH-000580,-0.787067472509
ACH-000584,-1.0512292677200001
ACH-000585,-1.07584028993
ACH-000588,-0.361998597993
ACH-000589,-0.65534583209
ACH-000591,-0.742907932518
ACH-000593,-0.520336428198
ACH-000600,-1.00133907534
ACH-000601,-0.827864715045
ACH-000604,-0.205586341316
ACH-000605,-0.644664055583
ACH-000606,-0.756883303585
ACH-000608,-0.553436741404
ACH-000614,-0.6995083331630001
ACH-000616,-0.673868121517
ACH-000618,-0.86061686552
ACH-000619,-0.7058680576
ACH-000620,-0.714812430307
ACH-000621,-0.782943369058
ACH-000622,-0.842167400426
ACH-000623,-0.65898931425
ACH-000624,-0.605187149032
ACH-000627,-0.383601524657
ACH-000630,-0.628772531744
ACH-000632,-0.638908391882
ACH-000633,-0.767616513528
ACH-000637,-0.732166789562
ACH-000638,-0.662839843252
ACH-000646,-0.682914446448
ACH-000647,-0.339809946211
ACH-000648,-1.01972011741
ACH-000649,-0.659504302823
ACH-000651,-0.45837461947400004
ACH-000652,-0.673677600565
ACH-000653,-0.5537263018899999
ACH-000657,-0.714439600781
ACH-000658,-0.345750879779
ACH-000661,-0.8268834375249999
ACH-000662,-0.352837005732
ACH-000663,-0.620970139317
ACH-000665,-0.600640039218
ACH-000671,-0.691676132929
ACH-000673,-0.49286366906999995
ACH-000676,-0.6559890489679999
ACH-000677,-1.2340344440100002
ACH-000681,-0.806385442654
ACH-000682,-0.308780384678
ACH-000683,-0.7710926639300001
ACH-000684,-0.8462786909469999
ACH-000688,-0.772488108186
ACH-000693,-0.39055004106299995
ACH-000694,-0.279424225599
ACH-000695,-0.339925630437
ACH-000696,-0.610144936235
ACH-000697,-0.664547962158
ACH-000699,-1.38319151632
ACH-000701,-0.649566843847
ACH-000706,-0.8023012816089999
ACH-000711,-0.608075503525
ACH-000713,-1.0031987841399999
ACH-000714,-0.298479510839
ACH-000718,-0.494305184838
ACH-000720,-0.703484253846
ACH-000721,-0.48095794039800005
ACH-000724,-0.561856790522
ACH-000725,-1.00090637854
ACH-000732,-0.760978339012
ACH-000734,-0.6248365944550001
