,NPHP1 (4867)
ACH-000004,0.0811998371712
ACH-000007,-0.065455010424
ACH-000009,-0.18100896705699998
ACH-000011,-0.184757541904
ACH-000012,-0.124899975682
ACH-000013,-0.108031571238
ACH-000014,0.0854111385981
ACH-000015,-0.0673625482901
ACH-000017,-0.0381025029729
ACH-000018,-0.157953449755
ACH-000019,-0.0246683020931
ACH-000021,0.0495204752982
ACH-000022,-0.078224589982
ACH-000025,-0.12042961475
ACH-000028,-0.170068726989
ACH-000030,-0.105944654783
ACH-000035,-0.188171467758
ACH-000036,-0.0556420944965
ACH-000037,-0.0146218034039
ACH-000039,0.010822234209999998
ACH-000040,0.129809999383
ACH-000041,0.110860313073
ACH-000042,-0.120139037697
ACH-000045,-0.031036883648900004
ACH-000047,-0.0692663097852
ACH-000052,0.0881524458451
ACH-000053,-0.0286617822652
ACH-000054,-0.0693504866347
ACH-000055,0.0368196351185
ACH-000060,0.07334008301230001
ACH-000067,-0.11314988963
ACH-000070,-0.11438226138
ACH-000075,-0.135310123565
ACH-000078,-0.0981275285959
ACH-000082,0.0020102936503299997
ACH-000085,-0.0947864746287
ACH-000086,-0.0617566107922
ACH-000087,-0.0932947038961
ACH-000092,-0.07263406906489998
ACH-000095,-0.051440919732
ACH-000097,-0.0815071819384
ACH-000098,-0.029538598094099998
ACH-000099,-0.043772820014899995
ACH-000108,-0.09820075970969999
ACH-000113,-0.061387377362699995
ACH-000115,-0.15233278702199998
ACH-000116,-0.196087950658
ACH-000118,-0.117013392031
ACH-000120,0.0217422741322
ACH-000123,-0.264049895393
ACH-000127,-0.017755569431900004
ACH-000128,-0.0838772099242
ACH-000132,-0.15336256077
ACH-000133,0.0009299470096930002
ACH-000137,0.0835297451558
ACH-000138,-0.13501835914899998
ACH-000142,-0.184847269793
ACH-000143,0.0265622531926
ACH-000146,-0.0215297769555
ACH-000148,-0.300835114669
ACH-000150,-0.14715700761
ACH-000152,-0.0686662011211
ACH-000153,-0.046518595913699994
ACH-000159,-0.194028540704
ACH-000160,-0.13946351363700002
ACH-000163,0.059101361692599996
ACH-000167,-0.16609931359000002
ACH-000168,0.00754697586564
ACH-000169,-0.024320583335700002
ACH-000178,-0.0929124526395
ACH-000182,-0.0385102585187
ACH-000183,-0.033166820547
ACH-000188,0.0927228298298
ACH-000189,-0.06751030084580001
ACH-000190,0.026811607081800002
ACH-000198,-0.165746232494
ACH-000204,0.0328787884736
ACH-000206,0.09694073712330001
ACH-000207,-0.060028479448100004
ACH-000211,-0.028070223489599998
ACH-000215,-0.0380212551584
ACH-000221,0.0757014775289
ACH-000222,0.0658407522181
ACH-000223,-0.15041158010199998
ACH-000226,-0.110368572919
ACH-000227,-0.12388678671499999
ACH-000228,-0.15366938523
ACH-000231,-0.138115906923
ACH-000232,-0.08573854092939999
ACH-000233,-0.20808513679699997
ACH-000234,-0.133581147382
ACH-000235,-0.100585982842
ACH-000237,-0.14639420224000002
ACH-000238,-0.0390754079266
ACH-000243,-0.17754831109900002
ACH-000244,0.255708967052
ACH-000246,-0.0119572821367
ACH-000248,0.013885728785899998
ACH-000250,-0.0662809348023
ACH-000251,0.0625334485925
ACH-000253,-0.154834721061
ACH-000255,-0.202747893376
ACH-000256,0.0447436539695
ACH-000257,0.0364447835037
ACH-000258,-0.0330986092737
ACH-000259,-0.07021305368639999
ACH-000260,-0.00254683777902
ACH-000261,-0.046066352206499996
ACH-000262,0.211494762168
ACH-000263,-0.103906285374
ACH-000264,0.0981605515904
ACH-000265,-0.198841308007
ACH-000266,-0.10372139933
ACH-000272,-0.0621276144406
ACH-000273,-0.10157248071000001
ACH-000274,-0.057397639021300004
ACH-000277,-0.00295070716718
ACH-000278,-0.06946100120639999
ACH-000279,-0.105300518064
ACH-000280,-0.148490570503
ACH-000281,0.00864899815418
ACH-000288,-0.162117896931
ACH-000291,0.061741483904099996
ACH-000293,-0.352943494147
ACH-000294,-0.146815628015
ACH-000295,0.104695364069
ACH-000296,0.044511189721599995
ACH-000302,-0.044260580581400005
ACH-000304,0.3946824565
ACH-000307,-0.18483941219900002
ACH-000308,-0.17447831552700002
ACH-000310,-0.154066524372
ACH-000311,-0.0747522965697
ACH-000312,-0.144182484739
ACH-000315,0.143123704702
ACH-000316,-0.186948241501
ACH-000317,-0.047125353740800006
ACH-000318,-0.145678039605
ACH-000319,0.156215817068
ACH-000320,-0.296063693749
ACH-000322,-0.030583230416
ACH-000323,0.0133966304106
ACH-000324,-0.256103035794
ACH-000329,-0.142034411795
ACH-000330,-0.306372131902
ACH-000331,-0.09337247277760001
ACH-000332,-0.0212458784925
ACH-000334,0.029846909224
ACH-000335,-0.08818897222370001
ACH-000336,-0.405735534664
ACH-000337,-0.14962141627800002
ACH-000339,-0.24133944143599997
ACH-000341,-0.0161759702454
ACH-000348,0.11939802867799999
ACH-000350,-0.025259746839799996
ACH-000352,0.141120554206
ACH-000356,-0.111727221339
ACH-000361,-0.311885700893
ACH-000362,-0.117338146207
ACH-000363,0.049639744390400004
ACH-000364,-0.248286549432
ACH-000365,0.022751091860500002
ACH-000366,0.16705942489
ACH-000368,-0.033497018542599996
ACH-000374,-0.149587081669
ACH-000375,-0.0839825381472
ACH-000376,-0.060116513797599996
ACH-000381,-0.42436914831999994
ACH-000383,0.0397482698954
ACH-000387,-0.0861896123319
ACH-000389,0.0670790016361
ACH-000390,0.012101776092999998
ACH-000393,-0.04718606403990001
ACH-000395,-0.337984940368
ACH-000397,0.0158044273032
ACH-000401,-0.148072023115
ACH-000402,-0.385223284886
ACH-000403,-0.0959625107183
ACH-000404,-0.038738906691999996
ACH-000406,-0.17970860801600003
ACH-000407,-0.0573099068832
ACH-000408,-0.015620451186799998
ACH-000410,-0.018758565248900003
ACH-000411,-0.205946035746
ACH-000414,-0.275382438198
ACH-000415,-0.18758478035300002
ACH-000416,-0.0221692274363
ACH-000420,-0.0573263062438
ACH-000421,-0.159997675065
ACH-000424,0.209632968651
ACH-000425,-0.174182197157
ACH-000426,0.101722971679
ACH-000427,0.117840752443
ACH-000433,0.15960305776699998
ACH-000436,0.00979224634563
ACH-000444,-0.06821040916519999
ACH-000445,-0.154085091668
ACH-000448,-0.146015963529
ACH-000450,0.150585736414
ACH-000452,-0.0426690605303
ACH-000454,-0.185417909947
ACH-000458,0.0377772261408
ACH-000459,-0.0404597382397
ACH-000460,-0.106000126289
ACH-000461,0.051660477022
ACH-000463,-0.072943262601
ACH-000464,-0.0264714960799
ACH-000466,-0.241811584244
ACH-000467,-0.0349897635499
ACH-000468,-0.16702218427100002
ACH-000469,-0.063137902383
ACH-000470,0.027296163627599998
ACH-000471,-0.0153090067506
ACH-000472,-0.0556377293166
ACH-000473,-0.10282614839299999
ACH-000475,-0.176760799516
ACH-000476,-0.0252996092751
ACH-000477,-0.127333755049
ACH-000480,-0.185300056483
ACH-000481,-0.1246613427
ACH-000483,-0.111513271721
ACH-000484,-0.510069895374
ACH-000485,0.0529421026178
ACH-000486,-0.07702825449419999
ACH-000487,0.00715272715587
ACH-000488,-0.11745802339299999
ACH-000490,-0.00258536575385
ACH-000491,-0.211399881819
ACH-000495,-0.151078056509
ACH-000496,-0.27348765367100003
ACH-000499,-0.0643548876552
ACH-000500,-0.568279499102
ACH-000502,-0.18222558276200002
ACH-000503,-0.281939870734
ACH-000505,-0.157613748432
ACH-000507,0.0277635128422
ACH-000510,-0.140040406893
ACH-000511,-0.015666965847
ACH-000512,-0.0017268731985199998
ACH-000516,-0.06443664757730001
ACH-000517,-0.010612641290500002
ACH-000518,0.0287879991818
ACH-000520,-0.00397801843061
ACH-000521,-0.28745392324
ACH-000522,-0.0057125714862700004
ACH-000524,-0.166895080495
ACH-000527,-0.274271612023
ACH-000528,-0.19997835878800002
ACH-000537,-0.116038029333
ACH-000541,0.059354770504
ACH-000542,-0.07470381020610001
ACH-000544,-0.100146247185
ACH-000545,-0.158854864322
ACH-000547,-0.054238946216400005
ACH-000548,-0.154539996996
ACH-000549,-0.0529951537046
ACH-000550,-0.145750353414
ACH-000552,-0.142001361866
ACH-000556,-0.17979301874899997
ACH-000557,0.14576238451600002
ACH-000570,-0.07507846666569999
ACH-000571,-0.00882374507598
ACH-000573,-0.0220409638516
ACH-000576,0.0212681404696
ACH-000580,0.166050962844
ACH-000584,-0.107795811232
ACH-000585,0.0296146512219
ACH-000588,-0.10139772314500001
ACH-000589,-0.151046347271
ACH-000591,-0.061610111516199995
ACH-000593,0.009009931096450001
ACH-000600,-0.0220719099308
ACH-000601,-0.187090544749
ACH-000604,0.14741014775900002
ACH-000605,-0.197921530022
ACH-000606,-0.146469412432
ACH-000608,0.055761066554399996
ACH-000614,0.010894689157
ACH-000616,0.0326363553915
ACH-000618,0.010339744490700001
ACH-000619,0.07181139092910001
ACH-000620,-0.100143127328
ACH-000621,0.0324424867137
ACH-000622,-0.060988303622
ACH-000623,-0.174821100521
ACH-000624,-0.152995433792
ACH-000627,-0.08120092627110001
ACH-000630,-0.10723385374
ACH-000632,0.00291819326504
ACH-000633,-0.218758103488
ACH-000637,0.00662079436916
ACH-000638,-0.10587179723099999
ACH-000646,-0.184230816014
ACH-000647,-0.12113144833100001
ACH-000648,-0.183402569603
ACH-000649,-0.100120810651
ACH-000651,-0.17994423850299998
ACH-000652,0.0146627871126
ACH-000653,-0.00454478781888
ACH-000657,-0.18074589146499997
ACH-000658,-0.0630100796115
ACH-000661,-0.055032431593399996
ACH-000662,-0.0390199848078
ACH-000663,-0.26254199476100004
ACH-000665,-0.0672851205086
ACH-000671,-0.115460005799
ACH-000673,-0.09446819450919999
ACH-000676,-0.116567662743
ACH-000677,-0.144784317531
ACH-000681,-0.0603863957201
ACH-000682,-0.10488991554999999
ACH-000683,0.0112980419575
ACH-000684,-0.118008395744
ACH-000688,-0.141056716436
ACH-000693,-0.0319140530963
ACH-000694,-0.014284234811
ACH-000695,-0.161592460829
ACH-000696,-0.158231162147
ACH-000697,0.00519323380484
ACH-000699,0.0703605879208
ACH-000701,-0.0419580048878
ACH-000706,-0.0274856381281
ACH-000711,-0.25254063752300004
ACH-000713,-0.258858609708
ACH-000714,0.09915323323200001
ACH-000718,-0.05881321237980001
ACH-000720,-0.051357623864500004
ACH-000721,-0.21017311131900002
ACH-000724,0.0622876636852
ACH-000725,-0.275481502211
ACH-000732,-0.504126209833
ACH-000734,-0.0533754071073
ACH-000735,-0.179533720869
ACH-000736,-0.20865408767299998
ACH-000738,0.0025250877283099996
ACH-000746,0.127981978322
ACH-000747,-0.142187160673
ACH-000748,-0.35763785394500003
ACH-000753,-0.190952816453
ACH-000756,0.0355110048553
ACH-000757,-0.137987284289
ACH-000758,-0.0936420000893
ACH-000760,-0.11502156444900001
ACH-000763,-0.111998706665
ACH-000764,-0.08478046269639998
ACH-000765,-0.029850404860999998
ACH-000766,-0.107630595077
ACH-000767,-0.013079999883700002
ACH-000768,-0.0965476479612
ACH-000769,-0.16874083068
ACH-000770,-0.029921319268
ACH-000771,-0.114351514712
ACH-000773,-0.13968731589400002
ACH-000776,-0.148550017718
ACH-000777,-0.160371902061
ACH-000778,0.109656978858
ACH-000781,-0.13697828879499999
ACH-000782,0.00466575645907
ACH-000783,-0.0791230221479
ACH-000784,0.0201703120654
ACH-000785,-0.26037478554
ACH-000787,-0.123262385553
ACH-000788,-0.0981378766732
ACH-000791,-0.327551068462
ACH-000792,-0.16781964460299997
ACH-000794,-0.143351132655
ACH-000796,-0.193214755353
ACH-000799,-0.350858826542
ACH-000800,-0.0455564352621
ACH-000802,-0.023219595916400004
ACH-000804,-0.290819220158
ACH-000805,0.275926017741
ACH-000809,0.04097139236
ACH-000810,-0.0372041487171
ACH-000811,-0.142692933332
ACH-000817,-0.04362063339930001
ACH-000819,-0.0191695871773
ACH-000820,-0.0832924122709
ACH-000821,0.07349510868510001
ACH-000822,-0.021894418088799997
ACH-000823,0.07575434542989999
ACH-000824,0.181119429818
ACH-000827,0.0655616318717
ACH-000829,-0.111943309943
ACH-000831,-0.0987225654169
ACH-000832,-0.155470074684
ACH-000833,0.443347602179
ACH-000834,-0.107445649108
ACH-000835,-0.08684662914460002
ACH-000836,-0.216651559099
ACH-000837,-0.313829968682
ACH-000838,0.08644743138219999
ACH-000839,-0.10243971291099999
ACH-000840,-0.280821401516
ACH-000841,-0.215518570272
ACH-000843,-0.23608670103
ACH-000846,-0.09905981414319999
ACH-000847,-0.134973926333
ACH-000848,-0.0572726177329
ACH-000849,0.00750341679245
ACH-000851,-0.287223171019
ACH-000855,0.08276831650989999
ACH-000856,-0.042104860811999996
ACH-000858,-0.20035775891199997
ACH-000859,0.064226247817
ACH-000861,-0.27499288345899997
ACH-000862,-0.0626905274794
ACH-000865,0.014484881404500001
ACH-000866,-0.034300499712
ACH-000867,0.00724227413147
ACH-000869,-0.0980070175185
ACH-000872,-0.33681779005999996
ACH-000873,-0.410102506558
ACH-000876,-0.00043038768586800005
ACH-000878,0.0329382033331
ACH-000880,-0.172995350018
ACH-000881,-0.0201225858283
ACH-000882,0.0835105178125
ACH-000884,-0.04000870050580001
ACH-000885,-0.11164320679000002
ACH-000887,-0.0874583446043
ACH-000888,-0.13284339
ACH-000889,-0.15908449974400002
ACH-000890,-0.0577819957615
ACH-000896,-0.09419318840980001
ACH-000898,0.067182813144
ACH-000900,-0.21833306302299998
ACH-000901,-0.142334114277
ACH-000905,-0.166510268548
ACH-000906,0.020515526466299998
ACH-000907,-0.19437178382599998
ACH-000910,-0.062248807149599995
ACH-000911,-0.25263891927
ACH-000912,-0.0282101654452
ACH-000913,-0.149280403682
ACH-000915,-0.0734111165755
ACH-000916,-0.045883023082800005
ACH-000917,-0.0788172207555
ACH-000921,-0.0910511948647
ACH-000924,0.0800938617509
ACH-000926,-0.14749053009299998
ACH-000928,-0.137006512296
ACH-000929,-0.0507140076232
ACH-000932,-0.05784279245519999
ACH-000935,-0.13320165610200002
ACH-000936,-0.134957818672
ACH-000937,-0.10410856941600001
ACH-000938,0.0676941540979
ACH-000939,-0.111560507851
ACH-000941,-0.167016927431
ACH-000943,-0.160967838044
ACH-000946,-0.10158044633199999
ACH-000947,-0.231399514727
ACH-000948,-0.0374869612775
ACH-000950,-0.333370053147
ACH-000953,0.161678759999
ACH-000957,0.0885614879139
ACH-000958,0.007030289909370001
ACH-000960,0.00541229537696
ACH-000963,-0.12110223178
ACH-000968,-0.00899807381834
ACH-000969,-0.0859826967318
ACH-000973,-0.0271459684815
ACH-000974,-0.168123806496
ACH-000975,-0.06263003425130001
ACH-000976,-0.013504737493399999
ACH-000978,-0.20555110276900002
ACH-000980,-0.0517754372451
ACH-000984,-0.216721008185
ACH-000986,-0.14773041649
ACH-000988,-0.112143609108
ACH-000993,-0.198260254718
ACH-000994,-0.07212861407730001
ACH-000996,-0.153830659647
ACH-001001,-0.10758393817399999
ACH-001020,0.013839799105599999
ACH-001028,-0.142705158296
ACH-001031,-0.14463758244
