,KAT6A (7994)
ACH-000004,0.0211663205913
ACH-000007,-0.29989333215799996
ACH-000009,0.15828643413899998
ACH-000011,0.571926930675
ACH-000012,0.35206654585600006
ACH-000013,0.210614731963
ACH-000014,0.249835323146
ACH-000015,0.0204417050816
ACH-000017,0.0303061597248
ACH-000018,-0.05915855747269999
ACH-000019,0.009862073386280002
ACH-000021,0.19721678315000002
ACH-000022,-0.08315299551130001
ACH-000025,-0.0841161156659
ACH-000028,0.00213321654332
ACH-000030,0.282773258547
ACH-000035,-0.13486801827199998
ACH-000036,-0.122793226671
ACH-000037,0.00484102165457
ACH-000039,0.287278472718
ACH-000040,0.43514804757
ACH-000041,-0.350400537095
ACH-000042,-0.205689465138
ACH-000045,0.052278426122199996
ACH-000047,0.109023281392
ACH-000052,0.0379795521528
ACH-000053,-0.06893803855530001
ACH-000054,0.31659810374
ACH-000055,-0.100095129329
ACH-000060,0.0243086213973
ACH-000067,0.705414475327
ACH-000070,0.246158427822
ACH-000075,0.0229152516505
ACH-000078,-0.0596632566802
ACH-000082,-0.19373030989999998
ACH-000085,0.329055844501
ACH-000086,0.216676985319
ACH-000087,0.0287143830383
ACH-000092,0.220117167753
ACH-000095,0.138663049557
ACH-000097,-0.709398930677
ACH-000098,0.0900009841471
ACH-000099,-0.101243683381
ACH-000108,-0.04627949273799999
ACH-000113,-0.494068627283
ACH-000115,-0.021879704669999996
ACH-000116,-0.828569185968
ACH-000118,0.07663531307089999
ACH-000120,-0.266449732166
ACH-000123,0.0164400881749
ACH-000127,0.029957998528299997
ACH-000128,0.0817885727444
ACH-000132,0.141685020791
ACH-000133,0.112483056429
ACH-000137,-0.0119441899091
ACH-000138,-0.300578371977
ACH-000142,0.48800975968500004
ACH-000143,-0.198171922511
ACH-000146,0.0654453367748
ACH-000148,0.320238120188
ACH-000150,0.046525079384
ACH-000152,0.0103964731285
ACH-000153,0.147040543256
ACH-000159,-0.051922946116000006
ACH-000160,0.545375079041
ACH-000163,-0.270739251023
