,SDC1 (6382)
ACH-000004,-0.7688334494
ACH-000007,-0.330130704603
ACH-000009,-0.5967480595229999
ACH-000011,-0.673316120816
ACH-000012,-0.611917490716
ACH-000013,-0.403511157743
ACH-000014,-0.701623101754
ACH-000015,-0.780193730862
ACH-000017,-0.836267022029
ACH-000018,-0.168849030568
ACH-000019,-0.468681154756
ACH-000021,-0.449687052988
ACH-000022,-0.8102906419820001
ACH-000025,-0.572693802319
ACH-000028,-0.530368105923
ACH-000030,-0.524091119025
ACH-000035,-0.42672480865699997
ACH-000036,-0.7017023817199999
ACH-000037,-0.802780518453
ACH-000039,-0.803087603932
ACH-000040,-0.7573042556470001
ACH-000041,-0.714882779099
ACH-000042,-0.554990173687
ACH-000045,-0.815250901366
ACH-000047,-0.5654323827750001
ACH-000052,-0.44674277867600004
ACH-000053,-0.677586679319
ACH-000054,-0.539430904038
ACH-000055,-0.547985071094
ACH-000060,-0.499940805584
ACH-000067,-0.614469033232
ACH-000070,-0.601759574986
ACH-000075,-0.660243965297
ACH-000078,-0.931537841634
ACH-000082,-0.615047753246
ACH-000085,-0.643198982472
ACH-000086,-0.38642496721999997
ACH-000087,-0.5111909849090001
ACH-000092,-0.797325519996
ACH-000095,-0.74943810258
ACH-000097,-0.646773976365
ACH-000098,-0.762419869044
ACH-000099,-0.740847825288
ACH-000108,-0.528448384738
ACH-000113,-0.7159637415610001
ACH-000115,-0.9910728124860001
ACH-000116,-0.572392545493
ACH-000118,-0.39828031266900005
ACH-000120,-0.627329656902
ACH-000123,-0.588193077371
ACH-000127,-0.604758743727
ACH-000128,-0.604389393837
ACH-000132,-0.468303185016
ACH-000133,-0.736756530451
ACH-000137,-0.613492299155
ACH-000138,-0.482941284479
ACH-000142,-0.6724981752249999
ACH-000143,-0.477495098012
ACH-000146,-0.6197655240950001
ACH-000148,-0.660095298278
ACH-000150,-0.402395285084
ACH-000152,-0.5083381968039999
ACH-000153,-0.68330310908
ACH-000159,-0.594631738325
ACH-000160,-0.506970931091
ACH-000163,-0.639425290148
ACH-000167,-0.601030594556
ACH-000168,-0.724621765408
ACH-000169,-0.596069693453
ACH-000178,-0.561558439663
ACH-000182,-0.623659658594
ACH-000183,-0.759171913344
ACH-000188,-0.364038744059
ACH-000189,-0.7372229966030001
ACH-000190,-0.296251325393
ACH-000198,-0.6908948468709999
ACH-000204,-0.562158194608
ACH-000206,-0.606443120635
ACH-000207,-0.619116006907
ACH-000211,-0.601906336379
ACH-000215,-0.871883182375
ACH-000221,-0.600763029552
ACH-000222,-0.546216951834
ACH-000223,-0.7117653976989999
ACH-000226,-0.5724240371930001
ACH-000227,-1.0512947316299999
ACH-000228,-0.375750652359
ACH-000231,-0.649632734432
ACH-000232,-0.716939273819
ACH-000233,-0.689821904839
ACH-000234,-0.555404692484
ACH-000235,-0.527724257909
ACH-000237,-0.524798722935
ACH-000238,-0.7012645936130001
ACH-000243,-0.514431257733
ACH-000244,-0.405087555383
ACH-000246,-0.52510867196
ACH-000248,-0.605318680348
ACH-000250,-0.723515201321
ACH-000251,-0.738261393999
ACH-000253,-0.6768469294920001
ACH-000255,-0.44350593817
ACH-000256,-0.7271508991619999
