,PRRX1 (5396)
ACH-000004,0.131089155037
ACH-000007,0.0356632885616
ACH-000009,0.0362387553997
ACH-000011,-0.0627990953434
ACH-000012,0.113345385801
ACH-000013,-0.0536503054452
ACH-000014,-0.151819177068
ACH-000015,-0.06450560008119999
ACH-000017,-0.115407173433
ACH-000018,0.0220831302897
ACH-000019,-0.145099671953
ACH-000021,-0.07636950900980001
ACH-000022,-0.0135781610164
ACH-000025,-0.178094758191
ACH-000028,-0.0929830994568
ACH-000030,-0.0436091488124
ACH-000035,0.0113120132791
ACH-000036,-0.208563318409
ACH-000037,-0.07181340952939999
ACH-000039,-0.126549197503
ACH-000040,-0.08004905671960001
ACH-000041,-0.026431699901900002
ACH-000042,-0.04366602115280001
ACH-000045,0.039190400236400004
ACH-000047,0.0177979128835
ACH-000052,-0.290757788497
ACH-000053,-0.040032027195800006
ACH-000054,-0.0808842626015
ACH-000055,-0.0692501026018
ACH-000060,0.0646685605165
ACH-000067,-0.00443132573214
ACH-000070,-0.09650004111860001
ACH-000075,-0.23748529333
ACH-000078,-0.05549096739230001
ACH-000082,-0.401357260321
ACH-000085,-0.14610415613299998
ACH-000086,-0.152072867385
ACH-000087,-0.18625173242100002
ACH-000092,0.0324628965999
ACH-000095,-0.134734254088
ACH-000097,-0.008120441614529999
ACH-000098,-0.145713984244
ACH-000099,0.0279663274236
ACH-000108,0.0117783089915
ACH-000113,0.0548774511425
ACH-000115,0.13318379619
ACH-000116,-0.10944901668099999
ACH-000118,-0.031904650707400006
ACH-000120,-0.232290471852
ACH-000123,0.0916813504886
ACH-000127,-0.11681085196900001
ACH-000128,-0.0401963290089
ACH-000132,-0.00890387647953
ACH-000133,-0.18677593713500001
ACH-000137,-0.144106837952
ACH-000138,0.0137684477236
ACH-000142,0.06343269333719999
ACH-000143,-0.09652870993580001
ACH-000146,-0.13176790521600001
ACH-000148,-0.209779085709
ACH-000150,0.0204833145055
ACH-000152,-0.152167523543
ACH-000153,-0.10400506642799999
ACH-000159,-0.136503802958
ACH-000160,0.10020851707699999
ACH-000163,-0.599542982085
ACH-000167,-0.163655846656
ACH-000168,0.10087377830600001
ACH-000169,-0.106025905824
ACH-000178,0.0539775367019
ACH-000182,-0.0388917079404
ACH-000183,-0.0512713725512
ACH-000188,0.08870218329849999
ACH-000189,0.00786127628947
ACH-000190,-0.0445083966099
ACH-000198,-0.05242432797069999
ACH-000204,-0.445102329242
ACH-000206,-0.09750679134510001
ACH-000207,0.196205284179
ACH-000211,-0.0581494912165
ACH-000215,-0.030531929312
ACH-000221,0.0014687843008599998
ACH-000222,-0.184394936827
ACH-000223,-0.122224664966
ACH-000226,-0.180378693429
ACH-000227,0.174706498219
ACH-000228,-0.07606316203489999
ACH-000231,-0.109273991386
ACH-000232,0.0259731149748
ACH-000233,0.0394077911962
