,ACD (65057)
ACH-000266,-0.5750234821329999
ACH-000272,-0.563624474317
ACH-000273,-0.6185173788
ACH-000274,-0.529836215907
ACH-000277,-0.304208709162
ACH-000278,-0.382744199846
ACH-000279,-0.36125667912299997
ACH-000280,-0.639787580517
ACH-000281,-0.36556738258599997
ACH-000288,-0.667123294521
ACH-000291,-0.321221146686
ACH-000293,-0.588104631973
ACH-000294,-0.504565941981
ACH-000295,-0.582934802953
ACH-000296,-0.291847121935
ACH-000302,-0.449599676369
ACH-000304,-1.0759894351600001
ACH-000307,-0.56568620079
ACH-000308,-0.601373741361
ACH-000310,-0.45314079704800003
ACH-000311,-0.39756199341
ACH-000312,-0.220657428272
ACH-000315,-0.370780967671
ACH-000316,-0.806095604997
ACH-000317,-0.459774023272
ACH-000318,-0.408176592539
ACH-000319,-0.452062063615
ACH-000320,-0.307127673974
ACH-000322,-0.290408409728
ACH-000323,-0.288685318764
ACH-000324,-0.679599405897
ACH-000329,-0.600427580115
ACH-000330,-0.262884492648
ACH-000331,-0.523880258061
ACH-000332,-0.392166575832
ACH-000334,-0.420261682809
ACH-000335,-0.8569387432340001
ACH-000336,-0.70717610356
ACH-000337,-0.343258595454
ACH-000339,-0.469469082677
ACH-000341,-0.39391488410400005
ACH-000348,-0.7165537366760001
ACH-000350,-0.646613716048
ACH-000352,-0.412546480625
ACH-000356,-0.819094200787
ACH-000361,-0.691087401777
ACH-000362,-0.8123630968469999
ACH-000363,-0.51659592635
ACH-000364,-0.423732605781
ACH-000365,-0.5175276179789999
ACH-000366,-0.327665860321
ACH-000368,-0.446658627603
ACH-000374,-0.49584376676799996
ACH-000375,-0.42989789946900003
ACH-000376,-0.5491215938790001
ACH-000381,-0.481617243614
ACH-000383,-0.466391512075
ACH-000387,-0.661589768401
ACH-000389,-0.6170581477970001
ACH-000390,-0.490338533736
ACH-000393,-0.34597599254600003
ACH-000395,-0.166673007726
ACH-000397,-0.37912475071900004
ACH-000401,-0.455113301911
ACH-000402,-0.46041468370800004
ACH-000403,-0.44352845911100003
ACH-000404,-0.628765405164
ACH-000406,-0.40608405570100004
ACH-000407,-0.393655182145
ACH-000408,-0.195684099989
ACH-000410,-0.521620874742
ACH-000411,-0.705894153603
ACH-000414,-0.6483687680219999
ACH-000415,-0.238037507735
ACH-000416,-0.596733681483
ACH-000420,-0.47274375320100004
ACH-000421,-0.530490648935
ACH-000424,-0.383646397358
ACH-000425,-0.984862630831
ACH-000426,-0.517092068254
ACH-000427,-0.409383982931
ACH-000433,-0.633232111483
ACH-000436,-0.379689528188
ACH-000444,-0.585210111803
ACH-000445,-0.15543188800899999
ACH-000448,-0.598214945428
ACH-000450,-0.955666542555
ACH-000452,-0.399168081268
ACH-000454,-0.476701082204
ACH-000458,-0.675999924045
ACH-000459,-0.6628560375460001
ACH-000460,-0.610381657588
ACH-000461,-0.56801423142
ACH-000463,-0.6489188957509999
ACH-000464,-0.301280954065
ACH-000466,-0.65768126339
ACH-000467,-0.409983623372
ACH-000468,-0.48108329375200004
ACH-000469,-0.577251919677
ACH-000470,-0.880207999447
ACH-000471,-0.707366583142
ACH-000472,-0.37354263331999993
ACH-000473,-0.287169821384
ACH-000475,-0.54060343258
ACH-000476,-0.24947270674600003
ACH-000477,-1.0776572003899998
ACH-000480,-0.39579274651600005
ACH-000481,-0.29824536059900003
ACH-000483,-0.6132626606589999
ACH-000484,-0.663347766356
ACH-000485,-0.650874812936
ACH-000486,-0.35370506723300005
ACH-000487,-0.452210682999
ACH-000488,-0.34129667598700003
ACH-000490,-0.300647695399
ACH-000491,0.020715284299599998
ACH-000495,-1.08831550136
ACH-000496,-0.452978516792
ACH-000499,-0.36984503880900005
ACH-000500,-0.513616544582
ACH-000502,-0.6711731289820001
ACH-000503,-0.298606316739
ACH-000505,-0.5311810744
ACH-000507,-0.489428867024
ACH-000510,-0.483517541011
ACH-000511,-0.593678776978
ACH-000512,-0.416746908857
ACH-000516,-0.5712942779510001
ACH-000517,-0.512606728966
ACH-000518,-0.30909660510299997
ACH-000520,-0.466857603188
ACH-000521,-0.379160001581
ACH-000522,-0.770541696814
ACH-000524,-0.501690035459
ACH-000527,-0.733033719329
ACH-000528,-0.401051068971
ACH-000537,-0.30135202635499997
ACH-000541,-0.660479198932
ACH-000542,-0.564134519319
ACH-000544,-0.45151969556599997
ACH-000545,-0.47801404400200004
ACH-000547,-0.51017816048
ACH-000548,-0.511033737575
ACH-000549,-0.304181604894
ACH-000550,-0.684065201945
ACH-000552,-0.29362383732299996
ACH-000556,-0.34030184205700004
ACH-000557,-0.789489277564
ACH-000570,-0.621012892069
ACH-000571,-0.561091304599
ACH-000573,-0.59988545056
ACH-000576,-0.450886771996
ACH-000580,-0.876446421127
ACH-000584,-0.626600845151
ACH-000585,-0.42797941816600005
ACH-000588,-0.542865032875
ACH-000589,-0.377364085001
ACH-000591,-0.738229706972
ACH-000593,-0.529660919332
ACH-000600,-0.959179222342
ACH-000601,-0.375173104291
ACH-000604,-0.330316911385
ACH-000605,-0.443291441052
ACH-000606,-0.562454454733
ACH-000608,-0.427519545615
ACH-000614,-0.615767489541
ACH-000616,-0.6727898509810001
ACH-000618,-0.341092732014
ACH-000619,-0.580565067143
ACH-000620,-0.628896500173
ACH-000621,-0.42924261476
ACH-000622,-0.522366157144
ACH-000623,-0.49029713009900006
ACH-000624,-0.438614568559
ACH-000627,-0.232295737745
ACH-000630,-0.430636861606
ACH-000632,-0.506911368317
ACH-000633,-0.323344861729
ACH-000637,-0.411108291333
ACH-000638,-0.277622942474
ACH-000646,-0.763845120277
ACH-000647,-0.462107400639
ACH-000648,-0.7873788941600001
ACH-000649,-0.5696563798309999
ACH-000651,-0.6931400126199999
ACH-000652,-0.452056719603
ACH-000653,-0.380550427689
ACH-000657,-0.50431625764
ACH-000658,-0.506878758548
ACH-000661,-0.637796215338
ACH-000662,-0.60273059554
ACH-000663,-0.36501482685099995
ACH-000665,-0.371845932981
ACH-000671,-0.533551578221
ACH-000673,-0.33223614847
ACH-000676,-0.425521908781
ACH-000677,-0.5668105153490001
ACH-000681,-0.382234514399
ACH-000682,-0.385028180267
ACH-000683,-0.455209352308
ACH-000684,-0.7099546714849999
ACH-000688,-0.6267472588180001
ACH-000693,-0.522638627801
ACH-000694,-0.256718348296
ACH-000695,-0.500688406125
ACH-000696,-0.35526622588600004
ACH-000697,-0.621205801499
ACH-000699,-0.345430163833
ACH-000701,-0.6513873383209999
ACH-000706,-0.58917507978
ACH-000711,-0.364397175576
ACH-000713,-0.566051058773
ACH-000714,-0.465885114436
ACH-000718,-0.41731466864100003
ACH-000720,-0.40328125151699995
ACH-000721,-0.40705116443800005
ACH-000724,-0.465991214229
ACH-000725,-0.485598583035
ACH-000732,-0.395288114936
ACH-000734,-0.466344800153
ACH-000735,-0.386837346806
ACH-000736,-0.493024583939
ACH-000738,-0.485718952259
ACH-000746,-0.293697122506
ACH-000747,-0.507261301611
ACH-000748,-0.829580492679
ACH-000753,-0.507864509722
ACH-000756,-0.7142442103919999
ACH-000757,-0.21962593075999998
ACH-000758,-0.389452094567
ACH-000760,-0.374059173476
ACH-000763,-0.263363090378
ACH-000764,-0.511194966758
ACH-000765,-0.29592556476799997
ACH-000766,-0.6043340817499999
ACH-000767,-0.467757692375
ACH-000768,-0.608169888016
ACH-000769,-0.450337074939
ACH-000770,-0.47529006565
ACH-000771,-0.5354803552090001
ACH-000773,-0.647972598366
ACH-000776,-0.335104934802
ACH-000777,-0.30776095412
ACH-000778,-0.6868543133089999
ACH-000781,-0.401746869576
ACH-000782,-0.342308244881
ACH-000783,-0.5942283497349999
ACH-000784,-0.601723225863
ACH-000785,-0.42370695111
ACH-000787,-0.48128624540299997
ACH-000788,-0.457347690809
ACH-000791,-0.301979157436
ACH-000792,-0.5104507949270001
ACH-000794,-0.43964858011299995
ACH-000796,-0.287330669491
ACH-000799,-0.382929616219
ACH-000800,-0.551778735305
ACH-000802,-0.472166361593
ACH-000804,-0.976510950336
ACH-000805,-0.49420163843500003
ACH-000809,-0.206521522384
ACH-000810,-0.5681324507959999
ACH-000811,-0.288503389592
ACH-000817,-0.5192445612100001
ACH-000819,-0.311879476082
ACH-000820,-0.577827946312
ACH-000821,-0.760384999223
ACH-000822,-0.33695214981
ACH-000823,-0.366104074873
ACH-000824,-0.38998726364200004
ACH-000827,-0.46728694575900004
ACH-000829,-0.546481108679
ACH-000831,-0.477795296299
ACH-000832,-0.297405611242
ACH-000833,-0.556806715099
ACH-000834,-0.49123939632299995
ACH-000835,-0.27808421077100004
ACH-000836,-0.251183525252
ACH-000837,-0.541019626091
ACH-000838,-0.472270380142
ACH-000839,-0.565014004884
ACH-000840,-0.43342623848399997
ACH-000841,-0.366175199868
ACH-000843,-0.38507333452799997
ACH-000846,-0.30328244474300003
ACH-000847,-0.28149483173900003
ACH-000848,-0.278543712191
ACH-000849,-0.766795370555
ACH-000851,-0.601037469965
ACH-000855,-0.5024176127009999
ACH-000856,-0.509652801351
ACH-000858,-0.36829928827299996
ACH-000859,-0.00593619579149
ACH-000861,-0.665109644328
ACH-000862,-0.48398522499700003
ACH-000865,-0.362910211602
ACH-000866,-0.5039752244510001
ACH-000867,-0.46008856082500005
ACH-000869,-0.479882004517
ACH-000872,-0.326016722171
ACH-000873,-0.234047794492
ACH-000876,-0.508885536515
ACH-000878,-0.8002245293420001
ACH-000880,-0.9290122057279999
ACH-000881,-0.492774607871
ACH-000882,-0.276058613742
ACH-000884,-0.231270402115
ACH-000885,-0.7096734437029999
ACH-000887,-0.34826661370300005
ACH-000888,-0.566733170655
ACH-000889,-0.46336467833800005
ACH-000890,-0.526600626382
ACH-000896,-0.35986203241899994
ACH-000898,-0.512325218328
ACH-000900,-0.244309850645
ACH-000901,-0.421595297034
ACH-000905,-0.659581176724
ACH-000906,-0.346661879477
ACH-000907,-0.445400902412
ACH-000910,-0.544339753543
ACH-000911,-0.546362913676
ACH-000912,-0.442213226686
ACH-000913,-0.5468448557500001
ACH-000915,-0.36226312106299996
ACH-000916,-0.49149388132
ACH-000917,-0.240997054428
ACH-000921,-0.596474834814
ACH-000924,-0.585052467319
ACH-000926,-0.563604017892
ACH-000928,-0.445411302743
ACH-000929,-0.519775388054
ACH-000932,-0.310636863295
ACH-000935,-0.55602832323
ACH-000936,-0.43710965156900006
ACH-000937,-0.6915302784559999
ACH-000938,-0.42666335432400004
ACH-000939,-0.193505560532
ACH-000941,-0.37714061196800003
ACH-000943,-0.40751697146300003
ACH-000946,-0.572358340068
ACH-000947,-0.13644383919199998
ACH-000948,-0.505988454422
ACH-000950,-0.542700938787
ACH-000953,-0.519729814074
ACH-000957,-0.33832442291299997
ACH-000958,-0.757513665455
ACH-000960,-0.414632454157
ACH-000963,-0.588497894627
ACH-000968,-0.897350106593
ACH-000969,-0.590960714044
ACH-000973,-0.5413916653999999
ACH-000974,-0.5896128021029999
ACH-000975,-0.304907123057
ACH-000976,-0.427480186194
ACH-000978,-0.479138539201
ACH-000980,-0.465276894036
ACH-000984,-0.40357971695100003
ACH-000986,-0.360444486192
ACH-000988,-0.574269187161
ACH-000993,-0.514953608464
ACH-000994,-0.56964202039
ACH-000996,-0.551003597773
ACH-001001,-0.46813300901999993
ACH-001020,-0.487116580872
ACH-001028,-0.462690085001
ACH-001031,-0.48763594469300003
ACH-001038,-0.519451880533
ACH-001048,-0.40408767664800005
ACH-001050,-0.721275770131
ACH-001053,-0.22243394603100003
ACH-001054,-0.5329053899530001
ACH-001061,-0.505366795034
ACH-001067,-0.7094327202159999
ACH-001075,-0.360132437157
ACH-001096,-0.5999959316210001
ACH-001128,0.460936467674
ACH-001134,-0.309151330527
ACH-001151,-0.527679630526
ACH-001163,-0.62194383497
ACH-001164,-0.80828697338
ACH-001173,-0.261794542668
ACH-001183,-0.363516760854
ACH-001184,-0.488568801006
ACH-001190,-0.492279833732
ACH-001192,-0.367271541891
ACH-001193,-0.324936763772
ACH-001196,-0.419276998287
ACH-001197,-0.340384796571
ACH-001205,-0.399962605714
ACH-001211,-0.804062077525
ACH-001212,-0.444579617469
ACH-001228,-0.527917687646
ACH-001232,-0.619011250203
ACH-001239,-0.7508993653589999
ACH-001274,-0.390941034525
ACH-001275,-0.610878901655
ACH-001277,-0.323532548193
ACH-001278,-0.755475456404
ACH-001280,-0.555096750858
ACH-001283,-0.538663164281
ACH-001289,-0.644944846817
ACH-001295,-0.35889529207099996
ACH-001300,-0.682557122113
ACH-001301,-0.6329647588849999
ACH-001302,-0.504869777093
ACH-001303,-0.6735786057750001
ACH-001306,-0.281499934566
ACH-001318,-0.420153223935
ACH-001322,-0.36746787247699997
ACH-001328,-0.421806110545
ACH-001332,-0.516741743565
ACH-001333,-0.29984115030999997
ACH-001336,-0.659695432316
ACH-001340,-0.645655483751
ACH-001346,-0.41369706116899996
ACH-001353,-0.6281813058429999
ACH-001354,-0.649402616508
ACH-001367,-0.107171254716
ACH-001368,-0.420756376606
ACH-001374,-0.532026518613
ACH-001375,-0.480706653139
ACH-001377,-0.5430812659390001
ACH-001380,-0.38568720832599995
ACH-001391,-0.723226491412
ACH-001407,-0.40350047664899996
ACH-001408,-0.53157225682
ACH-001413,-0.418323669503
ACH-001430,-0.464152627478
ACH-001431,-0.669868796393
ACH-001450,-0.46720849679399995
ACH-001496,-0.305881324545
ACH-001500,-0.18710637827799997
ACH-001521,-0.374725614776
ACH-001523,-0.202128833059
ACH-001532,-0.478808309631
ACH-001536,-0.511326026485
ACH-001550,0.0474756382209
ACH-001552,-0.308950401522
ACH-001554,-0.520895894798
ACH-001645,-0.402434821861
ACH-001654,-0.50892754945
ACH-001715,-0.213187910014
ACH-001735,-0.44122928630900005
ACH-001736,-0.708843151072
ACH-001737,-0.899095931787
ACH-001740,-0.342940046636
ACH-001745,-0.47865997970299995
ACH-001750,-0.37570445642800004
ACH-001765,-0.5411359534719999
ACH-001956,-0.46021423884499996
ACH-001957,-0.536303556779
