,NDNF (79625)
ACH-000004,0.0541842816409
ACH-000007,0.270609569252
ACH-000009,0.0646787836997
ACH-000011,0.04768699655619999
ACH-000012,0.21848100814
ACH-000013,0.169830268677
ACH-000014,0.184659639045
ACH-000015,0.11291018539599999
ACH-000017,-0.0483601597109
ACH-000018,-0.030385752417200002
ACH-000019,0.07435182420610001
ACH-000021,0.052380921307499995
ACH-000022,0.05992700676940001
ACH-000025,0.207642547449
ACH-000028,0.060138411722599996
ACH-000030,0.158604406139
ACH-000035,0.102331095833
ACH-000036,0.041723668051
ACH-000037,0.284649945712
ACH-000039,0.263771162006
ACH-000040,0.177099358893
ACH-000041,0.031082682229900002
ACH-000042,0.07941312694699999
ACH-000045,0.204133676915
ACH-000047,0.140560896994
ACH-000052,0.335721422956
ACH-000053,0.0486487400171
ACH-000054,0.06604546745630001
ACH-000055,0.0646841977358
ACH-000060,0.0615711582619
ACH-000067,0.0232333235476
ACH-000070,0.0339339174688
ACH-000075,0.249520905554
ACH-000078,0.0979961206032
ACH-000082,0.169449452817
ACH-000085,0.059627160700699997
ACH-000086,0.152129050856
ACH-000087,0.320403493982
ACH-000092,-0.00681015983584
ACH-000095,0.170606879099
ACH-000097,0.111767800903
ACH-000098,-0.0282642318089
ACH-000099,0.188449809753
ACH-000108,0.132343294882
ACH-000113,0.19852476267799998
ACH-000115,0.303749730777
ACH-000116,0.0158159938327
ACH-000118,0.119963267203
ACH-000120,0.040358569542400004
ACH-000123,0.0164260499648
ACH-000127,0.12567962772299998
ACH-000128,0.00160026132637
ACH-000132,0.0140199824651
ACH-000133,0.211185008578
ACH-000137,-0.049826754546999995
ACH-000138,0.202779354326
ACH-000142,0.137952050306
ACH-000143,0.322389650849
ACH-000146,0.0967475728788
ACH-000148,0.0440741516813
ACH-000150,0.024434753598000004
ACH-000152,-0.135798941052
ACH-000153,0.0807110278661
ACH-000159,-0.0875588704462
ACH-000160,-0.0687939387045
ACH-000163,0.10772988654000001
ACH-000167,-0.451107889023
ACH-000168,0.206919412341
ACH-000169,0.044610777723000004
ACH-000178,0.10899493592599999
ACH-000182,-0.0373016650646
ACH-000183,0.0575348014515
ACH-000188,0.027388834729900002
ACH-000189,0.44435850185099995
ACH-000190,-0.107977287033
ACH-000198,0.29392196285300004
ACH-000204,0.31764425899
ACH-000206,0.022452610932400002
ACH-000207,0.11443868867000001
ACH-000211,0.11264894695399999
ACH-000215,0.13116692332000002
ACH-000221,0.0631312321059
ACH-000222,0.211119979039
ACH-000223,-0.0490561886427
ACH-000226,0.142790987747
ACH-000227,-0.123026390171
ACH-000228,0.134707251581
ACH-000231,0.114751420534
ACH-000232,0.0322493445272
ACH-000233,0.185038444593
ACH-000234,0.19115488830400001
ACH-000235,0.0427033741809
ACH-000237,0.21616647746800002
ACH-000238,0.087006168522
ACH-000243,0.07835414065839999
ACH-000244,0.249322261332
ACH-000246,0.15687202647
ACH-000248,0.13654023152699998
ACH-000250,-0.0211848388614
ACH-000251,-0.029933536346900002
ACH-000253,0.0273343806537
ACH-000255,0.023103579868299997
ACH-000256,-0.0172221587808
ACH-000257,0.26854702342500003
ACH-000258,0.0758107485689
ACH-000259,0.11245025926100001
ACH-000260,0.00900387299552
ACH-000261,0.162587275031
ACH-000262,-0.11571114255899999
ACH-000263,0.16096478511099999
ACH-000264,-0.0772823134067
ACH-000265,0.009181659660709999
ACH-000266,0.060004675298800006
ACH-000272,0.0983727051502
ACH-000273,-0.12042419591800001
ACH-000274,0.0682970878792
ACH-000277,0.0575430510339
ACH-000278,0.11664400365999998
ACH-000279,0.17776368748
ACH-000280,0.23441167564100002
ACH-000281,-0.09786395163789999
ACH-000288,0.15343631312699998
ACH-000291,0.100777050757
ACH-000293,0.0889582290335
ACH-000294,0.0380751015846
ACH-000295,-0.014161123381100002
ACH-000296,0.202239469237
ACH-000302,0.0298806648305
ACH-000304,0.131266145829
ACH-000307,-0.0553097430095
ACH-000308,0.11832467432299999
ACH-000310,0.18479762135000002
ACH-000311,0.241195255524
ACH-000312,0.0930930246173
ACH-000315,0.18003361415
ACH-000316,-0.305259206383
ACH-000317,0.017525158491599996
ACH-000318,0.11280301156400001
ACH-000319,0.00636676969342
ACH-000320,0.179377324523
ACH-000322,0.039243998031
ACH-000323,0.0161409376714
ACH-000324,0.0283017524687
ACH-000329,-0.00939021541871
ACH-000330,0.112794831778
ACH-000331,0.0179629554934
ACH-000332,0.08705886427760001
ACH-000334,0.217443291123
ACH-000335,-0.163512831296
ACH-000336,-0.144769940305
ACH-000337,-0.18506842213599997
ACH-000339,0.173647350506
ACH-000341,0.268048025997
ACH-000348,0.126337607961
ACH-000350,0.178048601682
ACH-000352,-0.0319819133601
ACH-000356,-0.043987083890699996
ACH-000361,0.17702076305999997
ACH-000362,0.0780980010474
ACH-000363,0.061000290060599996
ACH-000364,0.00181313747179
ACH-000365,0.159027650197
ACH-000366,0.0487023759638
ACH-000368,0.0812922643137
ACH-000374,0.0342446538846
ACH-000375,0.009632515112180001
ACH-000376,0.007054707198720001
ACH-000381,0.33033772305500003
ACH-000383,-0.00642320084127
ACH-000387,0.10937358277300001
ACH-000389,0.06862094601470001
ACH-000390,0.170358365931
ACH-000393,-0.036599528427599996
ACH-000395,0.18308484870900002
ACH-000397,0.17796913032499997
ACH-000401,0.24193728906
ACH-000402,-0.17167726054299998
ACH-000403,0.0904126377353
ACH-000404,0.09052375097889999
ACH-000406,0.10206127801100001
ACH-000407,0.129439892275
ACH-000408,0.123727517261
ACH-000410,0.08602129263
ACH-000411,-0.0346560835236
ACH-000414,0.111210131593
ACH-000415,0.0668636519423
ACH-000416,0.112025196188
ACH-000420,0.0661709233196
ACH-000421,0.0783751784281
ACH-000424,-0.149846666252
ACH-000425,0.07157948970689999
ACH-000426,0.15272055553799999
ACH-000427,0.0964061716211
ACH-000433,0.243267827458
ACH-000436,0.191174997568
ACH-000444,0.18484468278400001
ACH-000445,0.27454681175900003
ACH-000448,0.103573233174
ACH-000450,-0.11518110525999999
ACH-000452,0.113099127825
ACH-000454,0.0105693163232
ACH-000458,0.282413697611
ACH-000459,0.007825827667329999
ACH-000460,0.104006656041
ACH-000461,0.005697033430229999
ACH-000463,0.190680433517
ACH-000464,-0.0296548438225
ACH-000466,0.017721588208999998
ACH-000467,0.225468724818
ACH-000468,0.172479734511
ACH-000469,0.06363244178569999
ACH-000470,-0.0811491549216
ACH-000471,0.20147327296700002
ACH-000472,0.154476224353
ACH-000473,0.168489951144
ACH-000475,0.06844438609430001
ACH-000476,0.047174309793
ACH-000477,-0.0149590899391
ACH-000480,-0.0535480606048
ACH-000481,0.107513872074
ACH-000483,0.193490870376
ACH-000484,0.027427186729299998
ACH-000485,-0.031297737634799996
ACH-000486,0.16780852850400002
ACH-000487,0.170587880822
ACH-000488,0.07013934082239999
ACH-000490,0.104014113627
ACH-000491,0.195486130522
ACH-000495,0.106830633478
ACH-000496,-0.0680028920546
ACH-000499,0.209027346089
ACH-000500,-0.0118224204227
ACH-000502,0.23754532762699998
ACH-000503,-0.11542758573100001
ACH-000505,0.0869696968042
ACH-000507,0.10403370268100001
ACH-000510,0.10229223058499999
ACH-000511,0.14246593889
ACH-000512,0.119169535693
ACH-000516,-0.00805198281354
ACH-000517,0.0625251592638
ACH-000518,0.0228333148235
ACH-000520,-0.134261906669
ACH-000521,0.193146754089
ACH-000522,0.06699158853569999
ACH-000524,0.0676077158043
