,ATP6V1G2 (534)
ACH-000004,0.0121739912336
ACH-000007,-0.22701169254999998
ACH-000009,-0.020088135611599996
ACH-000011,-0.09388548256549999
ACH-000012,-0.0944471260571
ACH-000013,-0.126733656214
ACH-000014,0.0208344268427
ACH-000015,-0.09384719773939999
ACH-000017,-0.0321229662038
ACH-000018,-0.5074976738970001
ACH-000019,0.16375486395
ACH-000021,-0.118112462661
ACH-000022,-0.0902000512795
ACH-000025,-0.11469611300799999
ACH-000028,-0.14958460739600002
ACH-000030,-0.023970657732
ACH-000035,-0.177604410284
ACH-000036,-0.260335280099
ACH-000037,0.0412673156477
ACH-000039,-0.277980114887
ACH-000040,-0.132677285096
ACH-000041,-0.104987314904
ACH-000042,-0.0761168146195
ACH-000045,-0.184203195432
ACH-000047,-0.159763520879
ACH-000052,-0.158838686326
ACH-000053,-0.0525676314057
ACH-000054,-0.06645283055359999
ACH-000055,-0.21751018645700002
ACH-000060,-0.291696868297
ACH-000067,-0.13778738278799998
ACH-000070,-0.258728603936
ACH-000075,-0.250147967797
ACH-000078,0.0426471519412
ACH-000082,-0.0966237337169
ACH-000085,-0.248311198907
ACH-000086,-0.170779694144
ACH-000087,-0.118922755679
ACH-000092,-0.08549539833910001
ACH-000095,-0.010961348250299999
ACH-000097,-0.06681376619400001
ACH-000098,-0.0414224198966
ACH-000099,-0.161227224021
ACH-000108,-0.163493836897
ACH-000113,-0.20047758415
ACH-000115,-0.475920484746
ACH-000116,-0.130344009393
ACH-000118,-0.09918303048810001
ACH-000120,0.043315786788300004
ACH-000123,-0.16370295283199998
ACH-000127,-0.11263586388
ACH-000128,-0.28171518871999995
ACH-000132,-0.36026627728200006
ACH-000133,-0.0413105933054
ACH-000137,-0.157155754055
ACH-000138,-0.0794710591521
ACH-000142,-0.165051243366
ACH-000143,-0.179732238606
ACH-000146,-0.10707208847300001
ACH-000148,0.0036346417934999997
ACH-000150,0.0493323156545
ACH-000152,-0.115137866566
ACH-000153,-0.0660882891708
ACH-000159,-0.0202736357714
ACH-000160,-0.0726520154529
ACH-000163,-0.113622989441
ACH-000167,-0.0178484929787
ACH-000168,-0.0136334917469
ACH-000169,-0.15530600158900001
ACH-000178,-0.150197911331
ACH-000182,0.036132501680800004
ACH-000183,-0.150332425407
ACH-000188,-0.058576685814199995
ACH-000189,-0.335693700613
ACH-000190,-0.178141359371
ACH-000198,-0.17143431699099998
ACH-000204,-0.14440983088
ACH-000206,-0.263975302139
ACH-000207,-0.249038364775
ACH-000211,0.0459794098882
ACH-000215,-0.13920541421
ACH-000221,-0.014156011056899998
ACH-000222,-0.171684395431
ACH-000223,-0.289979730012
ACH-000226,-0.153916710358
ACH-000227,-0.120190156287
ACH-000228,-0.23549061802
ACH-000231,-0.18191372825399998
ACH-000232,0.028447494501099995
ACH-000233,-0.015213531879399998
ACH-000234,0.113532386129
ACH-000235,-0.146412304865
ACH-000237,-0.0734279813057
ACH-000238,-0.269093578309
ACH-000243,-0.0755327104161
ACH-000244,-0.11797942209000001
ACH-000246,-0.136066499951
ACH-000248,-0.268879898194
ACH-000250,-0.255384529883
ACH-000251,-0.21377382240499998
ACH-000253,-0.203319920869
ACH-000255,-0.04836054037359999
ACH-000256,-0.0661792580544
ACH-000257,0.250866561037
ACH-000258,0.005277275201109999
ACH-000259,-0.194903392383
ACH-000260,-0.055670686516199996
ACH-000261,-0.158103891876
ACH-000262,0.026134086209200002
ACH-000263,0.028051954885400004
ACH-000264,-0.07705327762269999
ACH-000265,-0.00651428924654
ACH-000266,-0.198560082972
ACH-000272,-0.138980103636
ACH-000273,-0.40361386726899995
ACH-000274,-0.25378269321400004
ACH-000277,-0.21582413192299998
