,EIF3D (8664)
ACH-000004,-1.48249451959
ACH-000007,-1.3433178428700001
ACH-000009,-1.30663987595
ACH-000011,-1.0018361378899998
ACH-000012,-1.03781520717
ACH-000013,-1.45234590711
ACH-000014,-1.23642689447
ACH-000015,-1.40895812603
ACH-000017,-1.1331035013
ACH-000018,-1.18813372006
ACH-000019,-1.24557663273
ACH-000021,-1.36623428266
ACH-000022,-1.3438160769999998
ACH-000025,-1.42286743652
ACH-000028,-1.15274398636
ACH-000030,-1.1026516185100002
ACH-000035,-1.03115692991
ACH-000036,-1.2258189857700001
ACH-000037,-1.28958085777
ACH-000039,-1.3707076734399999
ACH-000040,-1.4484344457799998
ACH-000041,-0.924895380065
ACH-000042,-0.915938814344
ACH-000045,-1.20582691996
ACH-000047,-1.31933739141
ACH-000052,-1.27767073358
ACH-000053,-1.28504061067
ACH-000054,-1.11497473016
ACH-000055,-1.35696420087
ACH-000060,-1.11595705574
ACH-000067,-1.3008163507700001
ACH-000070,-1.14538388885
ACH-000075,-1.4267688085199999
ACH-000078,-1.53702898134
ACH-000082,-1.1119467289799998
ACH-000085,-0.867991823636
ACH-000086,-0.9740014129629999
ACH-000087,-1.17490264971
ACH-000092,-1.2030441922700001
ACH-000095,-1.1941645764700002
ACH-000097,-1.33778814842
ACH-000098,-1.09568033478
ACH-000099,-1.40263513042
ACH-000108,-1.2164178301100002
ACH-000113,-1.48615367419
ACH-000115,-1.7065063455399998
ACH-000116,-1.17585689301
ACH-000118,-1.3599387945299999
ACH-000120,-1.21751309614
ACH-000123,-1.4636616738600001
ACH-000127,-0.9605758299330001
ACH-000128,-1.19169522085
ACH-000132,-1.6074145392899999
ACH-000133,-1.5070334274200001
ACH-000137,-1.31789695441
ACH-000138,-1.24026541175
ACH-000142,-1.08417064156
ACH-000143,-1.48970563837
ACH-000146,-1.59803263832
ACH-000148,-0.98204452266
ACH-000150,-1.15981425583
ACH-000152,-1.20005981009
ACH-000153,-1.2410924236799998
ACH-000159,-1.20130104019
ACH-000160,-1.28963454978
ACH-000163,-1.32556916682
ACH-000167,-1.41634393241
ACH-000168,-1.2932886157899999
ACH-000169,-1.30571375056
ACH-000178,-1.2548445775900001
ACH-000182,-1.05533204984
ACH-000183,-1.3464233537399999
ACH-000188,-1.1604815726200002
ACH-000189,-1.2637424228799998
ACH-000190,-1.48888963137
ACH-000198,-1.15197012332
ACH-000204,-1.3634800961700002
ACH-000206,-1.3874512812900002
ACH-000207,-1.44776479035
ACH-000211,-0.9736530114040001
ACH-000215,-1.12851058645
ACH-000221,-1.29434723277
ACH-000222,-1.5288498944799997
ACH-000223,-1.3348801726100001
ACH-000226,-1.20826504059
ACH-000227,-1.23813480379
ACH-000228,-1.3159817613
ACH-000231,-1.30167150731
ACH-000232,-1.32985676142
ACH-000233,-1.40533975661
ACH-000234,-1.0516246922399999
ACH-000235,-0.7306343495440001
ACH-000237,-1.5768045170299998
ACH-000238,-1.28936569666
ACH-000243,-1.3812672355899998
ACH-000244,-1.26646433188
ACH-000246,-1.22197027665
ACH-000248,-1.0526200104799999
ACH-000250,-0.985797819384
ACH-000251,-0.8634154111329999
ACH-000253,-1.30316220162
ACH-000255,-1.18027887376
ACH-000256,-1.3754423921599999
ACH-000257,-1.20725829815
ACH-000258,-1.38396284056
ACH-000259,-1.05696933752
ACH-000260,-1.37145715116
ACH-000261,-1.12240853177
ACH-000262,-1.2625635913
ACH-000263,-1.30722670685
ACH-000264,-1.3284879305500001
ACH-000265,-1.13435434282
ACH-000266,-1.29942211923
ACH-000272,-1.1481984068000002
ACH-000273,-1.43612250255
ACH-000274,-1.27366163662
ACH-000277,-1.2908080958200001
ACH-000278,-1.3908246706799998
ACH-000279,-1.18672871485
ACH-000280,-1.11616760448
ACH-000281,-1.24443248311
ACH-000288,-1.09673622757
ACH-000291,-1.59411990146
ACH-000293,-0.868074764956
ACH-000294,-1.7467604809900001
ACH-000295,-1.33709748758
ACH-000296,-1.2971428202
ACH-000302,-1.28601663294
ACH-000304,-1.1438927968000001
ACH-000307,-1.09780569803
ACH-000308,-1.29005925982
ACH-000310,-1.45350838055
ACH-000311,-1.0685068846799999
ACH-000312,-1.2399375050700001
ACH-000315,-1.06979094051
ACH-000316,-1.37250895222
ACH-000317,-0.813060924858
ACH-000318,-0.802203918244
ACH-000319,-1.44412251605
ACH-000320,-1.23318184713
ACH-000322,-1.4774410875400001
ACH-000323,-1.7410915597599999
ACH-000324,-0.8935104113950001
ACH-000329,-1.21553855278
ACH-000330,-1.35301879868
ACH-000331,-1.13199918811
ACH-000332,-1.31930446293
ACH-000334,-1.91206958569
ACH-000335,-1.48704494605
ACH-000336,-1.25046782338
ACH-000337,-1.11827858948
ACH-000339,-1.11974877308
ACH-000341,-1.05946245216
ACH-000348,-1.1623299363200001
ACH-000350,-1.7086471311200002
ACH-000352,-1.4630672775
ACH-000356,-1.43840849965
ACH-000361,-1.06520061506
ACH-000362,-1.33720148941
ACH-000363,-1.48251005558
ACH-000364,-1.0640710152600001
ACH-000365,-1.4379500979
ACH-000366,-1.32014562296
ACH-000368,-1.27026589787
ACH-000374,-1.0105295198
ACH-000375,-0.993547098079
ACH-000376,-1.1546907066
ACH-000381,-1.53680043914
ACH-000383,-1.12943572953
ACH-000387,-1.21636151904
ACH-000389,-1.12416670104
ACH-000390,-1.05767789916
ACH-000393,-1.4803299093
ACH-000395,-1.32143596213
ACH-000397,-1.21382045423
ACH-000401,-1.2931200581
ACH-000402,-1.1693912713799999
ACH-000403,-1.09348778591
ACH-000404,-0.581206544041
ACH-000406,-1.32204671957
ACH-000407,-1.39136994258
ACH-000408,-1.1327068549200001
ACH-000410,-1.35011035035
ACH-000411,-1.02434673915
ACH-000414,-1.29010679361
ACH-000415,-1.03461044482
ACH-000416,-1.19078726283
ACH-000420,-1.22504778289
ACH-000421,-1.3619752582299998
ACH-000424,-1.28696851539
ACH-000425,-1.29649615673
ACH-000426,-1.3088422660799999
ACH-000427,-0.898963621415
ACH-000433,-1.3497628157700001
ACH-000436,-1.0868849831799998
ACH-000444,-0.9715830711560001
ACH-000445,-1.41132014826
ACH-000448,-0.908764586982
ACH-000450,-1.0057390564700002
ACH-000452,-1.03328482177
ACH-000454,-1.2449101550100001
ACH-000458,-1.0840504307799999
ACH-000459,-0.916079990017
ACH-000460,-1.23803067634
ACH-000461,-1.0167519117200001
ACH-000463,-1.37372648368
ACH-000464,-1.09988857792
ACH-000466,-1.2145042114
ACH-000467,-1.19581301195
ACH-000468,-1.26502466787
ACH-000469,-1.0768666572399999
ACH-000470,-1.24526544704
ACH-000471,-1.4002192377899998
ACH-000472,-1.29579130315
ACH-000473,-1.11565284791
ACH-000475,-1.07190615994
ACH-000476,-1.00904202353
ACH-000477,-1.27284566274
ACH-000480,-1.4022245095200003
ACH-000481,-0.8941270109370001
ACH-000483,-1.4349037879799997
ACH-000484,-1.28415745449
ACH-000485,-1.15803077121
ACH-000486,-1.0382788625100001
ACH-000487,-0.9688928649609999
ACH-000488,-1.03175435811
ACH-000490,-1.13026804909
ACH-000491,-1.07884101405
ACH-000495,-1.02349953272
ACH-000496,-1.66421494085
ACH-000499,-1.1776926993999999
ACH-000500,-0.662645824763
ACH-000502,-1.3976298523800001
ACH-000503,-1.20091139358
ACH-000505,-1.5691555253100002
ACH-000507,-0.92746968419
ACH-000510,-1.4161329254799997
ACH-000511,-1.4972349155899998
ACH-000512,-1.13525636158
ACH-000516,-1.04293486686
ACH-000517,-1.48855557381
ACH-000518,-1.18592020355
ACH-000520,-1.29631882821
ACH-000521,-1.18677874484
ACH-000522,-1.14497310873
ACH-000524,-1.46050338472
ACH-000527,-1.32155656034
ACH-000528,-1.21276680134
ACH-000537,-0.8620901864730001
ACH-000541,-1.7003515438799999
ACH-000542,-1.07308098669
ACH-000544,-1.28016196
ACH-000545,-1.25909240244
ACH-000547,-1.30178599665
ACH-000548,-1.1186859247799998
ACH-000549,-1.29026345884
ACH-000550,-1.3485416816
ACH-000552,-1.40557512482
ACH-000556,-1.35056064921
ACH-000557,-1.3979450003
ACH-000570,-1.43646802987
ACH-000571,-1.5554422985
ACH-000573,-1.45556332329
ACH-000576,-1.0889455673100001
ACH-000580,-1.10275263278
ACH-000584,-1.3232749716399999
ACH-000585,-0.857981617471
ACH-000588,-1.2067994255399999
ACH-000589,-0.8188475387190001
ACH-000591,-1.25765183829
ACH-000593,-1.1687456796100002
ACH-000600,-0.916202327918
ACH-000601,-1.3825313469
ACH-000604,-0.890564804898
ACH-000605,-1.19340447165
ACH-000606,-1.01275405703
ACH-000608,-1.78537174898
ACH-000614,-0.640425863819
ACH-000616,-1.32235762009
ACH-000618,-1.4211101875999999
ACH-000619,-1.40759212998
ACH-000620,-0.936051341268
ACH-000621,-1.46274392105
ACH-000622,-1.52262375491
ACH-000623,-1.3611899492299997
ACH-000624,-1.15292287487
ACH-000627,-1.7280759910699999
ACH-000630,-1.0294703692
ACH-000632,-1.14126241162
ACH-000633,-1.49648318459
ACH-000637,-1.35898427322
ACH-000638,-1.0005174666
ACH-000646,-1.11054558803
ACH-000647,-1.2063510904899999
ACH-000648,-0.972633397608
ACH-000649,-1.06179566842
ACH-000651,-1.08573172212
ACH-000652,-1.15866821529
ACH-000653,-1.19123704806
ACH-000657,-1.2942365595799998
ACH-000658,-1.5607090350900001
ACH-000661,-0.952379618114
ACH-000662,-1.38448285563
ACH-000663,-0.99446656297
ACH-000665,-1.26790688553
ACH-000671,-1.39353800765
ACH-000673,-1.17381675927
ACH-000676,-1.41569221466
ACH-000677,-1.48586918356
ACH-000681,-1.32253518572
ACH-000682,-1.39948276736
ACH-000683,-1.4649536059900001
ACH-000684,-0.976516498492
ACH-000688,-1.25681740859
ACH-000693,-1.34183005986
ACH-000694,-1.06080949612
ACH-000695,-1.4349334634200002
ACH-000696,-1.2687301389399999
ACH-000697,-1.4242039437399998
ACH-000699,-1.0967832535200002
ACH-000701,-1.4504679408599999
ACH-000706,-1.2766816703100001
ACH-000711,-1.1996012710700001
ACH-000713,-1.3034107234399999
ACH-000714,-1.5128224695899999
ACH-000718,-1.1471065909
ACH-000720,-1.3541227318399998
ACH-000721,-1.13928191237
ACH-000724,-1.1698504633600002
ACH-000725,-1.75368224747
ACH-000732,-1.32807784284
ACH-000734,-1.2510983147799999
ACH-000735,-1.1325039567
ACH-000736,-1.159232392
ACH-000738,-1.14589511329
ACH-000746,-1.36535191085
ACH-000747,-1.22501342988
ACH-000748,-1.21624950097
ACH-000753,-1.26644617944
ACH-000756,-1.66076017623
ACH-000757,-1.4288187672900001
ACH-000758,-1.1578119811
ACH-000760,-1.1638951476700001
ACH-000763,-1.33436949233
ACH-000764,-1.29959989785
ACH-000765,-1.1939868279299999
ACH-000766,-1.24740535206
ACH-000767,-1.7808067685900002
ACH-000768,-1.0243045805500002
ACH-000769,-1.4306402741
ACH-000770,-1.22488317276
ACH-000771,-1.20420097016
ACH-000773,-1.26892323254
ACH-000776,-1.3875729227200002
ACH-000777,-1.2952377730700002
ACH-000778,-1.29373578459
ACH-000781,-1.18098180085
ACH-000782,-1.0292824015000002
ACH-000783,-1.4418688052700002
ACH-000784,-1.2771516424
ACH-000785,-1.27874514723
ACH-000787,-1.29385289596
ACH-000788,-1.16372292386
ACH-000791,-1.34988081274
ACH-000792,-1.4475004787299999
ACH-000794,-1.19605230883
ACH-000796,-0.945114354872
ACH-000799,-1.29108029989
ACH-000800,-1.01699836869
ACH-000802,-0.873859690064
ACH-000804,-1.07893667606
ACH-000805,-1.35344798898
ACH-000809,-1.23807266883
ACH-000810,-0.7708268145
ACH-000811,-1.35448638102
ACH-000817,-1.04645748288
ACH-000819,-1.1930132253599999
ACH-000820,-1.8770796639900003
ACH-000821,-1.25163734571
ACH-000822,-1.45234258375
ACH-000823,-1.19403329952
ACH-000824,-1.0985588473
ACH-000827,-1.24585714799
ACH-000829,-1.20886098596
ACH-000831,-1.19125120768
ACH-000832,-1.0365868333600001
ACH-000833,-1.73630687676
ACH-000834,-1.14825300285
ACH-000835,-1.71398179437
ACH-000836,-1.3160612357500001
ACH-000837,-1.17420521367
ACH-000838,-0.952610542013
ACH-000839,-1.31536226191
ACH-000840,-1.3438799875799998
ACH-000841,-1.20701288832
ACH-000843,-1.09740993075
ACH-000846,-0.987922585247
ACH-000847,-1.28299021406
ACH-000848,-1.08868503013
ACH-000849,-1.10203581154
ACH-000851,-1.0186998027399998
ACH-000855,-1.3851755217100001
ACH-000856,-1.42361460213
ACH-000858,-1.12100106317
ACH-000859,-1.4670529590799999
ACH-000861,-1.17393953626
ACH-000862,-1.3683601961
ACH-000865,-1.21699785542
ACH-000866,-1.12490483034
ACH-000867,-1.33999504517
ACH-000869,-1.16733131541
ACH-000872,-1.54824185523
ACH-000873,-1.5513224439700002
ACH-000876,-1.32134057235
ACH-000878,-1.46519609007
ACH-000880,-1.000199365
ACH-000881,-1.00654062474
ACH-000882,-1.04678454862
ACH-000884,-1.14242339895
ACH-000885,-1.20455872693
ACH-000887,-1.3284115164399999
ACH-000888,-1.28529806334
ACH-000889,-1.40871528041
ACH-000890,-1.33972751126
ACH-000896,-0.992130564689
ACH-000898,-1.2171694296100002
ACH-000900,-1.4032617947400001
ACH-000901,-1.2256251741600002
ACH-000905,-0.921151111405
ACH-000906,-1.14737793088
ACH-000907,-1.30434249424
ACH-000910,-1.17990786437
ACH-000911,-1.1684859255600002
ACH-000912,-1.26538299916
ACH-000913,-1.51959585819
ACH-000915,-1.10192358483
ACH-000916,-0.562255676312
ACH-000917,-1.02911176482
ACH-000921,-1.14934094923
ACH-000924,-1.38423868974
ACH-000926,-1.5095724192700002
ACH-000928,-0.741582805395
ACH-000929,-1.23775690355
ACH-000932,-1.28597284689
ACH-000935,-1.49944376104
ACH-000936,-1.34676859421
ACH-000937,-1.1711468046200002
ACH-000938,-1.16089327646
ACH-000939,-1.54538666747
ACH-000941,-1.3407387906100001
ACH-000943,-1.20820592558
ACH-000946,-1.33954240383
ACH-000947,-1.08623006999
ACH-000948,-1.31808153871
ACH-000950,-1.0867973309899999
ACH-000953,-1.22382289796
ACH-000957,-1.17173421213
ACH-000958,-1.4520225315600002
ACH-000960,-1.22824116378
ACH-000963,-1.2061473518899999
ACH-000968,-1.25524154281
ACH-000969,-1.2268935273000001
ACH-000973,-1.11325767941
ACH-000974,-1.30931590908
ACH-000975,-1.28986997045
ACH-000976,-1.1168481753100001
ACH-000978,-1.17506890529
ACH-000980,-1.09584046763
ACH-000984,-1.17844493918
ACH-000986,-1.22734948418
ACH-000988,-1.02109998753
ACH-000993,-1.2464376612399999
ACH-000994,-1.4035226470700002
ACH-000996,-1.2900257150299999
ACH-001001,-1.30506962607
ACH-001020,-1.42008317073
ACH-001028,-1.31384814419
ACH-001031,-1.5078133812399999
ACH-001038,-1.0495868556299999
ACH-001048,-1.46739444125
ACH-001050,-0.9161462716490001
ACH-001053,-1.2896200380399998
ACH-001054,-1.03428106997
ACH-001061,-1.1489127834200001
ACH-001067,-0.8324639807879999
ACH-001075,-1.1959634524299998
ACH-001096,-1.1584500894499998
ACH-001128,-1.57987837525
ACH-001134,-1.1500600600700002
ACH-001151,-1.1152930822799998
ACH-001163,-1.1877839874200002
ACH-001164,-1.4277935901499998
ACH-001173,-1.15533574167
ACH-001183,-1.134906618
ACH-001184,-1.33018797966
ACH-001190,-1.3314634611299998
ACH-001192,-1.20002243188
ACH-001193,-1.35327986927
ACH-001196,-1.57508181249
ACH-001197,-1.50523914541
ACH-001205,-1.0
ACH-001211,-1.4511039560299999
ACH-001212,-1.551078919
ACH-001228,-1.5449928621200002
ACH-001232,-1.08871782751
ACH-001239,-1.15580952979
ACH-001274,-1.26905616437
ACH-001275,-1.412084528
ACH-001277,-1.31641971927
ACH-001278,-1.07637918647
ACH-001280,-1.6361276453600002
ACH-001283,-1.29526226691
ACH-001289,-1.3522397532600001
ACH-001295,-1.3656081115600003
ACH-001300,-1.1995667289899998
ACH-001301,-1.01143873868
ACH-001302,-1.45801450641
ACH-001303,-1.26654302832
ACH-001306,-1.03243295729
ACH-001318,-1.15973056643
ACH-001322,-1.4725792921399998
ACH-001328,-0.9433979084999999
ACH-001332,-1.0198778505700001
ACH-001333,-1.21173537475
ACH-001336,-1.02373502382
ACH-001340,-1.3853270710799999
ACH-001346,-1.25081498639
ACH-001353,-1.1635836342399999
ACH-001354,-1.48929122915
ACH-001367,-1.09286549703
ACH-001368,-1.01315726639
ACH-001374,-1.027104387
ACH-001375,-1.51526103914
ACH-001377,-0.9948577927399999
ACH-001380,-1.11852563823
ACH-001391,-1.27733850858
ACH-001407,-1.49874134658
ACH-001408,-1.10954360952
ACH-001413,-1.10595688615
ACH-001430,-1.18556465177
ACH-001431,-1.1988371089299998
ACH-001450,-1.1565004023299998
ACH-001496,-1.3274192215
ACH-001500,-1.39621282946
ACH-001521,-1.34360745561
ACH-001523,-1.07503708194
ACH-001532,-1.41882222845
ACH-001536,-1.21615991604
