,EIF3D (8664)
ACH-001550,-1.35059405835
ACH-001552,-1.19770522768
ACH-001554,-1.28432500039
ACH-001645,-1.2627514629
ACH-001654,-1.12316332324
ACH-001715,-1.47085595822
ACH-001735,-1.4187800161700002
ACH-001736,-1.34489916538
ACH-001737,-0.931845244628
ACH-001740,-1.4668026475
ACH-001745,-1.3439085244600002
ACH-001750,-1.01094973675
ACH-001765,-1.34762667378
ACH-001956,-1.43319040643
ACH-001957,-1.34867188598
