,GINS3 (64785)
ACH-000004,-1.23501568271
ACH-000007,-1.12413920712
ACH-000009,-0.983964874407
ACH-000011,-1.30405741841
ACH-000012,-1.05859690235
ACH-000013,-1.48965853544
ACH-000014,-1.21714849305
ACH-000015,-1.12342382916
ACH-000017,-0.978576162977
ACH-000018,-1.13364865552
ACH-000019,-1.3453730619100002
ACH-000021,-1.1543064891200001
ACH-000022,-1.21524303909
ACH-000025,-1.1302806438
ACH-000028,-1.1818311847399998
ACH-000030,-1.22282728949
ACH-000035,-1.18256751721
ACH-000036,-1.15397179434
ACH-000037,-0.432800476044
ACH-000039,-1.3329853434999999
ACH-000040,-1.17489719248
ACH-000041,-1.0638678825399999
ACH-000042,-1.12648505529
ACH-000045,-1.36524693686
ACH-000047,-1.37034709167
ACH-000052,-0.963450017408
ACH-000053,-1.3677242170200001
ACH-000054,-1.23289293313
ACH-000055,-1.34355631653
ACH-000060,-0.928122027758
ACH-000067,-0.877071144219
ACH-000070,-0.8990035040459999
ACH-000075,-1.1184278602600002
ACH-000078,-1.1666106901200002
ACH-000082,-1.11531189379
ACH-000085,-0.6831086896549999
ACH-000086,-1.1279205643899999
ACH-000087,-1.71692577847
ACH-000092,-1.1940250611499998
ACH-000095,-1.3343376024200002
ACH-000097,-1.30864395769
ACH-000098,-1.5296515471899998
ACH-000099,-1.1891358566399999
ACH-000108,-0.990495415256
ACH-000113,-1.2903374694299998
ACH-000115,-1.97945127308
ACH-000116,-1.24709101538
ACH-000118,-1.22043461627
ACH-000120,-1.01771383747
ACH-000123,-1.09320879014
ACH-000127,-1.1984900323
ACH-000128,-1.30161964518
ACH-000132,-1.30921427438
ACH-000133,-1.20831928788
ACH-000137,-1.20648230652
ACH-000138,-1.19796326065
ACH-000142,-1.14206651876
ACH-000143,-1.27532016073
ACH-000146,-1.21318145773
ACH-000148,-1.28343043263
ACH-000150,-0.944331399551
ACH-000152,-1.32307026905
ACH-000153,-1.5023055296399999
ACH-000159,-1.22403623485
ACH-000160,-1.16385844842
ACH-000163,-1.22871045712
