,MT1G (4495)
ACH-000259,-0.232308535251
ACH-000260,-0.313358389852
ACH-000261,-0.371180206756
ACH-000262,-0.26386274386
ACH-000263,-0.170352034776
ACH-000264,-0.306948852363
ACH-000265,-0.262034290874
ACH-000266,-0.19669028328899998
ACH-000272,-0.116808161018
ACH-000273,-0.09581636859069999
ACH-000274,-0.225362711549
ACH-000277,-0.308047917424
ACH-000278,-0.43475666529299994
ACH-000279,-0.237942326508
ACH-000280,-0.402892910952
ACH-000281,-0.106072522086
ACH-000288,-0.313705270284
ACH-000291,-0.104535365812
ACH-000293,-0.318059460997
ACH-000294,-0.218182364119
ACH-000295,-0.327939966219
ACH-000296,-0.0911709067834
ACH-000302,-0.155441662383
ACH-000304,-0.13401511195399998
ACH-000307,-0.13431075519400001
ACH-000308,-0.365254070441
ACH-000310,-0.0012588247762099999
ACH-000311,-0.235963281185
ACH-000312,-0.179802649883
ACH-000315,-0.477401713878
ACH-000316,-0.286874768141
ACH-000317,-0.234185998869
ACH-000318,-0.302883716688
ACH-000319,-0.38530355133500005
ACH-000320,-0.0511300815398
ACH-000322,-0.207068272365
ACH-000323,-0.359878278918
ACH-000324,-0.473513407262
ACH-000329,-0.368473389785
ACH-000330,-0.191614554921
ACH-000331,-0.36920464361
ACH-000332,-0.18984833577500002
ACH-000334,-0.7056445314800001
ACH-000335,-0.0935271793795
ACH-000336,-0.459102091774
ACH-000337,-0.323884122818
ACH-000339,-0.303563756651
ACH-000341,-0.251986784437
ACH-000348,-0.307440777253
ACH-000350,-0.36562127299900005
ACH-000352,-0.397523863607
ACH-000356,-0.15640084506899998
ACH-000361,-0.16348609251
ACH-000362,-0.23467752526900001
ACH-000363,-0.130408656118
ACH-000364,-0.331655318772
ACH-000365,-0.36876781983499995
ACH-000366,-0.329605255496
ACH-000368,-0.218160853773
ACH-000374,-0.399243460836
ACH-000375,-0.247190462173
ACH-000376,-0.31016361304900003
ACH-000381,-0.324242713195
ACH-000383,-0.399857228041
ACH-000387,-0.332178050366
ACH-000389,-0.28308147056999994
ACH-000390,-0.396133577382
ACH-000393,-0.182966747662
ACH-000395,-0.267061927997
ACH-000397,-0.38697724981700005
ACH-000401,-0.0160429417567
ACH-000402,-0.5393859730889999
ACH-000403,-0.489663830111
ACH-000404,-0.35732619085199996
ACH-000406,-0.185395297073
ACH-000407,-0.120122849044
ACH-000408,-0.0865099598907
ACH-000410,-0.21506667861099998
ACH-000411,-0.136695419211
ACH-000414,-0.206050456778
ACH-000415,-0.24432007503400002
ACH-000416,-0.272607970614
ACH-000420,-0.213225828871
ACH-000421,-0.24585461967799999
ACH-000424,-0.370439831203
ACH-000425,-0.281473248332
ACH-000426,-0.399765070932
ACH-000427,-0.6068221650419999
ACH-000433,-0.0952521871106
ACH-000436,-0.35481600869900004
ACH-000444,-0.240599191694
ACH-000445,-0.175740712852
ACH-000448,-0.133506519665
ACH-000450,-0.249261379124
ACH-000452,-0.170498069841
ACH-000454,-0.14734386263000002
ACH-000458,-0.43549038376500004
ACH-000459,-0.513424607064
ACH-000460,-0.324660370483
ACH-000461,-0.478982813383
ACH-000463,-0.284527973673
ACH-000464,-0.198530436758
ACH-000466,-0.17036418798500003
ACH-000467,-0.316041554284
ACH-000468,-0.213399325879
ACH-000469,-0.414826885386
ACH-000470,-0.424137523425
ACH-000471,-0.238093627864
ACH-000472,-0.22886401469300002
ACH-000473,-0.208895759705
ACH-000475,-0.393396814072
ACH-000476,-0.44234226818899997
ACH-000477,0.0877223148673
ACH-000480,-0.365434041066
ACH-000481,-0.34227717495399995
ACH-000483,-0.142156832389
ACH-000484,-0.28801325832400004
ACH-000485,-0.31725540369800004
ACH-000486,-0.3098995608
ACH-000487,-0.37368547592100004
ACH-000488,-0.555346615511
ACH-000490,-0.24829083249000003
ACH-000491,-0.22031772767299998
ACH-000495,-0.235824051525
ACH-000496,-0.23027132497299999
ACH-000499,-0.223865755298
ACH-000500,-0.38649156266999996
ACH-000502,-0.23296803358000004
ACH-000503,-0.0905915409279
ACH-000505,-0.370515628222
ACH-000507,-0.462529622529
ACH-000510,-0.21570126630199998
ACH-000511,-0.296816664374
ACH-000512,-0.331786950458
ACH-000516,-0.292012852952
ACH-000517,-0.35305396776000003
ACH-000518,-0.454452419809
ACH-000520,-0.597271412836
ACH-000521,-0.267452667338
ACH-000522,-0.442188913359
ACH-000524,-0.295908165997
ACH-000527,-0.327670449385
ACH-000528,-0.177957959443
ACH-000537,-0.647967152307
ACH-000541,-0.743351158284
ACH-000542,-0.413799412512
ACH-000544,-0.334162688586
ACH-000545,-0.321607230396
ACH-000547,-0.013066989910799999
ACH-000548,-0.415638231724
ACH-000549,-0.403843405276
ACH-000550,-0.499512837963
ACH-000552,-0.498123866079
ACH-000556,-0.484164400977
ACH-000557,-0.38485318686
ACH-000570,-0.314710794604
ACH-000571,-0.433333744599
ACH-000573,-0.22188360258099998
ACH-000576,-0.47917114068300004
ACH-000580,-0.17922720221900001
ACH-000584,-0.09405299922560001
ACH-000585,-0.222105129465
ACH-000588,-0.337558692363
ACH-000589,-0.139589870581
ACH-000591,-0.2903296298
ACH-000593,-0.21823865950899998
ACH-000600,-0.14750362831900002
ACH-000601,-0.221965658473
ACH-000604,-0.135847275406
ACH-000605,-0.33606291108400005
ACH-000606,-0.132535754068
ACH-000608,-0.286108040272
ACH-000614,-0.0605005859728
ACH-000616,-0.45604125997
ACH-000618,-0.39955945618600003
ACH-000619,-0.310658069367
ACH-000620,-0.161510825416
ACH-000621,-0.327699261234
ACH-000622,-0.269671327557
ACH-000623,-0.324227666268
ACH-000624,-0.30764757927700004
ACH-000627,-0.217795427773
ACH-000630,-0.297423574192
ACH-000632,-0.325050750563
ACH-000633,-0.247461520227
ACH-000637,-0.10856749387499999
ACH-000638,-0.155414895966
ACH-000646,-0.285447399952
ACH-000647,-0.550271553323
ACH-000648,-0.477163754881
ACH-000649,-0.332632609866
ACH-000651,-0.393288452557
ACH-000652,-0.42510429357600005
ACH-000653,-0.347207079811
ACH-000657,-0.46085509900300003
ACH-000658,-0.31633710458000003
ACH-000661,-0.108147458847
ACH-000662,-0.33041368235999996
ACH-000663,-0.335256597561
ACH-000665,-0.20470978071499998
ACH-000671,-0.36638879378899997
ACH-000673,-0.353220411273
ACH-000676,-0.296503977253
ACH-000677,-0.224398676006
ACH-000681,-0.00905195540733
ACH-000682,-0.0670710889434
ACH-000683,-0.2358588553
ACH-000684,-0.00815665972058
ACH-000688,-0.311315805185
ACH-000693,-0.253409945335
ACH-000694,-0.360730304714
ACH-000695,-0.01849864444
ACH-000696,-0.355162099314
ACH-000697,-0.431007252063
ACH-000699,-0.20616504058899998
ACH-000701,-0.444935950483
ACH-000706,-0.284042763207
ACH-000711,-0.26183939333
ACH-000713,-0.31749286035700003
ACH-000714,-0.293725888547
ACH-000718,-0.179822034707
ACH-000720,-0.416023675332
ACH-000721,-0.35472080327699995
ACH-000724,-0.5580134790519999
ACH-000725,-0.34200511163
ACH-000732,-0.292773394799
ACH-000734,-0.201524992619
ACH-000735,-0.182560398132
ACH-000736,-0.35077377936899995
ACH-000738,-0.532044827753
ACH-000746,-0.286224018565
ACH-000747,-0.356318804564
ACH-000748,-0.307738941217
ACH-000753,-0.317232867438
ACH-000756,-0.192483212209
ACH-000757,-0.169122773755
ACH-000758,-0.517428420937
ACH-000760,-0.279894275966
ACH-000763,-0.575132459801
ACH-000764,-0.565864283344
ACH-000765,0.126505580458
ACH-000766,-0.256020113451
ACH-000767,-0.18796063508299998
ACH-000768,-0.314498272545
ACH-000769,-0.240230932856
ACH-000770,-0.48510143760799995
ACH-000771,-0.12085296376700001
ACH-000773,-0.307004923883
ACH-000776,-0.34890907303900004
ACH-000777,-0.185090497476
ACH-000778,-0.37805342355899996
ACH-000781,-0.113964285552
ACH-000782,-0.39166848664000004
ACH-000783,-0.43114432616899995
ACH-000784,-0.187175965474
ACH-000785,-0.411302855247
ACH-000787,-0.339151079642
ACH-000788,-0.263421395365
ACH-000791,-0.256249283037
ACH-000792,-0.184741145156
ACH-000794,-0.30753917999200003
ACH-000796,-0.20565883927099998
ACH-000799,-0.176542216843
ACH-000800,-0.4679153056
ACH-000802,-0.182411896785
ACH-000804,-0.270676477119
ACH-000805,-0.122289129153
ACH-000809,-0.36723816187700004
ACH-000810,-0.41721586482600004
ACH-000811,-0.342945000668
ACH-000817,-0.8799918200040001
ACH-000819,-0.16568644645800001
ACH-000820,-0.18144414840300002
ACH-000821,-0.605524547037
ACH-000822,-0.223866569606
ACH-000823,-0.31243341398
ACH-000824,-0.341243123959
ACH-000827,-0.23839029422
ACH-000829,-0.357306299534
ACH-000831,-0.371298402731
ACH-000832,-0.33887925962899995
ACH-000833,-0.00599722565932
ACH-000834,-0.424906623933
ACH-000835,-0.278984680079
ACH-000836,-0.376213182139
ACH-000837,0.00453258503454
ACH-000838,-0.0676419916492
ACH-000839,-0.47375280597499997
ACH-000840,-0.38236402847400003
ACH-000841,-0.38667746281
ACH-000843,-0.343031839884
ACH-000846,-0.636181068917
ACH-000847,-0.28956871139
ACH-000848,-0.42087151293999997
ACH-000849,-0.187084823475
ACH-000851,-0.446069106658
ACH-000855,-0.118864563146
ACH-000856,-0.267688749322
ACH-000858,-0.332358137892
ACH-000859,-0.320605631851
ACH-000861,-0.220574811625
ACH-000862,-0.202240545834
ACH-000865,-0.10206513728399999
ACH-000866,-0.273199087115
ACH-000867,-0.328286631233
ACH-000869,-0.260393336508
ACH-000872,-0.505220044149
ACH-000873,-0.0737190395979
ACH-000876,-0.139080090049
ACH-000878,-0.10172425444399999
ACH-000880,-0.300048155556
ACH-000881,-0.19642261158100002
ACH-000882,-0.173974982188
ACH-000884,-0.11529089720699999
ACH-000885,-0.305169413123
ACH-000887,-0.281907672003
ACH-000888,-0.428841984806
ACH-000889,-0.40692294442500004
ACH-000890,-0.253578221686
ACH-000896,-0.19617577513
ACH-000898,-0.41184715335600003
ACH-000900,-0.05643952297569999
ACH-000901,-0.16194404792199998
ACH-000905,-0.342658747798
ACH-000906,-0.172033329413
ACH-000907,-0.23892560373399999
ACH-000910,-0.37578987654299995
ACH-000911,-0.36264326469999997
ACH-000912,-0.363541402558
ACH-000913,-0.235270160132
ACH-000915,-0.50561921009
ACH-000916,-0.486979700735
ACH-000917,-0.186103237221
ACH-000921,-0.404363972148
ACH-000924,-0.37113195653399994
ACH-000926,-0.28667754671100004
ACH-000928,-0.21180823353
ACH-000929,-0.240488752606
ACH-000932,-0.215857021259
ACH-000935,-0.229108865617
ACH-000936,-0.485686280944
ACH-000937,-0.28395009923500003
ACH-000938,-0.297044594053
ACH-000939,-0.604223948494
ACH-000941,-0.3838352087
ACH-000943,-0.336696520657
ACH-000946,-0.343576526773
ACH-000947,-0.20885664183
ACH-000948,-0.23105400911200003
ACH-000950,-0.05725896427780001
ACH-000953,-0.434945929067
ACH-000957,-0.521000123306
ACH-000958,-0.503275944753
ACH-000960,-0.278139217451
ACH-000963,-0.39905676045
ACH-000968,-0.10856685750999999
ACH-000969,-0.362493882467
ACH-000973,-0.298409043026
ACH-000974,-0.290276944774
ACH-000975,-0.293268823136
ACH-000976,-0.32439017034400003
ACH-000978,-0.147184532165
ACH-000980,-0.261436764391
ACH-000984,-0.322747484205
ACH-000986,-0.0557003860784
ACH-000988,-0.24004677542599998
ACH-000993,-0.48224239407499997
ACH-000994,-0.37408118179600003
ACH-000996,-0.252149654668
ACH-001001,-0.392604047134
ACH-001020,-0.042952014514800005
ACH-001028,-0.19242480793400002
ACH-001031,-0.40733665978600003
ACH-001038,-0.264482108213
ACH-001048,-0.24305080031399998
ACH-001050,-0.342631178125
ACH-001053,-0.38053879278499997
ACH-001054,-0.12825671646
ACH-001061,-0.317011983203
ACH-001067,-0.12365357086300001
ACH-001075,-0.276985149993
ACH-001096,-0.34392560765
ACH-001128,-0.46209852673100005
ACH-001134,-0.35001684939499994
ACH-001151,-0.40162533899499997
ACH-001163,-0.37578952260799997
ACH-001164,-0.33159097709
ACH-001173,-0.300768853147
ACH-001183,-0.551962391008
ACH-001184,-0.18208561879299998
ACH-001190,-0.21046233977099998
ACH-001192,-0.238116604978
ACH-001193,-0.330748773887
ACH-001196,-0.388169210078
ACH-001197,-0.224720343977
ACH-001205,-0.227579874084
ACH-001211,-0.352180691972
ACH-001212,-0.147687526683
ACH-001228,-0.33938259751999994
ACH-001232,-0.11984731080600002
ACH-001239,-0.167650510775
ACH-001274,-0.07481803175139999
ACH-001275,-0.18429311162300002
ACH-001277,-0.18109378820500002
ACH-001278,-0.32404873488200003
ACH-001280,-0.549445749964
ACH-001283,-0.375274067843
ACH-001289,-0.18775095048300003
ACH-001295,-0.228888255488
ACH-001300,-0.110253926844
ACH-001301,-0.333715195875
ACH-001302,0.05575780022969999
ACH-001303,-0.0212142067879
ACH-001306,-0.271237572093
ACH-001318,-0.197128540162
ACH-001322,-0.157078042662
ACH-001328,-0.153353325384
ACH-001332,-0.319465931347
ACH-001333,-0.000534187912124
ACH-001336,-0.297829216155
ACH-001340,-0.49316658349799997
ACH-001346,-0.129163406308
ACH-001353,-0.601082952235
ACH-001354,0.053592945708599994
ACH-001367,-0.439524439268
ACH-001368,-0.30345746205699997
ACH-001374,-0.376636588741
ACH-001375,-0.401975967076
ACH-001377,-0.403347141161
ACH-001380,-0.306461065768
ACH-001391,-0.315638469617
ACH-001407,-0.415401350224
ACH-001408,-0.47548430766000005
ACH-001413,-0.168162873854
ACH-001430,-0.33638636093900004
ACH-001431,-0.277430582333
ACH-001450,-0.24677038446
ACH-001496,-0.22137139548
ACH-001500,-0.183083166685
ACH-001521,-0.0256037624072
ACH-001523,-0.312797991193
ACH-001532,-0.143932437785
ACH-001536,-0.204666520451
ACH-001550,-0.5108977391480001
ACH-001552,-0.012041902580399999
ACH-001554,-0.300337625586
ACH-001645,-0.17000460759799998
ACH-001654,-0.33351748589200003
ACH-001715,-0.348306047556
ACH-001735,-0.674213894638
ACH-001736,-0.33054458129000003
ACH-001737,-0.7048259271330001
ACH-001740,-0.294023784805
ACH-001745,-0.221695518048
ACH-001750,-0.218819200302
ACH-001765,-0.174746854569
ACH-001956,-0.313625060835
ACH-001957,-0.405538482959
