,KRIT1 (889)
ACH-000004,0.10370454297000001
ACH-000007,0.228383514521
ACH-000009,-0.023766578075599995
ACH-000011,0.306068656978
ACH-000012,-0.0664208236163
ACH-000013,0.042707368306400005
ACH-000014,0.157381496216
ACH-000015,0.12440438593900001
ACH-000017,-0.14752078183800002
ACH-000018,0.0396117517115
ACH-000019,-0.173971898096
ACH-000021,-0.20152527139100002
ACH-000022,0.023219953153800002
ACH-000025,0.0716642848755
ACH-000028,-0.029135400093200002
ACH-000030,0.0186859149503
ACH-000035,-0.07442652446499999
ACH-000036,-0.11456311265699999
ACH-000037,-0.170119444325
ACH-000039,-0.0150969141111
ACH-000040,0.231223209644
ACH-000041,-0.229358504489
ACH-000042,0.165116639987
ACH-000045,0.09976541187799999
ACH-000047,0.137427120888
ACH-000052,0.255616949411
ACH-000053,-0.0395954630314
ACH-000054,-0.010664720385300001
ACH-000055,-0.124288661186
ACH-000060,0.41491138344800005
ACH-000067,0.14840100106899998
ACH-000070,-0.271950296563
ACH-000075,-0.0547551884343
ACH-000078,-0.046688207323400004
ACH-000082,0.0115257695604
ACH-000085,0.209965613765
ACH-000086,0.0993377507752
ACH-000087,0.053309606996
ACH-000092,-0.08467497428919998
ACH-000095,0.08300762731030001
ACH-000097,-0.109270257685
ACH-000098,0.325181117111
ACH-000099,-0.059069903754900004
ACH-000108,-0.182442950304
ACH-000113,0.0919010904006
ACH-000115,-0.126821728759
ACH-000116,0.111534798403
ACH-000118,-0.04665764451980001
ACH-000120,-0.07702017392539999
ACH-000123,-0.660076957651
ACH-000127,-0.17923491245099998
ACH-000128,-0.09982112309969998
ACH-000132,-0.09710595540269999
ACH-000133,-0.26851708403200003
ACH-000137,0.0939715552099
ACH-000138,-0.0081541937928
ACH-000142,-0.144515735219
ACH-000143,-0.060956553687300005
ACH-000146,0.010707175961799998
ACH-000148,-0.19757754017700002
ACH-000150,0.153032728301
ACH-000152,0.113280458415
ACH-000153,0.055723262630400006
ACH-000159,0.0205141741104
ACH-000160,-0.134325686414
ACH-000163,0.058092157085499994
ACH-000167,0.218930491198
ACH-000168,0.0295447268689
ACH-000169,-0.00896358042445
ACH-000178,0.187181215029
ACH-000182,-0.183846281963
ACH-000183,0.0275424114258
ACH-000188,0.027788027600099997
ACH-000189,0.019709227136200002
ACH-000190,-0.014663463247799999
ACH-000198,-0.155330721619
ACH-000204,-0.14412213699100002
ACH-000206,0.16533870921
ACH-000207,-0.258330122567
ACH-000211,-0.0686705590216
ACH-000215,0.0319770365708
ACH-000221,0.0353596105401
ACH-000222,-0.028520290064500003
ACH-000223,-0.172885326421
ACH-000226,-0.21598193780400002
ACH-000227,-0.0968263594523
ACH-000228,-0.175484098498
ACH-000231,0.0127648243319
ACH-000232,0.0618085674493
ACH-000233,-0.125715529147
ACH-000234,-0.0732276844705
ACH-000235,-0.0826616746357
ACH-000237,-0.0901447148714
ACH-000238,-0.122251863877
ACH-000243,-0.181942445667
ACH-000244,0.0776748220239
ACH-000246,-0.0832032447711
ACH-000248,0.077855073745
ACH-000250,0.0122770930302
ACH-000251,0.11604762103599998
ACH-000253,-0.19699141388900002
ACH-000255,-0.160342094678
ACH-000256,0.0074743479736800005
ACH-000257,-0.281913864637
ACH-000258,0.139843800298
ACH-000259,-0.0331903692875
ACH-000260,0.036116048756199996
ACH-000261,-0.128545790071
ACH-000262,0.0930925883162
ACH-000263,-0.197719952423
ACH-000264,-0.07141495900719999
ACH-000265,0.12305475912799999
ACH-000266,0.11833298291699999
ACH-000272,-0.08034343501180001
ACH-000273,-0.267611260963
ACH-000274,-0.0770666756887
ACH-000277,-0.037573438769199996
ACH-000278,0.00720597143241
ACH-000279,-0.0617201898294
ACH-000280,0.149124599498
ACH-000281,0.0189710863992
ACH-000288,0.127279208361
ACH-000291,-0.0263759501364
ACH-000293,0.10348163541300001
ACH-000294,-0.421500488989
ACH-000295,-0.282283840061
ACH-000296,-0.0771419098538
ACH-000302,0.030367656209
ACH-000304,-0.315802896717
ACH-000307,0.0668190531143
ACH-000308,-0.032325949613200004
ACH-000310,-0.163737087429
ACH-000311,-0.306652501584
