,CDC37L1 (55664)
ACH-000320,0.0838272011763
ACH-000322,-0.0390146491399
ACH-000323,-0.102138104031
ACH-000324,-0.209475743033
ACH-000329,-0.22797511531300002
ACH-000330,0.272340749859
ACH-000331,-0.25646180616
ACH-000332,-0.0418830122195
ACH-000334,-0.0443093295608
ACH-000335,-0.325633864095
ACH-000336,-0.36114214817
ACH-000337,-0.147758472303
ACH-000339,-0.164800832908
ACH-000341,-0.137526069059
ACH-000348,-0.16856876179299998
ACH-000350,-0.033197178425
ACH-000352,-0.0892715191516
ACH-000356,-0.18388900703299998
ACH-000361,0.0300715097939
ACH-000362,-0.200960402329
ACH-000363,-0.040953604
ACH-000364,0.0115040377293
ACH-000365,-0.021179481688900003
ACH-000366,-0.162327468395
ACH-000368,-0.251727760508
ACH-000374,-0.013365998002
ACH-000375,0.153321515835
ACH-000376,-0.0645809552228
ACH-000381,0.0320067528787
ACH-000383,-0.12776365152
ACH-000387,-0.17676840810699998
ACH-000389,-0.18320900854000002
ACH-000390,-0.403516893488
ACH-000393,-0.026069942441699998
ACH-000395,-0.038455964750900004
ACH-000397,-0.36356692678499997
ACH-000401,-0.112652183729
ACH-000402,0.145648247876
ACH-000403,-0.233000382749
ACH-000404,-0.287903659629
ACH-000406,-0.0173067764711
ACH-000407,-0.18506339886
ACH-000408,0.0969837623018
ACH-000410,0.06689714345049999
ACH-000411,-0.404779975611
ACH-000414,-0.122809580008
ACH-000415,-0.09917841741250001
ACH-000416,-0.0545753899237
ACH-000420,-0.176871824127
ACH-000421,-0.015594880590299998
ACH-000424,-0.33743489477099997
ACH-000425,0.0978093125034
ACH-000426,-0.18552049618900002
ACH-000427,-0.152365209306
ACH-000433,-0.0655050780429
ACH-000436,-0.19895657715
ACH-000444,0.010670594432999999
ACH-000445,-0.268106113352
ACH-000448,-0.025994120943900002
ACH-000450,0.0855915744115
ACH-000452,0.018769187832099996
ACH-000454,-0.244911199187
ACH-000458,-0.0476190993951
ACH-000459,-0.116230897368
ACH-000460,-0.13275563716299998
ACH-000461,-0.0158658404577
ACH-000463,-0.10102760050699999
ACH-000464,-0.125946603214
ACH-000466,0.00298597146925
ACH-000467,-0.139894172807
ACH-000468,-0.0707822386603
ACH-000469,0.00156580592523
ACH-000470,-0.00818815597709
ACH-000471,0.113462614794
ACH-000472,-0.11613323683
ACH-000473,0.0451535994561
ACH-000475,-0.251922666298
ACH-000476,-0.256417602432
ACH-000477,0.0964029329075
ACH-000480,-0.254032249732
ACH-000481,-0.0849507939139
ACH-000483,-0.35440556191699996
ACH-000484,-0.517772389623
ACH-000485,-0.377541820595
ACH-000486,-0.1618717223
ACH-000487,-0.405252846457
ACH-000488,-0.163695659522
ACH-000490,-0.0973525619176
ACH-000491,-0.212717597909
ACH-000495,-0.22464541991
ACH-000496,-0.0765132193392
ACH-000499,-0.06086448331730001
ACH-000500,0.552903805908
ACH-000502,-0.125405155612
ACH-000503,-0.11919736395700001
ACH-000505,0.056331308992099996
ACH-000507,-0.289095367472
ACH-000510,0.00455565098092
ACH-000511,-0.025872247076400002
ACH-000512,-0.0020564728027300003
ACH-000516,-0.11145301246099999
ACH-000517,-0.130338762176
ACH-000518,-0.276397311742
ACH-000520,-0.27033222402
ACH-000521,-0.065314950488
ACH-000522,-0.0248429913258
ACH-000524,-0.270003551733
ACH-000527,-0.0741471790467
ACH-000528,-0.08512194698310001
ACH-000537,-0.24014577336999998
ACH-000541,0.0275080019093
ACH-000542,-0.149783393431
ACH-000544,-0.041748708993599996
ACH-000545,-0.00728921575407
ACH-000547,0.0450868516645
ACH-000548,-0.18889288574000002
ACH-000549,-0.19581391645100002
ACH-000550,-0.0625248095524
ACH-000552,-0.0625766317844
ACH-000556,-0.19346400478599998
ACH-000557,-0.0643240969279
ACH-000570,-0.0852025384877
ACH-000571,-0.255019750698
ACH-000573,0.0657162473835
ACH-000576,-0.0668768646381
ACH-000580,-0.07678622848130001
ACH-000584,-0.3143692964
ACH-000585,-0.0725521128678
ACH-000588,0.0494859060939
ACH-000589,-0.0191163655334
ACH-000591,-0.06283438110209999
ACH-000593,-0.0464074048995
ACH-000600,0.0747999353384
ACH-000601,-0.18865975702399998
ACH-000604,0.0571048402938
ACH-000605,-0.12341237975500001
ACH-000606,-0.225180076246
ACH-000608,-0.0667583327611
ACH-000614,-0.170409880431
ACH-000616,-0.031965625142299996
ACH-000618,-0.014777667230000003
ACH-000619,-0.17738981320500002
ACH-000620,-0.107090005376
ACH-000621,-0.0737462503861
ACH-000622,-0.34191894812
ACH-000623,-0.190604323162
ACH-000624,-0.22090207091400002
ACH-000627,0.098256193739
ACH-000630,-0.11756974229499999
ACH-000632,-0.159669269984
ACH-000633,0.0796070591017
ACH-000637,-0.310037101981
ACH-000638,0.10310166052200001
ACH-000646,0.118718214574
ACH-000647,-0.0642468910041
ACH-000648,-0.335498544855
ACH-000649,-0.0790898838529
ACH-000651,-0.17472141612300002
ACH-000652,0.08886776239369999
ACH-000653,-0.40868040668000005
ACH-000657,-0.0906005382111
ACH-000658,-0.0795812037539
ACH-000661,-0.0367700030276
ACH-000662,-0.08147428944139999
ACH-000663,-0.049002162384
ACH-000665,-0.11534049267100001
ACH-000671,0.15488862273600001
ACH-000673,-0.09643078149039999
ACH-000676,-0.0774468571149
ACH-000677,-0.00671986473935
ACH-000681,-0.25806401404
ACH-000682,-0.282507553505
ACH-000683,-0.191521633909
ACH-000684,-0.433786096698
ACH-000688,-0.18172752116399998
ACH-000693,-0.08700218654760002
ACH-000694,-0.10884514955800001
ACH-000695,-0.051085209161400004
ACH-000696,-0.111254811172
ACH-000697,0.0013101895900799999
ACH-000699,-0.255597441016
ACH-000701,0.0266418273287
ACH-000706,-0.054986526594900005
ACH-000711,-0.018335136576900002
ACH-000713,-0.115519917456
ACH-000714,-0.16679643065
ACH-000718,-0.292317823219
ACH-000720,-0.09501317886739999
ACH-000721,0.024480285313599998
ACH-000724,0.0657376806723
ACH-000725,-0.08109740803939999
ACH-000732,0.0472405575729
ACH-000734,-0.0806327235666
ACH-000735,-0.283620192225
ACH-000736,-0.091536844978
ACH-000738,-0.0182503040724
ACH-000746,0.00308823216222
ACH-000747,-0.0483360562775
ACH-000748,-0.11655273196699999
ACH-000753,-0.0909338513222
ACH-000756,-0.366904037205
ACH-000757,-0.172313126311
ACH-000758,-0.0373852792305
ACH-000760,-0.237497147318
ACH-000763,-0.433530653844
ACH-000764,-0.00279314027004
ACH-000765,-0.0570624935271
ACH-000766,-0.16387481576
ACH-000767,-0.0841496481736
ACH-000768,-0.115159776315
ACH-000769,0.0290092137701
ACH-000770,-0.163492448773
ACH-000771,-0.260121603975
ACH-000773,-0.181500977604
ACH-000776,-0.0708524949104
ACH-000777,-0.180041919104
ACH-000778,-0.139573097918
ACH-000781,-0.14332503251700002
ACH-000782,-0.0119087337024
ACH-000783,-0.215078077049
ACH-000784,0.0318183749204
ACH-000785,0.07559590770499999
ACH-000787,-0.08989081165760002
ACH-000788,-0.278926251244
ACH-000791,0.0230957402878
ACH-000792,-0.452382112981
ACH-000794,0.09705717144249999
ACH-000796,-0.0257125323427
ACH-000799,-0.18001690191300002
ACH-000800,-0.0931715050481
ACH-000802,0.117626668654
ACH-000804,-0.215343081416
ACH-000805,-0.0728080098478
ACH-000809,-0.0529745914676
ACH-000810,0.250565640972
ACH-000811,-0.217002735346
ACH-000817,0.193477318704
ACH-000819,-0.212894355204
ACH-000820,-0.41557613222900003
ACH-000821,-0.421425494366
ACH-000822,-0.177389795417
ACH-000823,-0.07184462512060001
ACH-000824,-0.174638407864
ACH-000827,-0.138829622923
ACH-000829,0.0930905145998
ACH-000831,-0.031022133058099997
ACH-000832,-0.0250878879842
ACH-000833,-0.087533662108
ACH-000834,-0.178941313459
ACH-000835,-0.046382618553
ACH-000836,0.045281615278
ACH-000837,-0.0914053785571
ACH-000838,-0.0510006769216
ACH-000839,-0.11245557869
ACH-000840,0.090315807005
ACH-000841,-0.142092810698
ACH-000843,0.0173758503272
ACH-000846,-0.283874083068
ACH-000847,-0.163172582588
ACH-000848,0.0552490399402
ACH-000849,-0.204066456483
ACH-000851,-0.139119055558
ACH-000855,0.09812818227600001
ACH-000856,-0.233733177902
ACH-000858,-0.0336692645249
ACH-000859,-0.34588428482699995
ACH-000861,-0.11731168217599999
ACH-000862,-0.059266438826
ACH-000865,-0.145387661811
ACH-000866,-0.316200481925
ACH-000867,-0.055670017057099994
ACH-000869,-0.18631492989999998
ACH-000872,-0.13523607619
ACH-000873,-0.053436267170199996
ACH-000876,-0.199073999901
ACH-000878,-0.21151599107299998
ACH-000880,0.0896517489943
ACH-000881,-0.200644420074
ACH-000882,-0.10852846370899999
ACH-000884,-0.10926111022500001
ACH-000885,-0.18409872787300002
ACH-000887,-0.13772474941500001
ACH-000888,-0.185468155138
ACH-000889,-0.109428908129
ACH-000890,-0.396040634791
ACH-000896,-0.156746392476
ACH-000898,-0.268925577542
ACH-000900,-0.101895008945
ACH-000901,-0.125379091258
ACH-000905,-0.188001466524
ACH-000906,-0.0797974042905
ACH-000907,-0.404411578478
ACH-000910,0.047300741863099995
ACH-000911,0.0053879223748
ACH-000912,-0.256176612518
ACH-000913,-0.09107078479589999
ACH-000915,-0.015788035184299998
ACH-000916,-0.00209074693602
ACH-000917,-0.022160449944799997
ACH-000921,0.0365619174849
ACH-000924,-0.0512093478816
ACH-000926,-0.17958319844
ACH-000928,0.195868879224
ACH-000929,-0.0278195786401
ACH-000932,-0.0216423410029
ACH-000935,-0.27690818518000004
ACH-000936,-0.265426137015
ACH-000937,-0.252761476079
ACH-000938,0.011267646014799999
ACH-000939,-0.0403112451334
ACH-000941,-0.248102000715
ACH-000943,0.0115551294874
ACH-000946,-0.21706154024399998
ACH-000947,-0.139962476363
ACH-000948,-0.14899343304999998
ACH-000950,0.220040758111
ACH-000953,-0.0072377550709099995
ACH-000957,-0.1594595288
ACH-000958,-0.139332363929
ACH-000960,-0.20293848469300002
ACH-000963,-0.061410614500900004
ACH-000968,-0.0645211836485
ACH-000969,-0.061055604785
ACH-000973,-0.23703092983600002
ACH-000974,-0.149272359592
ACH-000975,-0.08519734584010001
ACH-000976,-0.164177286674
ACH-000978,0.0836182575803
ACH-000980,-0.0638494728753
ACH-000984,-0.122081399886
ACH-000986,-0.042794098111199996
ACH-000988,-0.311150814419
ACH-000993,-0.206512327915
ACH-000994,-0.15474242805500002
ACH-000996,-0.386971861961
ACH-001001,-0.07936437405939999
ACH-001020,-0.200779649042
ACH-001028,0.0022779173623200004
ACH-001031,-0.0377799789975
ACH-001038,-0.240058635469
ACH-001048,-0.28490885169700003
ACH-001050,-0.0712122673257
ACH-001053,-0.00631040248366
ACH-001054,-0.137186706531
ACH-001061,-0.0641287943704
ACH-001067,-0.184940497678
ACH-001075,-0.456923217413
ACH-001096,-0.146867711998
ACH-001128,-0.149394803166
ACH-001134,-0.110634962336
ACH-001151,-0.155213542392
ACH-001163,-0.0434945022996
ACH-001164,-0.123826516622
ACH-001173,-0.159214208317
ACH-001183,0.0657572186084
ACH-001184,-0.228237133911
ACH-001190,-0.262143394037
ACH-001192,-0.248486000654
ACH-001193,-0.122215249141
ACH-001196,-0.224749244693
ACH-001197,-0.337120496795
ACH-001205,-0.25054651500999997
ACH-001211,-0.0112915307914
ACH-001212,0.025397353539499998
ACH-001228,-0.06925340177889999
ACH-001232,-0.272648086239
ACH-001239,-0.09568519916110002
ACH-001274,-0.14611759616699999
ACH-001275,-0.22859329332699999
ACH-001277,-0.314527636126
ACH-001278,0.0272217751711
ACH-001280,-0.437919864491
ACH-001283,-0.247718192211
ACH-001289,-0.14423359648700002
ACH-001295,-0.351239358126
ACH-001300,-0.153776126457
ACH-001301,0.180895998454
ACH-001302,0.08953919387569999
ACH-001303,-0.19071895904800001
ACH-001306,0.09534326908119999
ACH-001318,-0.127709549319
ACH-001322,-0.228278169158
ACH-001328,-0.112442332676
ACH-001332,0.05101513845919999
ACH-001333,-0.00122703139169
ACH-001336,-0.100179873664
ACH-001340,-0.245798200504
ACH-001346,-0.103963602799
ACH-001353,-0.219609726436
ACH-001354,0.10976183188
ACH-001367,-0.184589981618
ACH-001368,-0.164059006872
ACH-001374,-0.203741281402
ACH-001375,-0.18200332601100003
ACH-001377,-0.113547300196
ACH-001380,-0.19670312711500001
ACH-001391,-0.308178905198
ACH-001407,-0.192125149108
ACH-001408,-0.209116371936
ACH-001413,-0.061281411595599994
ACH-001430,-0.612021046674
ACH-001431,0.22853388358899998
ACH-001450,0.011565802321600002
ACH-001496,-0.15722354126399998
ACH-001500,-0.0280139447163
ACH-001521,-0.17187909643399998
ACH-001523,-0.195789465478
ACH-001532,-0.24502923665100002
ACH-001536,-0.113457372456
ACH-001550,-0.0572284874255
ACH-001552,-0.179179651869
ACH-001554,-0.188173743254
ACH-001645,-0.122214240267
ACH-001654,-0.0517267787151
ACH-001715,0.0230626506981
ACH-001735,-0.142274699311
ACH-001736,-0.12833887777699998
ACH-001737,-0.598062477265
ACH-001740,-0.109925758754
ACH-001745,-0.066364430417
ACH-001750,-0.18506508811900002
ACH-001765,-0.188964917512
ACH-001956,-0.10269199996400001
ACH-001957,-0.21408900088
