,NEUROG3 (50674)
ACH-000004,-0.18437135838500002
ACH-000007,-0.29760293578200003
ACH-000009,-0.06789570549719999
ACH-000011,-0.511172247764
ACH-000012,-0.33757137845799995
ACH-000013,-0.34449058092
ACH-000014,-0.332774923435
ACH-000015,-0.374360117614
ACH-000017,-0.36647952824
ACH-000018,-0.347579602162
ACH-000019,-0.147818122981
ACH-000021,-0.149026484761
ACH-000022,-0.395967017743
ACH-000025,-0.377339361818
ACH-000028,-0.297684888653
ACH-000030,-0.530067243054
ACH-000035,-0.36772493473300005
ACH-000036,-0.41448378932700003
ACH-000037,-0.37319149876999996
ACH-000039,-0.17630919669599998
ACH-000040,-0.0809467293157
ACH-000041,-0.43501070505500006
ACH-000042,-0.19898870935199997
ACH-000045,-0.371547454517
ACH-000047,-0.268521241981
ACH-000052,-0.47741467992
ACH-000053,-0.157037566337
ACH-000054,-0.37998426894000004
ACH-000055,-0.481025906394
ACH-000060,-0.629494559705
ACH-000067,-0.569692986661
ACH-000070,-0.308472012021
ACH-000075,-0.390046883274
ACH-000078,-0.232294052558
ACH-000082,-0.350867414369
ACH-000085,-0.37551240464599994
ACH-000086,-0.268226193163
ACH-000087,-0.49764791055
ACH-000092,-0.198125828271
ACH-000095,-0.291658238708
ACH-000097,-0.268282714384
ACH-000098,-0.382676672079
ACH-000099,-0.25797759698399997
ACH-000108,-0.274969417647
ACH-000113,-0.4139289793
ACH-000115,-0.29312353235
ACH-000116,-0.280954079783
ACH-000118,-0.329799455419
ACH-000120,-0.434168684596
ACH-000123,-0.128044685161
ACH-000127,-0.40649590383100004
ACH-000128,-0.394131149074
ACH-000132,-0.34775796021
ACH-000133,-0.387678266693
ACH-000137,-0.328081544547
ACH-000138,-0.278722173789
ACH-000142,-0.23879697987799997
ACH-000143,-0.624347183663
ACH-000146,-0.156631014854
ACH-000148,-0.280176806667
ACH-000150,-0.415980369062
ACH-000152,-0.494803571864
ACH-000153,0.15575779492
ACH-000159,-0.265270808299
ACH-000160,0.0924827866602
ACH-000163,-0.457312388768
ACH-000167,0.275471642114
ACH-000168,-0.20585499335700003
ACH-000169,-0.575295551243
ACH-000178,-0.2867586758
ACH-000182,-0.35916366026
ACH-000183,-0.28377478468600004
ACH-000188,-0.44882281024099996
ACH-000189,-0.313705794499
