,ICT1 (3396)
ACH-000004,-0.174181038349
ACH-000007,-0.420587767715
ACH-000009,-0.42896147148100006
ACH-000011,0.15617459648
ACH-000012,-0.30481362801899997
ACH-000013,-0.342887983099
ACH-000014,-0.415647634286
ACH-000015,-0.536880627416
ACH-000017,-0.49329513272799996
ACH-000018,0.00206123055964
ACH-000019,-0.682026538088
ACH-000021,-0.351675612857
ACH-000022,-0.5727723031399999
ACH-000025,-0.23091102571
ACH-000028,-0.47893487634
ACH-000030,-0.24302575049400002
ACH-000035,-0.346416953145
ACH-000036,0.0601900950314
ACH-000037,-0.504779666884
ACH-000039,-0.286743128535
ACH-000040,-0.045660775888
ACH-000041,-0.232499858342
ACH-000042,-0.302842956434
ACH-000045,-0.589586159762
ACH-000047,-0.5391214241910001
ACH-000052,-0.256567425508
ACH-000053,-0.16899888560100002
ACH-000054,-0.738261476846
ACH-000055,0.131825278869
ACH-000060,-0.38832917013400003
ACH-000067,-0.39050127309199995
ACH-000070,-0.26504478129500003
ACH-000075,-0.305748093905
ACH-000078,-0.24751065854600002
ACH-000082,-0.40571849518799996
ACH-000085,-0.319882450887
ACH-000086,-0.42580676496299996
ACH-000087,-0.29222442429400003
ACH-000092,-0.280555652592
ACH-000095,-0.16473115475199998
ACH-000097,-0.0355072186234
ACH-000098,-0.24271197819899998
ACH-000099,-0.495829256802
ACH-000108,-0.439806458388
ACH-000113,-0.377104650495
ACH-000115,-0.518563674414
ACH-000116,-0.35515103982900004
ACH-000118,-0.63061187167
ACH-000120,-0.375012691215
ACH-000123,-0.598643247843
ACH-000127,-0.427833038419
ACH-000128,-0.38632804530599996
ACH-000132,-0.47984121249300005
ACH-000133,-0.219666418901
ACH-000137,-0.110147442445
ACH-000138,-0.186157104258
ACH-000142,-0.322398029243
ACH-000143,-0.387605619459
ACH-000146,-0.249880860422
ACH-000148,-0.451658900783
ACH-000150,-0.437301378076
ACH-000152,-0.346388343275
ACH-000153,-0.180760755999
ACH-000159,-0.375901310744
ACH-000160,-0.522943043992
ACH-000163,-0.195886010462
ACH-000167,-0.285080129543
ACH-000168,-0.0793857827162
ACH-000169,-0.0285489805253
ACH-000178,-0.129453592673
ACH-000182,-0.19686501958799998
ACH-000183,-0.20509731761
ACH-000188,-0.10522572343699998
ACH-000189,-0.258593797505
ACH-000190,-0.336641044983
ACH-000198,-0.5215807855669999
ACH-000204,-0.290105128408
ACH-000206,-0.36642136933799996
ACH-000207,-0.358105269851
ACH-000211,-0.48845363908399997
ACH-000215,-0.315199585005
ACH-000221,-0.572924179583
ACH-000222,-0.49300800739399997
ACH-000223,-0.36591107847300003
ACH-000226,-0.220876567059
ACH-000227,-0.26268775148699997
ACH-000228,-0.45873179427599997
ACH-000231,-0.075357320076
ACH-000232,-0.39326156930699996
ACH-000233,-0.47585261254199995
ACH-000234,-0.394407319655
ACH-000235,-0.19387042334600002
ACH-000237,-0.0200751996177
ACH-000238,-0.43535090900300005
ACH-000243,-0.242226130304
ACH-000244,-0.19324496186700002
ACH-000246,-0.507523662897
ACH-000248,-0.54735379292
ACH-000250,-0.168145280388
ACH-000251,-0.471560285736
ACH-000253,-0.204218809026
ACH-000255,-0.402650981467
ACH-000256,-0.38835182683499997
ACH-000257,-0.367042795666
ACH-000258,-0.30863745022399997
ACH-000259,-0.7180323590809999
ACH-000260,-0.189461269485
ACH-000261,-0.235065139065
ACH-000262,-0.320466472276
ACH-000263,-0.464981736269
ACH-000264,-0.25753670415999996
ACH-000265,-0.66404122942
ACH-000266,-0.341702711663
ACH-000272,-0.225085813367
ACH-000273,-0.16905582192899998
ACH-000274,-0.304490296552
ACH-000277,-0.702693664056
ACH-000278,-0.19399057272
ACH-000279,-0.22443882301100002
ACH-000280,-0.10743833690099999
ACH-000281,-0.416507081129
ACH-000288,-0.508719947617
ACH-000291,-0.37605427768399996
ACH-000293,-0.552940073885
ACH-000294,0.260052675478
ACH-000295,-0.456340757901
ACH-000296,-0.10685564480599999
ACH-000302,-0.495042430963
ACH-000304,-0.702747903136
ACH-000307,-0.124723224903
ACH-000308,-0.282033271563
ACH-000310,-0.309421404423
ACH-000311,-0.30679246914999997
ACH-000312,-0.27949209582400003
ACH-000315,0.060609629884
ACH-000316,-0.383792099062
ACH-000317,-0.0927764700465
ACH-000318,-0.273968694344
ACH-000319,-0.0508766271407
ACH-000320,-0.135735518314
ACH-000322,-0.34463271778099996
ACH-000323,-0.421767105067
ACH-000324,-0.26530242710499996
ACH-000329,-0.254892637692
ACH-000330,-0.428399572984
ACH-000331,-0.32047951950599995
ACH-000332,-0.20245882191700001
ACH-000334,-0.0309085619967
ACH-000335,0.059905648748500004
ACH-000336,-0.64976862632
ACH-000337,-0.5839110330380001
ACH-000339,-0.238336205389
ACH-000341,-0.40430945914300004
ACH-000348,-0.398929848423
ACH-000350,-0.336727196927
ACH-000352,-0.463328440914
ACH-000356,-0.447324473213
ACH-000361,-0.264310347741
ACH-000362,-0.266430570888
ACH-000363,-0.342543259075
ACH-000364,0.0191228259948
ACH-000365,-0.379748468242
ACH-000366,-0.254171600425
ACH-000368,-0.0532454413381
ACH-000374,-0.349031010556
ACH-000375,-0.356610696738
ACH-000376,-0.45284349367
ACH-000381,-0.313028404802
ACH-000383,-0.334132601028
ACH-000387,-0.309025153462
ACH-000389,-0.201055840451
ACH-000390,-0.406325755542
ACH-000393,-0.0644970387395
ACH-000395,-0.383893567108
ACH-000397,-0.24972273516
ACH-000401,-0.126892216983
ACH-000402,-0.411817253291
ACH-000403,-0.212368279302
ACH-000404,-0.952484921921
ACH-000406,-0.686219074048
ACH-000407,-0.311919670751
ACH-000408,-0.232879513664
ACH-000410,-0.267887156293
ACH-000411,-0.15883532139599998
ACH-000414,-0.510435518365
ACH-000415,-0.38881421352300005
ACH-000416,-0.237095689264
ACH-000420,-0.312217306923
ACH-000421,-0.18524712547400002
ACH-000424,-0.599141448073
ACH-000425,-0.481582051515
ACH-000426,-0.496324824851
ACH-000427,-0.189994157856
ACH-000433,-0.43318856493999996
ACH-000436,-0.46492646166
ACH-000444,-0.215117924168
ACH-000445,-0.45283442360299997
ACH-000448,-0.243948294589
ACH-000450,-1.1842525340999999
ACH-000452,-0.18361933875
ACH-000454,-0.47634390181599995
ACH-000458,-0.169423823616
ACH-000459,-0.647791383982
ACH-000460,-0.13819135946699998
ACH-000461,-0.399185486672
ACH-000463,-0.06400194081050001
ACH-000464,-0.288740425595
ACH-000466,-0.367564291658
ACH-000467,-0.575714516006
ACH-000468,-0.532105515906
ACH-000469,-0.364693717317
ACH-000470,-0.26861286984
ACH-000471,-0.203934301072
ACH-000472,-0.25611539474399997
ACH-000473,-0.139174407125
ACH-000475,-0.42208012689499996
ACH-000476,-0.413810749279
ACH-000477,-0.555044076459
ACH-000480,-0.609756846793
ACH-000481,-0.362117571424
ACH-000483,-0.3750284894
ACH-000484,-0.12167638629000001
ACH-000485,-0.363662264037
ACH-000486,-0.141692549264
ACH-000487,-0.384963313057
ACH-000488,-0.509046051178
ACH-000490,-0.348176601597
ACH-000491,-0.7489260237309999
ACH-000495,0.0600388134654
ACH-000496,-0.330624283036
ACH-000499,-0.6683984967350001
ACH-000500,-0.0959393461005
ACH-000502,-0.233977976956
ACH-000503,-0.223028555185
ACH-000505,-0.243213949673
ACH-000507,-0.683949449472
ACH-000510,-0.360911217308
ACH-000511,-0.09894964170119999
ACH-000512,-0.566814028776
ACH-000516,-0.14919632407400002
ACH-000517,-0.223620995691
ACH-000518,-0.284349387704
ACH-000520,-0.21329578207000002
ACH-000521,-0.535587012251
ACH-000522,-0.43276036200499995
ACH-000524,-0.44879101113200004
ACH-000527,-0.379257673832
ACH-000528,-0.252945579585
ACH-000537,-0.574341504375
ACH-000541,-0.270558675147
ACH-000542,-0.008275868409410001
ACH-000544,-0.191895581843
ACH-000545,-0.455693785261
ACH-000547,-0.393992029049
ACH-000548,-0.0858109114267
ACH-000549,-0.09442362133339999
ACH-000550,-0.21052476730300002
ACH-000552,-0.356735611902
ACH-000556,-0.34843933706600005
ACH-000557,-0.182224209057
ACH-000570,-0.46383815976899995
ACH-000571,-0.433792453649
ACH-000573,-0.31156946562800003
ACH-000576,-0.156013151392
ACH-000580,-0.248932417597
ACH-000584,-0.247981007665
ACH-000585,-0.132885385118
ACH-000588,-0.313263953553
ACH-000589,-0.586261875433
ACH-000591,-0.547222781642
ACH-000593,-0.456749692844
ACH-000600,-0.607007891148
ACH-000601,-0.286842030106
ACH-000604,-0.626784073145
ACH-000605,-0.452591567346
ACH-000606,-0.308109878094
ACH-000608,-0.36801974636699997
ACH-000614,-0.6606396118419999
ACH-000616,-0.15699956395
ACH-000618,-0.39555215926
ACH-000619,-0.17499464158300002
ACH-000620,-0.163666780439
ACH-000621,-0.21334996402399997
ACH-000622,-0.111440412369
ACH-000623,-0.368244283635
ACH-000624,-0.159546396263
ACH-000627,-0.333593297314
ACH-000630,-0.593613330851
ACH-000632,-0.36449784677
ACH-000633,-0.729152522507
ACH-000637,-0.562078101638
ACH-000638,-0.024189050414299997
ACH-000646,-0.728091203996
ACH-000647,-0.5821044897950001
ACH-000648,-0.223605558502
ACH-000649,-0.162846390722
ACH-000651,-0.6014602758259999
ACH-000652,-0.513600052043
ACH-000653,-0.49914783233099996
ACH-000657,-0.40751575913000004
ACH-000658,-0.274893461378
ACH-000661,-0.39372207345700005
ACH-000662,-0.7346429917120001
ACH-000663,-0.198743460104
ACH-000665,-0.154647478044
ACH-000671,-0.443332387105
ACH-000673,-0.19994707258900002
ACH-000676,-0.658376316686
ACH-000677,-0.7871817738600001
ACH-000681,-0.496577502126
ACH-000682,-0.191242742115
ACH-000683,-0.36805820232
ACH-000684,-0.112184925619
ACH-000688,-0.488428942691
ACH-000693,-0.694827392015
ACH-000694,-0.344029624719
ACH-000695,-0.147858389
ACH-000696,-0.15421068408
ACH-000697,-0.43108208128799996
ACH-000699,-0.4765075476899999
ACH-000701,-0.33655014790700005
ACH-000706,-0.393202092512
ACH-000711,-0.135859089803
ACH-000713,-0.0962763493722
ACH-000714,-0.16756281099099998
ACH-000718,-0.246303799461
ACH-000720,-0.38739318426200003
ACH-000721,-0.217714747149
ACH-000724,-0.110800682181
ACH-000725,-0.34445769450999997
ACH-000732,-0.381529324467
ACH-000734,-0.379155833694
ACH-000735,-0.193665009607
ACH-000736,-0.100234911497
ACH-000738,-0.410926753601
ACH-000746,-0.569364278267
ACH-000747,-0.528556362255
ACH-000748,-0.169888682392
ACH-000753,-0.260344231767
ACH-000756,-0.246487808677
ACH-000757,-0.591786456864
ACH-000758,-0.428121264609
ACH-000760,-0.495587467545
ACH-000763,-0.261228957013
ACH-000764,-0.207653140958
ACH-000765,-0.362146089825
ACH-000766,-0.426712160084
ACH-000767,-0.510566902198
ACH-000768,-0.22421248213000003
ACH-000769,-0.193345737679
ACH-000770,-0.2012455506
ACH-000771,-0.353862059236
ACH-000773,-0.0931686844084
ACH-000776,-0.20920118239399998
ACH-000777,-0.211166468419
ACH-000778,-0.29755698977
ACH-000781,-0.29961535349199997
ACH-000782,-0.317084862736
ACH-000783,-0.12746278709699999
ACH-000784,-0.7565825660079999
ACH-000785,-0.34469561166900003
ACH-000787,-0.35499307295500004
ACH-000788,-0.441338609243
ACH-000791,-0.409051063883
ACH-000792,-0.045114260136400006
ACH-000794,-0.19925758966200002
ACH-000796,-0.0594672675604
ACH-000799,-0.22817408097199998
ACH-000800,-0.766556225318
ACH-000802,-0.385242092552
ACH-000804,-0.383068274556
ACH-000805,-0.40726763623499995
ACH-000809,-0.471724136149
ACH-000810,-0.266188942158
ACH-000811,-0.24112960829799998
ACH-000817,-0.269271527716
ACH-000819,-0.12544180222
ACH-000820,-0.599417090832
ACH-000821,-0.028558170634400002
ACH-000822,-0.35183747968400003
ACH-000823,-0.284135386459
ACH-000824,-0.103205644903
ACH-000827,-0.120362806081
ACH-000829,-0.034996788358400005
ACH-000831,-0.5619144600320001
ACH-000832,-0.297245594051
ACH-000833,-0.627665578375
ACH-000834,-0.49904657500699995
ACH-000835,-0.18336678790199998
ACH-000836,-0.158450618758
ACH-000837,-0.317293239417
ACH-000838,-0.156934319062
ACH-000839,-0.337317585007
ACH-000840,-0.486488325085
ACH-000841,-0.35470101830899997
ACH-000843,-0.404730111537
ACH-000846,-0.300071538315
ACH-000847,-0.40269183921400004
ACH-000848,-0.24669266563
ACH-000849,-0.40441548239200004
ACH-000851,-0.040399592247300005
ACH-000855,-0.876131737488
ACH-000856,-0.49506818571
ACH-000858,-0.572864634543
ACH-000859,-0.35666641578900005
ACH-000861,-0.25239659308699997
ACH-000862,-0.647688902817
ACH-000865,-0.207038259165
ACH-000866,-0.14257808314
ACH-000867,-0.29124007384
ACH-000869,-0.491734310887
ACH-000872,-0.412147190888
ACH-000873,-0.19110330536200001
ACH-000876,-0.5351243843379999
ACH-000878,-0.125169087274
ACH-000880,-0.0796509088063
ACH-000881,-0.477638569698
ACH-000882,-0.62653062376
ACH-000884,-0.5423668743150001
ACH-000885,-0.638637022334
ACH-000887,-0.37004304772200003
ACH-000888,-0.354166112505
ACH-000889,-0.529743211225
ACH-000890,-0.287591250291
ACH-000896,-0.242488318266
ACH-000898,-0.56830658379
ACH-000900,-0.673130361136
ACH-000901,-0.25561270362
ACH-000905,-0.241054144806
ACH-000906,-0.33809988401
ACH-000907,-0.544317946283
ACH-000910,-0.378265903079
ACH-000911,-0.527732708807
ACH-000912,-0.115616233105
ACH-000913,-0.38873469917
ACH-000915,-0.26452819909200004
ACH-000916,-0.280535329402
ACH-000917,-0.24962064594900002
ACH-000921,-0.487712719373
ACH-000924,-0.578640602064
ACH-000926,-0.14486927076199999
ACH-000928,-0.45165014369499995
ACH-000929,-0.48723418853699996
ACH-000932,-0.640753721069
ACH-000935,-0.49307543328000003
ACH-000936,-0.543052409103
ACH-000937,-0.150267634348
ACH-000938,-0.34494438510700004
ACH-000939,-0.40513451253
ACH-000941,-0.453934898459
ACH-000943,-0.6978867089759999
ACH-000946,-0.33891925500799996
ACH-000947,-0.459951964478
ACH-000948,-0.375063654617
ACH-000950,-0.485700048111
ACH-000953,-0.239544501556
ACH-000957,-0.25982240312399996
ACH-000958,-0.355631429063
ACH-000960,-0.303840009307
ACH-000963,-0.201126321264
ACH-000968,-0.787557075175
ACH-000969,-0.259236949103
ACH-000973,-0.00945060276046
ACH-000974,-0.293474605385
ACH-000975,-0.705631631184
ACH-000976,-0.14608041039
ACH-000978,-0.739290196197
ACH-000980,-0.534824284078
ACH-000984,-0.0871282759096
ACH-000986,-0.26942083883900003
ACH-000988,-0.213855118561
ACH-000993,-0.0603843208936
ACH-000994,-0.584555644717
ACH-000996,-0.507766718564
ACH-001001,-0.425509500938
ACH-001020,-0.298325356971
ACH-001028,-0.47540188766999997
ACH-001031,-0.441582001223
ACH-001038,-0.402308107925
ACH-001048,-0.11152791198699999
ACH-001050,-0.201387245105
ACH-001053,-0.175200830464
ACH-001054,-0.349480064192
ACH-001061,-0.34105783759400005
ACH-001067,-0.303816419859
ACH-001075,-0.355968653397
ACH-001096,-0.404895360148
ACH-001128,-0.609332484188
ACH-001134,-0.250404724475
ACH-001151,-0.10183455735300001
ACH-001163,-0.52548236349
ACH-001164,-0.273572307889
ACH-001173,-0.567245896128
ACH-001183,-0.282891431427
ACH-001184,-0.14901725287999998
ACH-001190,-0.434801389946
ACH-001192,-0.17979674689599998
ACH-001193,0.0388707316549
ACH-001196,-0.24796991024
ACH-001197,-0.292604790239
ACH-001205,-0.295203629837
ACH-001211,-0.133127451486
ACH-001212,-0.06507632980240001
ACH-001228,-0.33245011202799996
ACH-001232,-0.364751111096
ACH-001239,-0.6790396542720001
ACH-001274,-0.39784174729099997
ACH-001275,-0.6927412550450001
ACH-001277,-0.184198639577
ACH-001278,-0.6418919477699999
ACH-001280,-0.182671814273
ACH-001283,-0.23394025535799998
ACH-001289,-0.294553136239
ACH-001295,-0.176930890398
ACH-001300,-0.26638144965
ACH-001301,-0.185473286104
ACH-001302,-0.36544386759099995
ACH-001303,-0.113964151227
ACH-001306,-0.18768555663
ACH-001318,-0.750780546619
ACH-001322,-0.158215690405
ACH-001328,-0.315844634899
ACH-001332,-0.553232395596
ACH-001333,-0.593912206991
ACH-001336,-0.231748027931
ACH-001340,-0.117778596993
ACH-001346,-0.20754276514800002
ACH-001353,-0.0652820886045
ACH-001354,-0.335293670549
ACH-001367,-0.7215330419410001
ACH-001368,-0.40806879554700004
ACH-001374,0.200319256771
ACH-001375,0.016336407491099998
ACH-001377,-0.476503242798
ACH-001380,-0.560647528904
ACH-001391,-0.44255798041199995
ACH-001407,-0.209023561985
ACH-001408,-0.0360053629814
ACH-001413,-0.27438416537300003
ACH-001430,-0.179320802952
ACH-001431,-0.124761556457
ACH-001450,-0.439591426238
ACH-001496,-0.286895519752
ACH-001500,-0.927172231955
ACH-001521,-0.478442402565
ACH-001523,-0.7249187901880001
ACH-001532,-0.440489752901
ACH-001536,-0.29154138317899997
ACH-001550,-0.606408906618
ACH-001552,-0.6283366273600001
ACH-001554,-0.41090621159400004
ACH-001645,-0.310785178573
ACH-001654,-0.24688374016800002
