,LMBRD1 (55788)
ACH-000004,0.15938705925799998
ACH-000007,0.0384420291519
ACH-000009,0.0941789004542
ACH-000011,0.00393370775153
ACH-000012,0.10053574833699999
ACH-000013,0.0686423263377
ACH-000014,-0.17214207466899997
ACH-000015,0.114617292299
ACH-000017,0.0229024462624
ACH-000018,0.209768813917
ACH-000019,-0.207418575105
ACH-000021,0.193942350639
ACH-000022,0.14836939741900002
ACH-000025,0.06868782875
ACH-000028,0.131294853521
ACH-000030,0.130311861924
ACH-000035,0.209033084487
ACH-000036,0.0923207425912
ACH-000037,0.38049138553499995
ACH-000039,0.33882453833099996
ACH-000040,0.000181733797461
ACH-000041,0.228239134138
ACH-000042,0.09231544824539999
ACH-000045,0.32701998961999995
ACH-000047,0.30670362623
ACH-000052,-0.1409742888
ACH-000053,0.08067343316980001
ACH-000054,0.130958075453
ACH-000055,0.13734505112700002
ACH-000060,0.05354375808569999
ACH-000067,-0.0176035496838
ACH-000070,-0.00893545186975
ACH-000075,0.08522220392799999
ACH-000078,0.250646228988
ACH-000082,0.00457735287092
ACH-000085,-0.0618935677759
ACH-000086,0.11051085729900001
ACH-000087,0.066613992373
ACH-000092,-0.0388144102006
ACH-000095,0.158891561492
ACH-000097,-0.09352032004930001
ACH-000098,0.12147496502
ACH-000099,0.200955407494
ACH-000108,0.25370119936700003
ACH-000113,0.009735663615649998
ACH-000115,0.142162904982
ACH-000116,0.176915116099
ACH-000118,0.20164008280600001
ACH-000120,0.278060760295
ACH-000123,0.26973327273200004
ACH-000127,0.0737039797428
ACH-000128,0.17155733896699998
ACH-000132,0.06744806762490001
ACH-000133,0.17624887278700002
ACH-000137,0.0762225546967
ACH-000138,0.0114161370831
ACH-000142,0.17846582194000002
ACH-000143,0.177689647289
ACH-000146,0.181654115825
ACH-000148,-0.049322604399499995
ACH-000150,0.0833805350932
ACH-000152,-0.05932515571409999
ACH-000153,-0.21077617090999998
ACH-000159,-0.026349150452299998
ACH-000160,0.0938129821091
ACH-000163,0.225485467315
ACH-000167,0.246700763361
ACH-000168,0.109661941672
ACH-000169,0.202500005671
ACH-000178,0.0204885369985
ACH-000182,-0.0318151446232
ACH-000183,0.060323690352800004
ACH-000188,0.117505189898
ACH-000189,0.12353089701600001
ACH-000190,-0.0561593927382
ACH-000198,-0.0687134847423
ACH-000204,0.164350383297
ACH-000206,0.0572359836443
ACH-000207,0.0557705240654
ACH-000211,-0.042795724031100005
ACH-000215,0.23749055389600002
ACH-000221,0.10099102672499999
ACH-000222,0.275391103057
ACH-000223,0.0593360610671
ACH-000226,-0.018978854185799997
ACH-000227,0.116637135223
ACH-000228,-0.044787017219000004
ACH-000231,0.191355904947
ACH-000232,0.147130294715
ACH-000233,0.022856242403599996
ACH-000234,0.270809846906
ACH-000235,0.0958789071283
ACH-000237,0.0529311737756
ACH-000238,0.0197482094548
ACH-000243,0.078681930764
ACH-000244,0.236434935005
ACH-000246,-0.061072857209400006
ACH-000248,0.026001203064200003
ACH-000250,0.057248877621
ACH-000251,0.0291984393863
ACH-000253,-0.0017322950543699998
ACH-000255,0.00860365300674
ACH-000256,0.156772556818
ACH-000257,0.243854855988
ACH-000258,0.175858197786
ACH-000259,0.139278117137
ACH-000260,0.11243787428200001
ACH-000261,0.0941402545389
ACH-000262,0.195735458429
ACH-000263,0.0919924790449
ACH-000264,0.0420221862009
ACH-000265,0.26368311485999996
ACH-000266,0.16027418729
ACH-000272,0.052171240641599996
ACH-000273,-0.0325407042674
ACH-000274,0.040695132022500004
ACH-000277,-0.0423524401731
ACH-000278,0.08862497151389999
ACH-000279,-0.0560083954516
ACH-000280,-0.0536781493309
ACH-000281,0.367070245999
ACH-000288,0.258473969497
ACH-000291,-0.05192042753980001
ACH-000293,-0.0240396924632
ACH-000294,0.195632948301
ACH-000295,-0.071766608192
ACH-000296,0.11655595971100001
ACH-000302,-0.0472417481036
ACH-000304,0.22348883762
ACH-000307,0.0805475946555
ACH-000308,-0.0057836564182999995
ACH-000310,0.250151521177
ACH-000311,-0.0804181144448
ACH-000312,0.229549409704
ACH-000315,0.08501405568160002
ACH-000316,0.165688622195
ACH-000317,0.005004050095109999
ACH-000318,-0.17247400577999997
ACH-000319,0.086944031615
ACH-000320,-0.132361327236
ACH-000322,0.0230109986031
ACH-000323,-0.059436597714400005
ACH-000324,-0.0338200145557
ACH-000329,0.10591019701
ACH-000330,0.289821283386
ACH-000331,-0.0679081238749
ACH-000332,0.168008260309
ACH-000334,-0.0370517862689
ACH-000335,-0.12544288283900001
ACH-000336,-0.144866070653
ACH-000337,0.16660356110400001
ACH-000339,0.11390686571900001
ACH-000341,0.217755630191
ACH-000348,0.07138104775200001
ACH-000350,0.10599497656099999
ACH-000352,0.015089735398600002
ACH-000356,0.3896707591
ACH-000361,-0.057894994344800006
ACH-000362,0.259245410318
ACH-000363,-0.0622025368876
ACH-000364,0.0644333320487
ACH-000365,0.0918158077462
ACH-000366,0.0809694025836
ACH-000368,0.224526624127
ACH-000374,0.199901891193
ACH-000375,-0.0406313064719
ACH-000376,0.12438225903899999
ACH-000381,0.333873302634
ACH-000383,0.00719215923694
ACH-000387,0.18225972670200002
ACH-000389,0.209745661028
