,HCRTR1 (3061)
ACH-000004,-0.574889214876
ACH-000007,-0.550098257372
ACH-000009,-0.48344694481399997
ACH-000011,-0.32005426764899997
ACH-000012,-0.395533837948
ACH-000013,-0.39969189128
ACH-000014,-0.455504369571
ACH-000015,-0.44378141057899995
ACH-000017,-0.441144814389
ACH-000018,-0.567612869369
ACH-000019,-0.7032432664049999
ACH-000021,-0.34221165478
ACH-000022,-0.401115272278
ACH-000025,-0.43085940283299995
ACH-000028,-0.46214783257299996
ACH-000030,-0.410614460697
ACH-000035,-0.596394249254
ACH-000036,-0.437363871689
ACH-000037,-0.403605264881
ACH-000039,-0.631746945937
ACH-000040,-0.692961695669
ACH-000041,-0.19648814676100002
ACH-000042,-0.455798174938
ACH-000045,-0.47373901200400004
ACH-000047,-0.5178708271570001
ACH-000052,-0.554952696474
ACH-000053,-0.483815209494
ACH-000054,-0.47697243061399996
ACH-000055,-0.404092736225
ACH-000060,-0.501065681205
ACH-000067,-0.566633241212
ACH-000070,-0.40418077794699997
ACH-000075,-0.977027795414
ACH-000078,-0.538941715627
ACH-000082,-0.730913494041
ACH-000085,-0.6155356776049999
ACH-000086,-0.470166757547
ACH-000087,-0.498405664559
ACH-000092,-0.654029497589
ACH-000095,-0.587482356163
ACH-000097,-0.444548359494
ACH-000098,-0.553980746649
ACH-000099,-0.435524776153
ACH-000108,-0.567047146234
ACH-000113,-0.7718065390819999
ACH-000115,-0.546809896021
ACH-000116,-0.42960680902599996
ACH-000118,-0.344217678045
ACH-000120,-0.45949796336000004
ACH-000123,-0.489272941325
ACH-000127,-0.518385817751
ACH-000128,-0.565815329149
ACH-000132,-0.446895695591
ACH-000133,-0.59503772409
ACH-000137,-0.5535992473929999
ACH-000138,-0.47571185323
ACH-000142,-0.8125053610690001
ACH-000143,-0.41905015141400004
ACH-000146,-0.178236456621
ACH-000148,-0.373864412306
ACH-000150,-0.675979325445
ACH-000152,-0.648360148269
ACH-000153,-0.34878974222900005
ACH-000159,-0.567152443834
ACH-000160,-0.403373127787
ACH-000163,-0.49505766571000004
ACH-000167,-0.196248525385
ACH-000168,-0.527451797179
ACH-000169,-0.501946406494
ACH-000178,-0.491533319495
ACH-000182,-0.337558414807
ACH-000183,-0.677978919991
ACH-000188,-0.6216910169250001
ACH-000189,-0.8742511942669999
ACH-000190,-0.0719323422288
ACH-000198,-0.635903659983
ACH-000204,-0.608514197254
ACH-000206,-0.326605628235
ACH-000207,-0.161499923422
ACH-000211,-0.44786665179499996
ACH-000215,-0.465398646405
ACH-000221,-0.45132739831
ACH-000222,-0.474972225934
ACH-000223,-0.6015404409489999
ACH-000226,-0.361429732852
ACH-000227,-0.628693472881
ACH-000228,-0.611187783682
ACH-000231,-0.46408778364200004
ACH-000232,-0.307072566915
ACH-000233,-0.43079082056199997
ACH-000234,-0.780315629413
ACH-000235,-0.497277881927
