,GLTSCR1L (23506)
ACH-000004,-0.0361009919498
ACH-000007,0.0682867468118
ACH-000009,0.038442526838800006
ACH-000011,0.278884066845
ACH-000012,-0.171459138783
ACH-000013,-0.0800498672213
ACH-000014,0.13282607916
ACH-000015,-0.0183034075634
ACH-000017,-0.049187915360300004
ACH-000018,-0.17361950361900003
ACH-000019,-0.0352503557187
ACH-000021,0.09642533653799999
ACH-000022,0.00840011834303
ACH-000025,0.0554056877549
ACH-000028,-0.051547208489
ACH-000030,0.011416449811
ACH-000035,-0.24004338302900002
ACH-000036,0.446331877191
ACH-000037,0.022961549586099996
ACH-000039,-0.16328321288
ACH-000040,0.0731009444617
ACH-000041,-0.07321834060639999
ACH-000042,-0.033394966901700004
ACH-000045,0.18978649177
ACH-000047,-0.131282774498
ACH-000052,0.0605678196435
ACH-000053,-0.231151317481
ACH-000054,0.0548795319704
ACH-000055,-0.013362749053700001
ACH-000060,0.19187904974599998
ACH-000067,0.130412584355
ACH-000070,-0.0051772788596
ACH-000075,0.319305496849
ACH-000078,0.025985552256
ACH-000082,-0.008110294994510001
ACH-000085,-0.0207044512336
ACH-000086,0.1007190426
ACH-000087,0.0880916473342
ACH-000092,0.17530618579100002
ACH-000095,-0.0395521630712
ACH-000097,0.023167883950799998
ACH-000098,-0.0793391261995
ACH-000099,-0.0302586620265
ACH-000108,-0.0675917036621
ACH-000113,-0.100467251053
ACH-000115,-0.048566589974600005
ACH-000116,-0.0535176685618
ACH-000118,-0.029572427645099996
ACH-000120,-0.17506277146699997
ACH-000123,0.024304550890900004
ACH-000127,-0.0171754144515
ACH-000128,0.145061279188
ACH-000132,-0.0209420885369
ACH-000133,0.147135601497
ACH-000137,-0.003163069064
ACH-000138,-0.0321565369526
ACH-000142,-0.130937811043
ACH-000143,-0.023506333336400002
ACH-000146,0.0718327062237
ACH-000148,0.12155247614800001
ACH-000150,0.342278704987
ACH-000152,-0.0189769897531
ACH-000153,-0.00834602260205
ACH-000159,0.113866233093
ACH-000160,-0.025527543309599998
ACH-000163,0.103613117553
ACH-000167,0.10725513326500001
ACH-000168,-0.0631531164209
ACH-000169,-0.0577207157167
ACH-000178,0.09107429748130001
ACH-000182,-0.0342799519029
ACH-000183,0.11098808662599999
ACH-000188,0.232905792567
ACH-000189,0.282134161963
ACH-000190,-0.00495677191783
ACH-000198,0.0632256770038
ACH-000204,0.17480568053
ACH-000206,-0.0911714597212
ACH-000207,-0.0420341050543
ACH-000211,0.12693936978700002
ACH-000215,0.0894091305895
ACH-000221,0.047721502300399996
ACH-000222,-0.014798288789600001
ACH-000223,-0.0254708159413
ACH-000226,-0.0673324351781
ACH-000227,0.0234691289346
ACH-000228,-0.044276073440899996
ACH-000231,-0.0039340741891900005
ACH-000232,0.164042994184
ACH-000233,-0.190789447909
