,STRN3 (29966)
ACH-000004,-0.472876088363
ACH-000007,-0.239146051842
ACH-000009,-0.290050055698
ACH-000011,-0.226835728032
ACH-000012,-0.184450995334
ACH-000013,-0.207634897703
ACH-000014,-0.36767735105800003
ACH-000015,-0.12145914310900001
ACH-000017,-0.31255792934300003
ACH-000018,-0.226803483989
ACH-000019,-0.34117410087899996
ACH-000021,-0.27558154990600003
ACH-000022,-0.141010120366
ACH-000025,-0.364303976084
ACH-000028,-0.311835006635
ACH-000030,-0.293101777887
ACH-000035,-0.27008917956
ACH-000036,-0.187458063931
ACH-000037,-0.317728311679
ACH-000039,-0.220414647341
ACH-000040,-0.320031878569
ACH-000041,-0.21037810669799997
ACH-000042,-0.23399534589600002
ACH-000045,-0.262301580598
ACH-000047,-0.43896777132299997
ACH-000052,-0.342289008696
ACH-000053,-0.18732294261399998
ACH-000054,-0.423757736565
ACH-000055,-0.22395885334399998
ACH-000060,-0.721200887037
ACH-000067,-0.476573897948
ACH-000070,-0.47155817090700003
ACH-000075,-0.205134231249
ACH-000078,-0.12072049072100001
ACH-000082,-0.360904311247
ACH-000085,-0.45015668443400003
ACH-000086,-0.386792924717
ACH-000087,-0.212623228891
ACH-000092,-0.337403395989
ACH-000095,-0.35386504825099996
ACH-000097,-0.1605079958
ACH-000098,-0.244866741825
ACH-000099,-0.236805371263
ACH-000108,-0.197273136002
ACH-000113,-0.182169576399
ACH-000115,-0.373673823626
ACH-000116,-0.287091935221
ACH-000118,-0.334784604035
ACH-000120,-0.09456674451199999
ACH-000123,-0.316866766003
ACH-000127,-0.18074840342700002
ACH-000128,-0.23554575243099998
ACH-000132,-0.306835681749
ACH-000133,-0.579226392385
ACH-000137,-0.289699738596
ACH-000138,-0.485150943323
ACH-000142,-0.35145918467799997
ACH-000143,-0.196070894085
ACH-000146,-0.243466875777
ACH-000148,-0.298227875339
ACH-000150,-0.109111703475
ACH-000152,-0.39509204484399996
ACH-000153,-0.0484530220451
