,APOPT1 (84334)
ACH-000004,-0.0792340097612
ACH-000007,-0.024335709168500003
ACH-000009,-0.06912771676969999
ACH-000011,0.00357051122356
ACH-000012,-0.0887927670256
ACH-000013,-0.19640071756299998
ACH-000014,0.180119494992
ACH-000015,-0.138096936103
ACH-000017,-0.143428996051
ACH-000018,-0.253619376483
ACH-000019,-0.360104195163
ACH-000021,0.0694320557554
ACH-000022,-0.0167766011163
ACH-000025,-0.0149320024149
ACH-000028,-0.15062194227700001
ACH-000030,0.0328117409342
ACH-000035,0.0547661910606
ACH-000036,-0.0704736883835
ACH-000037,-0.125393891758
ACH-000039,-0.179974776534
ACH-000040,-0.245830290762
ACH-000041,-0.187940372212
ACH-000042,-0.10668829320800001
ACH-000045,-0.08581714877149998
ACH-000047,-0.109452335336
ACH-000052,0.0916464836532
ACH-000053,-0.216504036263
ACH-000054,-0.0976427842555
ACH-000055,-0.222621265184
ACH-000060,-0.22529473963899999
ACH-000067,-0.0448303719877
ACH-000070,0.0376178177586
ACH-000075,-0.39086928358499995
ACH-000078,-0.17355496093800002
ACH-000082,-0.276658192533
ACH-000085,-0.0314866645788
ACH-000086,-0.046223456517199994
ACH-000087,-0.14402225536
ACH-000092,-0.113991044211
ACH-000095,-0.321332420484
ACH-000097,-0.371864306873
ACH-000098,-0.234187542334
ACH-000099,-0.109932172159
ACH-000108,-0.0193025101389
ACH-000113,-0.207954818153
ACH-000115,-0.159983180005
ACH-000116,-0.23870998124200002
ACH-000118,-0.0797289660612
ACH-000120,-0.077985834719
ACH-000123,0.12547171023
ACH-000127,-0.127683805816
ACH-000128,-0.111296660301
ACH-000132,-0.0595935248644
ACH-000133,-0.210958705862
ACH-000137,0.00202961426589
ACH-000138,-0.0906215160122
ACH-000142,-0.108022410179
ACH-000143,-0.0988438864699
ACH-000146,-0.0716929026595
ACH-000148,-0.195444596592
ACH-000150,-0.285635053357
ACH-000152,-0.182862749744
ACH-000153,0.225209870575
ACH-000159,-0.0391708796241
ACH-000160,-0.241453811745
ACH-000163,-0.365105464544
ACH-000167,0.0508974206886
ACH-000168,-0.14507721886
ACH-000169,-0.165285140762
ACH-000178,-0.181673691452
ACH-000182,0.0494608569324
ACH-000183,-0.111720978387
ACH-000188,0.00491401768021
ACH-000189,-0.24198977468600003
ACH-000190,-0.163962044808
ACH-000198,-0.22544406189599997
ACH-000204,-0.195116459696
ACH-000206,-0.267566837613
ACH-000207,-0.35726879861500005
ACH-000211,-0.254595976141
ACH-000215,-0.164376270705
ACH-000221,-0.24762487322299997
ACH-000222,-0.096331629264
ACH-000223,0.007619814713459999
ACH-000226,-0.10799843452999999
ACH-000227,0.114074103254
ACH-000228,-0.0699989612725
ACH-000231,-0.10988437332699999
ACH-000232,-0.0531606380663
