,SGCA (6442)
ACH-000004,-0.310553295282
ACH-000007,-0.020615935363
ACH-000009,-0.446042887543
ACH-000011,-0.43113053137900004
ACH-000012,-0.409266859332
ACH-000013,-0.30825726786999996
ACH-000014,0.18067757422800002
ACH-000015,-0.0620793032032
ACH-000017,-0.25485282355
ACH-000018,-0.33113880476700003
ACH-000019,-0.296345761635
ACH-000021,-0.34214977596900004
ACH-000022,-0.24048085960299997
ACH-000025,-0.18533112545400002
ACH-000028,-0.33037846379700003
ACH-000030,-0.275856921933
ACH-000035,-0.283555869643
ACH-000036,-0.118234306315
ACH-000037,0.146308735299
ACH-000039,-0.245938171102
ACH-000040,0.0196863314596
ACH-000041,-0.160016547749
ACH-000042,-0.40935967492799996
ACH-000045,-0.30177189340300004
ACH-000047,-0.34203991229599995
ACH-000052,-0.471315670338
ACH-000053,-0.25030231900600003
ACH-000054,-0.280470573268
ACH-000055,-0.303949664213
ACH-000060,-0.14603034880000001
ACH-000067,-0.399623833918
ACH-000070,0.0450879675306
ACH-000075,-0.07125766903280001
ACH-000078,-0.57814999433
ACH-000082,-0.11343003914699999
ACH-000085,-0.270013869056
ACH-000086,-0.26934032362300003
ACH-000087,-0.139011594639
ACH-000092,-0.42289748497699997
ACH-000095,-0.28408288171
ACH-000097,-0.28610239209000005
ACH-000098,-0.23206330206
ACH-000099,-0.32875290665999995
ACH-000108,-0.275276258941
ACH-000113,-0.22914687524
ACH-000115,-0.0419571084599
ACH-000116,-0.334699771281
ACH-000118,-0.207363263057
ACH-000120,-0.482558932799
ACH-000123,-0.326320455362
ACH-000127,-0.11056663383899999
ACH-000128,-0.178483071193
ACH-000132,-0.24389491877099997
ACH-000133,-0.000619903651298
ACH-000137,-0.128957180374
ACH-000138,-0.47699760333700003
ACH-000142,-0.438208264599
ACH-000143,-0.40265827945200006
ACH-000146,-0.045266787775600004
ACH-000148,-0.174693796967
ACH-000150,-0.415958445967
ACH-000152,-0.245205879918
ACH-000153,0.137050552731
ACH-000159,-0.343612891752
ACH-000160,-0.283328835254
ACH-000163,-0.338869857572
ACH-000167,0.00474272045421
ACH-000168,-0.415837577113
ACH-000169,-0.254321845022
ACH-000178,-0.15739911864199999
ACH-000182,-0.0751251986882
ACH-000183,0.0908482330853
ACH-000188,-0.469585761086
ACH-000189,-0.34534727377700003
ACH-000190,-0.168462706375
ACH-000198,-0.14987831228700002
ACH-000204,-0.160508724459
ACH-000206,0.148538244755
ACH-000207,-0.253952739082
ACH-000211,-0.224988691992
ACH-000215,-0.20111102753600002
ACH-000221,-0.12735426673
ACH-000222,-0.35945752252400004
ACH-000223,-0.066528346424
ACH-000226,-0.451598005616
ACH-000227,-0.31818193590599997
ACH-000228,-0.321290555745
ACH-000231,-0.22666709270100002
ACH-000232,-0.127805127518
ACH-000233,-0.36414858551
ACH-000234,-0.379292857037
ACH-000235,-0.22484624616999999
ACH-000237,-0.22829665485800002
ACH-000238,-0.38091200861100005
ACH-000243,-0.458343233022
ACH-000244,-0.156508128946
ACH-000246,-0.29537109215199997
ACH-000248,-0.220385701323
ACH-000250,-0.404731768478
ACH-000251,-0.155424829772
ACH-000253,-0.22771380338599997
ACH-000255,-0.16428869868899998
ACH-000256,-0.541332065671
ACH-000257,-0.363068714734
ACH-000258,-0.32012180596
ACH-000259,-0.250622063038
ACH-000260,-0.20271153979200002
ACH-000261,-0.0716074482629
ACH-000262,-0.0275104744466
ACH-000263,0.0452547001798
ACH-000264,-0.274223481511
ACH-000265,-0.21479476203
ACH-000266,-0.281762522117
ACH-000272,-0.18667113088399998
ACH-000273,-0.314875539183
ACH-000274,-0.312195768059
ACH-000277,-0.5477717698899999
ACH-000278,-0.305547247623
ACH-000279,-0.156737637773
ACH-000280,-0.296797059224
ACH-000281,-0.289533146262
ACH-000288,-0.274174540722
ACH-000291,-0.144733465568
ACH-000293,-0.368124651558
ACH-000294,-0.31624170276999997
ACH-000295,-0.290651840269
ACH-000296,-0.16309625862299998
ACH-000302,-0.143263814685
ACH-000304,0.268664342718
ACH-000307,-0.242764237663
ACH-000308,-0.31633223066
ACH-000310,-0.353801677534
ACH-000311,-0.17506580888300002
ACH-000312,-0.346167664335
ACH-000315,-0.17655074932700002
ACH-000316,-0.224596264355
ACH-000317,-0.128106672562
ACH-000318,-0.146221448742
ACH-000319,-0.149064648502
ACH-000320,-0.113341511315
ACH-000322,-0.395220188383
ACH-000323,-0.41747163867799997
ACH-000324,-0.17762472551800002
ACH-000329,-0.09819220941839998
ACH-000330,-0.330679718139
ACH-000331,-0.273183036826
ACH-000332,-0.262211149831
ACH-000334,-0.39104558050099997
ACH-000335,-0.09680081503070001
ACH-000336,-0.13926473424799998
ACH-000337,-0.21381206893
ACH-000339,-0.240428213974
ACH-000341,-0.157949956457
ACH-000348,-0.209396310796
ACH-000350,-0.350637601446
ACH-000352,-0.23134296152800002
ACH-000356,-0.245944211504
ACH-000361,-0.00712464871651
ACH-000362,-0.232838863442
ACH-000363,-0.241732684309
ACH-000364,-0.109401123365
ACH-000365,-0.160515146406
ACH-000366,-0.115313674289
ACH-000368,-0.0710232975543
ACH-000374,-0.0385867518631
ACH-000375,-0.0512767501397
ACH-000376,-0.280617059981
ACH-000381,-0.33570002280199995
ACH-000383,-0.301602451775
ACH-000387,-0.12080604670499999
ACH-000389,-0.599102782391
