,PEAR1 (375033)
ACH-000004,0.123509856993
ACH-000007,-0.355985237554
ACH-000009,-0.282732555572
ACH-000011,-0.217484785272
ACH-000012,-0.24541934925500003
ACH-000013,-0.191907386081
ACH-000014,-0.406794359094
ACH-000015,-0.0650197030345
ACH-000017,-0.20267297631499998
ACH-000018,-0.0972815711822
ACH-000019,-0.160968140733
ACH-000021,-0.314826427899
ACH-000022,-0.328721202682
ACH-000025,-0.0928721179614
ACH-000028,-0.288129078316
ACH-000030,-0.12571100824200002
ACH-000035,-0.196001474217
ACH-000036,-0.209819639908
ACH-000037,0.014515874710200001
ACH-000039,-0.036787038665300004
ACH-000040,-0.20532999614
ACH-000041,0.00454055613408
ACH-000042,-0.05180747550530001
ACH-000045,-0.16940937193
ACH-000047,-0.21537551573199998
ACH-000052,-0.24716155116799998
ACH-000053,-0.27945103222600004
ACH-000054,-0.190616391056
ACH-000055,-0.248988801549
ACH-000060,-0.16212505372400002
ACH-000067,0.061219706505000006
ACH-000070,-0.115723299897
ACH-000075,-0.0318842735422
ACH-000078,-0.264190690616
ACH-000082,-0.08128467620360001
ACH-000085,-0.134006185012
ACH-000086,-0.38422188148
ACH-000087,0.100847903935
ACH-000092,-0.332981847299
ACH-000095,-0.08585647375870001
ACH-000097,-0.24187956337699998
ACH-000098,-0.167151477493
ACH-000099,-0.100150020415
ACH-000108,-0.0504089539545
ACH-000113,-0.07777606101139999
ACH-000115,-0.128205027634
ACH-000116,-0.0666055598381
ACH-000118,-0.07915985992539999
ACH-000120,-0.235140913295
ACH-000123,-0.147252082576
ACH-000127,-0.126642436595
ACH-000128,-0.156465375994
ACH-000132,-0.182966708414
ACH-000133,0.13367187979800002
ACH-000137,-0.16530102476
ACH-000138,-0.0584111375637
ACH-000142,-0.186918030258
ACH-000143,0.0443574698923
ACH-000146,-0.266214363208
ACH-000148,-0.295536104218
ACH-000150,-0.10485213357699999
ACH-000152,-0.0655679872131
ACH-000153,-0.22737809758699998
ACH-000159,-0.136685944104
ACH-000160,-0.0337939974499
ACH-000163,-0.33976271077
ACH-000167,-0.31038461442
ACH-000168,-0.08967929071399999
ACH-000169,-0.213892205521
ACH-000178,-0.0679783908701
ACH-000182,-0.165996698083
ACH-000183,0.00882497436775
ACH-000188,-0.03841490642980001
ACH-000189,-0.509418771533
ACH-000190,0.0731327514826
ACH-000198,-0.126660392016
ACH-000204,-0.127045126427
ACH-000206,-0.230280289018
ACH-000207,-0.011062354888899999
ACH-000211,-0.141660090345
ACH-000215,-0.21075916786899998
ACH-000221,-0.157905023327
ACH-000222,-0.194024488468
ACH-000223,-0.06163819580580001
ACH-000226,-0.250917399624
ACH-000227,-0.0114565251815
ACH-000228,-0.448278980212
ACH-000231,-0.210362181993
ACH-000232,-0.238425728839
ACH-000233,-0.021977321785
ACH-000234,-0.21972712107099998
ACH-000235,-0.26799001185800003
ACH-000237,-0.16689907661599998
ACH-000238,-0.0645735475684
ACH-000243,-0.140310157262
ACH-000244,-0.248364705408
ACH-000246,-0.10553354366800001
ACH-000248,0.030060638202900003
ACH-000250,-0.149602759179
ACH-000251,-0.103251845528
ACH-000253,-0.151594432239
ACH-000255,-0.13977863604000001
ACH-000256,-0.12094568825799999
ACH-000257,-0.30662907956700003
ACH-000258,-0.169370369568
ACH-000259,-0.218798219394
ACH-000260,-0.23524498917199999
ACH-000261,-0.0554679332845
ACH-000262,0.035049076735999996
ACH-000263,-0.27591552953000004
ACH-000264,-0.494219392631
ACH-000265,-0.082836289769
ACH-000266,-0.146215519481
ACH-000272,-0.317261069989
ACH-000273,-0.22108012301399999
ACH-000274,0.036194742518800005
ACH-000277,-0.15753361688200002
ACH-000278,-0.0236017632201
ACH-000279,0.00203615370553
ACH-000280,-0.158550069003
ACH-000281,-0.325571932997
ACH-000288,-0.286365795302
ACH-000291,-0.026574188784500002
ACH-000293,0.032166686522400005
ACH-000294,-0.0543732474034
ACH-000295,-0.313308177626
ACH-000296,-0.160996505
ACH-000302,0.00339485635646
ACH-000304,0.00112387438435
ACH-000307,-0.17623525339200002
ACH-000308,-0.170419990091
ACH-000310,-0.25303414010499997
ACH-000311,-0.15077852771400002
ACH-000312,-0.30208019601
ACH-000315,0.008356560346109999
ACH-000316,-0.00837117562036
ACH-000317,-0.135819267484
ACH-000318,-0.31977636485399996
ACH-000319,-0.0370624538618
ACH-000320,-0.300681391978
ACH-000322,-0.13668789095699999
ACH-000323,-0.168350455876
ACH-000324,-0.122201011008
ACH-000329,-0.179757903177
ACH-000330,-0.154796029694
ACH-000331,-0.04214557276869999
ACH-000332,-0.138455739547
ACH-000334,-0.162629235708
ACH-000335,-0.07336275794449999
ACH-000336,-0.163578981825
ACH-000337,-0.40837272983999995
ACH-000339,-0.159878004463
ACH-000341,0.017854657039299997
ACH-000348,-0.210279780214
ACH-000350,-0.44686701935900003
ACH-000352,-0.289811180813
ACH-000356,-0.388495411016
ACH-000361,-0.022883713369800003
ACH-000362,-0.0430674775318
ACH-000363,-0.119845900881
ACH-000364,-0.0807797897567
ACH-000365,-0.162906865369
ACH-000366,-0.19266785811
ACH-000368,-0.253148069219
ACH-000374,-0.248917077531
ACH-000375,-0.28723307125799996
ACH-000376,-0.15771236226500002
ACH-000381,-0.142875335302
ACH-000383,-0.262409242929
ACH-000387,-0.200677158025
ACH-000389,-0.109959733738
ACH-000390,-0.20560284648200003
ACH-000393,-0.05861030595530001
ACH-000395,-0.202454248376
ACH-000397,-0.24279552336100002
ACH-000401,-0.16203159735300002
ACH-000402,-0.158250640464
ACH-000403,-0.256473851315
ACH-000404,-0.588274392181
ACH-000406,-0.186024654167
ACH-000407,-0.248611072981
ACH-000408,-0.169058760574
ACH-000410,-0.12641709574999999
ACH-000411,-0.0834059827123
ACH-000414,-0.140219273624
ACH-000415,-0.18475303230700002
ACH-000416,-0.165340512554
ACH-000420,-0.0908656558443
ACH-000421,-0.292116906035
ACH-000424,0.0209605356397
ACH-000425,-0.159230893121
ACH-000426,-0.47284934151600005
ACH-000427,0.12870047977
ACH-000433,-0.112424126581
ACH-000436,-0.512796747491
ACH-000444,-0.045701329588199995
ACH-000445,-0.147850030869
ACH-000448,-0.0839333664026
ACH-000450,-0.0727679657878
ACH-000452,-0.049539570603199995
ACH-000454,-0.27979386704500003
ACH-000458,-0.257913318813
ACH-000459,-0.10354579227600001
ACH-000460,-0.11004710787000001
ACH-000461,-0.11523012436899999
ACH-000463,-0.17425362557100002
ACH-000464,0.0682067686788
ACH-000466,-0.288073793292
ACH-000467,-0.36052201449199994
ACH-000468,-0.437658331821
ACH-000469,-0.0594331279535
ACH-000470,0.023121275525700005
ACH-000471,0.420853058635
ACH-000472,-0.0924813943627
ACH-000473,-0.204492589519
ACH-000475,-0.212590325579
ACH-000476,-0.11106677239900001
ACH-000477,-0.261918447982
ACH-000480,-0.279161586813
ACH-000481,-0.259702861192
ACH-000483,-0.176999400911
ACH-000484,-0.357763930784
ACH-000485,-0.154805280889
ACH-000486,-0.296419930072
ACH-000487,-0.2516802804
ACH-000488,-0.07215972062760001
ACH-000490,-0.000957083010455
ACH-000491,-0.160555926289
ACH-000495,-0.37201584171499996
ACH-000496,-0.10737491803600001
ACH-000499,-0.145006634059
ACH-000500,-0.655709923819
ACH-000502,-0.20095031560600002
ACH-000503,0.0661176366916
ACH-000505,-0.281057607077
ACH-000507,-0.156244038048
ACH-000510,-0.204269407305
ACH-000511,-0.09484145319219998
ACH-000512,-0.00724064737508
ACH-000516,-0.174309942439
ACH-000517,-0.190654567749
ACH-000518,-0.106081953311
ACH-000520,-0.157869856645
ACH-000521,-0.300599508965
ACH-000522,-0.0558316558306
ACH-000524,-0.17904156968199997
ACH-000527,-0.14652692193800002
ACH-000528,-0.240679021129
ACH-000537,-0.252897723047
ACH-000541,0.0401348653537
ACH-000542,-0.0678937175211
ACH-000544,-0.12402166769000002
ACH-000545,-0.295956152623
ACH-000547,-0.386889138656
ACH-000548,-0.176750088442
ACH-000549,-0.21347584871800002
ACH-000550,-0.11770636499399999
ACH-000552,-0.375685365949
ACH-000556,-0.400448487388
ACH-000557,-0.26309699310400003
ACH-000570,-0.123394242699
ACH-000571,-0.224472361846
ACH-000573,-0.153844040306
ACH-000576,-0.15849084708699998
ACH-000580,-0.203667734685
ACH-000584,-0.054948059154
ACH-000585,-0.105771646006
ACH-000588,-0.278118898091
ACH-000589,-0.049364622950400006
ACH-000591,0.0532738717375
ACH-000593,-0.153054402788
ACH-000600,-0.31931122257399996
ACH-000601,-0.23827780082199998
ACH-000604,-0.06990613806149999
ACH-000605,-0.131521603795
ACH-000606,-0.21662923899
ACH-000608,-0.0191367341549
ACH-000614,-0.19217010186
ACH-000616,-0.128587769678
ACH-000618,-0.28579034448
ACH-000619,-0.188291943569
ACH-000620,-0.150175753763
ACH-000621,-0.0926573746462
ACH-000622,-0.128400519866
ACH-000623,-0.0907493300031
ACH-000624,-0.10980442738
ACH-000627,-0.26532810438
ACH-000630,-0.12441074852499999
ACH-000632,-0.060767944241
ACH-000633,-0.13988860481899998
ACH-000637,0.00933178915159
ACH-000638,-0.12334207517000001
ACH-000646,0.0603890424529
ACH-000647,-0.33175434301999995
ACH-000648,-0.38564580311700003
ACH-000649,-0.0938458826045
ACH-000651,-0.20238482481800002
ACH-000652,0.07620780152439999
ACH-000653,-0.143872614841
ACH-000657,-0.26628601879
ACH-000658,-0.317733682871
ACH-000661,-0.208574152365
ACH-000662,-0.12211551791200001
ACH-000663,-0.277552682282
ACH-000665,-0.175839055022
ACH-000671,-0.209327855099
ACH-000673,-0.124875824434
ACH-000676,-0.278159457178
ACH-000677,-0.100822342979
ACH-000681,0.044156783082300005
ACH-000682,-0.25810697371999997
ACH-000683,-0.6985373109180001
ACH-000684,-0.20711098156
ACH-000688,-0.0549494336
ACH-000693,-0.112164191849
ACH-000694,-0.106723855142
ACH-000695,0.052494788941699996
ACH-000696,-0.125070255838
ACH-000697,-0.309596420792
ACH-000699,-0.11744669624399999
ACH-000701,-0.21126935366799998
ACH-000706,-0.30611762233199996
ACH-000711,-0.1609897996
ACH-000713,-0.18749115220100002
ACH-000714,-0.205975896699
ACH-000718,-0.10781395237500001
ACH-000720,-0.207707431857
ACH-000721,-0.09370553840460001
ACH-000724,0.020135977061700002
ACH-000725,-0.421173096309
ACH-000732,-0.0721320365877
ACH-000734,-0.10698389946
ACH-000735,-0.09556712046039999
ACH-000736,-0.36598889084299996
ACH-000738,-0.0978362274995
ACH-000746,-0.20133587075399997
ACH-000747,-0.23423258931899998
ACH-000748,-0.317129016674
ACH-000753,-0.284757237528
ACH-000756,-0.10918672807
ACH-000757,-0.367273665314
ACH-000758,-0.257312308742
ACH-000760,-0.229889545467
ACH-000763,-0.250634115327
ACH-000764,0.0686858187216
ACH-000765,-0.318153960809
ACH-000766,-0.10638991369300001
ACH-000767,-0.18141950217
ACH-000768,-0.128910061687
ACH-000769,-0.0715361156601
ACH-000770,-0.196868530948
ACH-000771,-0.175463442768
ACH-000773,-0.170471790977
ACH-000776,-0.233383626683
ACH-000777,-0.308643842494
ACH-000778,-0.30433291059
ACH-000781,-0.128844381203
