,FGF20 (26281)
ACH-000004,-0.17685174971700002
ACH-000007,-0.025396385104900002
ACH-000009,0.12610304145600001
ACH-000011,-0.11591411815300001
ACH-000012,-0.0390827427016
ACH-000013,-0.267198093864
ACH-000014,0.0256995670105
ACH-000015,-0.297237508101
ACH-000017,-0.17208880302000001
ACH-000018,0.0861680915264
ACH-000019,-0.0937194382996
ACH-000021,0.056729345212900004
ACH-000022,-0.20329076694899997
ACH-000025,-0.07479369136969999
ACH-000028,0.0380482122046
ACH-000030,-0.11575116946599999
ACH-000035,0.06720531670260001
ACH-000036,-0.11625278877900001
ACH-000037,-0.22921199657400002
ACH-000039,-0.105495982278
ACH-000040,-0.18415882406
ACH-000041,-0.00178986052147
ACH-000042,-0.08622774133639999
ACH-000045,-0.155077460515
ACH-000047,-0.10217665197699999
ACH-000052,-0.21710712111299998
ACH-000053,-0.010878262631999999
ACH-000054,-0.0509334795776
ACH-000055,-0.161184413483
ACH-000060,-0.0421748067554
ACH-000067,-0.0396259036719
ACH-000070,-0.256238044529
ACH-000075,0.011743177308499999
ACH-000078,-0.0348609475487
ACH-000082,-0.22149492866700002
ACH-000085,0.165601344364
ACH-000086,0.00238184200967
ACH-000087,0.0333812601725
ACH-000092,-0.014856850206200001
ACH-000095,-0.0014722108209700002
ACH-000097,-0.10665262397900001
ACH-000098,0.0777016288522
ACH-000099,-0.159317551654
ACH-000108,0.024090926146599998
ACH-000113,0.0018062630439200002
ACH-000115,0.0752246391149
ACH-000116,-0.0515843205523
ACH-000118,-0.07029169929760001
ACH-000120,0.0754857472846
ACH-000123,0.0729978820839
ACH-000127,-0.0358251273306
ACH-000128,-0.0005779774954099999
ACH-000132,-0.09334961202580001
ACH-000133,-0.146798171603
ACH-000137,-0.024602794659099998
ACH-000138,0.0229086390964
ACH-000142,-0.0176224544515
ACH-000143,-0.136404282741
ACH-000146,-0.07127333679480001
ACH-000148,-0.11495348319700001
ACH-000150,-0.24248028611699998
ACH-000152,0.00797649891634
ACH-000153,0.08063624286360001
ACH-000159,-0.236246599811
ACH-000160,-0.0259946634962
ACH-000163,-0.130186722737
ACH-000167,-0.036171969005400005
ACH-000168,-0.135095929979
ACH-000169,0.0636730742701
ACH-000178,-0.310315092437
ACH-000182,-0.07665980435019999
ACH-000183,-0.128825015647
ACH-000188,-0.128426065025
ACH-000189,0.144130039417
ACH-000190,-0.150312092011
ACH-000198,-0.112236755882
ACH-000204,-0.286270628894
ACH-000206,-0.0678207182721
ACH-000207,-0.0101553761751
ACH-000211,-0.25107887581099997
ACH-000215,-0.133598175797
ACH-000221,-0.180581022726
ACH-000222,-0.0657269817337
ACH-000223,-0.0842253427105
ACH-000226,-0.0446026890029
ACH-000227,-0.12695042587000002
ACH-000228,-0.213735166544
ACH-000231,-0.0858776232133
ACH-000232,-0.18818379765999999
ACH-000233,-0.0779356787326
ACH-000234,-0.310952132364
ACH-000235,-0.187038504462
ACH-000237,-0.094260165219
ACH-000238,-0.19848737285700002
ACH-000243,0.0182571845692
ACH-000244,0.147663560409
ACH-000246,-0.118573304426
ACH-000248,-0.188119568336
ACH-000250,-0.0337832313843
ACH-000251,-0.10383487934699999
ACH-000253,-0.0559157926459
ACH-000255,0.029600533692900003
ACH-000256,-0.23982259885600002
ACH-000257,-0.104503306691
ACH-000258,-0.0916901731828
ACH-000259,-0.081413283807
ACH-000260,-0.14400961933
ACH-000261,-0.0520254235791
ACH-000262,0.0220213184062
ACH-000263,-0.139935076368
ACH-000264,-0.118058754937
ACH-000265,0.036265408128
ACH-000266,0.00282562966198
ACH-000272,-0.0307969642795
ACH-000273,0.028929426156000002
ACH-000274,-0.122199628937
ACH-000277,0.010558595113299998
ACH-000278,-0.170575474713
ACH-000279,-0.031218039972099997
ACH-000280,0.08571804919739999
ACH-000281,0.251456298417
ACH-000288,-0.031744638631500004
ACH-000291,-0.120701064369
ACH-000293,-0.190571119835
ACH-000294,-0.0907969131493
ACH-000295,-0.15258491144000003
ACH-000296,-0.253323287158
ACH-000302,-0.126042198906
ACH-000304,-0.31928556290800003
ACH-000307,-0.240541645036
ACH-000308,-0.20123861480900002
ACH-000310,-0.019112263479900003
ACH-000311,0.0394882984818
ACH-000312,-0.14549404849300002
ACH-000315,0.262080708901
ACH-000316,-0.06558398631519999
ACH-000317,-0.142566702585
ACH-000318,-0.011474486574799998
ACH-000319,0.021351017054699998
ACH-000320,-0.0962574236857
ACH-000322,0.043749815338699996
ACH-000323,-0.168801662167
ACH-000324,-0.0657883261752
ACH-000329,-0.114013268566
ACH-000330,-0.229875334028
ACH-000331,0.037785497483599995
ACH-000332,0.039429898517999995
ACH-000334,-0.189752981706
ACH-000335,-0.111879398877
ACH-000336,-0.14755727803
ACH-000337,-0.08084529993919999
ACH-000339,-0.07039806248569999
ACH-000341,-0.0179416700428
ACH-000348,-0.05615538222159999
ACH-000350,-0.154720431888
ACH-000352,-0.218571631164
ACH-000356,-0.259135369792
ACH-000361,-0.287601016841
ACH-000362,-0.18362051678599997
ACH-000363,-0.0140114077712
ACH-000364,-0.0344527935644
ACH-000365,-0.0897134043613
ACH-000366,0.120025008172
ACH-000368,-0.161508263194
ACH-000374,-0.121895377368
ACH-000375,-0.23517968751899998
ACH-000376,-0.0803253083607
ACH-000381,0.110007458689
ACH-000383,-0.10408871193800001
ACH-000387,-0.12332901537100001
ACH-000389,-0.07895095395549999
ACH-000390,-0.041252861579
ACH-000393,-0.170717762464
ACH-000395,0.117199374256
ACH-000397,-0.0505035197631
ACH-000401,0.156175381563
ACH-000402,0.179346275637
ACH-000403,-0.057613011519900004
ACH-000404,-0.240918930418
ACH-000406,-0.07392686764939999
ACH-000407,0.0841534880451
ACH-000408,0.0471045051229
ACH-000410,-0.10336892457800001
ACH-000411,-0.038530240432800004
ACH-000414,-0.00772329450144
ACH-000415,0.00758509350618
ACH-000416,-0.0247287054387
ACH-000420,-0.274025406089
ACH-000421,-0.0867704840869
ACH-000424,-0.0627215367918
ACH-000425,-0.00675599464866
ACH-000426,-0.2362037088
ACH-000427,-0.04611468103019999
ACH-000433,0.0169541897718
ACH-000436,-0.167626503519
ACH-000444,-0.22032497916700003
ACH-000445,-0.00312493782969
ACH-000448,-0.151472665806
ACH-000450,0.014861040157700001
ACH-000452,-0.0417279662577
ACH-000454,0.014515172810299999
ACH-000458,-0.18046553029800003
ACH-000459,-0.053654443134399994
ACH-000460,0.0088268547513
ACH-000461,0.0747446178764
ACH-000463,-0.0248898575892
ACH-000464,-0.132733250162
ACH-000466,-0.014486292755100001
ACH-000467,-0.041867834948
ACH-000468,0.0106917190081
ACH-000469,-0.052242772199999996
ACH-000470,-0.253212777488
ACH-000471,-0.027115112578699998
ACH-000472,-0.22478627831599998
ACH-000473,-0.296001285116
ACH-000475,-0.0470791034365
ACH-000476,-0.166624828474
ACH-000477,-0.0410987781724
ACH-000480,-0.0965950702231
ACH-000481,-0.119886478812
ACH-000483,-0.228112765926
ACH-000484,-0.09815941440039999
ACH-000485,-0.0337201690527
ACH-000486,-0.0692400311497
ACH-000487,-0.023272107951199997
ACH-000488,-0.0787282371084
ACH-000490,-0.053015990560599996
ACH-000491,-0.183034532944
ACH-000495,-0.045458653045
ACH-000496,0.054921830305
ACH-000499,0.0667997438897
ACH-000500,0.347914719888
ACH-000502,0.06300871299380001
ACH-000503,-0.0862362046197
ACH-000505,-0.136746153244
ACH-000507,-0.0507170507589
ACH-000510,-0.0207971352579
ACH-000511,-0.120552670087
ACH-000512,0.0697136356089
ACH-000516,-0.298242194929
ACH-000517,-0.155700156522
ACH-000518,-0.168551316255
ACH-000520,-0.026508468869500004
ACH-000521,-0.155614830589
ACH-000522,0.0103882029926
ACH-000524,-0.091916297774
ACH-000527,-0.11823455079000002
ACH-000528,-0.230399343166
ACH-000537,-0.023500998544900002
ACH-000541,0.0530547287251
ACH-000542,-0.0599140323585
ACH-000544,-0.254378854555
ACH-000545,-0.17208607891199998
ACH-000547,-0.207668445231
ACH-000548,-0.18673721797899998
ACH-000549,0.0121299481665
ACH-000550,0.0306743465594
ACH-000552,-0.118426353278
ACH-000556,-0.121075330401
ACH-000557,-0.451692332385
ACH-000570,-0.0445538548284
ACH-000571,-0.178163911036
ACH-000573,-0.189920172154
ACH-000576,-0.206831061131
ACH-000580,0.076423286637
ACH-000584,-0.201837904762
ACH-000585,0.004766831053149999
ACH-000588,0.07282420369810001
ACH-000589,-0.195683763433
ACH-000591,-0.0718650079507
ACH-000593,0.026752039498200004
ACH-000600,0.00034764131070699994
ACH-000601,-0.062412457837199994
ACH-000604,-0.403357876163
ACH-000605,-0.0426553978505
ACH-000606,-0.09969540011469999
ACH-000608,-0.240904169086
ACH-000614,0.00822668094914
ACH-000616,-0.024128813383499998
ACH-000618,-0.0154830336206
ACH-000619,-0.0441048807398
ACH-000620,-0.0192083384817
ACH-000621,0.0599041734368
ACH-000622,-0.00330358650203
ACH-000623,0.0128530824687
ACH-000624,-0.0912173012385
ACH-000627,-0.16732724582900002
ACH-000630,-0.052129775547900006
ACH-000632,0.0514047407309
ACH-000633,-0.029888580013000002
ACH-000637,-0.224065730704
ACH-000638,-0.08647099485500001
ACH-000646,-0.24831394668900003
ACH-000647,-0.026673518536
ACH-000648,0.0109930159745
ACH-000649,-0.0645992189826
ACH-000651,0.08656171231189999
ACH-000652,-0.09780705722860002
ACH-000653,-0.146478333324
ACH-000657,-0.153510845601
ACH-000658,0.149635249673
ACH-000661,0.0817271080962
ACH-000662,-0.6108631133429999
ACH-000663,-0.0329373279205
ACH-000665,-0.016816326910399998
ACH-000671,0.155702492608
ACH-000673,-0.10225429906300001
ACH-000676,-0.016837823584700002
ACH-000677,-0.163245629038
ACH-000681,-0.014693440801899998
ACH-000682,-0.134981525317
ACH-000683,-0.228396924754
ACH-000684,-0.0149185357031
ACH-000688,-0.179201433508
ACH-000693,-0.06979359159160001
ACH-000694,-0.123012982378
ACH-000695,-0.27777801799699997
ACH-000696,-0.0812198731895
ACH-000697,-0.056777266419900004
ACH-000699,0.0499567738052
ACH-000701,0.100809104078
ACH-000706,0.0245247597713
ACH-000711,-0.0581143466644
ACH-000713,0.104038947138
ACH-000714,0.156209067512
ACH-000718,-0.022909762743299998
ACH-000720,0.00155744073874
ACH-000721,-0.00225074577036
ACH-000724,0.0714910503256
ACH-000725,-0.18579397323199998
ACH-000732,-0.11608373377100001
ACH-000734,-0.029240767171700002
ACH-000735,-0.0217744941298
ACH-000736,0.0552477300339
ACH-000738,-0.131597837046
ACH-000746,-0.193290455688
ACH-000747,0.11313514935900001
ACH-000748,-0.251462431032
ACH-000753,0.0751474047345
ACH-000756,-0.108816301691
ACH-000757,0.107845633951
ACH-000758,-0.14517874444700002
ACH-000760,-0.102981296349
ACH-000763,-0.212681868389
ACH-000764,0.0576662735926
ACH-000765,-0.025993653816100002
ACH-000766,0.151082185627
ACH-000767,-0.0104105520987
ACH-000768,0.07466821026610002
ACH-000769,0.000571436836211
ACH-000770,-0.0431478101074
ACH-000771,-0.200587745354
ACH-000773,0.05252820560930001
ACH-000776,0.0920212231869
ACH-000777,-0.09645929123839998
ACH-000778,-0.162781265468
ACH-000781,0.00227563048596
ACH-000782,-0.110298611723
ACH-000783,-0.156703783241
ACH-000784,-0.11155913360099999
ACH-000785,-0.10191489628900001
ACH-000787,-0.0732110279761
ACH-000788,-0.046216581964600004
ACH-000791,-0.039048024539099994
ACH-000792,-0.120034703445
ACH-000794,-0.0882442052472
ACH-000796,-0.177270091204
ACH-000799,-0.059933863333400006
ACH-000800,-0.009654914797649999
ACH-000802,-0.116566615436
ACH-000804,0.019016663280000002
ACH-000805,-0.0725437668558
ACH-000809,0.125044725568
ACH-000810,0.155175525541
ACH-000811,-0.14187384881100001
ACH-000817,-0.0483029012579
ACH-000819,-0.15405380898
ACH-000820,0.266070808401
ACH-000821,0.209974920511
ACH-000822,-0.0727921539003
ACH-000823,-0.096316756083
ACH-000824,-0.0983279688343
ACH-000827,-0.213274238112
ACH-000829,-0.011790269723200002
ACH-000831,0.00826946295399
ACH-000832,-0.050880394350199996
ACH-000833,-0.42087663293099997
ACH-000834,-0.117976542531
ACH-000835,-0.056022330794
ACH-000836,-0.13041569879599998
ACH-000837,-0.071683002511
ACH-000838,0.25305137679699996
ACH-000839,0.0224669910962
ACH-000840,-0.133429297671
ACH-000841,0.210021398917
ACH-000843,0.016660920353
ACH-000846,0.0250726258435
ACH-000847,-0.102183212639
ACH-000848,-0.161089323506
ACH-000849,-0.0184339293057
ACH-000851,-0.12100665898299999
ACH-000855,-0.108189277514
ACH-000856,-0.187561461763
ACH-000858,0.0118299551213
ACH-000859,-0.102686297257
