,SP5 (389058)
ACH-000004,-0.527504584834
ACH-000007,-0.43567351918499997
ACH-000009,-0.303617297234
ACH-000011,-0.201918497423
ACH-000012,-0.166593011038
ACH-000013,-0.295798348374
ACH-000014,-0.297839528318
ACH-000015,-0.299792038885
ACH-000017,-0.018445162431299997
ACH-000018,-0.134279181636
ACH-000019,-0.181977834129
ACH-000021,-0.115731066405
ACH-000022,-0.34870206951899996
ACH-000025,-0.336722617437
ACH-000028,-0.43857273593199997
ACH-000030,-0.105873641818
ACH-000035,-0.255001313619
ACH-000036,-0.116468380958
ACH-000037,-0.274513272317
ACH-000039,-0.21940192062600003
ACH-000040,-0.19865750716699998
ACH-000041,-0.276461984544
ACH-000042,-0.151872512262
ACH-000045,-0.183244740198
ACH-000047,-0.343819758293
ACH-000052,-0.23657125879500002
ACH-000053,-0.216170347555
ACH-000054,-0.164174528278
ACH-000055,-0.146940936776
ACH-000060,-0.211757629951
ACH-000067,-0.432156870205
ACH-000070,-0.39573217509099995
ACH-000075,-0.350956300372
ACH-000078,-0.0798212989519
ACH-000082,-0.0575079816287
ACH-000085,-0.37951983082699997
ACH-000086,-0.137133736126
ACH-000087,-0.218970316987
ACH-000092,-0.15519626173
ACH-000095,-0.24475055600900003
ACH-000097,-0.255478504933
ACH-000098,-0.494207967689
ACH-000099,-0.47850998165200004
ACH-000108,-0.204654582806
ACH-000113,-0.376722710683
ACH-000115,-0.17736067679200002
ACH-000116,-0.103346887059
ACH-000118,-0.122210618365
ACH-000120,-0.314163525763
ACH-000123,-0.294768003705
ACH-000127,-0.28524856619100003
ACH-000128,-0.351425636913
ACH-000132,-0.450520560884
ACH-000133,-0.307304093151
ACH-000137,-0.169658022755
ACH-000138,-0.045725981232900004
ACH-000142,-0.152882220109
ACH-000143,-0.247514020114
ACH-000146,-0.31100007436099997
ACH-000148,-0.336648555443
ACH-000150,-0.46561980927
ACH-000152,-0.179365009888
ACH-000153,-0.11895941709699999
ACH-000159,-0.22465911414099998
ACH-000160,-0.254351324668
ACH-000163,-0.34331286303400005
ACH-000167,-0.302101214465
ACH-000168,-0.223693649006
ACH-000169,-0.319451988408
ACH-000178,-0.18308833035900002
ACH-000182,0.061857597479600006
ACH-000183,-0.154482157158
ACH-000188,-0.132260662324
ACH-000189,-0.176201665128
ACH-000190,-0.461147136772
ACH-000198,-0.27156994046599997
ACH-000204,-0.060206719504699996
ACH-000206,-0.425308756677
ACH-000207,0.000161408534569
ACH-000211,-0.114849832844
ACH-000215,-0.195816507681
ACH-000221,-0.486662290963
ACH-000222,-0.19569388717500003
ACH-000223,-0.31184014265500004
ACH-000226,-0.33486137168200003
ACH-000227,-0.30113237324299996
ACH-000228,-0.122050848194
ACH-000231,-0.181477369685
ACH-000232,-0.07601166413660002
ACH-000233,-0.149859852947
ACH-000234,-0.23585940476
ACH-000235,-0.154541990071
ACH-000237,-0.37719078382700005
ACH-000238,-0.12228741432399999
ACH-000243,-0.160334463674
ACH-000244,-0.09601099838839998
ACH-000246,-0.233884203789
ACH-000248,-0.0933999528311
ACH-000250,-0.24432809592399998
ACH-000251,-0.31331181394499996
ACH-000253,-0.35894510659999995
ACH-000255,-0.319475442914
ACH-000256,-0.255422144604
ACH-000257,0.20167184739900001
ACH-000258,-0.170816154646
ACH-000259,-0.129564158278
ACH-000260,-0.331202915297
ACH-000261,-0.124284381999
ACH-000262,-0.187055697295
ACH-000263,-0.300655057304
ACH-000264,-0.30000316851500003
ACH-000265,-0.131480361288
ACH-000266,-0.15937567885
ACH-000272,-0.37549972675399995
ACH-000273,-0.0837646109268
ACH-000274,-0.314057085154
ACH-000277,-0.395163553433
ACH-000278,-0.43327193541000003
ACH-000279,-0.242474373671
ACH-000280,-0.258477896481
ACH-000281,-0.538960750191
ACH-000288,-0.269294159815
ACH-000291,-0.223498733261
ACH-000293,-0.307077772711
ACH-000294,-0.0497239893986
ACH-000295,0.0864647332315
ACH-000296,-0.10869122079000001
ACH-000302,-0.238789014991
ACH-000304,0.0381983519015
ACH-000307,-0.28401772455400004
ACH-000308,-0.135084870765
ACH-000310,-0.30389311451400003
