,CSF1R (1436)
ACH-000004,-0.180880737942
ACH-000007,0.107533486446
ACH-000009,-0.14777954015699998
ACH-000011,-0.13264559564300002
ACH-000012,-0.0633996394089
ACH-000013,-0.061345097509
ACH-000014,-0.077008555246
ACH-000015,-0.232700371396
ACH-000017,-0.100297892574
ACH-000018,-0.0935914092004
ACH-000019,-0.0332586489374
ACH-000021,-0.127046199137
ACH-000022,-0.0694233115178
ACH-000025,0.0597526769974
ACH-000028,0.240635957445
ACH-000030,-0.158909070432
ACH-000035,-0.0457095727513
ACH-000036,-0.08485505648039998
ACH-000037,-0.407058383605
ACH-000039,-0.109098154941
ACH-000040,-0.112142964444
ACH-000041,-0.060594529852800005
ACH-000042,-0.005864502704340001
ACH-000045,-0.327166014795
ACH-000047,-0.128432953503
ACH-000052,-0.297586745088
ACH-000053,-0.103369323973
ACH-000054,-0.0738635889188
ACH-000055,-0.0476095932051
ACH-000060,-0.049900350519400005
ACH-000067,-0.0192497396264
ACH-000070,0.0520827525414
ACH-000075,-0.283344362392
ACH-000078,-0.112731963485
ACH-000082,-0.00475932327539
ACH-000085,-0.07904489651060001
ACH-000086,-0.049444129628999994
ACH-000087,-0.0590733489143
ACH-000092,0.0625736367997
ACH-000095,-0.05499051044890001
ACH-000097,0.00900306685594
ACH-000098,-0.123047067573
ACH-000099,-0.12458198453199999
ACH-000108,-0.0485711247272
ACH-000113,-0.113611062863
ACH-000115,-0.133636835814
ACH-000116,0.0634448598656
ACH-000118,-0.0553513462089
ACH-000120,0.0372993002538
ACH-000123,-0.18492443699799999
ACH-000127,-0.000455826314388
ACH-000128,-0.0533093360646
ACH-000132,-0.094384045152
ACH-000133,0.017350196472700002
ACH-000137,0.0445713291342
ACH-000138,-0.16548718947899999
ACH-000142,-0.109807746842
ACH-000143,0.156480360701
ACH-000146,-0.13275367021099999
ACH-000148,-0.07748538252449999
ACH-000150,-0.158915172823
ACH-000152,-0.106491166406
ACH-000153,-0.122475314362
ACH-000159,0.023863085210700002
ACH-000160,-0.0899428141907
ACH-000163,0.105173515518
ACH-000167,0.11138752026799999
ACH-000168,-0.130271061178
ACH-000169,0.0797933794772
ACH-000178,-0.138851973183
ACH-000182,-0.09115332474330001
ACH-000183,-0.00856694174496
ACH-000188,-0.224459074042
ACH-000189,0.189521922641
