,PERP (64065)
ACH-000004,-0.0689655689425
ACH-000007,0.08708923940850001
ACH-000009,0.014286225476599999
ACH-000011,-0.0132217627997
ACH-000012,-0.00525805091242
ACH-000013,0.0897759515601
ACH-000014,-0.150331354902
ACH-000015,0.0449086879356
ACH-000017,-0.220451274293
ACH-000018,-0.333583374098
ACH-000019,-0.37979578954099996
ACH-000021,-0.0417814636839
ACH-000022,0.045153433167000004
ACH-000025,0.063269432263
ACH-000028,0.0675090178574
ACH-000030,-0.184255696539
ACH-000035,0.19395803584000001
ACH-000036,-0.148931215573
ACH-000037,0.04205933261469999
ACH-000039,-0.07853811655389999
ACH-000040,-0.180302411023
ACH-000041,0.132299225412
ACH-000042,0.0178157945033
ACH-000045,-0.0716292312239
ACH-000047,-0.009752426527360001
ACH-000052,0.0710100652504
ACH-000053,-0.0330402045016
ACH-000054,-0.28634749648200003
ACH-000055,-0.161954097405
ACH-000060,-0.48164543536000004
ACH-000067,-0.20423662259
ACH-000070,-0.35679968336900003
ACH-000075,0.010948643894200001
ACH-000078,0.19295490097399998
ACH-000082,-0.13713809274299998
ACH-000085,-0.124704586021
ACH-000086,-0.0119146650475
ACH-000087,-0.559252495989
ACH-000092,-0.10251286906899999
ACH-000095,0.09843246079199999
ACH-000097,-0.0221691107342
ACH-000098,-0.06186756444
ACH-000099,0.23429315378
ACH-000108,-0.0243943354282
ACH-000113,0.11352368721799999
ACH-000115,-0.44228232474600004
ACH-000116,-0.128805657118
ACH-000118,-0.0537621206985
ACH-000120,-0.0964320788668
ACH-000123,0.104576518106
ACH-000127,-0.00108199044614
ACH-000128,-0.0376013902591
ACH-000132,-0.203603676684
ACH-000133,-0.0200808906178
ACH-000137,-0.0952142034577
ACH-000138,-0.0550350592232
ACH-000142,-0.126321787272
ACH-000143,-0.46668780166999996
ACH-000146,0.00192080092153
ACH-000148,-0.035721162412400004
ACH-000150,-0.20843329408300001
ACH-000152,-0.155992227279
ACH-000153,-0.313466056526
ACH-000159,0.0981783442966
ACH-000160,-0.0518574455542
ACH-000163,0.149863034274
ACH-000167,-0.0196720918026
ACH-000168,0.08055129588269999
ACH-000169,-0.00733026319642
ACH-000178,0.0643272002734
ACH-000182,0.00129050804007
ACH-000183,-0.034446309289
ACH-000188,-0.22687746272599998
ACH-000189,-0.295321872156
ACH-000190,0.029119250477
ACH-000198,0.00874788485288
ACH-000204,-0.225895009683
ACH-000206,-0.249784681384
ACH-000207,-0.0681568700352
ACH-000211,-0.00512729637936
ACH-000215,-0.160338006417
ACH-000221,-0.197667215391
ACH-000222,0.09452065231170001
ACH-000223,-0.015967532754
ACH-000226,-0.144593395252
ACH-000227,0.262494396062
ACH-000228,-0.13101295019099998
ACH-000231,-0.06636171347269999
ACH-000232,0.079544326592
ACH-000233,-0.06695028265689999
ACH-000234,-0.152468771971
ACH-000235,-0.0641301573761
ACH-000237,-0.265567890003
