,EIF2D (1939)
ACH-000004,0.266073339093
ACH-000007,0.028400692479099997
ACH-000009,-0.24139300804900002
ACH-000011,-0.022804779658400002
ACH-000012,0.185854697831
ACH-000013,0.105797010518
ACH-000014,0.153945707607
ACH-000015,0.111369590262
ACH-000017,0.09471017471149999
ACH-000018,-0.21382715214
ACH-000019,0.04262927061150001
ACH-000021,0.16472018950099998
ACH-000022,0.05383639114180001
ACH-000025,4.19675766849e-05
ACH-000028,-0.198208152628
ACH-000030,0.204595529969
ACH-000035,-0.035213995732100004
ACH-000036,0.136359143145
ACH-000037,-0.20936569855999998
ACH-000039,-0.188037686245
ACH-000040,0.30096591164500003
ACH-000041,0.0648517105675
ACH-000042,-0.0771283480521
ACH-000045,0.0365823060008
ACH-000047,-0.0602579350755
ACH-000052,-0.10103631769999999
ACH-000053,0.0322061127764
ACH-000054,0.011314419948499998
ACH-000055,0.196806567293
ACH-000060,-0.0024637352978499998
ACH-000067,0.30712335248399997
ACH-000070,0.11799666521400001
ACH-000075,0.19524747030099998
ACH-000078,0.15121381736300002
ACH-000082,0.111839869558
ACH-000085,0.136190396365
ACH-000086,-0.19059978925
ACH-000087,0.121843587358
ACH-000092,0.18735665954599998
ACH-000095,-0.0044408288580299994
ACH-000097,0.0677540416853
ACH-000098,0.0808880810862
ACH-000099,0.10504265510399999
ACH-000108,8.63146419347e-05
ACH-000113,-0.07673205351080001
ACH-000115,-0.0215960700899
ACH-000116,0.236114562214
ACH-000118,0.020089913153
ACH-000120,-0.054559807531900005
ACH-000123,0.112944990218
ACH-000127,0.0763313829009
ACH-000128,-0.124694416788
ACH-000132,-0.183502862484
ACH-000133,0.203428196398
ACH-000137,-0.062861225984
ACH-000138,-0.203623491041
ACH-000142,-0.04792638477390001
ACH-000143,0.0741042022619
ACH-000146,-0.08273964685980001
ACH-000148,0.0615622968601
ACH-000150,0.21074213147
ACH-000152,0.09600899573180001
ACH-000153,0.163531221255
ACH-000159,0.0508277730123
ACH-000160,0.08260669221469999
ACH-000163,-0.221941225495
ACH-000167,-0.0803890938589
ACH-000168,0.11477353072799999
ACH-000169,-0.0890212811567
ACH-000178,0.0753662303608
ACH-000182,0.148421040203
ACH-000183,-0.18873621590700002
ACH-000188,0.142231285768
ACH-000189,0.050098803799599995
ACH-000190,0.0811397144866
ACH-000198,0.227939763032
ACH-000204,-0.048917574324400005
ACH-000206,0.271937551657
ACH-000207,-0.019003127364299998
ACH-000211,0.20575337044
ACH-000215,0.0403059692991
ACH-000221,0.190072050362
ACH-000222,0.0262965230658
ACH-000223,0.140288607652
ACH-000226,-0.22492655945
