,CEP57L1 (285753)
ACH-000004,0.022942323851
ACH-000007,0.061240536202
ACH-000009,-0.056201487931699996
ACH-000011,0.0638104482792
ACH-000012,-0.07427459369060001
ACH-000013,0.048658754238499996
ACH-000014,0.11983680017000001
ACH-000015,0.0063751782780800004
ACH-000017,-0.04189492014
ACH-000018,-0.0182953929118
ACH-000019,0.0598256997649
ACH-000021,-0.204670072007
ACH-000022,0.09455743103869999
ACH-000025,-0.06772996347999999
ACH-000028,0.026895555587499998
ACH-000030,-0.0994050063033
ACH-000035,-0.06917021482130001
ACH-000036,0.0695125804231
ACH-000037,0.038029423986999995
ACH-000039,-0.10917291282
ACH-000040,-0.0251695176207
ACH-000041,0.103456248461
ACH-000042,0.0033274029751800003
ACH-000045,-0.108860869548
ACH-000047,-0.08082298477660001
ACH-000052,-0.009392931254709998
ACH-000053,-0.036824985504099995
ACH-000054,-0.015505097092600001
ACH-000055,-0.0248835039586
ACH-000060,-0.07401173461249999
ACH-000067,0.0456509643263
ACH-000070,0.00678318910241
ACH-000075,0.0197819782509
ACH-000078,0.0239514145858
ACH-000082,0.0005385489390970001
ACH-000085,0.0347545822356
ACH-000086,0.012635906270700001
ACH-000087,0.204326283605
ACH-000092,0.0171969400537
ACH-000095,0.05974864869009999
ACH-000097,0.0939087591384
ACH-000098,-0.00359702214561
ACH-000099,0.0368639395285
ACH-000108,0.0969965165781
ACH-000113,-0.0395280510167
ACH-000115,0.149374254896
ACH-000116,-0.09899207552369998
ACH-000118,0.0135060208997
ACH-000120,0.0363678376406
ACH-000123,0.0542716613799
ACH-000127,0.0707767003185
ACH-000128,0.135743612942
ACH-000132,-0.156880275608
ACH-000133,0.100956191491
ACH-000137,0.0258263395071
ACH-000138,0.12826751432
ACH-000142,0.14038847748299998
ACH-000143,0.027033314602799997
ACH-000146,0.0340774582413
ACH-000148,0.05633602886530001
ACH-000150,-0.007488780500300001
ACH-000152,0.00213105087193
ACH-000153,0.392296020661
ACH-000159,0.0290289884021
ACH-000160,-0.0189584039062
ACH-000163,-0.0382508973029
ACH-000167,0.07252765097950001
ACH-000168,-0.12467421585100001
ACH-000169,0.017496879734400003
ACH-000178,0.004135326416219999
ACH-000182,-0.198594555625
ACH-000183,0.118547585416
ACH-000188,-0.00555062656032
ACH-000189,0.14703085244
ACH-000190,-0.0965962620095
ACH-000198,0.07375535066660001
ACH-000204,0.03731352077590001
ACH-000206,0.0530396997358
ACH-000207,0.0594969554082
ACH-000211,-0.037211004776699995
ACH-000215,0.10193057315500001
ACH-000221,0.16381041133
ACH-000222,0.0214664102122
ACH-000223,-0.08991110466060001
ACH-000226,-0.0805034832484
ACH-000227,-0.216770714715
ACH-000228,-0.188986149124
ACH-000231,0.0304138218109
ACH-000232,0.09468901609680001
ACH-000233,-0.0147951051266
ACH-000234,0.104571047047
ACH-000235,0.012377609206100001
ACH-000237,0.164640610307
ACH-000238,-0.0221861150895
ACH-000243,0.0026926440679000004
ACH-000244,0.242017058628
ACH-000246,0.010816317941299999
ACH-000248,0.024317973595500003
ACH-000250,0.016771328462
ACH-000251,-0.179761723231
ACH-000253,-0.0724984789326
ACH-000255,-0.158711447991
ACH-000256,-0.0131924186559
ACH-000257,-0.128762325833
ACH-000258,0.0485009118454
ACH-000259,0.0564706316308
ACH-000260,-0.0204219567856
ACH-000261,0.034540510074
ACH-000262,-0.101701701349
ACH-000263,-0.0840230525178
ACH-000264,0.00473347590375
ACH-000265,0.053164908584000005
ACH-000266,0.00492156968558
ACH-000272,-0.0123529759916
ACH-000273,-0.0529073260456
ACH-000274,0.010195924762
ACH-000277,0.0748763863405
