,GOLGA8O (728047)
ACH-000004,0.7600600948440001
ACH-000007,0.926459950908
ACH-000009,0.7730218897550001
ACH-000011,0.607039083638
ACH-000012,0.776435515465
ACH-000013,0.5512720380699999
ACH-000014,0.571481606022
ACH-000015,0.587075679675
ACH-000017,0.655260451725
ACH-000018,0.511886104947
ACH-000019,0.8637053979100001
ACH-000021,0.583343400713
ACH-000022,0.573668516141
ACH-000025,0.567428336968
ACH-000028,0.648630698907
ACH-000030,0.643584409191
ACH-000035,0.43023886251599996
ACH-000036,0.644239095571
ACH-000037,0.751011999744
ACH-000039,0.731343501504
ACH-000040,0.6772101628910001
ACH-000041,0.429457102555
ACH-000042,0.6835975551890001
ACH-000045,0.707118141311
ACH-000047,0.652519727811
ACH-000052,0.622476594741
ACH-000053,0.581460914147
ACH-000054,0.571115133654
ACH-000055,0.7494197586839999
ACH-000060,0.597177966272
ACH-000067,0.854664551222
ACH-000070,0.5886066111330001
ACH-000075,0.568850508934
ACH-000078,0.461223129629
ACH-000082,0.658643357562
ACH-000085,0.461870204199
ACH-000086,0.750828613116
ACH-000087,0.8295427172200001
ACH-000092,0.776878449975
ACH-000095,0.579972462983
ACH-000097,0.73094043199
ACH-000098,0.577989802228
ACH-000099,0.5671219625280001
ACH-000108,0.703792010077
ACH-000113,0.657983972209
ACH-000115,0.666608928027
ACH-000116,0.6375879105619999
ACH-000118,0.625074703783
ACH-000120,0.702682306182
ACH-000123,0.5437654745220001
ACH-000127,0.568362129822
ACH-000128,0.687467678536
ACH-000132,0.841705498575
ACH-000133,0.48077768986100006
ACH-000137,0.5033265503100001
ACH-000138,0.619948466858
ACH-000142,0.700460447002
ACH-000143,0.55494205061
ACH-000146,0.622538470024
ACH-000148,0.44201912409999994
ACH-000150,0.669784560309
ACH-000152,0.652751478326
ACH-000153,0.959933777582
ACH-000159,0.579297639753
ACH-000160,0.413418339102
ACH-000163,0.6298226565789999
ACH-000167,0.464705322072
ACH-000168,0.570006547035
ACH-000169,0.569342803353
ACH-000178,0.604283345995
ACH-000182,0.725400665278
ACH-000183,0.526259483481
ACH-000188,0.676611506537
ACH-000189,0.681060413327
ACH-000190,0.604386022784
ACH-000198,0.612615945052
ACH-000204,0.7125673778389999
ACH-000206,0.7539642206739999
ACH-000207,0.607043974686
ACH-000211,0.684474189268
ACH-000215,0.670495205446
ACH-000221,0.491846473616
ACH-000222,0.668224102057
ACH-000223,0.7311982184110001
ACH-000226,0.8169479041259999
ACH-000227,0.5026202492490001
ACH-000228,0.638082857205
ACH-000231,0.594939744129
ACH-000232,0.566714033094
ACH-000233,0.6524269853760001
ACH-000234,0.594184289632
ACH-000235,0.6570479062169999
ACH-000237,0.751362706959
ACH-000238,0.5150854768909999
ACH-000243,0.6372947752870001
ACH-000244,0.777670871024
ACH-000246,0.6735751760600001
ACH-000248,0.579926584037
ACH-000250,0.6428008533640001
ACH-000251,0.7942501071770001
ACH-000253,0.583235383287
ACH-000255,0.593106991409
ACH-000256,0.7902642656759999
ACH-000257,0.829341785475
ACH-000258,0.813967961805
ACH-000259,0.581203697458
ACH-000260,0.664757225987
ACH-000261,0.6447416743909999
ACH-000262,0.708368958786
ACH-000263,0.57591767226
ACH-000264,0.534356655503
ACH-000265,0.678408338684
ACH-000266,0.627761975582
ACH-000272,0.689227506031
ACH-000273,0.68310215146
ACH-000274,0.502788197362
ACH-000277,0.568431532692
ACH-000278,0.7508607469740001
ACH-000279,0.481245295939
ACH-000280,0.44358458248899996
ACH-000281,0.463430051342
ACH-000288,0.598387008251
ACH-000291,0.64569468402
ACH-000293,0.5165343611
ACH-000294,0.784142801657
ACH-000295,0.753926284672
ACH-000296,1.0036001290799998
ACH-000302,0.707132708936
ACH-000304,0.753203957485
ACH-000307,0.5841994011680001
ACH-000308,0.691149128922
ACH-000310,0.5539899277310001
ACH-000311,0.639500254817
ACH-000312,0.5088217954159999
ACH-000315,0.5343104071679999
ACH-000316,0.6143652329829999
ACH-000317,0.626476528935
ACH-000318,0.758660195194
ACH-000319,0.671142477353
ACH-000320,0.739132167175
ACH-000322,0.664420922349
ACH-000323,0.602845835477
ACH-000324,0.564538038508
ACH-000329,0.415208554353
ACH-000330,0.5699634409300001
ACH-000331,0.7771241490340001
ACH-000332,0.6680483510040001
ACH-000334,0.37758035737400003
ACH-000335,0.8406410175460001
ACH-000336,0.579232044132
ACH-000337,0.745677093389
ACH-000339,0.662272660891
ACH-000341,0.828668850726
ACH-000348,0.599749651303
ACH-000350,0.694181561262
ACH-000352,0.653301069184
ACH-000356,0.49109314992200004
ACH-000361,0.976246480119
ACH-000362,0.572056636824
ACH-000363,0.706870799806
ACH-000364,0.532335300958
ACH-000365,0.483104024776
ACH-000366,0.463418649202
ACH-000368,0.7041542018860001
ACH-000374,0.496341857434
ACH-000375,0.7243350656540001
ACH-000376,0.678044120007
ACH-000381,0.684355939674
ACH-000383,0.626560619469
ACH-000387,0.703716705222
ACH-000389,0.687024879966
ACH-000390,0.614189666131
ACH-000393,0.644032018477
ACH-000395,0.7303364265569999
ACH-000397,0.5977098039159999
ACH-000401,0.79300462161
ACH-000402,0.582354048775
ACH-000403,0.8421740035519999
ACH-000404,0.947190909239
ACH-000406,0.496950622681
ACH-000407,0.550131339838
ACH-000408,0.504523606763
ACH-000410,0.6029497960769999
ACH-000411,0.708090342296
ACH-000414,0.6965407600929999
ACH-000415,0.434293337501
ACH-000416,0.693690127532
ACH-000420,0.7267411831980001
ACH-000421,0.6850167170010001
ACH-000424,0.655275840902
ACH-000425,0.717417145124
ACH-000426,0.6691379508340001
ACH-000427,0.34554327460400003
ACH-000433,0.787357952922
ACH-000436,0.5955030931849999
